-17.374065,-66.158862, Calle San Martín #100, Tupuraya, D12
-17.380656,-66.160141, Calle Bustillos #9481, Tupuraya, D12
-17.375245,-66.158213, Calle Falsuri #9482, Queru Queru Bajo, D12
-17.370283,-66.149020, Av. Blanco Galindo #9483, Cala Cala Este, D12
-17.386696,-66.176781, Calle Canelas #9484, Tupuraya, D12
-17.376331,-66.143763, Calle San Martín #9485, Queru Queru Bajo, D12
-17.386089,-66.173075, Calle Bustillos #9486, Cala Cala Este, D12
-17.387175,-66.170156, Calle Falsuri #9487, Tupuraya, D12
-17.369408,-66.163209, Av. Blanco Galindo #9488, Queru Queru Bajo, D12
-17.376929,-66.153980, Calle Canelas #9489, Cala Cala Este, D12
-17.368236,-66.154259, Calle San Martín #9490, Tupuraya, D12
-17.380608,-66.171402, Calle Bustillos #9491, Queru Queru Bajo, D12
-17.379118,-66.160649, Calle Falsuri #9492, Cala Cala Este, D12
-17.377124,-66.155711, Av. Blanco Galindo #9493, Tupuraya, D12
-17.369278,-66.164759, Calle Canelas #9494, Queru Queru Bajo, D12
-17.369591,-66.148428, Calle San Martín #9495, Cala Cala Este, D12
-17.388716,-66.174299, Calle Bustillos #9496, Tupuraya, D12
-17.388148,-66.171546, Calle Falsuri #9497, Queru Queru Bajo, D12
-17.367817,-66.153972, Av. Blanco Galindo #9498, Cala Cala Este, D12
-17.384774,-66.167034, Calle Canelas #9499, Tupuraya, D12
-17.371262,-66.171277, Calle San Martín #9500, Queru Queru Bajo, D12
-17.374752,-66.145876, Calle Bustillos #9501, Cala Cala Este, D12
-17.371021,-66.143441, Calle Falsuri #9502, Tupuraya, D12
-17.371541,-66.166648, Av. Blanco Galindo #9503, Queru Queru Bajo, D12
-17.369371,-66.158288, Calle Canelas #9504, Cala Cala Este, D12
-17.370008,-66.154187, Calle San Martín #9505, Tupuraya, D12
-17.382787,-66.170964, Calle Bustillos #9506, Queru Queru Bajo, D12
-17.390548,-66.175796, Calle Falsuri #9507, Cala Cala Este, D12
-17.367629,-66.151466, Av. Blanco Galindo #9508, Tupuraya, D12
-17.382538,-66.175627, Calle Canelas #9509, Queru Queru Bajo, D12
-17.374720,-66.143239, Calle San Martín #9510, Cala Cala Este, D12
-17.376675,-66.168297, Calle Bustillos #9511, Tupuraya, D12
-17.390260,-66.167321, Calle Falsuri #9512, Queru Queru Bajo, D12
-17.389902,-66.168773, Av. Blanco Galindo #9513, Cala Cala Este, D12
-17.384548,-66.169871, Calle Canelas #9514, Tupuraya, D12
-17.383210,-66.165001, Calle San Martín #9515, Queru Queru Bajo, D12
-17.371737,-66.155670, Calle Bustillos #9516, Cala Cala Este, D12
-17.370538,-66.167318, Calle Falsuri #9517, Tupuraya, D12
-17.381729,-66.166997, Av. Blanco Galindo #9518, Queru Queru Bajo, D12
-17.378604,-66.159996, Calle Canelas #9519, Cala Cala Este, D12
-17.376381,-66.146634, Calle San Martín #9520, Tupuraya, D12
-17.369129,-66.173809, Calle Bustillos #9521, Queru Queru Bajo, D12
-17.372474,-66.169696, Calle Falsuri #9522, Cala Cala Este, D12
-17.367915,-66.171947, Av. Blanco Galindo #9523, Tupuraya, D12
-17.375473,-66.172163, Calle Canelas #9524, Queru Queru Bajo, D12
-17.387233,-66.174605, Calle San Martín #9525, Cala Cala Este, D12
-17.368710,-66.150912, Calle Bustillos #9526, Tupuraya, D12
-17.372122,-66.174254, Calle Falsuri #9527, Queru Queru Bajo, D12
-17.374965,-66.158960, Av. Blanco Galindo #9528, Cala Cala Este, D12
-17.369962,-66.164575, Calle Canelas #9529, Tupuraya, D12
-17.369294,-66.151667, Calle San Martín #9530, Queru Queru Bajo, D12
-17.375418,-66.174150, Calle Bustillos #9531, Cala Cala Este, D12
-17.372030,-66.156570, Calle Falsuri #9532, Tupuraya, D12
-17.380860,-66.161615, Av. Blanco Galindo #9533, Queru Queru Bajo, D12
-17.373422,-66.157665, Calle Canelas #9534, Cala Cala Este, D12
-17.383265,-66.175191, Calle San Martín #9535, Tupuraya, D12
-17.391271,-66.178016, Calle Bustillos #9536, Queru Queru Bajo, D12
-17.368578,-66.165085, Calle Falsuri #9537, Cala Cala Este, D12
-17.383160,-66.165386, Av. Blanco Galindo #9538, Tupuraya, D12
-17.376690,-66.170894, Calle Canelas #9539, Queru Queru Bajo, D12
-17.385079,-66.175689, Calle San Martín #9540, Cala Cala Este, D12
-17.384513,-66.166502, Calle Bustillos #9541, Tupuraya, D12
-17.392009,-66.173705, Calle Falsuri #9542, Queru Queru Bajo, D12
-17.372848,-66.174737, Av. Blanco Galindo #9543, Cala Cala Este, D12
-17.380197,-66.167221, Calle Canelas #9544, Tupuraya, D12
-17.382680,-66.165902, Calle San Martín #9545, Queru Queru Bajo, D12
-17.369645,-66.154271, Calle Bustillos #9546, Cala Cala Este, D12
-17.369791,-66.156422, Calle Falsuri #9547, Tupuraya, D12
-17.378877,-66.160300, Av. Blanco Galindo #9548, Queru Queru Bajo, D12
-17.372267,-66.157623, Calle Canelas #9549, Cala Cala Este, D12
-17.367402,-66.173839, Calle San Martín #9550, Tupuraya, D12
-17.375247,-66.153189, Calle Bustillos #9551, Queru Queru Bajo, D12
-17.375402,-66.141164, Calle Falsuri #9552, Cala Cala Este, D12
-17.372988,-66.150698, Av. Blanco Galindo #9553, Tupuraya, D12
-17.376145,-66.161040, Calle Canelas #9554, Queru Queru Bajo, D12
-17.371866,-66.160544, Calle San Martín #9555, Cala Cala Este, D12
-17.370799,-66.156311, Calle Bustillos #9556, Tupuraya, D12
-17.368508,-66.173904, Calle Falsuri #9557, Queru Queru Bajo, D12
-17.370664,-66.168331, Av. Blanco Galindo #9558, Cala Cala Este, D12
-17.385901,-66.166588, Calle Canelas #9559, Tupuraya, D12
-17.369299,-66.169896, Calle San Martín #9560, Queru Queru Bajo, D12
-17.386364,-66.170577, Calle Bustillos #9561, Cala Cala Este, D12
-17.372728,-66.161700, Calle Falsuri #9562, Tupuraya, D12
-17.375193,-66.170878, Av. Blanco Galindo #9563, Queru Queru Bajo, D12
-17.369186,-66.160144, Calle Canelas #9564, Cala Cala Este, D12
-17.369855,-66.159883, Calle San Martín #9565, Tupuraya, D12
-17.371709,-66.154917, Calle Bustillos #9566, Queru Queru Bajo, D12
-17.374721,-66.169510, Calle Falsuri #9567, Cala Cala Este, D12
-17.368297,-66.152771, Av. Blanco Galindo #9568, Tupuraya, D12
-17.377257,-66.170730, Calle Canelas #9569, Queru Queru Bajo, D12
-17.384205,-66.170612, Calle San Martín #9570, Cala Cala Este, D12
-17.373418,-66.171455, Calle Bustillos #9571, Tupuraya, D12
-17.377638,-66.157775, Calle Falsuri #9572, Queru Queru Bajo, D12
-17.376854,-66.160335, Av. Blanco Galindo #9573, Cala Cala Este, D12
-17.375929,-66.160996, Calle Canelas #9574, Tupuraya, D12
-17.385306,-66.170281, Calle San Martín #9575, Queru Queru Bajo, D12
-17.373401,-66.143367, Calle Bustillos #9576, Cala Cala Este, D12
-17.370704,-66.171386, Calle Falsuri #9577, Tupuraya, D12
-17.373631,-66.172458, Av. Blanco Galindo #9578, Queru Queru Bajo, D12
-17.375838,-66.168062, Calle Canelas #9579, Cala Cala Este, D12
-17.374136,-66.139352, Calle San Martín #9580, Tupuraya, D12
-17.377338,-66.154745, Calle Bustillos #9581, Queru Queru Bajo, D12
-17.376513,-66.153115, Calle Falsuri #9582, Cala Cala Este, D12
-17.376511,-66.158118, Av. Blanco Galindo #9583, Tupuraya, D12
-17.372030,-66.145937, Calle Canelas #9584, Queru Queru Bajo, D12
-17.368495,-66.150744, Calle San Martín #9585, Cala Cala Este, D12
-17.368756,-66.170951, Calle Bustillos #9586, Tupuraya, D12
-17.384880,-66.170621, Calle Falsuri #9587, Queru Queru Bajo, D12
-17.378771,-66.158537, Av. Blanco Galindo #9588, Cala Cala Este, D12
-17.374299,-66.152865, Calle Canelas #9589, Tupuraya, D12
-17.384841,-66.168459, Calle San Martín #9590, Queru Queru Bajo, D12
-17.370227,-66.154123, Calle Bustillos #9591, Cala Cala Este, D12
-17.373512,-66.157401, Calle Falsuri #9592, Tupuraya, D12
-17.375272,-66.141430, Av. Blanco Galindo #9593, Queru Queru Bajo, D12
-17.372538,-66.139046, Calle Canelas #9594, Cala Cala Este, D12
-17.372352,-66.166956, Calle San Martín #9595, Tupuraya, D12
-17.384060,-66.173381, Calle Bustillos #9596, Queru Queru Bajo, D12
-17.368060,-66.174558, Calle Falsuri #9597, Cala Cala Este, D12
-17.374285,-66.174178, Av. Blanco Galindo #9598, Tupuraya, D12
-17.377299,-66.169712, Calle Canelas #9599, Queru Queru Bajo, D12
-17.379946,-66.174332, Calle San Martín #9600, Cala Cala Este, D12
-17.383628,-66.170932, Calle Bustillos #9601, Tupuraya, D12
-17.377796,-66.154650, Calle Falsuri #9602, Queru Queru Bajo, D12
-17.390712,-66.177010, Av. Blanco Galindo #9603, Cala Cala Este, D12
-17.388706,-66.173443, Calle Canelas #9604, Tupuraya, D12
-17.379816,-66.166149, Calle San Martín #9605, Queru Queru Bajo, D12
-17.368877,-66.163696, Calle Bustillos #9606, Cala Cala Este, D12
-17.377238,-66.171253, Calle Falsuri #9607, Tupuraya, D12
-17.371642,-66.155145, Av. Blanco Galindo #9608, Queru Queru Bajo, D12
-17.373092,-66.163435, Calle Canelas #9609, Cala Cala Este, D12
-17.373811,-66.159380, Calle San Martín #9610, Tupuraya, D12
-17.370232,-66.163348, Calle Bustillos #9611, Queru Queru Bajo, D12
-17.375637,-66.168967, Calle Falsuri #9612, Cala Cala Este, D12
-17.377596,-66.166346, Av. Blanco Galindo #9613, Tupuraya, D12
-17.382549,-66.175078, Calle Canelas #9614, Queru Queru Bajo, D12
-17.378094,-66.154002, Calle San Martín #9615, Cala Cala Este, D12
-17.374764,-66.154106, Calle Bustillos #9616, Tupuraya, D12
-17.371374,-66.145132, Calle Falsuri #9617, Queru Queru Bajo, D12
-17.372569,-66.164622, Av. Blanco Galindo #9618, Cala Cala Este, D12
-17.372505,-66.168655, Calle Canelas #9619, Tupuraya, D12
-17.372568,-66.150992, Calle San Martín #9620, Queru Queru Bajo, D12
-17.373682,-66.150366, Calle Bustillos #9621, Cala Cala Este, D12
-17.372676,-66.152138, Calle Falsuri #9622, Tupuraya, D12
-17.390762,-66.167627, Av. Blanco Galindo #9623, Queru Queru Bajo, D12
-17.373014,-66.166969, Calle Canelas #9624, Cala Cala Este, D12
-17.376339,-66.173398, Calle San Martín #9625, Tupuraya, D12
-17.369734,-66.148929, Calle Bustillos #9626, Queru Queru Bajo, D12
-17.372665,-66.163988, Calle Falsuri #9627, Cala Cala Este, D12
-17.369250,-66.155721, Av. Blanco Galindo #9628, Tupuraya, D12
-17.384124,-66.165308, Calle Canelas #9629, Queru Queru Bajo, D12
-17.369064,-66.173074, Calle San Martín #9630, Cala Cala Este, D12
-17.368585,-66.162076, Calle Bustillos #9631, Tupuraya, D12
-17.372195,-66.156521, Calle Falsuri #9632, Queru Queru Bajo, D12
-17.366222,-66.163564, Av. Blanco Galindo #9633, Cala Cala Este, D12
-17.373752,-66.169534, Calle Canelas #9634, Tupuraya, D12
-17.376709,-66.173958, Calle San Martín #9635, Queru Queru Bajo, D12
-17.392090,-66.178752, Calle Bustillos #9636, Cala Cala Este, D12
-17.375751,-66.153531, Calle Falsuri #9637, Tupuraya, D12
-17.370099,-66.154287, Av. Blanco Galindo #9638, Queru Queru Bajo, D12
-17.371684,-66.150466, Calle Canelas #9639, Cala Cala Este, D12
-17.387025,-66.173617, Calle San Martín #9640, Tupuraya, D12
-17.373353,-66.139436, Calle Bustillos #9641, Queru Queru Bajo, D12
-17.380148,-66.163252, Calle Falsuri #9642, Cala Cala Este, D12
-17.392076,-66.176377, Av. Blanco Galindo #9643, Tupuraya, D12
-17.388416,-66.173842, Calle Canelas #9644, Queru Queru Bajo, D12
-17.385743,-66.169178, Calle San Martín #9645, Cala Cala Este, D12
-17.383369,-66.165809, Calle Bustillos #9646, Tupuraya, D12
-17.387173,-66.174349, Calle Falsuri #9647, Queru Queru Bajo, D12
-17.372892,-66.168575, Av. Blanco Galindo #9648, Cala Cala Este, D12
-17.376812,-66.157223, Calle Canelas #9649, Tupuraya, D12
-17.375647,-66.154395, Calle San Martín #9650, Queru Queru Bajo, D12
-17.366376,-66.162340, Calle Bustillos #9651, Cala Cala Este, D12
-17.371567,-66.151880, Calle Falsuri #9652, Tupuraya, D12
-17.386971,-66.176599, Av. Blanco Galindo #9653, Queru Queru Bajo, D12
-17.386037,-66.176265, Calle Canelas #9654, Cala Cala Este, D12
-17.385858,-66.165375, Calle San Martín #9655, Tupuraya, D12
-17.373905,-66.164215, Calle Bustillos #9656, Queru Queru Bajo, D12
-17.390272,-66.174307, Calle Falsuri #9657, Cala Cala Este, D12
-17.368124,-66.174131, Av. Blanco Galindo #9658, Tupuraya, D12
-17.388519,-66.168303, Calle Canelas #9659, Queru Queru Bajo, D12
-17.386271,-66.167544, Calle San Martín #9660, Cala Cala Este, D12
-17.377196,-66.155716, Calle Bustillos #9661, Tupuraya, D12
-17.367669,-66.154321, Calle Falsuri #9662, Queru Queru Bajo, D12
-17.369036,-66.173610, Av. Blanco Galindo #9663, Cala Cala Este, D12
-17.372862,-66.149232, Calle Canelas #9664, Tupuraya, D12
-17.367287,-66.173404, Calle San Martín #9665, Queru Queru Bajo, D12
-17.368304,-66.153228, Calle Bustillos #9666, Cala Cala Este, D12
-17.372389,-66.161196, Calle Falsuri #9667, Tupuraya, D12
-17.382223,-66.176017, Av. Blanco Galindo #9668, Queru Queru Bajo, D12
-17.374388,-66.164337, Calle Canelas #9669, Cala Cala Este, D12
-17.370635,-66.155488, Calle San Martín #9670, Tupuraya, D12
-17.377795,-66.162149, Calle Bustillos #9671, Queru Queru Bajo, D12
-17.372686,-66.141010, Calle Falsuri #9672, Cala Cala Este, D12
-17.373535,-66.172072, Av. Blanco Galindo #9673, Tupuraya, D12
-17.369724,-66.155044, Calle Canelas #9674, Queru Queru Bajo, D12
-17.369776,-66.157612, Calle San Martín #9675, Cala Cala Este, D12
-17.367623,-66.161714, Calle Bustillos #9676, Tupuraya, D12
-17.370111,-66.159752, Calle Falsuri #9677, Queru Queru Bajo, D12
-17.370815,-66.170702, Av. Blanco Galindo #9678, Cala Cala Este, D12
-17.370188,-66.175247, Calle Canelas #9679, Tupuraya, D12
-17.374766,-66.140853, Calle San Martín #9680, Queru Queru Bajo, D12
-17.373009,-66.149965, Calle Bustillos #9681, Cala Cala Este, D12
-17.375797,-66.172091, Calle Falsuri #9682, Tupuraya, D12
-17.384448,-66.176312, Av. Blanco Galindo #9683, Queru Queru Bajo, D12
-17.375397,-66.142788, Calle Canelas #9684, Cala Cala Este, D12
-17.373269,-66.172125, Calle San Martín #9685, Tupuraya, D12
-17.369240,-66.153991, Calle Bustillos #9686, Queru Queru Bajo, D12
-17.389233,-66.167317, Calle Falsuri #9687, Cala Cala Este, D12
-17.371406,-66.157869, Av. Blanco Galindo #9688, Tupuraya, D12
-17.384243,-66.166782, Calle Canelas #9689, Queru Queru Bajo, D12
-17.370635,-66.147566, Calle San Martín #9690, Cala Cala Este, D12
-17.376276,-66.156407, Calle Bustillos #9691, Tupuraya, D12
-17.375429,-66.169245, Calle Falsuri #9692, Queru Queru Bajo, D12
-17.380967,-66.173618, Av. Blanco Galindo #9693, Cala Cala Este, D12
-17.376578,-66.152226, Calle Canelas #9694, Tupuraya, D12
-17.370117,-66.160110, Calle San Martín #9695, Queru Queru Bajo, D12
-17.372101,-66.159369, Calle Bustillos #9696, Cala Cala Este, D12
-17.373737,-66.140326, Calle Falsuri #9697, Tupuraya, D12
-17.367090,-66.171655, Av. Blanco Galindo #9698, Queru Queru Bajo, D12
-17.378011,-66.156637, Calle Canelas #9699, Cala Cala Este, D12
-17.376224,-66.148824, Calle San Martín #9700, Tupuraya, D12
-17.371034,-66.169989, Calle Bustillos #9701, Queru Queru Bajo, D12
-17.379329,-66.159004, Calle Falsuri #9702, Cala Cala Este, D12
-17.371281,-66.157925, Av. Blanco Galindo #9703, Tupuraya, D12
-17.390453,-66.175848, Calle Canelas #9704, Queru Queru Bajo, D12
-17.372355,-66.140531, Calle San Martín #9705, Cala Cala Este, D12
-17.377520,-66.155947, Calle Bustillos #9706, Tupuraya, D12
-17.367626,-66.168745, Calle Falsuri #9707, Queru Queru Bajo, D12
-17.366800,-66.167485, Av. Blanco Galindo #9708, Cala Cala Este, D12
-17.375725,-66.167362, Calle Canelas #9709, Tupuraya, D12
-17.389377,-66.168207, Calle San Martín #9710, Queru Queru Bajo, D12
-17.376074,-66.148894, Calle Bustillos #9711, Cala Cala Este, D12
-17.372115,-66.161428, Calle Falsuri #9712, Tupuraya, D12
-17.368997,-66.156316, Av. Blanco Galindo #9713, Queru Queru Bajo, D12
-17.376304,-66.164428, Calle Canelas #9714, Cala Cala Este, D12
-17.377367,-66.158769, Calle San Martín #9715, Tupuraya, D12
-17.368187,-66.154801, Calle Bustillos #9716, Queru Queru Bajo, D12
-17.374900,-66.153138, Calle Falsuri #9717, Cala Cala Este, D12
-17.384701,-66.169605, Av. Blanco Galindo #9718, Tupuraya, D12
-17.379902,-66.170822, Calle Canelas #9719, Queru Queru Bajo, D12
-17.382556,-66.165653, Calle San Martín #9720, Cala Cala Este, D12
-17.368924,-66.171870, Calle Bustillos #9721, Tupuraya, D12
-17.368891,-66.173598, Calle Falsuri #9722, Queru Queru Bajo, D12
-17.381653,-66.166835, Av. Blanco Galindo #9723, Cala Cala Este, D12
-17.370697,-66.148402, Calle Canelas #9724, Tupuraya, D12
-17.378632,-66.169639, Calle San Martín #9725, Queru Queru Bajo, D12
-17.372841,-66.157914, Calle Bustillos #9726, Cala Cala Este, D12
-17.381473,-66.169542, Calle Falsuri #9727, Tupuraya, D12
-17.377943,-66.167839, Av. Blanco Galindo #9728, Queru Queru Bajo, D12
-17.376966,-66.157912, Calle Canelas #9729, Cala Cala Este, D12
-17.373717,-66.141258, Calle San Martín #9730, Tupuraya, D12
-17.392062,-66.176214, Calle Bustillos #9731, Queru Queru Bajo, D12
-17.391497,-66.176999, Calle Falsuri #9732, Cala Cala Este, D12
-17.367632,-66.166711, Av. Blanco Galindo #9733, Tupuraya, D12
-17.379186,-66.166265, Calle Canelas #9734, Queru Queru Bajo, D12
-17.378383,-66.161455, Calle San Martín #9735, Cala Cala Este, D12
-17.371918,-66.155948, Calle Bustillos #9736, Tupuraya, D12
-17.376613,-66.164558, Calle Falsuri #9737, Queru Queru Bajo, D12
-17.373709,-66.171753, Av. Blanco Galindo #9738, Cala Cala Este, D12
-17.375432,-66.144671, Calle Canelas #9739, Tupuraya, D12
-17.378822,-66.162784, Calle San Martín #9740, Queru Queru Bajo, D12
-17.383725,-66.169685, Calle Bustillos #9741, Cala Cala Este, D12
-17.374305,-66.167506, Calle Falsuri #9742, Tupuraya, D12
-17.369633,-66.167600, Av. Blanco Galindo #9743, Queru Queru Bajo, D12
-17.378993,-66.170777, Calle Canelas #9744, Cala Cala Este, D12
-17.382873,-66.166770, Calle San Martín #9745, Tupuraya, D12
-17.374361,-66.145631, Calle Bustillos #9746, Queru Queru Bajo, D12
-17.382036,-66.162433, Calle Falsuri #9747, Cala Cala Este, D12
-17.369128,-66.147818, Av. Blanco Galindo #9748, Tupuraya, D12
-17.370817,-66.163980, Calle Canelas #9749, Queru Queru Bajo, D12
-17.392620,-66.168654, Calle San Martín #9750, Cala Cala Este, D12
-17.371920,-66.171787, Calle Bustillos #9751, Tupuraya, D12
-17.371126,-66.171899, Calle Falsuri #9752, Queru Queru Bajo, D12
-17.371942,-66.156448, Av. Blanco Galindo #9753, Cala Cala Este, D12
-17.380100,-66.162387, Calle Canelas #9754, Tupuraya, D12
-17.374217,-66.162799, Calle San Martín #9755, Queru Queru Bajo, D12
-17.373699,-66.158370, Calle Bustillos #9756, Cala Cala Este, D12
-17.374767,-66.162974, Calle Falsuri #9757, Tupuraya, D12
-17.368824,-66.174000, Av. Blanco Galindo #9758, Queru Queru Bajo, D12
-17.375854,-66.151427, Calle Canelas #9759, Cala Cala Este, D12
-17.380941,-66.167274, Calle San Martín #9760, Tupuraya, D12
-17.376860,-66.160454, Calle Bustillos #9761, Queru Queru Bajo, D12
-17.366344,-66.164387, Calle Falsuri #9762, Cala Cala Este, D12
-17.374689,-66.156011, Av. Blanco Galindo #9763, Tupuraya, D12
-17.375004,-66.141769, Calle Canelas #9764, Queru Queru Bajo, D12
-17.371132,-66.148585, Calle San Martín #9765, Cala Cala Este, D12
-17.370487,-66.162264, Calle Bustillos #9766, Tupuraya, D12
-17.377734,-66.162869, Calle Falsuri #9767, Queru Queru Bajo, D12
-17.372386,-66.171293, Av. Blanco Galindo #9768, Cala Cala Este, D12
-17.390214,-66.171051, Calle Canelas #9769, Tupuraya, D12
-17.370247,-66.169953, Calle San Martín #9770, Queru Queru Bajo, D12
-17.378026,-66.175845, Calle Bustillos #9771, Cala Cala Este, D12
-17.377346,-66.169157, Calle Falsuri #9772, Tupuraya, D12
-17.371586,-66.165055, Av. Blanco Galindo #9773, Queru Queru Bajo, D12
-17.371090,-66.159428, Calle Canelas #9774, Cala Cala Este, D12
-17.369675,-66.175273, Calle San Martín #9775, Tupuraya, D12
-17.380454,-66.173151, Calle Bustillos #9776, Queru Queru Bajo, D12
-17.389946,-66.174695, Calle Falsuri #9777, Cala Cala Este, D12
-17.368722,-66.169868, Av. Blanco Galindo #9778, Tupuraya, D12
-17.378728,-66.169860, Calle Canelas #9779, Queru Queru Bajo, D12
-17.376050,-66.153199, Calle San Martín #9780, Cala Cala Este, D12
-17.371461,-66.158657, Calle Bustillos #9781, Tupuraya, D12
-17.385606,-66.173885, Calle Falsuri #9782, Queru Queru Bajo, D12
-17.377779,-66.163989, Av. Blanco Galindo #9783, Cala Cala Este, D12
-17.375873,-66.145791, Calle Canelas #9784, Tupuraya, D12
-17.374851,-66.149258, Calle San Martín #9785, Queru Queru Bajo, D12
-17.372528,-66.159200, Calle Bustillos #9786, Cala Cala Este, D12
-17.391783,-66.174738, Calle Falsuri #9787, Tupuraya, D12
-17.392646,-66.170030, Av. Blanco Galindo #9788, Queru Queru Bajo, D12
-17.371861,-66.141512, Calle Canelas #9789, Cala Cala Este, D12
-17.392362,-66.178135, Calle San Martín #9790, Tupuraya, D12
-17.377564,-66.159265, Calle Bustillos #9791, Queru Queru Bajo, D12
-17.372641,-66.142409, Calle Falsuri #9792, Cala Cala Este, D12
-17.371232,-66.153323, Av. Blanco Galindo #9793, Tupuraya, D12
-17.377205,-66.166786, Calle Canelas #9794, Queru Queru Bajo, D12
-17.377924,-66.152330, Calle San Martín #9795, Cala Cala Este, D12
-17.378681,-66.172282, Calle Bustillos #9796, Tupuraya, D12
-17.374558,-66.142469, Calle Falsuri #9797, Queru Queru Bajo, D12
-17.373877,-66.160908, Av. Blanco Galindo #9798, Cala Cala Este, D12
-17.375210,-66.162651, Calle Canelas #9799, Tupuraya, D12
-17.379559,-66.168081, Calle San Martín #9800, Queru Queru Bajo, D12
-17.379361,-66.168832, Calle Bustillos #9801, Cala Cala Este, D12
-17.367739,-66.169230, Calle Falsuri #9802, Tupuraya, D12
-17.381130,-66.163107, Av. Blanco Galindo #9803, Queru Queru Bajo, D12
-17.370360,-66.164610, Calle Canelas #9804, Cala Cala Este, D12
-17.372081,-66.142049, Calle San Martín #9805, Tupuraya, D12
-17.376843,-66.174046, Calle Bustillos #9806, Queru Queru Bajo, D12
-17.374087,-66.140102, Calle Falsuri #9807, Cala Cala Este, D12
-17.384487,-66.166961, Av. Blanco Galindo #9808, Tupuraya, D12
-17.381680,-66.161906, Calle Canelas #9809, Queru Queru Bajo, D12
-17.375136,-66.148266, Calle San Martín #9810, Cala Cala Este, D12
-17.376661,-66.161080, Calle Bustillos #9811, Tupuraya, D12
-17.385817,-66.169575, Calle Falsuri #9812, Queru Queru Bajo, D12
-17.378053,-66.175167, Av. Blanco Galindo #9813, Cala Cala Este, D12
-17.376555,-66.155217, Calle Canelas #9814, Tupuraya, D12
-17.368066,-66.167927, Calle San Martín #9815, Queru Queru Bajo, D12
-17.386111,-66.172600, Calle Bustillos #9816, Cala Cala Este, D12
-17.370768,-66.152547, Calle Falsuri #9817, Tupuraya, D12
-17.374827,-66.150732, Av. Blanco Galindo #9818, Queru Queru Bajo, D12
-17.369239,-66.151590, Calle Canelas #9819, Cala Cala Este, D12
-17.376746,-66.173327, Calle San Martín #9820, Tupuraya, D12
-17.373161,-66.167131, Calle Bustillos #9821, Queru Queru Bajo, D12
-17.377463,-66.158553, Calle Falsuri #9822, Cala Cala Este, D12
-17.389822,-66.167020, Av. Blanco Galindo #9823, Tupuraya, D12
-17.367226,-66.173635, Calle Canelas #9824, Queru Queru Bajo, D12
-17.369828,-66.165238, Calle San Martín #9825, Cala Cala Este, D12
-17.376839,-66.160311, Calle Bustillos #9826, Tupuraya, D12
-17.375263,-66.162970, Calle Falsuri #9827, Queru Queru Bajo, D12
-17.373042,-66.140264, Av. Blanco Galindo #9828, Cala Cala Este, D12
-17.379250,-66.162184, Calle Canelas #9829, Tupuraya, D12
-17.372948,-66.143967, Calle San Martín #9830, Queru Queru Bajo, D12
-17.367593,-66.162897, Calle Bustillos #9831, Cala Cala Este, D12
-17.372350,-66.171651, Calle Falsuri #9832, Tupuraya, D12
-17.391002,-66.167754, Av. Blanco Galindo #9833, Queru Queru Bajo, D12
-17.376315,-66.156441, Calle Canelas #9834, Cala Cala Este, D12
-17.373861,-66.161231, Calle San Martín #9835, Tupuraya, D12
-17.367762,-66.173953, Calle Bustillos #9836, Queru Queru Bajo, D12
-17.369554,-66.157664, Calle Falsuri #9837, Cala Cala Este, D12
-17.372005,-66.158731, Av. Blanco Galindo #9838, Tupuraya, D12
-17.379434,-66.161611, Calle Canelas #9839, Queru Queru Bajo, D12
-17.370300,-66.166782, Calle San Martín #9840, Cala Cala Este, D12
-17.385408,-66.167752, Calle Bustillos #9841, Tupuraya, D12
-17.374088,-66.157489, Calle Falsuri #9842, Queru Queru Bajo, D12
-17.372463,-66.165115, Av. Blanco Galindo #9843, Cala Cala Este, D12
-17.369443,-66.152661, Calle Canelas #9844, Tupuraya, D12
-17.371222,-66.173581, Calle San Martín #9845, Queru Queru Bajo, D12
-17.371222,-66.150710, Calle Bustillos #9846, Cala Cala Este, D12
-17.379028,-66.158136, Calle Falsuri #9847, Tupuraya, D12
-17.378531,-66.168691, Av. Blanco Galindo #9848, Queru Queru Bajo, D12
-17.392887,-66.169769, Calle Canelas #9849, Cala Cala Este, D12
-17.377672,-66.162883, Calle San Martín #9850, Tupuraya, D12
-17.391843,-66.171906, Calle Bustillos #9851, Queru Queru Bajo, D12
-17.382733,-66.174153, Calle Falsuri #9852, Cala Cala Este, D12
-17.373233,-66.163724, Av. Blanco Galindo #9853, Tupuraya, D12
-17.373625,-66.163452, Calle Canelas #9854, Queru Queru Bajo, D12
-17.388122,-66.167842, Calle San Martín #9855, Cala Cala Este, D12
-17.374780,-66.170514, Calle Bustillos #9856, Tupuraya, D12
-17.371933,-66.166828, Calle Falsuri #9857, Queru Queru Bajo, D12
-17.367928,-66.166042, Av. Blanco Galindo #9858, Cala Cala Este, D12
-17.376635,-66.145818, Calle Canelas #9859, Tupuraya, D12
-17.389936,-66.178461, Calle San Martín #9860, Queru Queru Bajo, D12
-17.367754,-66.165757, Calle Bustillos #9861, Cala Cala Este, D12
-17.377669,-66.164374, Calle Falsuri #9862, Tupuraya, D12
-17.372912,-66.171890, Av. Blanco Galindo #9863, Queru Queru Bajo, D12
-17.377126,-66.162222, Calle Canelas #9864, Cala Cala Este, D12
-17.368969,-66.163207, Calle San Martín #9865, Tupuraya, D12
