-17.368206,-66.127676, Calle Bolívar #100, Queru Queru, D1
-17.372721,-66.124687, Calle Baptista #4659, Mesadilla, D1
-17.363889,-66.133086, Calle Bolívar #4660, Queru Queru, D1
-17.376935,-66.124191, Calle Sucre #4661, Aranjuez, D1
-17.369821,-66.127213, Av. Ayacucho #4662, Mesadilla, D1
-17.368750,-66.115078, Calle Aroma #4663, Queru Queru, D1
-17.376252,-66.129672, Calle Baptista #4664, Aranjuez, D1
-17.367531,-66.111421, Calle Bolívar #4665, Mesadilla, D1
-17.361803,-66.143503, Calle Sucre #4666, Queru Queru, D1
-17.363734,-66.120229, Av. Ayacucho #4667, Aranjuez, D1
-17.374288,-66.119363, Calle Aroma #4668, Mesadilla, D1
-17.363404,-66.144627, Calle Baptista #4669, Queru Queru, D1
-17.366463,-66.139526, Calle Bolívar #4670, Aranjuez, D1
-17.370283,-66.113470, Calle Sucre #4671, Mesadilla, D1
-17.368516,-66.112107, Av. Ayacucho #4672, Queru Queru, D1
-17.368718,-66.128411, Calle Aroma #4673, Aranjuez, D1
-17.365099,-66.148105, Calle Baptista #4674, Mesadilla, D1
-17.367317,-66.124233, Calle Bolívar #4675, Queru Queru, D1
-17.371156,-66.116194, Calle Sucre #4676, Aranjuez, D1
-17.363202,-66.141027, Av. Ayacucho #4677, Mesadilla, D1
-17.366420,-66.145672, Calle Aroma #4678, Queru Queru, D1
-17.369595,-66.127777, Calle Baptista #4679, Aranjuez, D1
-17.365618,-66.135326, Calle Bolívar #4680, Mesadilla, D1
-17.372480,-66.115684, Calle Sucre #4681, Queru Queru, D1
-17.364350,-66.138686, Av. Ayacucho #4682, Aranjuez, D1
-17.361097,-66.145942, Calle Aroma #4683, Mesadilla, D1
-17.363682,-66.138541, Calle Baptista #4684, Queru Queru, D1
-17.367164,-66.119648, Calle Bolívar #4685, Aranjuez, D1
-17.380406,-66.128482, Calle Sucre #4686, Mesadilla, D1
-17.363026,-66.138094, Av. Ayacucho #4687, Queru Queru, D1
-17.364958,-66.141351, Calle Aroma #4688, Aranjuez, D1
-17.372045,-66.131181, Calle Baptista #4689, Mesadilla, D1
-17.360327,-66.149680, Calle Bolívar #4690, Queru Queru, D1
-17.378550,-66.124236, Calle Sucre #4691, Aranjuez, D1
-17.364168,-66.130541, Av. Ayacucho #4692, Mesadilla, D1
-17.367459,-66.139742, Calle Aroma #4693, Queru Queru, D1
-17.364439,-66.148760, Calle Baptista #4694, Aranjuez, D1
-17.374527,-66.127628, Calle Bolívar #4695, Mesadilla, D1
-17.374160,-66.113969, Calle Sucre #4696, Queru Queru, D1
-17.374655,-66.114561, Av. Ayacucho #4697, Aranjuez, D1
-17.374481,-66.119064, Calle Aroma #4698, Mesadilla, D1
-17.366287,-66.139632, Calle Baptista #4699, Queru Queru, D1
-17.369459,-66.141992, Calle Bolívar #4700, Aranjuez, D1
-17.379982,-66.123285, Calle Sucre #4701, Mesadilla, D1
-17.365495,-66.107389, Av. Ayacucho #4702, Queru Queru, D1
-17.370154,-66.122730, Calle Aroma #4703, Aranjuez, D1
-17.368860,-66.123894, Calle Baptista #4704, Mesadilla, D1
-17.365270,-66.146332, Calle Bolívar #4705, Queru Queru, D1
-17.365946,-66.115124, Calle Sucre #4706, Aranjuez, D1
-17.370488,-66.129815, Av. Ayacucho #4707, Mesadilla, D1
-17.368892,-66.121683, Calle Aroma #4708, Queru Queru, D1
-17.370566,-66.138510, Calle Baptista #4709, Aranjuez, D1
-17.363422,-66.129250, Calle Bolívar #4710, Mesadilla, D1
-17.366591,-66.120951, Calle Sucre #4711, Queru Queru, D1
-17.365263,-66.129864, Av. Ayacucho #4712, Aranjuez, D1
-17.373995,-66.124840, Calle Aroma #4713, Mesadilla, D1
-17.361684,-66.136611, Calle Baptista #4714, Queru Queru, D1
-17.366032,-66.111424, Calle Bolívar #4715, Aranjuez, D1
-17.378991,-66.128749, Calle Sucre #4716, Mesadilla, D1
-17.369586,-66.122708, Av. Ayacucho #4717, Queru Queru, D1
-17.367177,-66.123799, Calle Aroma #4718, Aranjuez, D1
-17.359893,-66.146878, Calle Baptista #4719, Mesadilla, D1
-17.369000,-66.131968, Calle Bolívar #4720, Queru Queru, D1
-17.367830,-66.144543, Calle Sucre #4721, Aranjuez, D1
-17.366050,-66.133791, Av. Ayacucho #4722, Mesadilla, D1
-17.364432,-66.131280, Calle Aroma #4723, Queru Queru, D1
-17.365123,-66.123923, Calle Baptista #4724, Aranjuez, D1
-17.363329,-66.131400, Calle Bolívar #4725, Mesadilla, D1
-17.374335,-66.118231, Calle Sucre #4726, Queru Queru, D1
-17.372794,-66.129944, Av. Ayacucho #4727, Aranjuez, D1
-17.372837,-66.128067, Calle Aroma #4728, Mesadilla, D1
-17.370016,-66.136528, Calle Baptista #4729, Queru Queru, D1
-17.370389,-66.121642, Calle Bolívar #4730, Aranjuez, D1
-17.368036,-66.140808, Calle Sucre #4731, Mesadilla, D1
-17.364534,-66.127578, Av. Ayacucho #4732, Queru Queru, D1
-17.372684,-66.135495, Calle Aroma #4733, Aranjuez, D1
-17.365552,-66.140234, Calle Baptista #4734, Mesadilla, D1
-17.372996,-66.121327, Calle Bolívar #4735, Queru Queru, D1
-17.365809,-66.146901, Calle Sucre #4736, Aranjuez, D1
-17.363450,-66.148038, Av. Ayacucho #4737, Mesadilla, D1
-17.370447,-66.127925, Calle Aroma #4738, Queru Queru, D1
-17.375094,-66.118889, Calle Baptista #4739, Aranjuez, D1
-17.368413,-66.132894, Calle Bolívar #4740, Mesadilla, D1
-17.369054,-66.119363, Calle Sucre #4741, Queru Queru, D1
-17.377467,-66.117545, Av. Ayacucho #4742, Aranjuez, D1
-17.363938,-66.141758, Calle Aroma #4743, Mesadilla, D1
-17.368629,-66.133922, Calle Baptista #4744, Queru Queru, D1
-17.366705,-66.135736, Calle Bolívar #4745, Aranjuez, D1
-17.375773,-66.126594, Calle Sucre #4746, Mesadilla, D1
-17.358740,-66.147495, Av. Ayacucho #4747, Queru Queru, D1
-17.368160,-66.137693, Calle Aroma #4748, Aranjuez, D1
-17.369484,-66.115083, Calle Baptista #4749, Mesadilla, D1
-17.363357,-66.147469, Calle Bolívar #4750, Queru Queru, D1
-17.365427,-66.140967, Calle Sucre #4751, Aranjuez, D1
-17.367337,-66.115556, Av. Ayacucho #4752, Mesadilla, D1
-17.367141,-66.136927, Calle Aroma #4753, Queru Queru, D1
-17.367926,-66.129663, Calle Baptista #4754, Aranjuez, D1
-17.363232,-66.121759, Calle Bolívar #4755, Mesadilla, D1
-17.365811,-66.125670, Calle Sucre #4756, Queru Queru, D1
-17.374538,-66.119926, Av. Ayacucho #4757, Aranjuez, D1
-17.374068,-66.119008, Calle Aroma #4758, Mesadilla, D1
-17.368434,-66.123089, Calle Baptista #4759, Queru Queru, D1
-17.377664,-66.122141, Calle Bolívar #4760, Aranjuez, D1
-17.363588,-66.134852, Calle Sucre #4761, Mesadilla, D1
-17.368270,-66.123578, Av. Ayacucho #4762, Queru Queru, D1
-17.375606,-66.125876, Calle Aroma #4763, Aranjuez, D1
-17.366597,-66.140723, Calle Baptista #4764, Mesadilla, D1
-17.375405,-66.129303, Calle Bolívar #4765, Queru Queru, D1
-17.362861,-66.126254, Calle Sucre #4766, Aranjuez, D1
-17.370667,-66.115299, Av. Ayacucho #4767, Mesadilla, D1
-17.373211,-66.122089, Calle Aroma #4768, Queru Queru, D1
-17.370360,-66.130540, Calle Baptista #4769, Aranjuez, D1
-17.368358,-66.124529, Calle Bolívar #4770, Mesadilla, D1
-17.366174,-66.131845, Calle Sucre #4771, Queru Queru, D1
-17.377916,-66.129424, Av. Ayacucho #4772, Aranjuez, D1
-17.367406,-66.129831, Calle Aroma #4773, Mesadilla, D1
-17.371438,-66.121418, Calle Baptista #4774, Queru Queru, D1
-17.368804,-66.129971, Calle Bolívar #4775, Aranjuez, D1
-17.372218,-66.126078, Calle Sucre #4776, Mesadilla, D1
-17.368800,-66.119116, Av. Ayacucho #4777, Queru Queru, D1
-17.379395,-66.122775, Calle Aroma #4778, Aranjuez, D1
-17.378864,-66.124138, Calle Baptista #4779, Mesadilla, D1
-17.363523,-66.136341, Calle Bolívar #4780, Queru Queru, D1
-17.366075,-66.145977, Calle Sucre #4781, Aranjuez, D1
-17.373509,-66.114001, Av. Ayacucho #4782, Mesadilla, D1
-17.372900,-66.116491, Calle Aroma #4783, Queru Queru, D1
-17.369302,-66.135206, Calle Baptista #4784, Aranjuez, D1
-17.369477,-66.118020, Calle Bolívar #4785, Mesadilla, D1
-17.374196,-66.127915, Calle Sucre #4786, Queru Queru, D1
-17.373164,-66.114123, Av. Ayacucho #4787, Aranjuez, D1
-17.377223,-66.124044, Calle Aroma #4788, Mesadilla, D1
-17.373769,-66.125989, Calle Baptista #4789, Queru Queru, D1
-17.375911,-66.116817, Calle Bolívar #4790, Aranjuez, D1
-17.364516,-66.123589, Calle Sucre #4791, Mesadilla, D1
-17.365275,-66.142680, Av. Ayacucho #4792, Queru Queru, D1
-17.371249,-66.116280, Calle Aroma #4793, Aranjuez, D1
-17.365088,-66.143619, Calle Baptista #4794, Mesadilla, D1
-17.375113,-66.129097, Calle Bolívar #4795, Queru Queru, D1
-17.380074,-66.126943, Calle Sucre #4796, Aranjuez, D1
-17.376102,-66.115958, Av. Ayacucho #4797, Mesadilla, D1
-17.369994,-66.134097, Calle Aroma #4798, Queru Queru, D1
-17.375205,-66.114458, Calle Baptista #4799, Aranjuez, D1
-17.372053,-66.111711, Calle Bolívar #4800, Mesadilla, D1
-17.368429,-66.132356, Calle Sucre #4801, Queru Queru, D1
-17.371018,-66.136952, Av. Ayacucho #4802, Aranjuez, D1
-17.368800,-66.136993, Calle Aroma #4803, Mesadilla, D1
-17.365163,-66.137852, Calle Baptista #4804, Queru Queru, D1
-17.361836,-66.145925, Calle Bolívar #4805, Aranjuez, D1
-17.370840,-66.113470, Calle Sucre #4806, Mesadilla, D1
-17.367375,-66.121716, Av. Ayacucho #4807, Queru Queru, D1
-17.364290,-66.120953, Calle Aroma #4808, Aranjuez, D1
-17.359841,-66.145813, Calle Baptista #4809, Mesadilla, D1
-17.364271,-66.137943, Calle Bolívar #4810, Queru Queru, D1
-17.374170,-66.123700, Calle Sucre #4811, Aranjuez, D1
-17.377279,-66.129524, Av. Ayacucho #4812, Mesadilla, D1
-17.374497,-66.115627, Calle Aroma #4813, Queru Queru, D1
-17.368340,-66.138215, Calle Baptista #4814, Aranjuez, D1
-17.365130,-66.146073, Calle Bolívar #4815, Mesadilla, D1
-17.362437,-66.135407, Calle Sucre #4816, Queru Queru, D1
-17.372504,-66.134702, Av. Ayacucho #4817, Aranjuez, D1
-17.362205,-66.141776, Calle Aroma #4818, Mesadilla, D1
-17.373605,-66.120416, Calle Baptista #4819, Queru Queru, D1
-17.362753,-66.132031, Calle Bolívar #4820, Aranjuez, D1
-17.374451,-66.127546, Calle Sucre #4821, Mesadilla, D1
-17.362052,-66.140349, Av. Ayacucho #4822, Queru Queru, D1
-17.368844,-66.132458, Calle Aroma #4823, Aranjuez, D1
-17.364746,-66.136552, Calle Baptista #4824, Mesadilla, D1
-17.364644,-66.136910, Calle Bolívar #4825, Queru Queru, D1
-17.368105,-66.118290, Calle Sucre #4826, Aranjuez, D1
-17.369528,-66.120707, Av. Ayacucho #4827, Mesadilla, D1
-17.364727,-66.131033, Calle Aroma #4828, Queru Queru, D1
-17.368203,-66.138327, Calle Baptista #4829, Aranjuez, D1
-17.371987,-66.114000, Calle Bolívar #4830, Mesadilla, D1
-17.375582,-66.127137, Calle Sucre #4831, Queru Queru, D1
-17.375295,-66.125047, Av. Ayacucho #4832, Aranjuez, D1
-17.373485,-66.114770, Calle Aroma #4833, Mesadilla, D1
-17.370438,-66.126454, Calle Baptista #4834, Queru Queru, D1
-17.368520,-66.124452, Calle Bolívar #4835, Aranjuez, D1
-17.370235,-66.124892, Calle Sucre #4836, Mesadilla, D1
-17.373648,-66.127040, Av. Ayacucho #4837, Queru Queru, D1
-17.367184,-66.140057, Calle Aroma #4838, Aranjuez, D1
-17.367227,-66.126325, Calle Baptista #4839, Mesadilla, D1
-17.365454,-66.128043, Calle Bolívar #4840, Queru Queru, D1
-17.377304,-66.122456, Calle Sucre #4841, Aranjuez, D1
-17.370259,-66.123434, Av. Ayacucho #4842, Mesadilla, D1
-17.362861,-66.126115, Calle Aroma #4843, Queru Queru, D1
-17.375909,-66.129122, Calle Baptista #4844, Aranjuez, D1
-17.360633,-66.148529, Calle Bolívar #4845, Mesadilla, D1
-17.366633,-66.127188, Calle Sucre #4846, Queru Queru, D1
-17.368049,-66.144754, Av. Ayacucho #4847, Aranjuez, D1
-17.369189,-66.134726, Calle Aroma #4848, Mesadilla, D1
-17.372385,-66.117025, Calle Baptista #4849, Queru Queru, D1
-17.362784,-66.125234, Calle Bolívar #4850, Aranjuez, D1
-17.363446,-66.146810, Calle Sucre #4851, Mesadilla, D1
-17.375331,-66.115754, Av. Ayacucho #4852, Queru Queru, D1
-17.374143,-66.123225, Calle Aroma #4853, Aranjuez, D1
-17.369916,-66.130761, Calle Baptista #4854, Mesadilla, D1
-17.372562,-66.119278, Calle Bolívar #4855, Queru Queru, D1
-17.367983,-66.120210, Calle Sucre #4856, Aranjuez, D1
-17.363437,-66.138995, Av. Ayacucho #4857, Mesadilla, D1
-17.373428,-66.122491, Calle Aroma #4858, Queru Queru, D1
-17.363342,-66.133000, Calle Baptista #4859, Aranjuez, D1
-17.368549,-66.139838, Calle Bolívar #4860, Mesadilla, D1
-17.371908,-66.112495, Calle Sucre #4861, Queru Queru, D1
-17.366726,-66.115641, Av. Ayacucho #4862, Aranjuez, D1
-17.378011,-66.125650, Calle Aroma #4863, Mesadilla, D1
-17.374595,-66.125303, Calle Baptista #4864, Queru Queru, D1
-17.364188,-66.138176, Calle Bolívar #4865, Aranjuez, D1
-17.373421,-66.126949, Calle Sucre #4866, Mesadilla, D1
-17.370296,-66.125158, Av. Ayacucho #4867, Queru Queru, D1
-17.366497,-66.108522, Calle Aroma #4868, Aranjuez, D1
-17.373424,-66.122683, Calle Baptista #4869, Mesadilla, D1
-17.375181,-66.122965, Calle Bolívar #4870, Queru Queru, D1
-17.371507,-66.118667, Calle Sucre #4871, Aranjuez, D1
-17.364004,-66.144459, Av. Ayacucho #4872, Mesadilla, D1
-17.376267,-66.124113, Calle Aroma #4873, Queru Queru, D1
-17.375419,-66.113773, Calle Baptista #4874, Aranjuez, D1
-17.374439,-66.115303, Calle Bolívar #4875, Mesadilla, D1
-17.372764,-66.120241, Calle Sucre #4876, Queru Queru, D1
-17.365267,-66.137184, Av. Ayacucho #4877, Aranjuez, D1
-17.373129,-66.135539, Calle Aroma #4878, Mesadilla, D1
-17.363495,-66.135012, Calle Baptista #4879, Queru Queru, D1
-17.375692,-66.119799, Calle Bolívar #4880, Aranjuez, D1
-17.366747,-66.129627, Calle Sucre #4881, Mesadilla, D1
-17.373815,-66.117142, Av. Ayacucho #4882, Queru Queru, D1
-17.375220,-66.125369, Calle Aroma #4883, Aranjuez, D1
-17.367693,-66.117407, Calle Baptista #4884, Mesadilla, D1
-17.365679,-66.119420, Calle Bolívar #4885, Queru Queru, D1
-17.364432,-66.128325, Calle Sucre #4886, Aranjuez, D1
-17.380079,-66.125849, Av. Ayacucho #4887, Mesadilla, D1
-17.365259,-66.118848, Calle Aroma #4888, Queru Queru, D1
-17.363232,-66.130270, Calle Baptista #4889, Aranjuez, D1
-17.363334,-66.141803, Calle Bolívar #4890, Mesadilla, D1
-17.372480,-66.131112, Calle Sucre #4891, Queru Queru, D1
-17.364574,-66.139203, Av. Ayacucho #4892, Aranjuez, D1
-17.370123,-66.126533, Calle Aroma #4893, Mesadilla, D1
-17.368922,-66.138332, Calle Baptista #4894, Queru Queru, D1
-17.370784,-66.125184, Calle Bolívar #4895, Aranjuez, D1
-17.363309,-66.145314, Calle Sucre #4896, Mesadilla, D1
-17.368688,-66.115613, Av. Ayacucho #4897, Queru Queru, D1
-17.377240,-66.115732, Calle Aroma #4898, Aranjuez, D1
-17.370681,-66.113714, Calle Baptista #4899, Mesadilla, D1
-17.376639,-66.119140, Calle Bolívar #4900, Queru Queru, D1
-17.374107,-66.120473, Calle Sucre #4901, Aranjuez, D1
-17.369949,-66.130892, Av. Ayacucho #4902, Mesadilla, D1
-17.375821,-66.130360, Calle Aroma #4903, Queru Queru, D1
-17.364574,-66.145960, Calle Baptista #4904, Aranjuez, D1
-17.372055,-66.132805, Calle Bolívar #4905, Mesadilla, D1
-17.371632,-66.136299, Calle Sucre #4906, Queru Queru, D1
-17.365367,-66.126246, Av. Ayacucho #4907, Aranjuez, D1
-17.371839,-66.112002, Calle Aroma #4908, Mesadilla, D1
-17.370410,-66.110338, Calle Baptista #4909, Queru Queru, D1
-17.362106,-66.144917, Calle Bolívar #4910, Aranjuez, D1
-17.378942,-66.124620, Calle Sucre #4911, Mesadilla, D1
-17.378284,-66.121832, Av. Ayacucho #4912, Queru Queru, D1
-17.366313,-66.121124, Calle Aroma #4913, Aranjuez, D1
-17.364863,-66.141550, Calle Baptista #4914, Mesadilla, D1
-17.373335,-66.118127, Calle Bolívar #4915, Queru Queru, D1
-17.374322,-66.115642, Calle Sucre #4916, Aranjuez, D1
-17.364705,-66.143845, Av. Ayacucho #4917, Mesadilla, D1
-17.369285,-66.129280, Calle Aroma #4918, Queru Queru, D1
-17.362381,-66.147086, Calle Baptista #4919, Aranjuez, D1
-17.369485,-66.138995, Calle Bolívar #4920, Mesadilla, D1
-17.375125,-66.117801, Calle Sucre #4921, Queru Queru, D1
-17.362682,-66.141436, Av. Ayacucho #4922, Aranjuez, D1
-17.370323,-66.116573, Calle Aroma #4923, Mesadilla, D1
-17.367762,-66.113915, Calle Baptista #4924, Queru Queru, D1
-17.365403,-66.148117, Calle Bolívar #4925, Aranjuez, D1
-17.368757,-66.142066, Calle Sucre #4926, Mesadilla, D1
-17.360004,-66.144378, Av. Ayacucho #4927, Queru Queru, D1
-17.375786,-66.123853, Calle Aroma #4928, Aranjuez, D1
-17.372496,-66.115144, Calle Baptista #4929, Mesadilla, D1
-17.373423,-66.130621, Calle Bolívar #4930, Queru Queru, D1
-17.367178,-66.129569, Calle Sucre #4931, Aranjuez, D1
-17.366416,-66.143947, Av. Ayacucho #4932, Mesadilla, D1
-17.378873,-66.119336, Calle Aroma #4933, Queru Queru, D1
-17.377114,-66.125182, Calle Baptista #4934, Aranjuez, D1
-17.368892,-66.125453, Calle Bolívar #4935, Mesadilla, D1
-17.373616,-66.115050, Calle Sucre #4936, Queru Queru, D1
-17.361434,-66.141060, Av. Ayacucho #4937, Aranjuez, D1
-17.373264,-66.113334, Calle Aroma #4938, Mesadilla, D1
-17.368961,-66.123943, Calle Baptista #4939, Queru Queru, D1
-17.372458,-66.124513, Calle Bolívar #4940, Aranjuez, D1
-17.373020,-66.115802, Calle Sucre #4941, Mesadilla, D1
-17.363512,-66.145961, Av. Ayacucho #4942, Queru Queru, D1
-17.376764,-66.120131, Calle Aroma #4943, Aranjuez, D1
-17.370597,-66.130090, Calle Baptista #4944, Mesadilla, D1
-17.369184,-66.125697, Calle Bolívar #4945, Queru Queru, D1
-17.369136,-66.118728, Calle Sucre #4946, Aranjuez, D1
-17.368448,-66.142052, Av. Ayacucho #4947, Mesadilla, D1
-17.365689,-66.148702, Calle Aroma #4948, Queru Queru, D1
-17.365183,-66.128538, Calle Baptista #4949, Aranjuez, D1
-17.366853,-66.144301, Calle Bolívar #4950, Mesadilla, D1
-17.368028,-66.133818, Calle Sucre #4951, Queru Queru, D1
-17.371819,-66.132760, Av. Ayacucho #4952, Aranjuez, D1
-17.368899,-66.124736, Calle Aroma #4953, Mesadilla, D1
-17.378733,-66.124766, Calle Baptista #4954, Queru Queru, D1
-17.363656,-66.144681, Calle Bolívar #4955, Aranjuez, D1
-17.372945,-66.127651, Calle Sucre #4956, Mesadilla, D1
-17.371834,-66.127411, Av. Ayacucho #4957, Queru Queru, D1
-17.361926,-66.135503, Calle Aroma #4958, Aranjuez, D1
-17.370882,-66.125104, Calle Baptista #4959, Mesadilla, D1
-17.373292,-66.133013, Calle Bolívar #4960, Queru Queru, D1
-17.369039,-66.134297, Calle Sucre #4961, Aranjuez, D1
-17.371982,-66.122291, Av. Ayacucho #4962, Mesadilla, D1
-17.364057,-66.143385, Calle Aroma #4963, Queru Queru, D1
-17.366944,-66.117502, Calle Baptista #4964, Aranjuez, D1
-17.369123,-66.109870, Calle Bolívar #4965, Mesadilla, D1
-17.375761,-66.124050, Calle Sucre #4966, Queru Queru, D1
-17.361610,-66.147808, Av. Ayacucho #4967, Aranjuez, D1
-17.366918,-66.122925, Calle Aroma #4968, Mesadilla, D1
-17.366399,-66.140403, Calle Baptista #4969, Queru Queru, D1
-17.361509,-66.137148, Calle Bolívar #4970, Aranjuez, D1
-17.366635,-66.130782, Calle Sucre #4971, Mesadilla, D1
-17.370779,-66.138119, Av. Ayacucho #4972, Queru Queru, D1
-17.375916,-66.119431, Calle Aroma #4973, Aranjuez, D1
-17.367865,-66.129013, Calle Baptista #4974, Mesadilla, D1
-17.373419,-66.117587, Calle Bolívar #4975, Queru Queru, D1
-17.366783,-66.130135, Calle Sucre #4976, Aranjuez, D1
-17.364936,-66.141947, Av. Ayacucho #4977, Mesadilla, D1
-17.362478,-66.137374, Calle Aroma #4978, Queru Queru, D1
-17.361315,-66.143586, Calle Baptista #4979, Aranjuez, D1
-17.374562,-66.115002, Calle Bolívar #4980, Mesadilla, D1
-17.368157,-66.138842, Calle Sucre #4981, Queru Queru, D1
-17.362064,-66.141055, Av. Ayacucho #4982, Aranjuez, D1
-17.365826,-66.146969, Calle Aroma #4983, Mesadilla, D1
-17.364085,-66.130670, Calle Baptista #4984, Queru Queru, D1
-17.357801,-66.149473, Calle Bolívar #4985, Aranjuez, D1
-17.370020,-66.130336, Calle Sucre #4986, Mesadilla, D1
-17.371912,-66.124921, Av. Ayacucho #4987, Queru Queru, D1
-17.359989,-66.146902, Calle Aroma #4988, Aranjuez, D1
-17.369796,-66.122026, Calle Baptista #4989, Mesadilla, D1
-17.361857,-66.135946, Calle Bolívar #4990, Queru Queru, D1
-17.366454,-66.145765, Calle Sucre #4991, Aranjuez, D1
-17.364624,-66.134708, Av. Ayacucho #4992, Mesadilla, D1
-17.368872,-66.116096, Calle Aroma #4993, Queru Queru, D1
-17.373726,-66.118471, Calle Baptista #4994, Aranjuez, D1
-17.367032,-66.117138, Calle Bolívar #4995, Mesadilla, D1
-17.367190,-66.147378, Calle Sucre #4996, Queru Queru, D1
-17.368190,-66.136581, Av. Ayacucho #4997, Aranjuez, D1
-17.372245,-66.111244, Calle Aroma #4998, Mesadilla, D1
-17.375511,-66.126140, Calle Baptista #4999, Queru Queru, D1
-17.372452,-66.114278, Calle Bolívar #5000, Aranjuez, D1
-17.364312,-66.131986, Calle Sucre #5001, Mesadilla, D1
-17.374993,-66.128316, Av. Ayacucho #5002, Queru Queru, D1
-17.373343,-66.131562, Calle Aroma #5003, Aranjuez, D1
-17.378408,-66.125640, Calle Baptista #5004, Mesadilla, D1
-17.372244,-66.132851, Calle Bolívar #5005, Queru Queru, D1
-17.372999,-66.132197, Calle Sucre #5006, Aranjuez, D1
-17.369885,-66.111077, Av. Ayacucho #5007, Mesadilla, D1
-17.369188,-66.117805, Calle Aroma #5008, Queru Queru, D1
-17.372838,-66.113357, Calle Baptista #5009, Aranjuez, D1
-17.368986,-66.116762, Calle Bolívar #5010, Mesadilla, D1
-17.362387,-66.147321, Calle Sucre #5011, Queru Queru, D1
-17.363460,-66.124197, Av. Ayacucho #5012, Aranjuez, D1
-17.357832,-66.149756, Calle Aroma #5013, Mesadilla, D1
-17.376553,-66.118805, Calle Baptista #5014, Queru Queru, D1
-17.365475,-66.107655, Calle Bolívar #5015, Aranjuez, D1
-17.363312,-66.121818, Calle Sucre #5016, Mesadilla, D1
-17.377682,-66.122756, Av. Ayacucho #5017, Queru Queru, D1
-17.371911,-66.115089, Calle Aroma #5018, Aranjuez, D1
-17.370122,-66.120799, Calle Baptista #5019, Mesadilla, D1
-17.372170,-66.125597, Calle Bolívar #5020, Queru Queru, D1
-17.367036,-66.139082, Calle Sucre #5021, Aranjuez, D1
-17.370114,-66.135589, Av. Ayacucho #5022, Mesadilla, D1
-17.370850,-66.136135, Calle Aroma #5023, Queru Queru, D1
-17.371824,-66.117531, Calle Baptista #5024, Aranjuez, D1
-17.369036,-66.123379, Calle Bolívar #5025, Mesadilla, D1
-17.369604,-66.126340, Calle Sucre #5026, Queru Queru, D1
-17.363754,-66.135372, Av. Ayacucho #5027, Aranjuez, D1
-17.364382,-66.123178, Calle Aroma #5028, Mesadilla, D1
-17.371787,-66.134872, Calle Baptista #5029, Queru Queru, D1
-17.370315,-66.132248, Calle Bolívar #5030, Aranjuez, D1
-17.367056,-66.109789, Calle Sucre #5031, Mesadilla, D1
-17.366957,-66.131973, Av. Ayacucho #5032, Queru Queru, D1
-17.371235,-66.116715, Calle Aroma #5033, Aranjuez, D1
-17.366904,-66.123720, Calle Baptista #5034, Mesadilla, D1
-17.371155,-66.123845, Calle Bolívar #5035, Queru Queru, D1
-17.378190,-66.120964, Calle Sucre #5036, Aranjuez, D1
-17.371095,-66.138502, Av. Ayacucho #5037, Mesadilla, D1
-17.365283,-66.130947, Calle Aroma #5038, Queru Queru, D1
-17.363135,-66.137588, Calle Baptista #5039, Aranjuez, D1
-17.373560,-66.120531, Calle Bolívar #5040, Mesadilla, D1
-17.375604,-66.122798, Calle Sucre #5041, Queru Queru, D1
-17.370333,-66.115368, Av. Ayacucho #5042, Aranjuez, D1
-17.368646,-66.120423, Calle Aroma #5043, Mesadilla, D1
-17.373276,-66.119712, Calle Baptista #5044, Queru Queru, D1
-17.364368,-66.121888, Calle Bolívar #5045, Aranjuez, D1
-17.368107,-66.141748, Calle Sucre #5046, Mesadilla, D1
-17.366417,-66.138973, Av. Ayacucho #5047, Queru Queru, D1
-17.375887,-66.130451, Calle Aroma #5048, Aranjuez, D1
-17.366612,-66.140893, Calle Baptista #5049, Mesadilla, D1
-17.367975,-66.117547, Calle Bolívar #5050, Queru Queru, D1
-17.362230,-66.137188, Calle Sucre #5051, Aranjuez, D1
-17.365223,-66.123925, Av. Ayacucho #5052, Mesadilla, D1
-17.371460,-66.125626, Calle Aroma #5053, Queru Queru, D1
-17.370070,-66.134283, Calle Baptista #5054, Aranjuez, D1
-17.377738,-66.129866, Calle Bolívar #5055, Mesadilla, D1
-17.374612,-66.124892, Calle Sucre #5056, Queru Queru, D1
-17.368244,-66.122430, Av. Ayacucho #5057, Aranjuez, D1
-17.365598,-66.141536, Calle Aroma #5058, Mesadilla, D1
-17.365716,-66.122362, Calle Baptista #5059, Queru Queru, D1
-17.379217,-66.124571, Calle Bolívar #5060, Aranjuez, D1
-17.371472,-66.126714, Calle Sucre #5061, Mesadilla, D1
-17.368576,-66.136263, Av. Ayacucho #5062, Queru Queru, D1
-17.373363,-66.129943, Calle Aroma #5063, Aranjuez, D1
-17.368257,-66.134424, Calle Baptista #5064, Mesadilla, D1
-17.370454,-66.127477, Calle Bolívar #5065, Queru Queru, D1
-17.365155,-66.117815, Calle Sucre #5066, Aranjuez, D1
-17.360659,-66.146193, Av. Ayacucho #5067, Mesadilla, D1
-17.368957,-66.132023, Calle Aroma #5068, Queru Queru, D1
-17.368076,-66.130311, Calle Baptista #5069, Aranjuez, D1
-17.373059,-66.115551, Calle Bolívar #5070, Mesadilla, D1
-17.364825,-66.126415, Calle Sucre #5071, Queru Queru, D1
-17.376065,-66.122292, Av. Ayacucho #5072, Aranjuez, D1
-17.366313,-66.129227, Calle Aroma #5073, Mesadilla, D1
