-17.360417,-66.151182, Calle Alemania #100, Cala Cala, D2
-17.359437,-66.150871, Calle Ecuador #6041, Temporal Pampa, D2
-17.360903,-66.157114, Av. Circunvalación #6042, Mayorazgo, D2
-17.350213,-66.175207, Calle Mendoza #6043, Cala Cala, D2
-17.355434,-66.157459, Calle Litoral #6044, Temporal Pampa, D2
-17.357718,-66.154809, Calle Alemania #6045, Mayorazgo, D2
-17.357438,-66.159905, Calle Ecuador #6046, Cala Cala, D2
-17.365279,-66.156245, Av. Circunvalación #6047, Temporal Pampa, D2
-17.356208,-66.154114, Calle Mendoza #6048, Mayorazgo, D2
-17.359520,-66.161241, Calle Litoral #6049, Cala Cala, D2
-17.341819,-66.189419, Calle Alemania #6050, Temporal Pampa, D2
-17.362473,-66.153632, Calle Ecuador #6051, Mayorazgo, D2
-17.365527,-66.152204, Av. Circunvalación #6052, Cala Cala, D2
-17.352111,-66.165756, Calle Mendoza #6053, Temporal Pampa, D2
-17.354019,-66.174652, Calle Litoral #6054, Mayorazgo, D2
-17.345792,-66.172079, Calle Alemania #6055, Cala Cala, D2
-17.362671,-66.171681, Calle Ecuador #6056, Temporal Pampa, D2
-17.345666,-66.189785, Av. Circunvalación #6057, Mayorazgo, D2
-17.361399,-66.159622, Calle Mendoza #6058, Cala Cala, D2
-17.340336,-66.185282, Calle Litoral #6059, Temporal Pampa, D2
-17.350848,-66.185073, Calle Alemania #6060, Mayorazgo, D2
-17.364262,-66.156565, Calle Ecuador #6061, Cala Cala, D2
-17.352674,-66.159732, Av. Circunvalación #6062, Temporal Pampa, D2
-17.337775,-66.190098, Calle Mendoza #6063, Mayorazgo, D2
-17.362485,-66.170986, Calle Litoral #6064, Cala Cala, D2
-17.355440,-66.184320, Calle Alemania #6065, Temporal Pampa, D2
-17.353097,-66.179867, Calle Ecuador #6066, Mayorazgo, D2
-17.345496,-66.189585, Av. Circunvalación #6067, Cala Cala, D2
-17.339215,-66.193593, Calle Mendoza #6068, Temporal Pampa, D2
-17.361479,-66.180033, Calle Litoral #6069, Mayorazgo, D2
-17.356970,-66.165232, Calle Alemania #6070, Cala Cala, D2
-17.345737,-66.171927, Calle Ecuador #6071, Temporal Pampa, D2
-17.346356,-66.189908, Av. Circunvalación #6072, Mayorazgo, D2
-17.363315,-66.157728, Calle Mendoza #6073, Cala Cala, D2
-17.358257,-66.154284, Calle Litoral #6074, Temporal Pampa, D2
-17.362844,-66.161729, Calle Alemania #6075, Mayorazgo, D2
-17.356580,-66.178093, Calle Ecuador #6076, Cala Cala, D2
-17.350602,-66.179755, Av. Circunvalación #6077, Temporal Pampa, D2
-17.349528,-66.173239, Calle Mendoza #6078, Mayorazgo, D2
-17.338462,-66.183385, Calle Litoral #6079, Cala Cala, D2
-17.354316,-66.184387, Calle Alemania #6080, Temporal Pampa, D2
-17.358402,-66.175820, Calle Ecuador #6081, Mayorazgo, D2
-17.352246,-66.176925, Av. Circunvalación #6082, Cala Cala, D2
-17.363965,-66.161607, Calle Mendoza #6083, Temporal Pampa, D2
-17.363428,-66.175983, Calle Litoral #6084, Mayorazgo, D2
-17.344260,-66.186032, Calle Alemania #6085, Cala Cala, D2
-17.354321,-66.185317, Calle Ecuador #6086, Temporal Pampa, D2
-17.363668,-66.167783, Av. Circunvalación #6087, Mayorazgo, D2
-17.347411,-66.176350, Calle Mendoza #6088, Cala Cala, D2
-17.347624,-66.190624, Calle Litoral #6089, Temporal Pampa, D2
-17.354599,-66.157187, Calle Alemania #6090, Mayorazgo, D2
-17.353665,-66.164365, Calle Ecuador #6091, Cala Cala, D2
-17.353234,-66.178800, Av. Circunvalación #6092, Temporal Pampa, D2
-17.342320,-66.185393, Calle Mendoza #6093, Mayorazgo, D2
-17.360118,-66.180760, Calle Litoral #6094, Cala Cala, D2
-17.348060,-66.193118, Calle Alemania #6095, Temporal Pampa, D2
-17.358304,-66.163218, Calle Ecuador #6096, Mayorazgo, D2
-17.350014,-66.179045, Av. Circunvalación #6097, Cala Cala, D2
-17.360155,-66.166567, Calle Mendoza #6098, Temporal Pampa, D2
-17.357494,-66.181487, Calle Litoral #6099, Mayorazgo, D2
-17.360469,-66.163741, Calle Alemania #6100, Cala Cala, D2
-17.364674,-66.175703, Calle Ecuador #6101, Temporal Pampa, D2
-17.362431,-66.153819, Av. Circunvalación #6102, Mayorazgo, D2
-17.360219,-66.172688, Calle Mendoza #6103, Cala Cala, D2
-17.361369,-66.162300, Calle Litoral #6104, Temporal Pampa, D2
-17.343986,-66.175000, Calle Alemania #6105, Mayorazgo, D2
-17.356288,-66.153220, Calle Ecuador #6106, Cala Cala, D2
-17.339252,-66.190502, Av. Circunvalación #6107, Temporal Pampa, D2
-17.359170,-66.168018, Calle Mendoza #6108, Mayorazgo, D2
-17.356545,-66.161486, Calle Litoral #6109, Cala Cala, D2
-17.354557,-66.178891, Calle Alemania #6110, Temporal Pampa, D2
-17.339747,-66.186233, Calle Ecuador #6111, Mayorazgo, D2
-17.343799,-66.172408, Av. Circunvalación #6112, Cala Cala, D2
-17.365227,-66.168413, Calle Mendoza #6113, Temporal Pampa, D2
-17.341263,-66.191140, Calle Litoral #6114, Mayorazgo, D2
-17.358114,-66.152759, Calle Alemania #6115, Cala Cala, D2
-17.355949,-66.172744, Calle Ecuador #6116, Temporal Pampa, D2
-17.359840,-66.168028, Av. Circunvalación #6117, Mayorazgo, D2
-17.352162,-66.183369, Calle Mendoza #6118, Cala Cala, D2
-17.346760,-66.175160, Calle Litoral #6119, Temporal Pampa, D2
-17.339075,-66.186703, Calle Alemania #6120, Mayorazgo, D2
-17.349085,-66.183104, Calle Ecuador #6121, Cala Cala, D2
-17.365137,-66.159571, Av. Circunvalación #6122, Temporal Pampa, D2
-17.363881,-66.173818, Calle Mendoza #6123, Mayorazgo, D2
-17.351707,-66.167593, Calle Litoral #6124, Cala Cala, D2
-17.350107,-66.191068, Calle Alemania #6125, Temporal Pampa, D2
-17.362434,-66.169787, Calle Ecuador #6126, Mayorazgo, D2
-17.358712,-66.155900, Av. Circunvalación #6127, Cala Cala, D2
-17.363129,-66.171396, Calle Mendoza #6128, Temporal Pampa, D2
-17.353571,-66.174972, Calle Litoral #6129, Mayorazgo, D2
-17.350838,-66.179409, Calle Alemania #6130, Cala Cala, D2
-17.349894,-66.175138, Calle Ecuador #6131, Temporal Pampa, D2
-17.357460,-66.162935, Av. Circunvalación #6132, Mayorazgo, D2
-17.363729,-66.174659, Calle Mendoza #6133, Cala Cala, D2
-17.358683,-66.175854, Calle Litoral #6134, Temporal Pampa, D2
-17.355011,-66.157111, Calle Alemania #6135, Mayorazgo, D2
-17.349038,-66.182155, Calle Ecuador #6136, Cala Cala, D2
-17.362974,-66.176565, Av. Circunvalación #6137, Temporal Pampa, D2
-17.337917,-66.185344, Calle Mendoza #6138, Mayorazgo, D2
-17.343994,-66.194268, Calle Litoral #6139, Cala Cala, D2
-17.359510,-66.164707, Calle Alemania #6140, Temporal Pampa, D2
-17.361130,-66.156981, Calle Ecuador #6141, Mayorazgo, D2
-17.348872,-66.182137, Av. Circunvalación #6142, Cala Cala, D2
-17.341804,-66.188252, Calle Mendoza #6143, Temporal Pampa, D2
-17.359296,-66.157917, Calle Litoral #6144, Mayorazgo, D2
-17.347369,-66.174369, Calle Alemania #6145, Cala Cala, D2
-17.339617,-66.178854, Calle Ecuador #6146, Temporal Pampa, D2
-17.348817,-66.176291, Av. Circunvalación #6147, Mayorazgo, D2
-17.363714,-66.158566, Calle Mendoza #6148, Cala Cala, D2
-17.345903,-66.186512, Calle Litoral #6149, Temporal Pampa, D2
-17.340355,-66.191662, Calle Alemania #6150, Mayorazgo, D2
-17.343564,-66.189122, Calle Ecuador #6151, Cala Cala, D2
-17.341785,-66.175739, Av. Circunvalación #6152, Temporal Pampa, D2
-17.347761,-66.192178, Calle Mendoza #6153, Mayorazgo, D2
-17.351141,-66.186953, Calle Litoral #6154, Cala Cala, D2
-17.363745,-66.158878, Calle Alemania #6155, Temporal Pampa, D2
-17.357329,-66.163340, Calle Ecuador #6156, Mayorazgo, D2
-17.347882,-66.180347, Av. Circunvalación #6157, Cala Cala, D2
-17.365541,-66.149768, Calle Mendoza #6158, Temporal Pampa, D2
-17.354363,-66.176252, Calle Litoral #6159, Mayorazgo, D2
-17.349030,-66.189288, Calle Alemania #6160, Cala Cala, D2
-17.357004,-66.167122, Calle Ecuador #6161, Temporal Pampa, D2
-17.339783,-66.178903, Av. Circunvalación #6162, Mayorazgo, D2
-17.349619,-66.191554, Calle Mendoza #6163, Cala Cala, D2
-17.354466,-66.158681, Calle Litoral #6164, Temporal Pampa, D2
-17.359326,-66.171277, Calle Alemania #6165, Mayorazgo, D2
-17.358671,-66.163953, Calle Ecuador #6166, Cala Cala, D2
-17.363071,-66.166099, Av. Circunvalación #6167, Temporal Pampa, D2
-17.355575,-66.181807, Calle Mendoza #6168, Mayorazgo, D2
-17.346175,-66.194926, Calle Litoral #6169, Cala Cala, D2
-17.350034,-66.178499, Calle Alemania #6170, Temporal Pampa, D2
-17.360908,-66.169635, Calle Ecuador #6171, Mayorazgo, D2
-17.361409,-66.161447, Av. Circunvalación #6172, Cala Cala, D2
-17.346769,-66.186658, Calle Mendoza #6173, Temporal Pampa, D2
-17.343329,-66.197329, Calle Litoral #6174, Mayorazgo, D2
-17.359157,-66.181436, Calle Alemania #6175, Cala Cala, D2
-17.351434,-66.179642, Calle Ecuador #6176, Temporal Pampa, D2
-17.351185,-66.171978, Av. Circunvalación #6177, Mayorazgo, D2
-17.354187,-66.186482, Calle Mendoza #6178, Cala Cala, D2
-17.349364,-66.184012, Calle Litoral #6179, Temporal Pampa, D2
-17.363001,-66.158373, Calle Alemania #6180, Mayorazgo, D2
-17.346059,-66.192366, Calle Ecuador #6181, Cala Cala, D2
-17.362252,-66.175542, Av. Circunvalación #6182, Temporal Pampa, D2
-17.362188,-66.155927, Calle Mendoza #6183, Mayorazgo, D2
-17.355935,-66.156859, Calle Litoral #6184, Cala Cala, D2
-17.346419,-66.195365, Calle Alemania #6185, Temporal Pampa, D2
-17.363999,-66.159209, Calle Ecuador #6186, Mayorazgo, D2
-17.344120,-66.189143, Av. Circunvalación #6187, Cala Cala, D2
-17.346513,-66.180001, Calle Mendoza #6188, Temporal Pampa, D2
-17.348634,-66.167411, Calle Litoral #6189, Mayorazgo, D2
-17.359239,-66.150657, Calle Alemania #6190, Cala Cala, D2
-17.349405,-66.179640, Calle Ecuador #6191, Temporal Pampa, D2
-17.339933,-66.190288, Av. Circunvalación #6192, Mayorazgo, D2
-17.352116,-66.188196, Calle Mendoza #6193, Cala Cala, D2
-17.341797,-66.190622, Calle Litoral #6194, Temporal Pampa, D2
-17.365305,-66.152562, Calle Alemania #6195, Mayorazgo, D2
-17.350479,-66.169336, Calle Ecuador #6196, Cala Cala, D2
-17.341216,-66.176643, Av. Circunvalación #6197, Temporal Pampa, D2
-17.345433,-66.191487, Calle Mendoza #6198, Mayorazgo, D2
-17.355766,-66.180335, Calle Litoral #6199, Cala Cala, D2
-17.360622,-66.173164, Calle Alemania #6200, Temporal Pampa, D2
-17.353105,-66.176395, Calle Ecuador #6201, Mayorazgo, D2
-17.361286,-66.166250, Av. Circunvalación #6202, Cala Cala, D2
-17.354249,-66.173357, Calle Mendoza #6203, Temporal Pampa, D2
-17.357551,-66.161666, Calle Litoral #6204, Mayorazgo, D2
-17.346345,-66.174317, Calle Alemania #6205, Cala Cala, D2
-17.357255,-66.164527, Calle Ecuador #6206, Temporal Pampa, D2
-17.347836,-66.187958, Av. Circunvalación #6207, Mayorazgo, D2
-17.354717,-66.166421, Calle Mendoza #6208, Cala Cala, D2
-17.354282,-66.180156, Calle Litoral #6209, Temporal Pampa, D2
-17.349767,-66.169805, Calle Alemania #6210, Mayorazgo, D2
-17.346764,-66.178253, Calle Ecuador #6211, Cala Cala, D2
-17.346416,-66.195601, Av. Circunvalación #6212, Temporal Pampa, D2
-17.361223,-66.154043, Calle Mendoza #6213, Mayorazgo, D2
-17.341337,-66.178826, Calle Litoral #6214, Cala Cala, D2
-17.345003,-66.177944, Calle Alemania #6215, Temporal Pampa, D2
-17.344156,-66.174991, Calle Ecuador #6216, Mayorazgo, D2
-17.346663,-66.191272, Av. Circunvalación #6217, Cala Cala, D2
-17.350521,-66.181306, Calle Mendoza #6218, Temporal Pampa, D2
-17.354103,-66.179300, Calle Litoral #6219, Mayorazgo, D2
-17.340619,-66.190513, Calle Alemania #6220, Cala Cala, D2
-17.364486,-66.158485, Calle Ecuador #6221, Temporal Pampa, D2
-17.339587,-66.191558, Av. Circunvalación #6222, Mayorazgo, D2
-17.344621,-66.178209, Calle Mendoza #6223, Cala Cala, D2
-17.340699,-66.178024, Calle Litoral #6224, Temporal Pampa, D2
-17.338217,-66.191958, Calle Alemania #6225, Mayorazgo, D2
-17.357519,-66.158870, Calle Ecuador #6226, Cala Cala, D2
-17.348195,-66.175129, Av. Circunvalación #6227, Temporal Pampa, D2
-17.355682,-66.170407, Calle Mendoza #6228, Mayorazgo, D2
-17.353656,-66.180239, Calle Litoral #6229, Cala Cala, D2
-17.344785,-66.182096, Calle Alemania #6230, Temporal Pampa, D2
-17.348323,-66.167003, Calle Ecuador #6231, Mayorazgo, D2
-17.345394,-66.176636, Av. Circunvalación #6232, Cala Cala, D2
-17.337175,-66.193651, Calle Mendoza #6233, Temporal Pampa, D2
-17.341901,-66.182364, Calle Litoral #6234, Mayorazgo, D2
-17.343347,-66.175995, Calle Alemania #6235, Cala Cala, D2
-17.348376,-66.189465, Calle Ecuador #6236, Temporal Pampa, D2
-17.353114,-66.185418, Av. Circunvalación #6237, Mayorazgo, D2
-17.357003,-66.151759, Calle Mendoza #6238, Cala Cala, D2
-17.361983,-66.170620, Calle Litoral #6239, Temporal Pampa, D2
-17.356794,-66.177262, Calle Alemania #6240, Mayorazgo, D2
-17.339762,-66.188871, Calle Ecuador #6241, Cala Cala, D2
-17.352506,-66.176064, Av. Circunvalación #6242, Temporal Pampa, D2
-17.346654,-66.191645, Calle Mendoza #6243, Mayorazgo, D2
-17.346277,-66.191148, Calle Litoral #6244, Cala Cala, D2
-17.346737,-66.179286, Calle Alemania #6245, Temporal Pampa, D2
-17.359673,-66.153910, Calle Ecuador #6246, Mayorazgo, D2
-17.339302,-66.183417, Av. Circunvalación #6247, Cala Cala, D2
-17.355268,-66.172660, Calle Mendoza #6248, Temporal Pampa, D2
-17.362786,-66.171943, Calle Litoral #6249, Mayorazgo, D2
-17.361634,-66.166832, Calle Alemania #6250, Cala Cala, D2
-17.350871,-66.178101, Calle Ecuador #6251, Temporal Pampa, D2
-17.361035,-66.165262, Av. Circunvalación #6252, Mayorazgo, D2
-17.357829,-66.168091, Calle Mendoza #6253, Cala Cala, D2
-17.345307,-66.170669, Calle Litoral #6254, Temporal Pampa, D2
-17.350661,-66.183308, Calle Alemania #6255, Mayorazgo, D2
-17.354330,-66.171805, Calle Ecuador #6256, Cala Cala, D2
-17.347082,-66.190750, Av. Circunvalación #6257, Temporal Pampa, D2
-17.348072,-66.193038, Calle Mendoza #6258, Mayorazgo, D2
-17.361023,-66.160686, Calle Litoral #6259, Cala Cala, D2
-17.358472,-66.167211, Calle Alemania #6260, Temporal Pampa, D2
-17.365394,-66.168923, Calle Ecuador #6261, Mayorazgo, D2
-17.354385,-66.169889, Av. Circunvalación #6262, Cala Cala, D2
-17.357667,-66.182992, Calle Mendoza #6263, Temporal Pampa, D2
-17.349019,-66.192814, Calle Litoral #6264, Mayorazgo, D2
-17.348246,-66.189797, Calle Alemania #6265, Cala Cala, D2
-17.363995,-66.151023, Calle Ecuador #6266, Temporal Pampa, D2
-17.352755,-66.179867, Av. Circunvalación #6267, Mayorazgo, D2
-17.354474,-66.161774, Calle Mendoza #6268, Cala Cala, D2
-17.359002,-66.165010, Calle Litoral #6269, Temporal Pampa, D2
-17.357702,-66.180752, Calle Alemania #6270, Mayorazgo, D2
-17.350656,-66.173965, Calle Ecuador #6271, Cala Cala, D2
-17.359030,-66.174777, Av. Circunvalación #6272, Temporal Pampa, D2
-17.339669,-66.195157, Calle Mendoza #6273, Mayorazgo, D2
-17.362976,-66.174144, Calle Litoral #6274, Cala Cala, D2
-17.340351,-66.183370, Calle Alemania #6275, Temporal Pampa, D2
-17.347267,-66.184017, Calle Ecuador #6276, Mayorazgo, D2
-17.349692,-66.181632, Av. Circunvalación #6277, Cala Cala, D2
-17.348271,-66.185556, Calle Mendoza #6278, Temporal Pampa, D2
-17.352981,-66.173090, Calle Litoral #6279, Mayorazgo, D2
-17.340961,-66.180091, Calle Alemania #6280, Cala Cala, D2
-17.350371,-66.169926, Calle Ecuador #6281, Temporal Pampa, D2
-17.347669,-66.175156, Av. Circunvalación #6282, Mayorazgo, D2
-17.345805,-66.183283, Calle Mendoza #6283, Cala Cala, D2
-17.357655,-66.182283, Calle Litoral #6284, Temporal Pampa, D2
-17.345164,-66.192093, Calle Alemania #6285, Mayorazgo, D2
-17.347418,-66.173955, Calle Ecuador #6286, Cala Cala, D2
-17.342905,-66.190229, Av. Circunvalación #6287, Temporal Pampa, D2
-17.344224,-66.195062, Calle Mendoza #6288, Mayorazgo, D2
-17.346168,-66.180450, Calle Litoral #6289, Cala Cala, D2
-17.346792,-66.168555, Calle Alemania #6290, Temporal Pampa, D2
-17.362515,-66.163762, Calle Ecuador #6291, Mayorazgo, D2
-17.340108,-66.188558, Av. Circunvalación #6292, Cala Cala, D2
-17.344298,-66.174110, Calle Mendoza #6293, Temporal Pampa, D2
-17.346633,-66.190389, Calle Litoral #6294, Mayorazgo, D2
-17.344656,-66.190270, Calle Alemania #6295, Cala Cala, D2
-17.362871,-66.177080, Calle Ecuador #6296, Temporal Pampa, D2
-17.355238,-66.162720, Av. Circunvalación #6297, Mayorazgo, D2
-17.361802,-66.175701, Calle Mendoza #6298, Cala Cala, D2
-17.343617,-66.173754, Calle Litoral #6299, Temporal Pampa, D2
-17.344756,-66.175444, Calle Alemania #6300, Mayorazgo, D2
-17.358621,-66.154506, Calle Ecuador #6301, Cala Cala, D2
-17.350301,-66.169822, Av. Circunvalación #6302, Temporal Pampa, D2
-17.352653,-66.176521, Calle Mendoza #6303, Mayorazgo, D2
-17.343534,-66.186340, Calle Litoral #6304, Cala Cala, D2
-17.347813,-66.168022, Calle Alemania #6305, Temporal Pampa, D2
-17.353148,-66.179426, Calle Ecuador #6306, Mayorazgo, D2
-17.355807,-66.178043, Av. Circunvalación #6307, Cala Cala, D2
-17.343754,-66.191044, Calle Mendoza #6308, Temporal Pampa, D2
-17.353720,-66.171553, Calle Litoral #6309, Mayorazgo, D2
-17.350294,-66.193165, Calle Alemania #6310, Cala Cala, D2
-17.347258,-66.173621, Calle Ecuador #6311, Temporal Pampa, D2
-17.357374,-66.168886, Av. Circunvalación #6312, Mayorazgo, D2
-17.355849,-66.178726, Calle Mendoza #6313, Cala Cala, D2
-17.349922,-66.184650, Calle Litoral #6314, Temporal Pampa, D2
-17.355771,-66.154903, Calle Alemania #6315, Mayorazgo, D2
-17.343663,-66.186250, Calle Ecuador #6316, Cala Cala, D2
-17.361048,-66.160647, Av. Circunvalación #6317, Temporal Pampa, D2
-17.343422,-66.173297, Calle Mendoza #6318, Mayorazgo, D2
-17.343785,-66.172979, Calle Litoral #6319, Cala Cala, D2
-17.343169,-66.188229, Calle Alemania #6320, Temporal Pampa, D2
-17.349915,-66.176702, Calle Ecuador #6321, Mayorazgo, D2
-17.345937,-66.195896, Av. Circunvalación #6322, Cala Cala, D2
-17.357143,-66.157161, Calle Mendoza #6323, Temporal Pampa, D2
-17.356460,-66.165649, Calle Litoral #6324, Mayorazgo, D2
-17.350858,-66.171612, Calle Alemania #6325, Cala Cala, D2
-17.340212,-66.193891, Calle Ecuador #6326, Temporal Pampa, D2
-17.344878,-66.176796, Av. Circunvalación #6327, Mayorazgo, D2
-17.360294,-66.179939, Calle Mendoza #6328, Cala Cala, D2
-17.340062,-66.178224, Calle Litoral #6329, Temporal Pampa, D2
-17.360387,-66.158649, Calle Alemania #6330, Mayorazgo, D2
-17.344376,-66.181501, Calle Ecuador #6331, Cala Cala, D2
-17.340644,-66.184460, Av. Circunvalación #6332, Temporal Pampa, D2
-17.346191,-66.178801, Calle Mendoza #6333, Mayorazgo, D2
-17.359451,-66.171129, Calle Litoral #6334, Cala Cala, D2
-17.347837,-66.192202, Calle Alemania #6335, Temporal Pampa, D2
-17.353521,-66.168335, Calle Ecuador #6336, Mayorazgo, D2
-17.353976,-66.185249, Av. Circunvalación #6337, Cala Cala, D2
-17.359847,-66.156529, Calle Mendoza #6338, Temporal Pampa, D2
-17.353097,-66.167454, Calle Litoral #6339, Mayorazgo, D2
-17.363344,-66.179150, Calle Alemania #6340, Cala Cala, D2
-17.358385,-66.157057, Calle Ecuador #6341, Temporal Pampa, D2
-17.359966,-66.175472, Av. Circunvalación #6342, Mayorazgo, D2
-17.351808,-66.163690, Calle Mendoza #6343, Cala Cala, D2
-17.362641,-66.170991, Calle Litoral #6344, Temporal Pampa, D2
-17.348354,-66.182032, Calle Alemania #6345, Mayorazgo, D2
-17.361735,-66.150848, Calle Ecuador #6346, Cala Cala, D2
-17.351986,-66.177354, Av. Circunvalación #6347, Temporal Pampa, D2
-17.362312,-66.167476, Calle Mendoza #6348, Mayorazgo, D2
-17.356026,-66.180777, Calle Litoral #6349, Cala Cala, D2
-17.346892,-66.181158, Calle Alemania #6350, Temporal Pampa, D2
-17.360056,-66.164567, Calle Ecuador #6351, Mayorazgo, D2
-17.364301,-66.168343, Av. Circunvalación #6352, Cala Cala, D2
-17.354806,-66.171111, Calle Mendoza #6353, Temporal Pampa, D2
-17.354197,-66.170900, Calle Litoral #6354, Mayorazgo, D2
-17.363181,-66.161427, Calle Alemania #6355, Cala Cala, D2
-17.358291,-66.158830, Calle Ecuador #6356, Temporal Pampa, D2
-17.349729,-66.192308, Av. Circunvalación #6357, Mayorazgo, D2
-17.356625,-66.181129, Calle Mendoza #6358, Cala Cala, D2
-17.343656,-66.185797, Calle Litoral #6359, Temporal Pampa, D2
-17.358197,-66.168877, Calle Alemania #6360, Mayorazgo, D2
-17.355107,-66.168402, Calle Ecuador #6361, Cala Cala, D2
-17.355078,-66.172294, Av. Circunvalación #6362, Temporal Pampa, D2
-17.337488,-66.192178, Calle Mendoza #6363, Mayorazgo, D2
-17.364599,-66.170164, Calle Litoral #6364, Cala Cala, D2
-17.348734,-66.166580, Calle Alemania #6365, Temporal Pampa, D2
-17.360254,-66.172887, Calle Ecuador #6366, Mayorazgo, D2
-17.349612,-66.168581, Av. Circunvalación #6367, Cala Cala, D2
-17.365005,-66.171095, Calle Mendoza #6368, Temporal Pampa, D2
-17.362961,-66.154907, Calle Litoral #6369, Mayorazgo, D2
-17.355010,-66.161868, Calle Alemania #6370, Cala Cala, D2
-17.342000,-66.187804, Calle Ecuador #6371, Temporal Pampa, D2
-17.344381,-66.184748, Av. Circunvalación #6372, Mayorazgo, D2
-17.354979,-66.177283, Calle Mendoza #6373, Cala Cala, D2
-17.340961,-66.175298, Calle Litoral #6374, Temporal Pampa, D2
-17.365485,-66.170379, Calle Alemania #6375, Mayorazgo, D2
-17.342358,-66.185072, Calle Ecuador #6376, Cala Cala, D2
-17.347733,-66.192199, Av. Circunvalación #6377, Temporal Pampa, D2
-17.346603,-66.187021, Calle Mendoza #6378, Mayorazgo, D2
-17.359390,-66.169107, Calle Litoral #6379, Cala Cala, D2
-17.356550,-66.175558, Calle Alemania #6380, Temporal Pampa, D2
-17.341300,-66.181468, Calle Ecuador #6381, Mayorazgo, D2
-17.358195,-66.166265, Av. Circunvalación #6382, Cala Cala, D2
-17.347973,-66.183097, Calle Mendoza #6383, Temporal Pampa, D2
-17.345698,-66.191532, Calle Litoral #6384, Mayorazgo, D2
-17.358878,-66.163470, Calle Alemania #6385, Cala Cala, D2
-17.354341,-66.165331, Calle Ecuador #6386, Temporal Pampa, D2
-17.349979,-66.185270, Av. Circunvalación #6387, Mayorazgo, D2
-17.338223,-66.185865, Calle Mendoza #6388, Cala Cala, D2
-17.355030,-66.158555, Calle Litoral #6389, Temporal Pampa, D2
-17.350832,-66.190148, Calle Alemania #6390, Mayorazgo, D2
-17.365562,-66.168858, Calle Ecuador #6391, Cala Cala, D2
-17.347658,-66.186508, Av. Circunvalación #6392, Temporal Pampa, D2
-17.348624,-66.172850, Calle Mendoza #6393, Mayorazgo, D2
-17.360808,-66.168499, Calle Litoral #6394, Cala Cala, D2
-17.356795,-66.180642, Calle Alemania #6395, Temporal Pampa, D2
-17.342856,-66.191029, Calle Ecuador #6396, Mayorazgo, D2
-17.365697,-66.153302, Av. Circunvalación #6397, Cala Cala, D2
-17.353210,-66.172035, Calle Mendoza #6398, Temporal Pampa, D2
-17.349342,-66.189551, Calle Litoral #6399, Mayorazgo, D2
-17.354742,-66.184915, Calle Alemania #6400, Cala Cala, D2
-17.343593,-66.193032, Calle Ecuador #6401, Temporal Pampa, D2
-17.344428,-66.195057, Av. Circunvalación #6402, Mayorazgo, D2
-17.350922,-66.162360, Calle Mendoza #6403, Cala Cala, D2
-17.347069,-66.172538, Calle Litoral #6404, Temporal Pampa, D2
-17.358588,-66.160600, Calle Alemania #6405, Mayorazgo, D2
-17.361952,-66.169468, Calle Ecuador #6406, Cala Cala, D2
-17.356571,-66.172684, Av. Circunvalación #6407, Temporal Pampa, D2
-17.357864,-66.156418, Calle Mendoza #6408, Mayorazgo, D2
-17.337331,-66.186805, Calle Litoral #6409, Cala Cala, D2
-17.343853,-66.197607, Calle Alemania #6410, Temporal Pampa, D2
-17.350953,-66.187841, Calle Ecuador #6411, Mayorazgo, D2
-17.345306,-66.176009, Av. Circunvalación #6412, Cala Cala, D2
-17.345824,-66.170986, Calle Mendoza #6413, Temporal Pampa, D2
-17.354285,-66.172522, Calle Litoral #6414, Mayorazgo, D2
-17.340650,-66.184651, Calle Alemania #6415, Cala Cala, D2
-17.348782,-66.181847, Calle Ecuador #6416, Temporal Pampa, D2
-17.356220,-66.160643, Av. Circunvalación #6417, Mayorazgo, D2
-17.348695,-66.179288, Calle Mendoza #6418, Cala Cala, D2
-17.356950,-66.172610, Calle Litoral #6419, Temporal Pampa, D2
-17.360963,-66.169429, Calle Alemania #6420, Mayorazgo, D2
-17.348729,-66.193661, Calle Ecuador #6421, Cala Cala, D2
-17.361148,-66.167687, Av. Circunvalación #6422, Temporal Pampa, D2
-17.341996,-66.192312, Calle Mendoza #6423, Mayorazgo, D2
-17.361204,-66.173508, Calle Litoral #6424, Cala Cala, D2
-17.350402,-66.181406, Calle Alemania #6425, Temporal Pampa, D2
-17.340181,-66.177127, Calle Ecuador #6426, Mayorazgo, D2
-17.363417,-66.155707, Av. Circunvalación #6427, Cala Cala, D2
-17.347480,-66.169336, Calle Mendoza #6428, Temporal Pampa, D2
-17.342640,-66.180505, Calle Litoral #6429, Mayorazgo, D2
-17.357517,-66.162904, Calle Alemania #6430, Cala Cala, D2
-17.365087,-66.159881, Calle Ecuador #6431, Temporal Pampa, D2
-17.350158,-66.189488, Av. Circunvalación #6432, Mayorazgo, D2
-17.363902,-66.163759, Calle Mendoza #6433, Cala Cala, D2
-17.355969,-66.154628, Calle Litoral #6434, Temporal Pampa, D2
-17.345922,-66.183693, Calle Alemania #6435, Mayorazgo, D2
-17.339645,-66.180443, Calle Ecuador #6436, Cala Cala, D2
-17.357701,-66.169823, Av. Circunvalación #6437, Temporal Pampa, D2
-17.343721,-66.174686, Calle Mendoza #6438, Mayorazgo, D2
-17.352722,-66.167938, Calle Litoral #6439, Cala Cala, D2
-17.345205,-66.172657, Calle Alemania #6440, Temporal Pampa, D2
-17.363573,-66.156449, Calle Ecuador #6441, Mayorazgo, D2
