-17.407483,-66.175647, Av. Blanco Galindo #100, Hipódromo, D4
-17.399690,-66.196409, Calle Portales #4964, La Chimba, D4
-17.401092,-66.188709, Av. Blanco Galindo #4965, Coña Coña, D4
-17.399152,-66.213665, Calle Tupuraya #4966, Hipódromo, D4
-17.396016,-66.204815, Calle Melchor Pérez #4967, La Chimba, D4
-17.399699,-66.198428, Calle Jordán #4968, Coña Coña, D4
-17.400276,-66.185594, Calle Portales #4969, Hipódromo, D4
-17.394410,-66.171746, Av. Blanco Galindo #4970, La Chimba, D4
-17.398727,-66.186733, Calle Tupuraya #4971, Coña Coña, D4
-17.400203,-66.175550, Calle Melchor Pérez #4972, Hipódromo, D4
-17.406693,-66.198051, Calle Jordán #4973, La Chimba, D4
-17.388694,-66.202368, Calle Portales #4974, Coña Coña, D4
-17.403395,-66.187332, Av. Blanco Galindo #4975, Hipódromo, D4
-17.384527,-66.205436, Calle Tupuraya #4976, La Chimba, D4
-17.389253,-66.207111, Calle Melchor Pérez #4977, Coña Coña, D4
-17.396934,-66.177221, Calle Jordán #4978, Hipódromo, D4
-17.383975,-66.207787, Calle Portales #4979, La Chimba, D4
-17.403954,-66.188131, Av. Blanco Galindo #4980, Coña Coña, D4
-17.402338,-66.182182, Calle Tupuraya #4981, Hipódromo, D4
-17.395352,-66.206595, Calle Melchor Pérez #4982, La Chimba, D4
-17.383168,-66.203124, Calle Jordán #4983, Coña Coña, D4
-17.408205,-66.181516, Calle Portales #4984, Hipódromo, D4
-17.400553,-66.197099, Av. Blanco Galindo #4985, La Chimba, D4
-17.396971,-66.178074, Calle Tupuraya #4986, Coña Coña, D4
-17.397265,-66.206248, Calle Melchor Pérez #4987, Hipódromo, D4
-17.403143,-66.197213, Calle Jordán #4988, La Chimba, D4
-17.399544,-66.203145, Calle Portales #4989, Coña Coña, D4
-17.384918,-66.200836, Av. Blanco Galindo #4990, Hipódromo, D4
-17.403685,-66.189239, Calle Tupuraya #4991, La Chimba, D4
-17.394564,-66.188644, Calle Melchor Pérez #4992, Coña Coña, D4
-17.389216,-66.200916, Calle Jordán #4993, Hipódromo, D4
-17.397309,-66.175771, Calle Portales #4994, La Chimba, D4
-17.389527,-66.202592, Av. Blanco Galindo #4995, Coña Coña, D4
-17.397456,-66.200514, Calle Tupuraya #4996, Hipódromo, D4
-17.398783,-66.194088, Calle Melchor Pérez #4997, La Chimba, D4
-17.398957,-66.214531, Calle Jordán #4998, Coña Coña, D4
-17.386489,-66.207563, Calle Portales #4999, Hipódromo, D4
-17.403008,-66.187738, Av. Blanco Galindo #5000, La Chimba, D4
-17.409203,-66.180758, Calle Tupuraya #5001, Coña Coña, D4
-17.398607,-66.204565, Calle Melchor Pérez #5002, Hipódromo, D4
-17.397050,-66.205116, Calle Jordán #5003, La Chimba, D4
-17.395787,-66.181979, Calle Portales #5004, Coña Coña, D4
-17.395381,-66.186287, Av. Blanco Galindo #5005, Hipódromo, D4
-17.383051,-66.201144, Calle Tupuraya #5006, La Chimba, D4
-17.389725,-66.205248, Calle Melchor Pérez #5007, Coña Coña, D4
-17.394443,-66.176128, Calle Jordán #5008, Hipódromo, D4
-17.384387,-66.206910, Calle Portales #5009, La Chimba, D4
-17.392041,-66.203774, Av. Blanco Galindo #5010, Coña Coña, D4
-17.387765,-66.203714, Calle Tupuraya #5011, Hipódromo, D4
-17.399812,-66.201740, Calle Melchor Pérez #5012, La Chimba, D4
-17.386958,-66.206112, Calle Jordán #5013, Coña Coña, D4
-17.383758,-66.202104, Calle Portales #5014, Hipódromo, D4
-17.382375,-66.200165, Av. Blanco Galindo #5015, La Chimba, D4
-17.394051,-66.169670, Calle Tupuraya #5016, Coña Coña, D4
-17.393522,-66.183395, Calle Melchor Pérez #5017, Hipódromo, D4
-17.395176,-66.185940, Calle Jordán #5018, La Chimba, D4
-17.401894,-66.188019, Calle Portales #5019, Coña Coña, D4
-17.392641,-66.200866, Av. Blanco Galindo #5020, Hipódromo, D4
-17.390002,-66.198204, Calle Tupuraya #5021, La Chimba, D4
-17.403687,-66.187084, Calle Melchor Pérez #5022, Coña Coña, D4
-17.397311,-66.202734, Calle Jordán #5023, Hipódromo, D4
-17.394971,-66.169621, Calle Portales #5024, La Chimba, D4
-17.400397,-66.175937, Av. Blanco Galindo #5025, Coña Coña, D4
-17.406843,-66.188042, Calle Tupuraya #5026, Hipódromo, D4
-17.393548,-66.187423, Calle Melchor Pérez #5027, La Chimba, D4
-17.407633,-66.178141, Calle Jordán #5028, Coña Coña, D4
-17.400163,-66.194244, Calle Portales #5029, Hipódromo, D4
-17.398525,-66.214829, Av. Blanco Galindo #5030, La Chimba, D4
-17.393281,-66.186950, Calle Tupuraya #5031, Coña Coña, D4
-17.397531,-66.191841, Calle Melchor Pérez #5032, Hipódromo, D4
-17.399790,-66.176747, Calle Jordán #5033, La Chimba, D4
-17.407549,-66.178717, Calle Portales #5034, Coña Coña, D4
-17.393418,-66.188444, Av. Blanco Galindo #5035, Hipódromo, D4
-17.399627,-66.187117, Calle Tupuraya #5036, La Chimba, D4
-17.400715,-66.169366, Calle Melchor Pérez #5037, Coña Coña, D4
-17.394995,-66.195043, Calle Jordán #5038, Hipódromo, D4
-17.396221,-66.198674, Calle Portales #5039, La Chimba, D4
-17.389964,-66.198011, Av. Blanco Galindo #5040, Coña Coña, D4
-17.398378,-66.204902, Calle Tupuraya #5041, Hipódromo, D4
-17.403041,-66.181942, Calle Melchor Pérez #5042, La Chimba, D4
-17.404542,-66.182597, Calle Jordán #5043, Coña Coña, D4
-17.385624,-66.199649, Calle Portales #5044, Hipódromo, D4
-17.397757,-66.170527, Av. Blanco Galindo #5045, La Chimba, D4
-17.396693,-66.169086, Calle Tupuraya #5046, Coña Coña, D4
-17.399913,-66.196902, Calle Melchor Pérez #5047, Hipódromo, D4
-17.395752,-66.205754, Calle Jordán #5048, La Chimba, D4
-17.393690,-66.181224, Calle Portales #5049, Coña Coña, D4
-17.402489,-66.188083, Av. Blanco Galindo #5050, Hipódromo, D4
-17.405468,-66.187180, Calle Tupuraya #5051, La Chimba, D4
-17.383419,-66.205074, Calle Melchor Pérez #5052, Coña Coña, D4
-17.383178,-66.201662, Calle Jordán #5053, Hipódromo, D4
-17.395595,-66.180994, Calle Portales #5054, La Chimba, D4
-17.410414,-66.178649, Av. Blanco Galindo #5055, Coña Coña, D4
-17.405314,-66.188019, Calle Tupuraya #5056, Hipódromo, D4
-17.387409,-66.205415, Calle Melchor Pérez #5057, La Chimba, D4
-17.394250,-66.175335, Calle Jordán #5058, Coña Coña, D4
-17.399060,-66.187247, Calle Portales #5059, Hipódromo, D4
-17.387993,-66.201208, Av. Blanco Galindo #5060, La Chimba, D4
-17.393891,-66.188369, Calle Tupuraya #5061, Coña Coña, D4
-17.403413,-66.173469, Calle Melchor Pérez #5062, Hipódromo, D4
-17.399030,-66.199280, Calle Jordán #5063, La Chimba, D4
-17.385716,-66.196862, Calle Portales #5064, Coña Coña, D4
-17.401304,-66.176668, Av. Blanco Galindo #5065, Hipódromo, D4
-17.396883,-66.192342, Calle Tupuraya #5066, La Chimba, D4
-17.400354,-66.181202, Calle Melchor Pérez #5067, Coña Coña, D4
-17.399570,-66.192829, Calle Jordán #5068, Hipódromo, D4
-17.395242,-66.206151, Calle Portales #5069, La Chimba, D4
-17.405068,-66.172558, Av. Blanco Galindo #5070, Coña Coña, D4
-17.396275,-66.183544, Calle Tupuraya #5071, Hipódromo, D4
-17.403378,-66.182099, Calle Melchor Pérez #5072, La Chimba, D4
-17.398467,-66.213187, Calle Jordán #5073, Coña Coña, D4
-17.394282,-66.195921, Calle Portales #5074, Hipódromo, D4
-17.398660,-66.175940, Av. Blanco Galindo #5075, La Chimba, D4
-17.387660,-66.199564, Calle Tupuraya #5076, Coña Coña, D4
-17.395989,-66.181160, Calle Melchor Pérez #5077, Hipódromo, D4
-17.399607,-66.213068, Calle Jordán #5078, La Chimba, D4
-17.406520,-66.174452, Calle Portales #5079, Coña Coña, D4
-17.401689,-66.181749, Av. Blanco Galindo #5080, Hipódromo, D4
-17.394241,-66.200277, Calle Tupuraya #5081, La Chimba, D4
-17.400586,-66.179385, Calle Melchor Pérez #5082, Coña Coña, D4
-17.397703,-66.186163, Calle Jordán #5083, Hipódromo, D4
-17.394522,-66.206305, Calle Portales #5084, La Chimba, D4
-17.401653,-66.186955, Av. Blanco Galindo #5085, Coña Coña, D4
-17.397232,-66.169194, Calle Tupuraya #5086, Hipódromo, D4
-17.405177,-66.189322, Calle Melchor Pérez #5087, La Chimba, D4
-17.399236,-66.175545, Calle Jordán #5088, Coña Coña, D4
-17.403964,-66.177323, Calle Portales #5089, Hipódromo, D4
-17.383104,-66.197024, Av. Blanco Galindo #5090, La Chimba, D4
-17.384220,-66.206868, Calle Tupuraya #5091, Coña Coña, D4
-17.400757,-66.180360, Calle Melchor Pérez #5092, Hipódromo, D4
-17.405646,-66.197908, Calle Jordán #5093, La Chimba, D4
-17.402219,-66.177668, Calle Portales #5094, Coña Coña, D4
-17.388904,-66.203479, Av. Blanco Galindo #5095, Hipódromo, D4
-17.389330,-66.201947, Calle Tupuraya #5096, La Chimba, D4
-17.408020,-66.185182, Calle Melchor Pérez #5097, Coña Coña, D4
-17.406689,-66.178140, Calle Jordán #5098, Hipódromo, D4
-17.385217,-66.196909, Calle Portales #5099, La Chimba, D4
-17.401017,-66.197769, Av. Blanco Galindo #5100, Coña Coña, D4
-17.383508,-66.202599, Calle Tupuraya #5101, Hipódromo, D4
-17.397466,-66.208824, Calle Melchor Pérez #5102, La Chimba, D4
-17.386734,-66.201976, Calle Jordán #5103, Coña Coña, D4
-17.395966,-66.183250, Calle Portales #5104, Hipódromo, D4
-17.394007,-66.173071, Av. Blanco Galindo #5105, La Chimba, D4
-17.393682,-66.199843, Calle Tupuraya #5106, Coña Coña, D4
-17.401352,-66.177890, Calle Melchor Pérez #5107, Hipódromo, D4
-17.398852,-66.174760, Calle Jordán #5108, La Chimba, D4
-17.384310,-66.200300, Calle Portales #5109, Coña Coña, D4
-17.390097,-66.197068, Av. Blanco Galindo #5110, Hipódromo, D4
-17.405493,-66.182196, Calle Tupuraya #5111, La Chimba, D4
-17.385256,-66.205160, Calle Melchor Pérez #5112, Coña Coña, D4
-17.393906,-66.193691, Calle Jordán #5113, Hipódromo, D4
-17.402118,-66.188586, Calle Portales #5114, La Chimba, D4
-17.400563,-66.177927, Av. Blanco Galindo #5115, Coña Coña, D4
-17.408277,-66.178631, Calle Tupuraya #5116, Hipódromo, D4
-17.397340,-66.193278, Calle Melchor Pérez #5117, La Chimba, D4
-17.397373,-66.172119, Calle Jordán #5118, Coña Coña, D4
-17.382075,-66.196644, Calle Portales #5119, Hipódromo, D4
-17.396944,-66.210322, Av. Blanco Galindo #5120, La Chimba, D4
-17.398586,-66.186386, Calle Tupuraya #5121, Coña Coña, D4
-17.396545,-66.189390, Calle Melchor Pérez #5122, Hipódromo, D4
-17.393398,-66.191806, Calle Jordán #5123, La Chimba, D4
-17.396130,-66.179993, Calle Portales #5124, Coña Coña, D4
-17.406857,-66.185861, Av. Blanco Galindo #5125, Hipódromo, D4
-17.391354,-66.207768, Calle Tupuraya #5126, La Chimba, D4
-17.396830,-66.195022, Calle Melchor Pérez #5127, Coña Coña, D4
-17.399695,-66.173841, Calle Jordán #5128, Hipódromo, D4
-17.387225,-66.205203, Calle Portales #5129, La Chimba, D4
-17.408933,-66.180970, Av. Blanco Galindo #5130, Coña Coña, D4
-17.393828,-66.177992, Calle Tupuraya #5131, Hipódromo, D4
-17.395578,-66.208907, Calle Melchor Pérez #5132, La Chimba, D4
-17.405935,-66.187447, Calle Jordán #5133, Coña Coña, D4
-17.398069,-66.173488, Calle Portales #5134, Hipódromo, D4
-17.393339,-66.207545, Av. Blanco Galindo #5135, La Chimba, D4
-17.395222,-66.168365, Calle Tupuraya #5136, Coña Coña, D4
-17.407163,-66.174991, Calle Melchor Pérez #5137, Hipódromo, D4
-17.397591,-66.204491, Calle Jordán #5138, La Chimba, D4
-17.407583,-66.179914, Calle Portales #5139, Coña Coña, D4
-17.403861,-66.175808, Av. Blanco Galindo #5140, Hipódromo, D4
-17.396708,-66.210612, Calle Tupuraya #5141, La Chimba, D4
-17.393660,-66.196106, Calle Melchor Pérez #5142, Coña Coña, D4
-17.403384,-66.174521, Calle Jordán #5143, Hipódromo, D4
-17.410256,-66.178333, Calle Portales #5144, La Chimba, D4
-17.399037,-66.206050, Av. Blanco Galindo #5145, Coña Coña, D4
-17.402251,-66.176538, Calle Tupuraya #5146, Hipódromo, D4
-17.393439,-66.198981, Calle Melchor Pérez #5147, La Chimba, D4
-17.391638,-66.200297, Calle Jordán #5148, Coña Coña, D4
-17.396882,-66.189009, Calle Portales #5149, Hipódromo, D4
-17.400345,-66.173228, Av. Blanco Galindo #5150, La Chimba, D4
-17.395692,-66.204901, Calle Tupuraya #5151, Coña Coña, D4
-17.386717,-66.201534, Calle Melchor Pérez #5152, Hipódromo, D4
-17.397428,-66.200570, Calle Jordán #5153, La Chimba, D4
-17.387750,-66.199854, Calle Portales #5154, Coña Coña, D4
-17.398580,-66.172978, Av. Blanco Galindo #5155, Hipódromo, D4
-17.405515,-66.172135, Calle Tupuraya #5156, La Chimba, D4
-17.396194,-66.194848, Calle Melchor Pérez #5157, Coña Coña, D4
-17.407418,-66.176451, Calle Jordán #5158, Hipódromo, D4
-17.395343,-66.184545, Calle Portales #5159, La Chimba, D4
-17.395900,-66.180915, Av. Blanco Galindo #5160, Coña Coña, D4
-17.395652,-66.172704, Calle Tupuraya #5161, Hipódromo, D4
-17.406929,-66.187269, Calle Melchor Pérez #5162, La Chimba, D4
-17.398021,-66.183218, Calle Jordán #5163, Coña Coña, D4
-17.397733,-66.190994, Calle Portales #5164, Hipódromo, D4
-17.405210,-66.188670, Av. Blanco Galindo #5165, La Chimba, D4
-17.390846,-66.203686, Calle Tupuraya #5166, Coña Coña, D4
-17.391683,-66.205279, Calle Melchor Pérez #5167, Hipódromo, D4
-17.397051,-66.205917, Calle Jordán #5168, La Chimba, D4
-17.402541,-66.179717, Calle Portales #5169, Coña Coña, D4
-17.398373,-66.189783, Av. Blanco Galindo #5170, Hipódromo, D4
-17.398459,-66.212091, Calle Tupuraya #5171, La Chimba, D4
-17.397197,-66.200534, Calle Melchor Pérez #5172, Coña Coña, D4
-17.397427,-66.212163, Calle Jordán #5173, Hipódromo, D4
-17.402804,-66.182903, Calle Portales #5174, La Chimba, D4
-17.385321,-66.207611, Av. Blanco Galindo #5175, Coña Coña, D4
-17.399214,-66.211165, Calle Tupuraya #5176, Hipódromo, D4
-17.399661,-66.170336, Calle Melchor Pérez #5177, La Chimba, D4
-17.406160,-66.181264, Calle Jordán #5178, Coña Coña, D4
-17.396413,-66.192373, Calle Portales #5179, Hipódromo, D4
-17.407414,-66.184634, Av. Blanco Galindo #5180, La Chimba, D4
-17.400027,-66.196510, Calle Tupuraya #5181, Coña Coña, D4
-17.388580,-66.207367, Calle Melchor Pérez #5182, Hipódromo, D4
-17.395147,-66.198831, Calle Jordán #5183, La Chimba, D4
-17.394472,-66.184285, Calle Portales #5184, Coña Coña, D4
-17.406901,-66.180780, Av. Blanco Galindo #5185, Hipódromo, D4
-17.395598,-66.176104, Calle Tupuraya #5186, La Chimba, D4
-17.384831,-66.205119, Calle Melchor Pérez #5187, Coña Coña, D4
-17.395463,-66.201473, Calle Jordán #5188, Hipódromo, D4
-17.383251,-66.196980, Calle Portales #5189, La Chimba, D4
-17.408207,-66.178499, Av. Blanco Galindo #5190, Coña Coña, D4
-17.399475,-66.207385, Calle Tupuraya #5191, Hipódromo, D4
-17.397880,-66.213173, Calle Melchor Pérez #5192, La Chimba, D4
-17.395390,-66.175768, Calle Jordán #5193, Coña Coña, D4
-17.398473,-66.195011, Calle Portales #5194, Hipódromo, D4
-17.399856,-66.183904, Av. Blanco Galindo #5195, La Chimba, D4
-17.399368,-66.176209, Calle Tupuraya #5196, Coña Coña, D4
-17.404146,-66.173980, Calle Melchor Pérez #5197, Hipódromo, D4
-17.407068,-66.174353, Calle Jordán #5198, La Chimba, D4
-17.406421,-66.175935, Calle Portales #5199, Coña Coña, D4
-17.386835,-66.196681, Av. Blanco Galindo #5200, Hipódromo, D4
-17.402595,-66.189376, Calle Tupuraya #5201, La Chimba, D4
-17.400102,-66.183315, Calle Melchor Pérez #5202, Coña Coña, D4
-17.390196,-66.200617, Calle Jordán #5203, Hipódromo, D4
-17.401893,-66.170845, Calle Portales #5204, La Chimba, D4
-17.399262,-66.175617, Av. Blanco Galindo #5205, Coña Coña, D4
-17.396542,-66.207496, Calle Tupuraya #5206, Hipódromo, D4
-17.388706,-66.208100, Calle Melchor Pérez #5207, La Chimba, D4
-17.397753,-66.171863, Calle Jordán #5208, Coña Coña, D4
-17.383861,-66.207460, Calle Portales #5209, Hipódromo, D4
-17.390693,-66.199244, Av. Blanco Galindo #5210, La Chimba, D4
-17.400390,-66.193131, Calle Tupuraya #5211, Coña Coña, D4
-17.396454,-66.193238, Calle Melchor Pérez #5212, Hipódromo, D4
-17.384167,-66.204283, Calle Jordán #5213, La Chimba, D4
-17.395903,-66.206740, Calle Portales #5214, Coña Coña, D4
-17.408476,-66.184690, Av. Blanco Galindo #5215, Hipódromo, D4
-17.384159,-66.198908, Calle Tupuraya #5216, La Chimba, D4
-17.396692,-66.179678, Calle Melchor Pérez #5217, Coña Coña, D4
-17.396860,-66.210851, Calle Jordán #5218, Hipódromo, D4
-17.405658,-66.180161, Calle Portales #5219, La Chimba, D4
-17.397303,-66.175868, Av. Blanco Galindo #5220, Coña Coña, D4
-17.396442,-66.209945, Calle Tupuraya #5221, Hipódromo, D4
-17.386686,-66.207546, Calle Melchor Pérez #5222, La Chimba, D4
-17.398203,-66.190178, Calle Jordán #5223, Coña Coña, D4
-17.396526,-66.170599, Calle Portales #5224, Hipódromo, D4
-17.394102,-66.201437, Av. Blanco Galindo #5225, La Chimba, D4
-17.395122,-66.195293, Calle Tupuraya #5226, Coña Coña, D4
-17.382957,-66.199289, Calle Melchor Pérez #5227, Hipódromo, D4
-17.390224,-66.201106, Calle Jordán #5228, La Chimba, D4
-17.399343,-66.207069, Calle Portales #5229, Coña Coña, D4
-17.406011,-66.189856, Av. Blanco Galindo #5230, Hipódromo, D4
-17.399363,-66.198789, Calle Tupuraya #5231, La Chimba, D4
-17.404251,-66.176698, Calle Melchor Pérez #5232, Coña Coña, D4
-17.395111,-66.180688, Calle Jordán #5233, Hipódromo, D4
-17.403924,-66.171006, Calle Portales #5234, La Chimba, D4
-17.384856,-66.196985, Av. Blanco Galindo #5235, Coña Coña, D4
-17.400056,-66.189259, Calle Tupuraya #5236, Hipódromo, D4
-17.384372,-66.198793, Calle Melchor Pérez #5237, La Chimba, D4
-17.396341,-66.183503, Calle Jordán #5238, Coña Coña, D4
-17.389068,-66.203321, Calle Portales #5239, Hipódromo, D4
-17.386525,-66.207478, Av. Blanco Galindo #5240, La Chimba, D4
-17.396856,-66.179729, Calle Tupuraya #5241, Coña Coña, D4
-17.396503,-66.199941, Calle Melchor Pérez #5242, Hipódromo, D4
-17.400811,-66.173020, Calle Jordán #5243, La Chimba, D4
-17.399605,-66.177531, Calle Portales #5244, Coña Coña, D4
-17.398440,-66.208450, Av. Blanco Galindo #5245, Hipódromo, D4
-17.386628,-66.199739, Calle Tupuraya #5246, La Chimba, D4
-17.406045,-66.174418, Calle Melchor Pérez #5247, Coña Coña, D4
-17.401171,-66.173140, Calle Jordán #5248, Hipódromo, D4
-17.401720,-66.177178, Calle Portales #5249, La Chimba, D4
-17.405226,-66.173036, Av. Blanco Galindo #5250, Coña Coña, D4
-17.394748,-66.169812, Calle Tupuraya #5251, Hipódromo, D4
-17.393872,-66.198716, Calle Melchor Pérez #5252, La Chimba, D4
-17.395146,-66.187338, Calle Jordán #5253, Coña Coña, D4
-17.400761,-66.170083, Calle Portales #5254, Hipódromo, D4
-17.400529,-66.183683, Av. Blanco Galindo #5255, La Chimba, D4
-17.409463,-66.181550, Calle Tupuraya #5256, Coña Coña, D4
-17.399573,-66.181787, Calle Melchor Pérez #5257, Hipódromo, D4
-17.393949,-66.182044, Calle Jordán #5258, La Chimba, D4
-17.404621,-66.177730, Calle Portales #5259, Coña Coña, D4
-17.394951,-66.180221, Av. Blanco Galindo #5260, Hipódromo, D4
-17.397535,-66.169634, Calle Tupuraya #5261, La Chimba, D4
-17.403034,-66.183564, Calle Melchor Pérez #5262, Coña Coña, D4
-17.395174,-66.179316, Calle Jordán #5263, Hipódromo, D4
-17.398682,-66.202191, Calle Portales #5264, La Chimba, D4
-17.396227,-66.204516, Av. Blanco Galindo #5265, Coña Coña, D4
-17.399609,-66.208399, Calle Tupuraya #5266, Hipódromo, D4
-17.396553,-66.199902, Calle Melchor Pérez #5267, La Chimba, D4
-17.399716,-66.192266, Calle Jordán #5268, Coña Coña, D4
-17.397857,-66.181942, Calle Portales #5269, Hipódromo, D4
-17.397812,-66.177914, Av. Blanco Galindo #5270, La Chimba, D4
-17.381694,-66.196948, Calle Tupuraya #5271, Coña Coña, D4
-17.402998,-66.187928, Calle Melchor Pérez #5272, Hipódromo, D4
-17.407131,-66.177047, Calle Jordán #5273, La Chimba, D4
-17.395067,-66.199268, Calle Portales #5274, Coña Coña, D4
-17.395428,-66.177099, Av. Blanco Galindo #5275, Hipódromo, D4
-17.400375,-66.192475, Calle Tupuraya #5276, La Chimba, D4
-17.396531,-66.183164, Calle Melchor Pérez #5277, Coña Coña, D4
-17.398909,-66.196608, Calle Jordán #5278, Hipódromo, D4
-17.394722,-66.176859, Calle Portales #5279, La Chimba, D4
-17.397351,-66.168566, Av. Blanco Galindo #5280, Coña Coña, D4
-17.397286,-66.199746, Calle Tupuraya #5281, Hipódromo, D4
-17.395919,-66.172792, Calle Melchor Pérez #5282, La Chimba, D4
-17.404011,-66.180517, Calle Jordán #5283, Coña Coña, D4
-17.405313,-66.189317, Calle Portales #5284, Hipódromo, D4
-17.398184,-66.198363, Av. Blanco Galindo #5285, La Chimba, D4
-17.398462,-66.192759, Calle Tupuraya #5286, Coña Coña, D4
-17.409787,-66.179009, Calle Melchor Pérez #5287, Hipódromo, D4
-17.400337,-66.192968, Calle Jordán #5288, La Chimba, D4
-17.398550,-66.196349, Calle Portales #5289, Coña Coña, D4
-17.406250,-66.179837, Av. Blanco Galindo #5290, Hipódromo, D4
-17.394630,-66.170021, Calle Tupuraya #5291, La Chimba, D4
-17.392899,-66.199970, Calle Melchor Pérez #5292, Coña Coña, D4
-17.409395,-66.175265, Calle Jordán #5293, Hipódromo, D4
-17.387944,-66.205685, Calle Portales #5294, La Chimba, D4
-17.396408,-66.179829, Av. Blanco Galindo #5295, Coña Coña, D4
-17.406963,-66.174321, Calle Tupuraya #5296, Hipódromo, D4
-17.386545,-66.205718, Calle Melchor Pérez #5297, La Chimba, D4
-17.397464,-66.211857, Calle Jordán #5298, Coña Coña, D4
-17.407027,-66.186888, Calle Portales #5299, Hipódromo, D4
-17.409495,-66.182738, Av. Blanco Galindo #5300, La Chimba, D4
-17.408433,-66.184928, Calle Tupuraya #5301, Coña Coña, D4
-17.400025,-66.204499, Calle Melchor Pérez #5302, Hipódromo, D4
-17.395233,-66.182164, Calle Jordán #5303, La Chimba, D4
-17.385289,-66.201942, Calle Portales #5304, Coña Coña, D4
-17.395717,-66.168830, Av. Blanco Galindo #5305, Hipódromo, D4
-17.392263,-66.199570, Calle Tupuraya #5306, La Chimba, D4
-17.402217,-66.188816, Calle Melchor Pérez #5307, Coña Coña, D4
-17.405360,-66.181432, Calle Jordán #5308, Hipódromo, D4
-17.382840,-66.196812, Calle Portales #5309, La Chimba, D4
-17.392183,-66.198024, Av. Blanco Galindo #5310, Coña Coña, D4
-17.408735,-66.183573, Calle Tupuraya #5311, Hipódromo, D4
-17.387203,-66.206607, Calle Melchor Pérez #5312, La Chimba, D4
-17.393904,-66.198655, Calle Jordán #5313, Coña Coña, D4
-17.390984,-66.203836, Calle Portales #5314, Hipódromo, D4
-17.395157,-66.187584, Av. Blanco Galindo #5315, La Chimba, D4
-17.400704,-66.173845, Calle Tupuraya #5316, Coña Coña, D4
-17.402916,-66.183322, Calle Melchor Pérez #5317, Hipódromo, D4
-17.392080,-66.201169, Calle Jordán #5318, La Chimba, D4
-17.398869,-66.185924, Calle Portales #5319, Coña Coña, D4
-17.409483,-66.179308, Av. Blanco Galindo #5320, Hipódromo, D4
-17.393518,-66.183209, Calle Tupuraya #5321, La Chimba, D4
-17.396690,-66.185490, Calle Melchor Pérez #5322, Coña Coña, D4
-17.387102,-66.197256, Calle Jordán #5323, Hipódromo, D4
-17.395717,-66.181821, Calle Portales #5324, La Chimba, D4
-17.386549,-66.198984, Av. Blanco Galindo #5325, Coña Coña, D4
-17.381529,-66.197751, Calle Tupuraya #5326, Hipódromo, D4
-17.403572,-66.187882, Calle Melchor Pérez #5327, La Chimba, D4
-17.399286,-66.203648, Calle Jordán #5328, Coña Coña, D4
-17.397561,-66.172668, Calle Portales #5329, Hipódromo, D4
-17.397682,-66.202428, Av. Blanco Galindo #5330, La Chimba, D4
-17.387897,-66.196934, Calle Tupuraya #5331, Coña Coña, D4
-17.406442,-66.183133, Calle Melchor Pérez #5332, Hipódromo, D4
-17.410064,-66.180218, Calle Jordán #5333, La Chimba, D4
-17.402737,-66.179116, Calle Portales #5334, Coña Coña, D4
-17.396949,-66.212114, Av. Blanco Galindo #5335, Hipódromo, D4
-17.393112,-66.189108, Calle Tupuraya #5336, La Chimba, D4
-17.394870,-66.182221, Calle Melchor Pérez #5337, Coña Coña, D4
-17.400844,-66.174246, Calle Jordán #5338, Hipódromo, D4
-17.395599,-66.191315, Calle Portales #5339, La Chimba, D4
-17.404463,-66.187612, Av. Blanco Galindo #5340, Coña Coña, D4
-17.393727,-66.189623, Calle Tupuraya #5341, Hipódromo, D4
-17.400092,-66.190668, Calle Melchor Pérez #5342, La Chimba, D4
-17.388137,-66.207170, Calle Jordán #5343, Coña Coña, D4
-17.388751,-66.202665, Calle Portales #5344, Hipódromo, D4
-17.394338,-66.193692, Av. Blanco Galindo #5345, La Chimba, D4
-17.397814,-66.197054, Calle Tupuraya #5346, Coña Coña, D4
-17.393429,-66.187605, Calle Melchor Pérez #5347, Hipódromo, D4
-17.392924,-66.192782, Calle Jordán #5348, La Chimba, D4
-17.396819,-66.176373, Calle Portales #5349, Coña Coña, D4
-17.395958,-66.208225, Av. Blanco Galindo #5350, Hipódromo, D4
-17.402092,-66.185308, Calle Tupuraya #5351, La Chimba, D4
-17.395005,-66.207822, Calle Melchor Pérez #5352, Coña Coña, D4
-17.398015,-66.173657, Calle Jordán #5353, Hipódromo, D4
-17.395118,-66.182448, Calle Portales #5354, La Chimba, D4
-17.398075,-66.201435, Av. Blanco Galindo #5355, Coña Coña, D4
-17.381983,-66.203013, Calle Tupuraya #5356, Hipódromo, D4
-17.396842,-66.188728, Calle Melchor Pérez #5357, La Chimba, D4
-17.400553,-66.188765, Calle Jordán #5358, Coña Coña, D4
-17.399875,-66.170524, Calle Portales #5359, Hipódromo, D4
-17.395878,-66.191770, Av. Blanco Galindo #5360, La Chimba, D4
-17.396327,-66.190197, Calle Tupuraya #5361, Coña Coña, D4
-17.388713,-66.198897, Calle Melchor Pérez #5362, Hipódromo, D4
-17.384959,-66.199350, Calle Jordán #5363, La Chimba, D4
-17.399725,-66.176511, Calle Portales #5364, Coña Coña, D4
-17.393763,-66.201146, Av. Blanco Galindo #5365, Hipódromo, D4
-17.386353,-66.201169, Calle Tupuraya #5366, La Chimba, D4
-17.392872,-66.204396, Calle Melchor Pérez #5367, Coña Coña, D4
-17.397528,-66.210557, Calle Jordán #5368, Hipódromo, D4
