-17.433056,-66.138849, Calle Roma #100, Ticti Norte, D8
-17.459404,-66.101718, Calle Hamburgo #4316, Valle Hermoso, D8
-17.466119,-66.113536, Calle Ticti #4317, Ushpa Ushpa, D8
-17.446429,-66.099424, Calle Sierra Nevada #4318, Ticti Norte, D8
-17.453945,-66.093432, Calle Colorado #4319, Valle Hermoso, D8
-17.446368,-66.101949, Calle Roma #4320, Ushpa Ushpa, D8
-17.436176,-66.135151, Calle Hamburgo #4321, Ticti Norte, D8
-17.442552,-66.136227, Calle Ticti #4322, Valle Hermoso, D8
-17.438125,-66.136096, Calle Sierra Nevada #4323, Ushpa Ushpa, D8
-17.467662,-66.108478, Calle Colorado #4324, Ticti Norte, D8
-17.470484,-66.093016, Calle Roma #4325, Valle Hermoso, D8
-17.452830,-66.126592, Calle Hamburgo #4326, Ushpa Ushpa, D8
-17.439825,-66.102737, Calle Ticti #4327, Ticti Norte, D8
-17.442363,-66.131483, Calle Sierra Nevada #4328, Valle Hermoso, D8
-17.450033,-66.103184, Calle Colorado #4329, Ushpa Ushpa, D8
-17.479153,-66.103205, Calle Roma #4330, Ticti Norte, D8
-17.440708,-66.132848, Calle Hamburgo #4331, Valle Hermoso, D8
-17.472623,-66.088947, Calle Ticti #4332, Ushpa Ushpa, D8
-17.477112,-66.090696, Calle Sierra Nevada #4333, Ticti Norte, D8
-17.444343,-66.122877, Calle Colorado #4334, Valle Hermoso, D8
-17.441456,-66.133525, Calle Roma #4335, Ushpa Ushpa, D8
-17.465043,-66.087048, Calle Hamburgo #4336, Ticti Norte, D8
-17.463718,-66.114785, Calle Ticti #4337, Valle Hermoso, D8
-17.429716,-66.138356, Calle Sierra Nevada #4338, Ushpa Ushpa, D8
-17.461465,-66.120207, Calle Colorado #4339, Ticti Norte, D8
-17.442313,-66.099623, Calle Roma #4340, Valle Hermoso, D8
-17.452966,-66.123084, Calle Hamburgo #4341, Ushpa Ushpa, D8
-17.454242,-66.119380, Calle Ticti #4342, Ticti Norte, D8
-17.466171,-66.106415, Calle Sierra Nevada #4343, Valle Hermoso, D8
-17.466591,-66.106155, Calle Colorado #4344, Ushpa Ushpa, D8
-17.454308,-66.094378, Calle Roma #4345, Ticti Norte, D8
-17.452369,-66.102895, Calle Hamburgo #4346, Valle Hermoso, D8
-17.428532,-66.137130, Calle Ticti #4347, Ushpa Ushpa, D8
-17.462827,-66.099847, Calle Sierra Nevada #4348, Ticti Norte, D8
-17.461860,-66.099852, Calle Colorado #4349, Valle Hermoso, D8
-17.451525,-66.103442, Calle Roma #4350, Ushpa Ushpa, D8
-17.435049,-66.129610, Calle Hamburgo #4351, Ticti Norte, D8
-17.446866,-66.120684, Calle Ticti #4352, Valle Hermoso, D8
-17.465781,-66.087362, Calle Sierra Nevada #4353, Ushpa Ushpa, D8
-17.455392,-66.103952, Calle Colorado #4354, Ticti Norte, D8
-17.457424,-66.120676, Calle Roma #4355, Valle Hermoso, D8
-17.439876,-66.135716, Calle Hamburgo #4356, Ushpa Ushpa, D8
-17.469887,-66.107660, Calle Ticti #4357, Ticti Norte, D8
-17.472524,-66.099070, Calle Sierra Nevada #4358, Valle Hermoso, D8
-17.443884,-66.137364, Calle Colorado #4359, Ushpa Ushpa, D8
-17.456581,-66.119718, Calle Roma #4360, Ticti Norte, D8
-17.444745,-66.131641, Calle Hamburgo #4361, Valle Hermoso, D8
-17.434459,-66.145841, Calle Ticti #4362, Ushpa Ushpa, D8
-17.435827,-66.135005, Calle Sierra Nevada #4363, Ticti Norte, D8
-17.450151,-66.096591, Calle Colorado #4364, Valle Hermoso, D8
-17.482905,-66.103849, Calle Roma #4365, Ushpa Ushpa, D8
-17.478210,-66.092275, Calle Hamburgo #4366, Ticti Norte, D8
-17.439271,-66.136737, Calle Ticti #4367, Valle Hermoso, D8
-17.451139,-66.098178, Calle Sierra Nevada #4368, Ushpa Ushpa, D8
-17.466474,-66.112115, Calle Colorado #4369, Ticti Norte, D8
-17.463440,-66.106984, Calle Roma #4370, Valle Hermoso, D8
-17.429279,-66.141951, Calle Hamburgo #4371, Ushpa Ushpa, D8
-17.434652,-66.129929, Calle Ticti #4372, Ticti Norte, D8
-17.453382,-66.095851, Calle Sierra Nevada #4373, Valle Hermoso, D8
-17.449282,-66.098177, Calle Colorado #4374, Ushpa Ushpa, D8
-17.438500,-66.136094, Calle Roma #4375, Ticti Norte, D8
-17.463514,-66.107840, Calle Hamburgo #4376, Valle Hermoso, D8
-17.448832,-66.128439, Calle Ticti #4377, Ushpa Ushpa, D8
-17.466246,-66.085638, Calle Sierra Nevada #4378, Ticti Norte, D8
-17.457255,-66.092911, Calle Colorado #4379, Valle Hermoso, D8
-17.463364,-66.116490, Calle Roma #4380, Ushpa Ushpa, D8
-17.471894,-66.096630, Calle Hamburgo #4381, Ticti Norte, D8
-17.465336,-66.095888, Calle Ticti #4382, Valle Hermoso, D8
-17.441752,-66.123138, Calle Sierra Nevada #4383, Ushpa Ushpa, D8
-17.440529,-66.135465, Calle Colorado #4384, Ticti Norte, D8
-17.454800,-66.123688, Calle Roma #4385, Valle Hermoso, D8
-17.472571,-66.095282, Calle Hamburgo #4386, Ushpa Ushpa, D8
-17.430061,-66.132899, Calle Ticti #4387, Ticti Norte, D8
-17.453110,-66.102536, Calle Sierra Nevada #4388, Valle Hermoso, D8
-17.457495,-66.095398, Calle Colorado #4389, Ushpa Ushpa, D8
-17.471253,-66.111389, Calle Roma #4390, Ticti Norte, D8
-17.457801,-66.093503, Calle Hamburgo #4391, Valle Hermoso, D8
-17.468264,-66.111962, Calle Ticti #4392, Ushpa Ushpa, D8
-17.463602,-66.106929, Calle Sierra Nevada #4393, Ticti Norte, D8
-17.438302,-66.130248, Calle Colorado #4394, Valle Hermoso, D8
-17.471288,-66.102131, Calle Roma #4395, Ushpa Ushpa, D8
-17.461721,-66.114291, Calle Hamburgo #4396, Ticti Norte, D8
-17.475671,-66.092526, Calle Ticti #4397, Valle Hermoso, D8
-17.430175,-66.132000, Calle Sierra Nevada #4398, Ushpa Ushpa, D8
-17.434227,-66.135213, Calle Colorado #4399, Ticti Norte, D8
-17.445221,-66.134894, Calle Roma #4400, Valle Hermoso, D8
-17.463438,-66.117729, Calle Hamburgo #4401, Ushpa Ushpa, D8
-17.429417,-66.135918, Calle Ticti #4402, Ticti Norte, D8
-17.450774,-66.097032, Calle Sierra Nevada #4403, Valle Hermoso, D8
-17.429920,-66.134389, Calle Colorado #4404, Ushpa Ushpa, D8
-17.449789,-66.126294, Calle Roma #4405, Ticti Norte, D8
-17.460422,-66.116897, Calle Hamburgo #4406, Valle Hermoso, D8
-17.465870,-66.102613, Calle Ticti #4407, Ushpa Ushpa, D8
-17.477863,-66.097630, Calle Sierra Nevada #4408, Ticti Norte, D8
-17.468521,-66.090443, Calle Colorado #4409, Valle Hermoso, D8
-17.430605,-66.134455, Calle Roma #4410, Ushpa Ushpa, D8
-17.449457,-66.097066, Calle Hamburgo #4411, Ticti Norte, D8
-17.438631,-66.129204, Calle Ticti #4412, Valle Hermoso, D8
-17.445501,-66.126040, Calle Sierra Nevada #4413, Ushpa Ushpa, D8
-17.480153,-66.101559, Calle Colorado #4414, Ticti Norte, D8
-17.461899,-66.092308, Calle Roma #4415, Valle Hermoso, D8
-17.444807,-66.127562, Calle Hamburgo #4416, Ushpa Ushpa, D8
-17.455489,-66.095828, Calle Ticti #4417, Ticti Norte, D8
-17.466364,-66.103487, Calle Sierra Nevada #4418, Valle Hermoso, D8
-17.476472,-66.091060, Calle Colorado #4419, Ushpa Ushpa, D8
-17.477122,-66.104087, Calle Roma #4420, Ticti Norte, D8
-17.448988,-66.099948, Calle Hamburgo #4421, Valle Hermoso, D8
-17.452892,-66.104150, Calle Ticti #4422, Ushpa Ushpa, D8
-17.459987,-66.104093, Calle Sierra Nevada #4423, Ticti Norte, D8
-17.437099,-66.128233, Calle Colorado #4424, Valle Hermoso, D8
-17.465371,-66.114329, Calle Roma #4425, Ushpa Ushpa, D8
-17.474573,-66.092169, Calle Hamburgo #4426, Ticti Norte, D8
-17.471627,-66.105040, Calle Ticti #4427, Valle Hermoso, D8
-17.466881,-66.108316, Calle Sierra Nevada #4428, Ushpa Ushpa, D8
-17.470729,-66.086738, Calle Colorado #4429, Ticti Norte, D8
-17.458342,-66.118170, Calle Roma #4430, Valle Hermoso, D8
-17.436358,-66.131039, Calle Hamburgo #4431, Ushpa Ushpa, D8
-17.444506,-66.100971, Calle Ticti #4432, Ticti Norte, D8
-17.444084,-66.133204, Calle Sierra Nevada #4433, Valle Hermoso, D8
-17.430815,-66.137144, Calle Colorado #4434, Ushpa Ushpa, D8
-17.463745,-66.089862, Calle Roma #4435, Ticti Norte, D8
-17.448354,-66.127088, Calle Hamburgo #4436, Valle Hermoso, D8
-17.459038,-66.120627, Calle Ticti #4437, Ushpa Ushpa, D8
-17.451641,-66.121723, Calle Sierra Nevada #4438, Ticti Norte, D8
-17.426993,-66.139557, Calle Colorado #4439, Valle Hermoso, D8
-17.437782,-66.140648, Calle Roma #4440, Ushpa Ushpa, D8
-17.457771,-66.095821, Calle Hamburgo #4441, Ticti Norte, D8
-17.431744,-66.135969, Calle Ticti #4442, Valle Hermoso, D8
-17.454691,-66.119080, Calle Sierra Nevada #4443, Ushpa Ushpa, D8
-17.425565,-66.137916, Calle Colorado #4444, Ticti Norte, D8
-17.450371,-66.126780, Calle Roma #4445, Valle Hermoso, D8
-17.471070,-66.100074, Calle Hamburgo #4446, Ushpa Ushpa, D8
-17.481811,-66.100997, Calle Ticti #4447, Ticti Norte, D8
-17.438630,-66.143895, Calle Sierra Nevada #4448, Valle Hermoso, D8
-17.474125,-66.102923, Calle Colorado #4449, Ushpa Ushpa, D8
-17.477981,-66.105122, Calle Roma #4450, Ticti Norte, D8
-17.479028,-66.107194, Calle Hamburgo #4451, Valle Hermoso, D8
-17.473052,-66.106991, Calle Ticti #4452, Ushpa Ushpa, D8
-17.466241,-66.085683, Calle Sierra Nevada #4453, Ticti Norte, D8
-17.442271,-66.124798, Calle Colorado #4454, Valle Hermoso, D8
-17.442178,-66.125857, Calle Roma #4455, Ushpa Ushpa, D8
-17.450562,-66.095029, Calle Hamburgo #4456, Ticti Norte, D8
-17.446286,-66.098026, Calle Ticti #4457, Valle Hermoso, D8
-17.447812,-66.099424, Calle Sierra Nevada #4458, Ushpa Ushpa, D8
-17.472629,-66.095381, Calle Colorado #4459, Ticti Norte, D8
-17.450855,-66.104358, Calle Roma #4460, Valle Hermoso, D8
-17.465619,-66.100023, Calle Hamburgo #4461, Ushpa Ushpa, D8
-17.473133,-66.099170, Calle Ticti #4462, Ticti Norte, D8
-17.451293,-66.124500, Calle Sierra Nevada #4463, Valle Hermoso, D8
-17.457420,-66.106976, Calle Colorado #4464, Ushpa Ushpa, D8
-17.474979,-66.107458, Calle Roma #4465, Ticti Norte, D8
-17.441648,-66.127716, Calle Hamburgo #4466, Valle Hermoso, D8
-17.460183,-66.115992, Calle Ticti #4467, Ushpa Ushpa, D8
-17.444579,-66.132164, Calle Sierra Nevada #4468, Ticti Norte, D8
-17.440269,-66.136740, Calle Colorado #4469, Valle Hermoso, D8
-17.449300,-66.099741, Calle Roma #4470, Ushpa Ushpa, D8
-17.461315,-66.095164, Calle Hamburgo #4471, Ticti Norte, D8
-17.429243,-66.140022, Calle Ticti #4472, Valle Hermoso, D8
-17.470908,-66.108253, Calle Sierra Nevada #4473, Ushpa Ushpa, D8
-17.456055,-66.094578, Calle Colorado #4474, Ticti Norte, D8
-17.475983,-66.094816, Calle Roma #4475, Valle Hermoso, D8
-17.465668,-66.106411, Calle Hamburgo #4476, Ushpa Ushpa, D8
-17.463015,-66.112320, Calle Ticti #4477, Ticti Norte, D8
-17.470891,-66.097868, Calle Sierra Nevada #4478, Valle Hermoso, D8
-17.439979,-66.139771, Calle Colorado #4479, Ushpa Ushpa, D8
-17.449678,-66.129357, Calle Roma #4480, Ticti Norte, D8
-17.452807,-66.123805, Calle Hamburgo #4481, Valle Hermoso, D8
-17.461847,-66.104979, Calle Ticti #4482, Ushpa Ushpa, D8
-17.450007,-66.100443, Calle Sierra Nevada #4483, Ticti Norte, D8
-17.450114,-66.120470, Calle Colorado #4484, Valle Hermoso, D8
-17.444871,-66.134198, Calle Roma #4485, Ushpa Ushpa, D8
-17.445349,-66.129789, Calle Hamburgo #4486, Ticti Norte, D8
-17.428460,-66.133668, Calle Ticti #4487, Valle Hermoso, D8
-17.430404,-66.140369, Calle Sierra Nevada #4488, Ushpa Ushpa, D8
-17.471355,-66.105369, Calle Colorado #4489, Ticti Norte, D8
-17.447499,-66.103040, Calle Roma #4490, Valle Hermoso, D8
-17.431670,-66.133501, Calle Hamburgo #4491, Ushpa Ushpa, D8
-17.481545,-66.098359, Calle Ticti #4492, Ticti Norte, D8
-17.432221,-66.139851, Calle Sierra Nevada #4493, Valle Hermoso, D8
-17.451754,-66.096368, Calle Colorado #4494, Ushpa Ushpa, D8
-17.456323,-66.119588, Calle Roma #4495, Ticti Norte, D8
-17.462430,-66.101529, Calle Hamburgo #4496, Valle Hermoso, D8
-17.448796,-66.122551, Calle Ticti #4497, Ushpa Ushpa, D8
-17.471816,-66.104203, Calle Sierra Nevada #4498, Ticti Norte, D8
-17.431634,-66.130843, Calle Colorado #4499, Valle Hermoso, D8
-17.467081,-66.107338, Calle Roma #4500, Ushpa Ushpa, D8
-17.473505,-66.090308, Calle Hamburgo #4501, Ticti Norte, D8
-17.456099,-66.105429, Calle Ticti #4502, Valle Hermoso, D8
-17.480414,-66.099636, Calle Sierra Nevada #4503, Ushpa Ushpa, D8
-17.457012,-66.100315, Calle Colorado #4504, Ticti Norte, D8
-17.439900,-66.142431, Calle Roma #4505, Valle Hermoso, D8
-17.439221,-66.126750, Calle Hamburgo #4506, Ushpa Ushpa, D8
-17.465643,-66.101896, Calle Ticti #4507, Ticti Norte, D8
-17.450051,-66.096795, Calle Sierra Nevada #4508, Valle Hermoso, D8
-17.433039,-66.131454, Calle Colorado #4509, Ushpa Ushpa, D8
-17.437790,-66.100662, Calle Roma #4510, Ticti Norte, D8
-17.476850,-66.096820, Calle Hamburgo #4511, Valle Hermoso, D8
-17.434939,-66.138459, Calle Ticti #4512, Ushpa Ushpa, D8
-17.478062,-66.104935, Calle Sierra Nevada #4513, Ticti Norte, D8
-17.431425,-66.144221, Calle Colorado #4514, Valle Hermoso, D8
-17.454087,-66.096124, Calle Roma #4515, Ushpa Ushpa, D8
-17.472114,-66.097025, Calle Hamburgo #4516, Ticti Norte, D8
-17.445233,-66.128558, Calle Ticti #4517, Valle Hermoso, D8
-17.451897,-66.126377, Calle Sierra Nevada #4518, Ushpa Ushpa, D8
-17.464832,-66.110326, Calle Colorado #4519, Ticti Norte, D8
-17.454560,-66.104939, Calle Roma #4520, Valle Hermoso, D8
-17.446103,-66.099869, Calle Hamburgo #4521, Ushpa Ushpa, D8
-17.440115,-66.130713, Calle Ticti #4522, Ticti Norte, D8
-17.474120,-66.110695, Calle Sierra Nevada #4523, Valle Hermoso, D8
-17.473273,-66.110069, Calle Colorado #4524, Ushpa Ushpa, D8
-17.474696,-66.097484, Calle Roma #4525, Ticti Norte, D8
-17.472326,-66.094019, Calle Hamburgo #4526, Valle Hermoso, D8
-17.454927,-66.094330, Calle Ticti #4527, Ushpa Ushpa, D8
-17.461636,-66.094861, Calle Sierra Nevada #4528, Ticti Norte, D8
-17.430859,-66.144935, Calle Colorado #4529, Valle Hermoso, D8
-17.441336,-66.137395, Calle Roma #4530, Ushpa Ushpa, D8
-17.442128,-66.135148, Calle Hamburgo #4531, Ticti Norte, D8
-17.436976,-66.130983, Calle Ticti #4532, Valle Hermoso, D8
-17.446813,-66.126393, Calle Sierra Nevada #4533, Ushpa Ushpa, D8
-17.476898,-66.097592, Calle Colorado #4534, Ticti Norte, D8
-17.463707,-66.118397, Calle Roma #4535, Valle Hermoso, D8
-17.462306,-66.097095, Calle Hamburgo #4536, Ushpa Ushpa, D8
-17.462238,-66.119407, Calle Ticti #4537, Ticti Norte, D8
-17.451501,-66.125522, Calle Sierra Nevada #4538, Valle Hermoso, D8
-17.465396,-66.101296, Calle Colorado #4539, Ushpa Ushpa, D8
-17.458998,-66.117196, Calle Roma #4540, Ticti Norte, D8
-17.468927,-66.091340, Calle Hamburgo #4541, Valle Hermoso, D8
-17.476066,-66.092648, Calle Ticti #4542, Ushpa Ushpa, D8
-17.465989,-66.108870, Calle Sierra Nevada #4543, Ticti Norte, D8
-17.430083,-66.146075, Calle Colorado #4544, Valle Hermoso, D8
-17.444582,-66.136049, Calle Roma #4545, Ushpa Ushpa, D8
-17.470454,-66.094767, Calle Hamburgo #4546, Ticti Norte, D8
-17.459688,-66.119750, Calle Ticti #4547, Valle Hermoso, D8
-17.462472,-66.091243, Calle Sierra Nevada #4548, Ushpa Ushpa, D8
-17.464318,-66.087476, Calle Colorado #4549, Ticti Norte, D8
-17.463737,-66.102832, Calle Roma #4550, Valle Hermoso, D8
-17.455891,-66.095501, Calle Hamburgo #4551, Ushpa Ushpa, D8
-17.469325,-66.108870, Calle Ticti #4552, Ticti Norte, D8
-17.434362,-66.133325, Calle Sierra Nevada #4553, Valle Hermoso, D8
-17.428167,-66.142948, Calle Colorado #4554, Ushpa Ushpa, D8
-17.442824,-66.129291, Calle Roma #4555, Ticti Norte, D8
-17.463777,-66.101891, Calle Hamburgo #4556, Valle Hermoso, D8
-17.471263,-66.091632, Calle Ticti #4557, Ushpa Ushpa, D8
-17.472201,-66.095461, Calle Sierra Nevada #4558, Ticti Norte, D8
-17.476723,-66.107294, Calle Colorado #4559, Valle Hermoso, D8
-17.443684,-66.126503, Calle Roma #4560, Ushpa Ushpa, D8
-17.449996,-66.098491, Calle Hamburgo #4561, Ticti Norte, D8
-17.462470,-66.115754, Calle Ticti #4562, Valle Hermoso, D8
-17.432093,-66.135111, Calle Sierra Nevada #4563, Ushpa Ushpa, D8
-17.462752,-66.094868, Calle Colorado #4564, Ticti Norte, D8
-17.467620,-66.089839, Calle Roma #4565, Valle Hermoso, D8
-17.450834,-66.100838, Calle Hamburgo #4566, Ushpa Ushpa, D8
-17.464340,-66.096118, Calle Ticti #4567, Ticti Norte, D8
-17.468215,-66.111239, Calle Sierra Nevada #4568, Valle Hermoso, D8
-17.465409,-66.094714, Calle Colorado #4569, Ushpa Ushpa, D8
-17.454921,-66.097634, Calle Roma #4570, Ticti Norte, D8
-17.474071,-66.098005, Calle Hamburgo #4571, Valle Hermoso, D8
-17.462985,-66.106670, Calle Ticti #4572, Ushpa Ushpa, D8
-17.461877,-66.102666, Calle Sierra Nevada #4573, Ticti Norte, D8
-17.468049,-66.101514, Calle Colorado #4574, Valle Hermoso, D8
-17.465914,-66.104162, Calle Roma #4575, Ushpa Ushpa, D8
-17.473930,-66.088776, Calle Hamburgo #4576, Ticti Norte, D8
-17.463223,-66.090034, Calle Ticti #4577, Valle Hermoso, D8
-17.475262,-66.108064, Calle Sierra Nevada #4578, Ushpa Ushpa, D8
-17.472275,-66.105173, Calle Colorado #4579, Ticti Norte, D8
-17.479977,-66.097997, Calle Roma #4580, Valle Hermoso, D8
-17.455126,-66.118821, Calle Hamburgo #4581, Ushpa Ushpa, D8
-17.475437,-66.109335, Calle Ticti #4582, Ticti Norte, D8
-17.444079,-66.126173, Calle Sierra Nevada #4583, Valle Hermoso, D8
-17.458546,-66.119854, Calle Colorado #4584, Ushpa Ushpa, D8
-17.459298,-66.107496, Calle Roma #4585, Ticti Norte, D8
-17.478590,-66.091059, Calle Hamburgo #4586, Valle Hermoso, D8
-17.473720,-66.100177, Calle Ticti #4587, Ushpa Ushpa, D8
-17.446580,-66.119813, Calle Sierra Nevada #4588, Ticti Norte, D8
-17.427944,-66.135391, Calle Colorado #4589, Valle Hermoso, D8
-17.450315,-66.095658, Calle Roma #4590, Ushpa Ushpa, D8
-17.473528,-66.099396, Calle Hamburgo #4591, Ticti Norte, D8
-17.443004,-66.122659, Calle Ticti #4592, Valle Hermoso, D8
-17.475788,-66.090323, Calle Sierra Nevada #4593, Ushpa Ushpa, D8
-17.430954,-66.146190, Calle Colorado #4594, Ticti Norte, D8
-17.460813,-66.092212, Calle Roma #4595, Valle Hermoso, D8
-17.479330,-66.105018, Calle Hamburgo #4596, Ushpa Ushpa, D8
-17.439178,-66.134100, Calle Ticti #4597, Ticti Norte, D8
-17.463710,-66.099174, Calle Sierra Nevada #4598, Valle Hermoso, D8
-17.480581,-66.100931, Calle Colorado #4599, Ushpa Ushpa, D8
-17.458280,-66.093281, Calle Roma #4600, Ticti Norte, D8
-17.460607,-66.120073, Calle Hamburgo #4601, Valle Hermoso, D8
-17.430598,-66.148171, Calle Ticti #4602, Ushpa Ushpa, D8
-17.451174,-66.127761, Calle Sierra Nevada #4603, Ticti Norte, D8
-17.438668,-66.101519, Calle Colorado #4604, Valle Hermoso, D8
-17.443673,-66.130770, Calle Roma #4605, Ushpa Ushpa, D8
-17.464637,-66.109375, Calle Hamburgo #4606, Ticti Norte, D8
-17.434274,-66.135080, Calle Ticti #4607, Valle Hermoso, D8
-17.430689,-66.138707, Calle Sierra Nevada #4608, Ushpa Ushpa, D8
-17.448216,-66.125392, Calle Colorado #4609, Ticti Norte, D8
-17.457346,-66.098716, Calle Roma #4610, Valle Hermoso, D8
-17.478326,-66.102046, Calle Hamburgo #4611, Ushpa Ushpa, D8
-17.454555,-66.094580, Calle Ticti #4612, Ticti Norte, D8
-17.463922,-66.104307, Calle Sierra Nevada #4613, Valle Hermoso, D8
-17.427798,-66.139320, Calle Colorado #4614, Ushpa Ushpa, D8
-17.470129,-66.088978, Calle Roma #4615, Ticti Norte, D8
-17.430781,-66.131771, Calle Hamburgo #4616, Valle Hermoso, D8
-17.468643,-66.101590, Calle Ticti #4617, Ushpa Ushpa, D8
-17.472909,-66.089303, Calle Sierra Nevada #4618, Ticti Norte, D8
-17.460410,-66.101746, Calle Colorado #4619, Valle Hermoso, D8
-17.479741,-66.100534, Calle Roma #4620, Ushpa Ushpa, D8
-17.456043,-66.100863, Calle Hamburgo #4621, Ticti Norte, D8
-17.477045,-66.106848, Calle Ticti #4622, Valle Hermoso, D8
-17.478468,-66.109343, Calle Sierra Nevada #4623, Ushpa Ushpa, D8
-17.468026,-66.097127, Calle Colorado #4624, Ticti Norte, D8
-17.450324,-66.127182, Calle Roma #4625, Valle Hermoso, D8
-17.466958,-66.087003, Calle Hamburgo #4626, Ushpa Ushpa, D8
-17.464970,-66.097101, Calle Ticti #4627, Ticti Norte, D8
-17.477421,-66.096817, Calle Sierra Nevada #4628, Valle Hermoso, D8
-17.475816,-66.103088, Calle Colorado #4629, Ushpa Ushpa, D8
-17.460516,-66.102099, Calle Roma #4630, Ticti Norte, D8
-17.462996,-66.096175, Calle Hamburgo #4631, Valle Hermoso, D8
-17.466887,-66.103538, Calle Ticti #4632, Ushpa Ushpa, D8
-17.465610,-66.112049, Calle Sierra Nevada #4633, Ticti Norte, D8
-17.444176,-66.129121, Calle Colorado #4634, Valle Hermoso, D8
-17.459587,-66.091888, Calle Roma #4635, Ushpa Ushpa, D8
-17.456287,-66.102509, Calle Hamburgo #4636, Ticti Norte, D8
-17.449943,-66.101859, Calle Ticti #4637, Valle Hermoso, D8
-17.434289,-66.136627, Calle Sierra Nevada #4638, Ushpa Ushpa, D8
-17.471685,-66.107167, Calle Colorado #4639, Ticti Norte, D8
-17.464248,-66.093764, Calle Roma #4640, Valle Hermoso, D8
-17.442016,-66.099688, Calle Hamburgo #4641, Ushpa Ushpa, D8
-17.460788,-66.121213, Calle Ticti #4642, Ticti Norte, D8
-17.453940,-66.105331, Calle Sierra Nevada #4643, Valle Hermoso, D8
-17.479143,-66.108270, Calle Colorado #4644, Ushpa Ushpa, D8
-17.466382,-66.104905, Calle Roma #4645, Ticti Norte, D8
-17.455665,-66.092357, Calle Hamburgo #4646, Valle Hermoso, D8
-17.460283,-66.108411, Calle Ticti #4647, Ushpa Ushpa, D8
-17.474774,-66.089750, Calle Sierra Nevada #4648, Ticti Norte, D8
-17.477037,-66.092056, Calle Colorado #4649, Valle Hermoso, D8
-17.455855,-66.105825, Calle Roma #4650, Ushpa Ushpa, D8
-17.462778,-66.108431, Calle Hamburgo #4651, Ticti Norte, D8
-17.463302,-66.086446, Calle Ticti #4652, Valle Hermoso, D8
-17.452300,-66.123817, Calle Sierra Nevada #4653, Ushpa Ushpa, D8
-17.474628,-66.096124, Calle Colorado #4654, Ticti Norte, D8
-17.444082,-66.127794, Calle Roma #4655, Valle Hermoso, D8
-17.434194,-66.138499, Calle Hamburgo #4656, Ushpa Ushpa, D8
-17.458331,-66.108119, Calle Ticti #4657, Ticti Norte, D8
-17.465413,-66.099552, Calle Sierra Nevada #4658, Valle Hermoso, D8
-17.476090,-66.104065, Calle Colorado #4659, Ushpa Ushpa, D8
-17.471499,-66.096264, Calle Roma #4660, Ticti Norte, D8
-17.430049,-66.144222, Calle Hamburgo #4661, Valle Hermoso, D8
-17.461269,-66.102127, Calle Ticti #4662, Ushpa Ushpa, D8
-17.443982,-66.125135, Calle Sierra Nevada #4663, Ticti Norte, D8
-17.469142,-66.100787, Calle Colorado #4664, Valle Hermoso, D8
-17.432373,-66.146617, Calle Roma #4665, Ushpa Ushpa, D8
-17.445155,-66.102825, Calle Hamburgo #4666, Ticti Norte, D8
-17.428396,-66.133651, Calle Ticti #4667, Valle Hermoso, D8
-17.473673,-66.110620, Calle Sierra Nevada #4668, Ushpa Ushpa, D8
-17.480659,-66.101359, Calle Colorado #4669, Ticti Norte, D8
-17.462935,-66.093821, Calle Roma #4670, Valle Hermoso, D8
-17.475037,-66.100153, Calle Hamburgo #4671, Ushpa Ushpa, D8
-17.447269,-66.100146, Calle Ticti #4672, Ticti Norte, D8
-17.461696,-66.103307, Calle Sierra Nevada #4673, Valle Hermoso, D8
-17.476182,-66.103335, Calle Colorado #4674, Ushpa Ushpa, D8
-17.450988,-66.119429, Calle Roma #4675, Ticti Norte, D8
-17.465725,-66.106546, Calle Hamburgo #4676, Valle Hermoso, D8
-17.455641,-66.098576, Calle Ticti #4677, Ushpa Ushpa, D8
-17.444539,-66.126693, Calle Sierra Nevada #4678, Ticti Norte, D8
-17.468761,-66.106747, Calle Colorado #4679, Valle Hermoso, D8
-17.479674,-66.099346, Calle Roma #4680, Ushpa Ushpa, D8
-17.475950,-66.109455, Calle Hamburgo #4681, Ticti Norte, D8
-17.429020,-66.141859, Calle Ticti #4682, Valle Hermoso, D8
-17.473843,-66.110967, Calle Sierra Nevada #4683, Ushpa Ushpa, D8
-17.447495,-66.097036, Calle Colorado #4684, Ticti Norte, D8
-17.474665,-66.099257, Calle Roma #4685, Valle Hermoso, D8
-17.458982,-66.107722, Calle Hamburgo #4686, Ushpa Ushpa, D8
-17.468718,-66.108669, Calle Ticti #4687, Ticti Norte, D8
-17.477969,-66.109316, Calle Sierra Nevada #4688, Valle Hermoso, D8
-17.464668,-66.097502, Calle Colorado #4689, Ushpa Ushpa, D8
-17.448545,-66.129315, Calle Roma #4690, Ticti Norte, D8
-17.482533,-66.102522, Calle Hamburgo #4691, Valle Hermoso, D8
-17.471439,-66.108483, Calle Ticti #4692, Ushpa Ushpa, D8
-17.452798,-66.123045, Calle Sierra Nevada #4693, Ticti Norte, D8
-17.460699,-66.100196, Calle Colorado #4694, Valle Hermoso, D8
-17.445101,-66.134151, Calle Roma #4695, Ushpa Ushpa, D8
-17.468750,-66.091726, Calle Hamburgo #4696, Ticti Norte, D8
-17.438349,-66.135210, Calle Ticti #4697, Valle Hermoso, D8
-17.429410,-66.132749, Calle Sierra Nevada #4698, Ushpa Ushpa, D8
-17.475424,-66.091030, Calle Colorado #4699, Ticti Norte, D8
