-17.372714,-66.182021, Calle Tarija #100, Sarco, D3
-17.361444,-66.185388, Calle Adela Zamudio #8314, Sarco, D3
-17.380866,-66.188308, Calle Tarija #8315, Sarcobamba, D3
-17.371608,-66.201458, Calle Colón #8316, Villa Busch, D3
-17.367961,-66.180174, Av. América #8317, Sarco, D3
-17.379945,-66.182607, Calle Monseñor Rivero #8318, Sarcobamba, D3
-17.381017,-66.186481, Calle Adela Zamudio #8319, Villa Busch, D3
-17.381612,-66.185007, Calle Tarija #8320, Sarco, D3
-17.383668,-66.189722, Calle Colón #8321, Sarcobamba, D3
-17.376736,-66.187084, Av. América #8322, Villa Busch, D3
-17.380040,-66.192937, Calle Monseñor Rivero #8323, Sarco, D3
-17.392062,-66.191531, Calle Adela Zamudio #8324, Sarcobamba, D3
-17.363253,-66.189009, Calle Tarija #8325, Villa Busch, D3
-17.384737,-66.180042, Calle Colón #8326, Sarco, D3
-17.363194,-66.199786, Av. América #8327, Sarcobamba, D3
-17.375785,-66.183972, Calle Monseñor Rivero #8328, Villa Busch, D3
-17.376409,-66.185791, Calle Adela Zamudio #8329, Sarco, D3
-17.374133,-66.199896, Calle Tarija #8330, Sarcobamba, D3
-17.365784,-66.186901, Calle Colón #8331, Villa Busch, D3
-17.367161,-66.199711, Av. América #8332, Sarco, D3
-17.363626,-66.194571, Calle Monseñor Rivero #8333, Sarcobamba, D3
-17.351954,-66.195723, Calle Adela Zamudio #8334, Villa Busch, D3
-17.352201,-66.195016, Calle Tarija #8335, Sarco, D3
-17.358094,-66.197991, Calle Colón #8336, Sarcobamba, D3
-17.359583,-66.184966, Av. América #8337, Villa Busch, D3
-17.388424,-66.182645, Calle Monseñor Rivero #8338, Sarco, D3
-17.376856,-66.206758, Calle Adela Zamudio #8339, Sarcobamba, D3
-17.382265,-66.187557, Calle Tarija #8340, Villa Busch, D3
-17.384486,-66.194818, Calle Colón #8341, Sarco, D3
-17.373255,-66.183720, Av. América #8342, Sarcobamba, D3
-17.367981,-66.188365, Calle Monseñor Rivero #8343, Villa Busch, D3
-17.381643,-66.179611, Calle Adela Zamudio #8344, Sarco, D3
-17.372628,-66.184333, Calle Tarija #8345, Sarcobamba, D3
-17.364140,-66.180704, Calle Colón #8346, Villa Busch, D3
-17.372576,-66.189967, Av. América #8347, Sarco, D3
-17.375007,-66.195237, Calle Monseñor Rivero #8348, Sarcobamba, D3
-17.359963,-66.198635, Calle Adela Zamudio #8349, Villa Busch, D3
-17.363262,-66.194290, Calle Tarija #8350, Sarco, D3
-17.385933,-66.178437, Calle Colón #8351, Sarcobamba, D3
-17.364573,-66.184854, Av. América #8352, Villa Busch, D3
-17.360115,-66.200016, Calle Monseñor Rivero #8353, Sarco, D3
-17.374944,-66.196631, Calle Adela Zamudio #8354, Sarcobamba, D3
-17.365851,-66.181378, Calle Tarija #8355, Villa Busch, D3
-17.379458,-66.197458, Calle Colón #8356, Sarco, D3
-17.381731,-66.191306, Av. América #8357, Sarcobamba, D3
-17.373973,-66.192365, Calle Monseñor Rivero #8358, Villa Busch, D3
-17.363516,-66.184145, Calle Adela Zamudio #8359, Sarco, D3
-17.368772,-66.199752, Calle Tarija #8360, Sarcobamba, D3
-17.383911,-66.189091, Calle Colón #8361, Villa Busch, D3
-17.382789,-66.178566, Av. América #8362, Sarco, D3
-17.379942,-66.205076, Calle Monseñor Rivero #8363, Sarcobamba, D3
-17.359816,-66.193541, Calle Adela Zamudio #8364, Villa Busch, D3
-17.389361,-66.180957, Calle Tarija #8365, Sarco, D3
-17.357679,-66.190136, Calle Colón #8366, Sarcobamba, D3
-17.385537,-66.182866, Av. América #8367, Villa Busch, D3
-17.375814,-66.191361, Calle Monseñor Rivero #8368, Sarco, D3
-17.374118,-66.191026, Calle Adela Zamudio #8369, Sarcobamba, D3
-17.367880,-66.206961, Calle Tarija #8370, Villa Busch, D3
-17.361925,-66.199582, Calle Colón #8371, Sarco, D3
-17.375861,-66.185264, Av. América #8372, Sarcobamba, D3
-17.371135,-66.182227, Calle Monseñor Rivero #8373, Villa Busch, D3
-17.373590,-66.180320, Calle Adela Zamudio #8374, Sarco, D3
-17.379455,-66.191406, Calle Tarija #8375, Sarcobamba, D3
-17.388859,-66.191296, Calle Colón #8376, Villa Busch, D3
-17.360190,-66.195680, Av. América #8377, Sarco, D3
-17.361029,-66.192271, Calle Monseñor Rivero #8378, Sarcobamba, D3
-17.363150,-66.193675, Calle Adela Zamudio #8379, Villa Busch, D3
-17.371183,-66.179992, Calle Tarija #8380, Sarco, D3
-17.375037,-66.201816, Calle Colón #8381, Sarcobamba, D3
-17.377975,-66.177351, Av. América #8382, Villa Busch, D3
-17.374871,-66.180103, Calle Monseñor Rivero #8383, Sarco, D3
-17.349195,-66.199381, Calle Adela Zamudio #8384, Sarcobamba, D3
-17.380501,-66.202895, Calle Tarija #8385, Villa Busch, D3
-17.355462,-66.197487, Calle Colón #8386, Sarco, D3
-17.366816,-66.184481, Av. América #8387, Sarcobamba, D3
-17.370882,-66.204313, Calle Monseñor Rivero #8388, Villa Busch, D3
-17.365397,-66.179229, Calle Adela Zamudio #8389, Sarco, D3
-17.376803,-66.197920, Calle Tarija #8390, Sarcobamba, D3
-17.376821,-66.199688, Calle Colón #8391, Villa Busch, D3
-17.358045,-66.186661, Av. América #8392, Sarco, D3
-17.356788,-66.195900, Calle Monseñor Rivero #8393, Sarcobamba, D3
-17.375661,-66.195889, Calle Adela Zamudio #8394, Villa Busch, D3
-17.361352,-66.185854, Calle Tarija #8395, Sarco, D3
-17.379813,-66.178052, Calle Colón #8396, Sarcobamba, D3
-17.380460,-66.202821, Av. América #8397, Villa Busch, D3
-17.382221,-66.177583, Calle Monseñor Rivero #8398, Sarco, D3
-17.386938,-66.182525, Calle Adela Zamudio #8399, Sarcobamba, D3
-17.380982,-66.191652, Calle Tarija #8400, Villa Busch, D3
-17.391240,-66.191734, Calle Colón #8401, Sarco, D3
-17.368112,-66.201801, Av. América #8402, Sarcobamba, D3
-17.383960,-66.183840, Calle Monseñor Rivero #8403, Villa Busch, D3
-17.392164,-66.187232, Calle Adela Zamudio #8404, Sarco, D3
-17.369458,-66.190271, Calle Tarija #8405, Sarcobamba, D3
-17.363114,-66.184715, Calle Colón #8406, Villa Busch, D3
-17.382823,-66.186190, Av. América #8407, Sarco, D3
-17.352055,-66.196939, Calle Monseñor Rivero #8408, Sarcobamba, D3
-17.378413,-66.184775, Calle Adela Zamudio #8409, Villa Busch, D3
-17.360138,-66.199651, Calle Tarija #8410, Sarco, D3
-17.382704,-66.190208, Calle Colón #8411, Sarcobamba, D3
-17.363630,-66.191617, Av. América #8412, Villa Busch, D3
-17.375002,-66.194488, Calle Monseñor Rivero #8413, Sarco, D3
-17.380797,-66.194310, Calle Adela Zamudio #8414, Sarcobamba, D3
-17.374754,-66.199904, Calle Tarija #8415, Villa Busch, D3
-17.382231,-66.187973, Calle Colón #8416, Sarco, D3
-17.363101,-66.182517, Av. América #8417, Sarcobamba, D3
-17.374160,-66.193944, Calle Monseñor Rivero #8418, Villa Busch, D3
-17.375730,-66.202464, Calle Adela Zamudio #8419, Sarco, D3
-17.384203,-66.177791, Calle Tarija #8420, Sarcobamba, D3
-17.388946,-66.188453, Calle Colón #8421, Villa Busch, D3
-17.379612,-66.202462, Av. América #8422, Sarco, D3
-17.381725,-66.191770, Calle Monseñor Rivero #8423, Sarcobamba, D3
-17.374516,-66.182707, Calle Adela Zamudio #8424, Villa Busch, D3
-17.354620,-66.191144, Calle Tarija #8425, Sarco, D3
-17.378492,-66.191325, Calle Colón #8426, Sarcobamba, D3
-17.370087,-66.177606, Av. América #8427, Villa Busch, D3
-17.362742,-66.192023, Calle Monseñor Rivero #8428, Sarco, D3
-17.368229,-66.197138, Calle Adela Zamudio #8429, Sarcobamba, D3
-17.370801,-66.190365, Calle Tarija #8430, Villa Busch, D3
-17.390086,-66.186386, Calle Colón #8431, Sarco, D3
-17.375874,-66.197434, Av. América #8432, Sarcobamba, D3
-17.366239,-66.190544, Calle Monseñor Rivero #8433, Villa Busch, D3
-17.370659,-66.196684, Calle Adela Zamudio #8434, Sarco, D3
-17.366693,-66.176416, Calle Tarija #8435, Sarcobamba, D3
-17.369095,-66.189134, Calle Colón #8436, Villa Busch, D3
-17.366667,-66.180256, Av. América #8437, Sarco, D3
-17.351983,-66.195014, Calle Monseñor Rivero #8438, Sarcobamba, D3
-17.377114,-66.190534, Calle Adela Zamudio #8439, Villa Busch, D3
-17.376757,-66.185526, Calle Tarija #8440, Sarco, D3
-17.379717,-66.191509, Calle Colón #8441, Sarcobamba, D3
-17.366043,-66.200003, Av. América #8442, Villa Busch, D3
-17.391206,-66.187964, Calle Monseñor Rivero #8443, Sarco, D3
-17.376839,-66.189675, Calle Adela Zamudio #8444, Sarcobamba, D3
-17.376955,-66.192112, Calle Tarija #8445, Villa Busch, D3
-17.365792,-66.187226, Calle Colón #8446, Sarco, D3
-17.355571,-66.202604, Av. América #8447, Sarcobamba, D3
-17.368347,-66.179592, Calle Monseñor Rivero #8448, Villa Busch, D3
-17.377653,-66.181967, Calle Adela Zamudio #8449, Sarco, D3
-17.387109,-66.182204, Calle Tarija #8450, Sarcobamba, D3
-17.390788,-66.183201, Calle Colón #8451, Villa Busch, D3
-17.360950,-66.191488, Av. América #8452, Sarco, D3
-17.382725,-66.180704, Calle Monseñor Rivero #8453, Sarcobamba, D3
-17.378389,-66.191728, Calle Adela Zamudio #8454, Villa Busch, D3
-17.351193,-66.196100, Calle Tarija #8455, Sarco, D3
-17.378536,-66.205697, Calle Colón #8456, Sarcobamba, D3
-17.385271,-66.189859, Av. América #8457, Villa Busch, D3
-17.355499,-66.197600, Calle Monseñor Rivero #8458, Sarco, D3
-17.388012,-66.187318, Calle Adela Zamudio #8459, Sarcobamba, D3
-17.366590,-66.183521, Calle Tarija #8460, Villa Busch, D3
-17.367352,-66.188556, Calle Colón #8461, Sarco, D3
-17.374221,-66.203800, Av. América #8462, Sarcobamba, D3
-17.379241,-66.183820, Calle Monseñor Rivero #8463, Villa Busch, D3
-17.379421,-66.191218, Calle Adela Zamudio #8464, Sarco, D3
-17.392225,-66.188463, Calle Tarija #8465, Sarcobamba, D3
-17.386856,-66.181839, Calle Colón #8466, Villa Busch, D3
-17.364832,-66.179401, Av. América #8467, Sarco, D3
-17.379419,-66.185339, Calle Monseñor Rivero #8468, Sarcobamba, D3
-17.382184,-66.186695, Calle Adela Zamudio #8469, Villa Busch, D3
-17.383476,-66.181737, Calle Tarija #8470, Sarco, D3
-17.392256,-66.186471, Calle Colón #8471, Sarcobamba, D3
-17.387699,-66.194615, Av. América #8472, Villa Busch, D3
-17.379299,-66.204674, Calle Monseñor Rivero #8473, Sarco, D3
-17.377999,-66.187281, Calle Adela Zamudio #8474, Sarcobamba, D3
-17.376735,-66.204098, Calle Tarija #8475, Villa Busch, D3
-17.379965,-66.185213, Calle Colón #8476, Sarco, D3
-17.361206,-66.192871, Av. América #8477, Sarcobamba, D3
-17.369150,-66.193116, Calle Monseñor Rivero #8478, Villa Busch, D3
-17.376994,-66.195048, Calle Adela Zamudio #8479, Sarco, D3
-17.370070,-66.180098, Calle Tarija #8480, Sarcobamba, D3
-17.359393,-66.197688, Calle Colón #8481, Villa Busch, D3
-17.367073,-66.176752, Av. América #8482, Sarco, D3
-17.368870,-66.181684, Calle Monseñor Rivero #8483, Sarcobamba, D3
-17.385658,-66.185948, Calle Adela Zamudio #8484, Villa Busch, D3
-17.358113,-66.197057, Calle Tarija #8485, Sarco, D3
-17.376275,-66.197710, Calle Colón #8486, Sarcobamba, D3
-17.360509,-66.192383, Av. América #8487, Villa Busch, D3
-17.374367,-66.181808, Calle Monseñor Rivero #8488, Sarco, D3
-17.359253,-66.194295, Calle Adela Zamudio #8489, Sarcobamba, D3
-17.374505,-66.204880, Calle Tarija #8490, Villa Busch, D3
-17.378658,-66.192141, Calle Colón #8491, Sarco, D3
-17.359784,-66.189693, Av. América #8492, Sarcobamba, D3
-17.369839,-66.182727, Calle Monseñor Rivero #8493, Villa Busch, D3
-17.364471,-66.194324, Calle Adela Zamudio #8494, Sarco, D3
-17.380611,-66.187860, Calle Tarija #8495, Sarcobamba, D3
-17.366682,-66.204117, Calle Colón #8496, Villa Busch, D3
-17.367163,-66.181417, Av. América #8497, Sarco, D3
-17.373780,-66.191531, Calle Monseñor Rivero #8498, Sarcobamba, D3
-17.361717,-66.194985, Calle Adela Zamudio #8499, Villa Busch, D3
-17.383447,-66.192661, Calle Tarija #8500, Sarco, D3
-17.377897,-66.204589, Calle Colón #8501, Sarcobamba, D3
-17.382728,-66.192819, Av. América #8502, Villa Busch, D3
-17.367610,-66.203178, Calle Monseñor Rivero #8503, Sarco, D3
-17.379092,-66.197105, Calle Adela Zamudio #8504, Sarcobamba, D3
-17.381344,-66.188825, Calle Tarija #8505, Villa Busch, D3
-17.363924,-66.196083, Calle Colón #8506, Sarco, D3
-17.370605,-66.202754, Av. América #8507, Sarcobamba, D3
-17.354014,-66.194861, Calle Monseñor Rivero #8508, Villa Busch, D3
-17.377297,-66.183868, Calle Adela Zamudio #8509, Sarco, D3
-17.372456,-66.186059, Calle Tarija #8510, Sarcobamba, D3
-17.381984,-66.180518, Calle Colón #8511, Villa Busch, D3
-17.366419,-66.199530, Av. América #8512, Sarco, D3
-17.378447,-66.201842, Calle Monseñor Rivero #8513, Sarcobamba, D3
-17.388529,-66.192148, Calle Adela Zamudio #8514, Villa Busch, D3
-17.383591,-66.184033, Calle Tarija #8515, Sarco, D3
-17.355090,-66.201681, Calle Colón #8516, Sarcobamba, D3
-17.364134,-66.182353, Av. América #8517, Villa Busch, D3
-17.366971,-66.194778, Calle Monseñor Rivero #8518, Sarco, D3
-17.391473,-66.192392, Calle Adela Zamudio #8519, Sarcobamba, D3
-17.386490,-66.186821, Calle Tarija #8520, Villa Busch, D3
-17.362976,-66.198122, Calle Colón #8521, Sarco, D3
-17.379306,-66.183891, Av. América #8522, Sarcobamba, D3
-17.382726,-66.184235, Calle Monseñor Rivero #8523, Villa Busch, D3
-17.378273,-66.203663, Calle Adela Zamudio #8524, Sarco, D3
-17.379822,-66.182576, Calle Tarija #8525, Sarcobamba, D3
-17.360371,-66.188522, Calle Colón #8526, Villa Busch, D3
-17.370982,-66.187204, Av. América #8527, Sarco, D3
-17.380573,-66.180927, Calle Monseñor Rivero #8528, Sarcobamba, D3
-17.381518,-66.193705, Calle Adela Zamudio #8529, Villa Busch, D3
-17.369117,-66.203481, Calle Tarija #8530, Sarco, D3
-17.368862,-66.197684, Calle Colón #8531, Sarcobamba, D3
-17.349518,-66.196587, Av. América #8532, Villa Busch, D3
-17.391507,-66.193761, Calle Monseñor Rivero #8533, Sarco, D3
-17.372021,-66.206975, Calle Adela Zamudio #8534, Sarcobamba, D3
-17.357955,-66.197230, Calle Tarija #8535, Villa Busch, D3
-17.356106,-66.197049, Calle Colón #8536, Sarco, D3
-17.382901,-66.185809, Av. América #8537, Sarcobamba, D3
-17.383439,-66.192660, Calle Monseñor Rivero #8538, Villa Busch, D3
-17.375008,-66.193364, Calle Adela Zamudio #8539, Sarco, D3
-17.376697,-66.198356, Calle Tarija #8540, Sarcobamba, D3
-17.377582,-66.192788, Calle Colón #8541, Villa Busch, D3
-17.389137,-66.191209, Av. América #8542, Sarco, D3
-17.383723,-66.189075, Calle Monseñor Rivero #8543, Sarcobamba, D3
-17.350154,-66.200298, Calle Adela Zamudio #8544, Villa Busch, D3
-17.376552,-66.181216, Calle Tarija #8545, Sarco, D3
-17.373834,-66.200988, Calle Colón #8546, Sarcobamba, D3
-17.369347,-66.195200, Av. América #8547, Villa Busch, D3
-17.370971,-66.197454, Calle Monseñor Rivero #8548, Sarco, D3
-17.374560,-66.199748, Calle Adela Zamudio #8549, Sarcobamba, D3
-17.369650,-66.195109, Calle Tarija #8550, Villa Busch, D3
-17.375320,-66.191659, Calle Colón #8551, Sarco, D3
-17.365480,-66.201358, Av. América #8552, Sarcobamba, D3
-17.355022,-66.196479, Calle Monseñor Rivero #8553, Villa Busch, D3
-17.353976,-66.197963, Calle Adela Zamudio #8554, Sarco, D3
-17.372334,-66.181981, Calle Tarija #8555, Sarcobamba, D3
-17.368383,-66.199492, Calle Colón #8556, Villa Busch, D3
-17.382659,-66.193648, Av. América #8557, Sarco, D3
-17.386655,-66.179718, Calle Monseñor Rivero #8558, Sarcobamba, D3
-17.360406,-66.185788, Calle Adela Zamudio #8559, Villa Busch, D3
-17.376447,-66.198669, Calle Tarija #8560, Sarco, D3
-17.381443,-66.189103, Calle Colón #8561, Sarcobamba, D3
-17.375034,-66.177895, Av. América #8562, Villa Busch, D3
-17.373557,-66.199079, Calle Monseñor Rivero #8563, Sarco, D3
-17.380581,-66.197577, Calle Adela Zamudio #8564, Sarcobamba, D3
-17.384833,-66.192725, Calle Tarija #8565, Villa Busch, D3
-17.362845,-66.192441, Calle Colón #8566, Sarco, D3
-17.356573,-66.190162, Av. América #8567, Sarcobamba, D3
-17.390784,-66.194182, Calle Monseñor Rivero #8568, Villa Busch, D3
-17.366726,-66.197757, Calle Adela Zamudio #8569, Sarco, D3
-17.372988,-66.197227, Calle Tarija #8570, Sarcobamba, D3
-17.373903,-66.194009, Calle Colón #8571, Villa Busch, D3
-17.368170,-66.184079, Av. América #8572, Sarco, D3
-17.371216,-66.189830, Calle Monseñor Rivero #8573, Sarcobamba, D3
-17.367210,-66.201814, Calle Adela Zamudio #8574, Villa Busch, D3
-17.361542,-66.189539, Calle Tarija #8575, Sarco, D3
-17.379022,-66.187752, Calle Colón #8576, Sarcobamba, D3
-17.381667,-66.196087, Av. América #8577, Villa Busch, D3
-17.388824,-66.193100, Calle Monseñor Rivero #8578, Sarco, D3
-17.378344,-66.192433, Calle Adela Zamudio #8579, Sarcobamba, D3
-17.364904,-66.204121, Calle Tarija #8580, Villa Busch, D3
-17.376543,-66.189951, Calle Colón #8581, Sarco, D3
-17.372249,-66.181586, Av. América #8582, Sarcobamba, D3
-17.367586,-66.182799, Calle Monseñor Rivero #8583, Villa Busch, D3
-17.387419,-66.181544, Calle Adela Zamudio #8584, Sarco, D3
-17.373433,-66.177508, Calle Tarija #8585, Sarcobamba, D3
-17.372437,-66.182313, Calle Colón #8586, Villa Busch, D3
-17.366189,-66.192450, Av. América #8587, Sarco, D3
-17.380772,-66.186571, Calle Monseñor Rivero #8588, Sarcobamba, D3
-17.391480,-66.194525, Calle Adela Zamudio #8589, Villa Busch, D3
-17.377938,-66.190338, Calle Tarija #8590, Sarco, D3
-17.390050,-66.188177, Calle Colón #8591, Sarcobamba, D3
-17.359304,-66.196902, Av. América #8592, Villa Busch, D3
-17.387325,-66.190379, Calle Monseñor Rivero #8593, Sarco, D3
-17.355938,-66.193521, Calle Adela Zamudio #8594, Sarcobamba, D3
-17.377492,-66.178221, Calle Tarija #8595, Villa Busch, D3
-17.377336,-66.199957, Calle Colón #8596, Sarco, D3
-17.356047,-66.201439, Av. América #8597, Sarcobamba, D3
-17.353958,-66.197708, Calle Monseñor Rivero #8598, Villa Busch, D3
-17.363192,-66.201656, Calle Adela Zamudio #8599, Sarco, D3
-17.375573,-66.182387, Calle Tarija #8600, Sarcobamba, D3
-17.374647,-66.198837, Calle Colón #8601, Villa Busch, D3
-17.376337,-66.196617, Av. América #8602, Sarco, D3
-17.371895,-66.180456, Calle Monseñor Rivero #8603, Sarcobamba, D3
-17.389863,-66.194514, Calle Adela Zamudio #8604, Villa Busch, D3
-17.366536,-66.179984, Calle Tarija #8605, Sarco, D3
-17.351385,-66.198889, Calle Colón #8606, Sarcobamba, D3
-17.366735,-66.182227, Av. América #8607, Villa Busch, D3
-17.370873,-66.181850, Calle Monseñor Rivero #8608, Sarco, D3
-17.375559,-66.177014, Calle Adela Zamudio #8609, Sarcobamba, D3
-17.387416,-66.195026, Calle Tarija #8610, Villa Busch, D3
-17.367133,-66.179204, Calle Colón #8611, Sarco, D3
-17.379041,-66.204808, Av. América #8612, Sarcobamba, D3
-17.367230,-66.191018, Calle Monseñor Rivero #8613, Villa Busch, D3
-17.374996,-66.204915, Calle Adela Zamudio #8614, Sarco, D3
-17.386473,-66.194951, Calle Tarija #8615, Sarcobamba, D3
-17.350949,-66.201187, Calle Colón #8616, Villa Busch, D3
-17.373083,-66.206071, Av. América #8617, Sarco, D3
-17.360018,-66.201298, Calle Monseñor Rivero #8618, Sarcobamba, D3
-17.364023,-66.182014, Calle Adela Zamudio #8619, Villa Busch, D3
-17.352554,-66.195083, Calle Tarija #8620, Sarco, D3
-17.375257,-66.185915, Calle Colón #8621, Sarcobamba, D3
-17.372395,-66.184571, Av. América #8622, Villa Busch, D3
-17.349232,-66.199092, Calle Monseñor Rivero #8623, Sarco, D3
-17.362142,-66.194519, Calle Adela Zamudio #8624, Sarcobamba, D3
-17.352534,-66.191589, Calle Tarija #8625, Villa Busch, D3
-17.392322,-66.182151, Calle Colón #8626, Sarco, D3
-17.368635,-66.177820, Av. América #8627, Sarcobamba, D3
-17.363857,-66.183321, Calle Monseñor Rivero #8628, Villa Busch, D3
-17.363832,-66.187426, Calle Adela Zamudio #8629, Sarco, D3
-17.369829,-66.190405, Calle Tarija #8630, Sarcobamba, D3
-17.350920,-66.195100, Calle Colón #8631, Villa Busch, D3
-17.379359,-66.199798, Av. América #8632, Sarco, D3
-17.360165,-66.184975, Calle Monseñor Rivero #8633, Sarcobamba, D3
-17.373231,-66.204804, Calle Adela Zamudio #8634, Villa Busch, D3
-17.373603,-66.182549, Calle Tarija #8635, Sarco, D3
-17.387474,-66.193863, Calle Colón #8636, Sarcobamba, D3
-17.366623,-66.200572, Av. América #8637, Villa Busch, D3
-17.361004,-66.199542, Calle Monseñor Rivero #8638, Sarco, D3
-17.358127,-66.198133, Calle Adela Zamudio #8639, Sarcobamba, D3
-17.371696,-66.179496, Calle Tarija #8640, Villa Busch, D3
-17.374433,-66.184504, Calle Colón #8641, Sarco, D3
-17.368799,-66.188684, Av. América #8642, Sarcobamba, D3
-17.372388,-66.185634, Calle Monseñor Rivero #8643, Villa Busch, D3
-17.366563,-66.178715, Calle Adela Zamudio #8644, Sarco, D3
-17.383354,-66.186821, Calle Tarija #8645, Sarcobamba, D3
-17.386906,-66.191627, Calle Colón #8646, Villa Busch, D3
-17.366420,-66.179470, Av. América #8647, Sarco, D3
-17.367407,-66.181177, Calle Monseñor Rivero #8648, Sarcobamba, D3
-17.353882,-66.199621, Calle Adela Zamudio #8649, Villa Busch, D3
-17.383524,-66.179004, Calle Tarija #8650, Sarco, D3
-17.386623,-66.191460, Calle Colón #8651, Sarcobamba, D3
-17.353543,-66.190912, Av. América #8652, Villa Busch, D3
-17.376361,-66.181668, Calle Monseñor Rivero #8653, Sarco, D3
-17.371526,-66.192077, Calle Adela Zamudio #8654, Sarcobamba, D3
-17.367286,-66.179325, Calle Tarija #8655, Villa Busch, D3
-17.381425,-66.180442, Calle Colón #8656, Sarco, D3
-17.376672,-66.190784, Av. América #8657, Sarcobamba, D3
-17.364759,-66.203717, Calle Monseñor Rivero #8658, Villa Busch, D3
-17.379424,-66.179812, Calle Adela Zamudio #8659, Sarco, D3
-17.362026,-66.190633, Calle Tarija #8660, Sarcobamba, D3
-17.379036,-66.189307, Calle Colón #8661, Villa Busch, D3
-17.375760,-66.181936, Av. América #8662, Sarco, D3
-17.377682,-66.185981, Calle Monseñor Rivero #8663, Sarcobamba, D3
-17.369977,-66.178730, Calle Adela Zamudio #8664, Villa Busch, D3
-17.351558,-66.200890, Calle Tarija #8665, Sarco, D3
-17.386370,-66.185753, Calle Colón #8666, Sarcobamba, D3
-17.385262,-66.190182, Av. América #8667, Villa Busch, D3
-17.362884,-66.195388, Calle Monseñor Rivero #8668, Sarco, D3
-17.373230,-66.187612, Calle Adela Zamudio #8669, Sarcobamba, D3
-17.391862,-66.191517, Calle Tarija #8670, Villa Busch, D3
-17.361928,-66.182800, Calle Colón #8671, Sarco, D3
-17.385189,-66.183901, Av. América #8672, Sarcobamba, D3
-17.375719,-66.178123, Calle Monseñor Rivero #8673, Villa Busch, D3
-17.371034,-66.195450, Calle Adela Zamudio #8674, Sarco, D3
-17.358947,-66.203517, Calle Tarija #8675, Sarcobamba, D3
-17.373019,-66.181852, Calle Colón #8676, Villa Busch, D3
-17.375253,-66.192801, Av. América #8677, Sarco, D3
-17.356763,-66.201736, Calle Monseñor Rivero #8678, Sarcobamba, D3
-17.380903,-66.194943, Calle Adela Zamudio #8679, Villa Busch, D3
-17.356624,-66.200403, Calle Tarija #8680, Sarco, D3
-17.366859,-66.191419, Calle Colón #8681, Sarcobamba, D3
-17.381390,-66.184897, Av. América #8682, Villa Busch, D3
-17.378324,-66.186824, Calle Monseñor Rivero #8683, Sarco, D3
-17.367533,-66.194297, Calle Adela Zamudio #8684, Sarcobamba, D3
-17.378751,-66.179983, Calle Tarija #8685, Villa Busch, D3
-17.374903,-66.196466, Calle Colón #8686, Sarco, D3
-17.364592,-66.185877, Av. América #8687, Sarcobamba, D3
-17.388153,-66.192736, Calle Monseñor Rivero #8688, Villa Busch, D3
-17.375455,-66.198372, Calle Adela Zamudio #8689, Sarco, D3
-17.359504,-66.197764, Calle Tarija #8690, Sarcobamba, D3
-17.368322,-66.186805, Calle Colón #8691, Villa Busch, D3
-17.371216,-66.196835, Av. América #8692, Sarco, D3
-17.376708,-66.186563, Calle Monseñor Rivero #8693, Sarcobamba, D3
-17.387065,-66.194159, Calle Adela Zamudio #8694, Villa Busch, D3
-17.368364,-66.191352, Calle Tarija #8695, Sarco, D3
-17.376252,-66.203101, Calle Colón #8696, Sarcobamba, D3
-17.354483,-66.197231, Av. América #8697, Villa Busch, D3
-17.387614,-66.185487, Calle Monseñor Rivero #8698, Sarco, D3
-17.349894,-66.200939, Calle Adela Zamudio #8699, Sarcobamba, D3
-17.359543,-66.203299, Calle Tarija #8700, Villa Busch, D3
-17.354688,-66.200266, Calle Colón #8701, Sarco, D3
-17.382579,-66.182500, Av. América #8702, Sarcobamba, D3
-17.377380,-66.204633, Calle Monseñor Rivero #8703, Villa Busch, D3
-17.366794,-66.177167, Calle Adela Zamudio #8704, Sarco, D3
-17.379887,-66.201125, Calle Tarija #8705, Sarcobamba, D3
-17.383757,-66.184443, Calle Colón #8706, Villa Busch, D3
-17.364353,-66.199360, Av. América #8707, Sarco, D3
-17.391986,-66.181907, Calle Monseñor Rivero #8708, Sarcobamba, D3
-17.366838,-66.202170, Calle Adela Zamudio #8709, Villa Busch, D3
-17.369584,-66.195508, Calle Tarija #8710, Sarco, D3
-17.381208,-66.180787, Calle Colón #8711, Sarcobamba, D3
-17.371623,-66.177307, Av. América #8712, Villa Busch, D3
-17.378591,-66.200130, Calle Monseñor Rivero #8713, Sarco, D3
-17.389338,-66.188387, Calle Adela Zamudio #8714, Sarcobamba, D3
-17.387231,-66.184196, Calle Tarija #8715, Villa Busch, D3
-17.378683,-66.187734, Calle Colón #8716, Sarco, D3
-17.369211,-66.195447, Av. América #8717, Sarcobamba, D3
-17.387896,-66.184260, Calle Monseñor Rivero #8718, Villa Busch, D3
-17.363924,-66.187930, Calle Adela Zamudio #8719, Sarco, D3
-17.364910,-66.187215, Calle Tarija #8720, Sarcobamba, D3
-17.369848,-66.195441, Calle Colón #8721, Villa Busch, D3
-17.376113,-66.205119, Av. América #8722, Sarco, D3
-17.358850,-66.184731, Calle Monseñor Rivero #8723, Sarcobamba, D3
-17.388067,-66.194604, Calle Adela Zamudio #8724, Villa Busch, D3
-17.365868,-66.182089, Calle Tarija #8725, Sarco, D3
-17.374891,-66.179128, Calle Colón #8726, Sarcobamba, D3
-17.381428,-66.179169, Av. América #8727, Villa Busch, D3
-17.364687,-66.203791, Calle Monseñor Rivero #8728, Sarco, D3
