-17.442000,-66.170180, Calle Tamborada #100, Pukara Grande, D9
-17.424120,-66.213740, Calle San Benito #10181, 1ro de Mayo, D9
-17.466712,-66.236358, Calle Abaroa #10182, Tamborada Pukarita, D9
-17.464351,-66.225751, Calle 1ro de Mayo #10183, Pukara Grande, D9
-17.451880,-66.161942, Calle Esperanza #10184, 1ro de Mayo, D9
-17.432979,-66.208679, Calle Tamborada #10185, Tamborada Pukarita, D9
-17.494765,-66.178829, Calle San Benito #10186, Pukara Grande, D9
-17.478286,-66.176112, Calle Abaroa #10187, 1ro de Mayo, D9
-17.461556,-66.200587, Calle 1ro de Mayo #10188, Tamborada Pukarita, D9
-17.502540,-66.182930, Calle Esperanza #10189, Pukara Grande, D9
-17.446358,-66.196295, Calle Tamborada #10190, 1ro de Mayo, D9
-17.453136,-66.226100, Calle San Benito #10191, Tamborada Pukarita, D9
-17.422315,-66.188828, Calle Abaroa #10192, Pukara Grande, D9
-17.441296,-66.227870, Calle 1ro de Mayo #10193, 1ro de Mayo, D9
-17.469072,-66.224618, Calle Esperanza #10194, Tamborada Pukarita, D9
-17.484187,-66.239174, Calle Tamborada #10195, Pukara Grande, D9
-17.441634,-66.225345, Calle San Benito #10196, 1ro de Mayo, D9
-17.464581,-66.240214, Calle Abaroa #10197, Tamborada Pukarita, D9
-17.451111,-66.201701, Calle 1ro de Mayo #10198, Pukara Grande, D9
-17.442725,-66.198633, Calle Esperanza #10199, 1ro de Mayo, D9
-17.441257,-66.203367, Calle Tamborada #10200, Tamborada Pukarita, D9
-17.451090,-66.225327, Calle San Benito #10201, Pukara Grande, D9
-17.453977,-66.163826, Calle Abaroa #10202, 1ro de Mayo, D9
-17.440024,-66.174853, Calle 1ro de Mayo #10203, Tamborada Pukarita, D9
-17.459023,-66.180028, Calle Esperanza #10204, Pukara Grande, D9
-17.476202,-66.220881, Calle Tamborada #10205, 1ro de Mayo, D9
-17.410178,-66.218921, Calle San Benito #10206, Tamborada Pukarita, D9
-17.482793,-66.204933, Calle Abaroa #10207, Pukara Grande, D9
-17.452315,-66.212269, Calle 1ro de Mayo #10208, 1ro de Mayo, D9
-17.443543,-66.187233, Calle Esperanza #10209, Tamborada Pukarita, D9
-17.479916,-66.224216, Calle Tamborada #10210, Pukara Grande, D9
-17.468689,-66.182507, Calle San Benito #10211, 1ro de Mayo, D9
-17.483276,-66.177788, Calle Abaroa #10212, Tamborada Pukarita, D9
-17.451795,-66.165703, Calle 1ro de Mayo #10213, Pukara Grande, D9
-17.481673,-66.204381, Calle Esperanza #10214, 1ro de Mayo, D9
-17.457167,-66.172178, Calle Tamborada #10215, Tamborada Pukarita, D9
-17.476522,-66.188415, Calle San Benito #10216, Pukara Grande, D9
-17.416144,-66.198328, Calle Abaroa #10217, 1ro de Mayo, D9
-17.459119,-66.235463, Calle 1ro de Mayo #10218, Tamborada Pukarita, D9
-17.428380,-66.220354, Calle Esperanza #10219, Pukara Grande, D9
-17.444579,-66.183106, Calle Tamborada #10220, 1ro de Mayo, D9
-17.476698,-66.187332, Calle San Benito #10221, Tamborada Pukarita, D9
-17.488706,-66.172938, Calle Abaroa #10222, Pukara Grande, D9
-17.457207,-66.169416, Calle 1ro de Mayo #10223, 1ro de Mayo, D9
-17.416144,-66.203838, Calle Esperanza #10224, Tamborada Pukarita, D9
-17.402837,-66.211597, Calle Tamborada #10225, Pukara Grande, D9
-17.417682,-66.220081, Calle San Benito #10226, 1ro de Mayo, D9
-17.474191,-66.237432, Calle Abaroa #10227, Tamborada Pukarita, D9
-17.424732,-66.202789, Calle 1ro de Mayo #10228, Pukara Grande, D9
-17.443144,-66.187061, Calle Esperanza #10229, 1ro de Mayo, D9
-17.445433,-66.173852, Calle Tamborada #10230, Tamborada Pukarita, D9
-17.482622,-66.166394, Calle San Benito #10231, Pukara Grande, D9
-17.480471,-66.162581, Calle Abaroa #10232, 1ro de Mayo, D9
-17.421847,-66.203759, Calle 1ro de Mayo #10233, Tamborada Pukarita, D9
-17.455732,-66.212225, Calle Esperanza #10234, Pukara Grande, D9
-17.471288,-66.242807, Calle Tamborada #10235, 1ro de Mayo, D9
-17.468605,-66.215823, Calle San Benito #10236, Tamborada Pukarita, D9
-17.476788,-66.203594, Calle Abaroa #10237, Pukara Grande, D9
-17.467382,-66.228280, Calle 1ro de Mayo #10238, 1ro de Mayo, D9
-17.499477,-66.169776, Calle Esperanza #10239, Tamborada Pukarita, D9
-17.481818,-66.250905, Calle Tamborada #10240, Pukara Grande, D9
-17.439533,-66.219103, Calle San Benito #10241, 1ro de Mayo, D9
-17.466913,-66.215314, Calle Abaroa #10242, Tamborada Pukarita, D9
-17.463354,-66.193666, Calle 1ro de Mayo #10243, Pukara Grande, D9
-17.437859,-66.175192, Calle Esperanza #10244, 1ro de Mayo, D9
-17.447786,-66.161438, Calle Tamborada #10245, Tamborada Pukarita, D9
-17.445991,-66.215798, Calle San Benito #10246, Pukara Grande, D9
-17.457337,-66.220742, Calle Abaroa #10247, 1ro de Mayo, D9
-17.478760,-66.252445, Calle 1ro de Mayo #10248, Tamborada Pukarita, D9
-17.409249,-66.215297, Calle Esperanza #10249, Pukara Grande, D9
-17.452062,-66.163200, Calle Tamborada #10250, 1ro de Mayo, D9
-17.431350,-66.198047, Calle San Benito #10251, Tamborada Pukarita, D9
-17.447904,-66.186432, Calle Abaroa #10252, Pukara Grande, D9
-17.479547,-66.212280, Calle 1ro de Mayo #10253, 1ro de Mayo, D9
-17.414770,-66.218631, Calle Esperanza #10254, Tamborada Pukarita, D9
-17.463285,-66.205306, Calle Tamborada #10255, Pukara Grande, D9
-17.484353,-66.227300, Calle San Benito #10256, 1ro de Mayo, D9
-17.476194,-66.236787, Calle Abaroa #10257, Tamborada Pukarita, D9
-17.501370,-66.186179, Calle 1ro de Mayo #10258, Pukara Grande, D9
-17.488988,-66.163234, Calle Esperanza #10259, 1ro de Mayo, D9
-17.481360,-66.224894, Calle Tamborada #10260, Tamborada Pukarita, D9
-17.440167,-66.226405, Calle San Benito #10261, Pukara Grande, D9
-17.480774,-66.166173, Calle Abaroa #10262, 1ro de Mayo, D9
-17.433882,-66.203551, Calle 1ro de Mayo #10263, Tamborada Pukarita, D9
-17.414778,-66.192634, Calle Esperanza #10264, Pukara Grande, D9
-17.457587,-66.212402, Calle Tamborada #10265, 1ro de Mayo, D9
-17.451861,-66.179012, Calle San Benito #10266, Tamborada Pukarita, D9
-17.464839,-66.219224, Calle Abaroa #10267, Pukara Grande, D9
-17.489565,-66.197480, Calle 1ro de Mayo #10268, 1ro de Mayo, D9
-17.486463,-66.199634, Calle Esperanza #10269, Tamborada Pukarita, D9
-17.414667,-66.202978, Calle Tamborada #10270, Pukara Grande, D9
-17.429259,-66.202256, Calle San Benito #10271, 1ro de Mayo, D9
-17.444799,-66.160476, Calle Abaroa #10272, Tamborada Pukarita, D9
-17.456299,-66.167106, Calle 1ro de Mayo #10273, Pukara Grande, D9
-17.443199,-66.187161, Calle Esperanza #10274, 1ro de Mayo, D9
-17.458146,-66.209445, Calle Tamborada #10275, Tamborada Pukarita, D9
-17.417149,-66.223499, Calle San Benito #10276, Pukara Grande, D9
-17.433121,-66.173692, Calle Abaroa #10277, 1ro de Mayo, D9
-17.458768,-66.177590, Calle 1ro de Mayo #10278, Tamborada Pukarita, D9
-17.486037,-66.167215, Calle Esperanza #10279, Pukara Grande, D9
-17.497084,-66.158710, Calle Tamborada #10280, 1ro de Mayo, D9
-17.485407,-66.227993, Calle San Benito #10281, Tamborada Pukarita, D9
-17.436309,-66.198597, Calle Abaroa #10282, Pukara Grande, D9
-17.474943,-66.228613, Calle 1ro de Mayo #10283, 1ro de Mayo, D9
-17.456489,-66.204088, Calle Esperanza #10284, Tamborada Pukarita, D9
-17.472575,-66.210519, Calle Tamborada #10285, Pukara Grande, D9
-17.409984,-66.217203, Calle San Benito #10286, 1ro de Mayo, D9
-17.472282,-66.213080, Calle Abaroa #10287, Tamborada Pukarita, D9
-17.483546,-66.187245, Calle 1ro de Mayo #10288, Pukara Grande, D9
-17.418532,-66.223400, Calle Esperanza #10289, 1ro de Mayo, D9
-17.418109,-66.220238, Calle Tamborada #10290, Tamborada Pukarita, D9
-17.453368,-66.218251, Calle San Benito #10291, Pukara Grande, D9
-17.482247,-66.186375, Calle Abaroa #10292, 1ro de Mayo, D9
-17.430583,-66.213245, Calle 1ro de Mayo #10293, Tamborada Pukarita, D9
-17.451023,-66.170248, Calle Esperanza #10294, Pukara Grande, D9
-17.483808,-66.248618, Calle Tamborada #10295, 1ro de Mayo, D9
-17.441956,-66.170345, Calle San Benito #10296, Tamborada Pukarita, D9
-17.472045,-66.173437, Calle Abaroa #10297, Pukara Grande, D9
-17.477331,-66.240467, Calle 1ro de Mayo #10298, 1ro de Mayo, D9
-17.455986,-66.223833, Calle Esperanza #10299, Tamborada Pukarita, D9
-17.481482,-66.201499, Calle Tamborada #10300, Pukara Grande, D9
-17.445164,-66.174210, Calle San Benito #10301, 1ro de Mayo, D9
-17.473194,-66.195490, Calle Abaroa #10302, Tamborada Pukarita, D9
-17.441565,-66.225831, Calle 1ro de Mayo #10303, Pukara Grande, D9
-17.476896,-66.250790, Calle Esperanza #10304, 1ro de Mayo, D9
-17.489856,-66.166466, Calle Tamborada #10305, Tamborada Pukarita, D9
-17.469312,-66.169408, Calle San Benito #10306, Pukara Grande, D9
-17.452930,-66.198590, Calle Abaroa #10307, 1ro de Mayo, D9
-17.498686,-66.158655, Calle 1ro de Mayo #10308, Tamborada Pukarita, D9
-17.413293,-66.218477, Calle Esperanza #10309, Pukara Grande, D9
-17.448090,-66.166731, Calle Tamborada #10310, 1ro de Mayo, D9
-17.461216,-66.213546, Calle San Benito #10311, Tamborada Pukarita, D9
-17.491839,-66.188357, Calle Abaroa #10312, Pukara Grande, D9
-17.445941,-66.220845, Calle 1ro de Mayo #10313, 1ro de Mayo, D9
-17.438508,-66.215761, Calle Esperanza #10314, Tamborada Pukarita, D9
-17.464694,-66.202879, Calle Tamborada #10315, Pukara Grande, D9
-17.422966,-66.190359, Calle San Benito #10316, 1ro de Mayo, D9
-17.472406,-66.175267, Calle Abaroa #10317, Tamborada Pukarita, D9
-17.444847,-66.229560, Calle 1ro de Mayo #10318, Pukara Grande, D9
-17.482401,-66.179684, Calle Esperanza #10319, 1ro de Mayo, D9
-17.479290,-66.250616, Calle Tamborada #10320, Tamborada Pukarita, D9
-17.438132,-66.194035, Calle San Benito #10321, Pukara Grande, D9
-17.506081,-66.161642, Calle Abaroa #10322, 1ro de Mayo, D9
-17.443952,-66.197445, Calle 1ro de Mayo #10323, Tamborada Pukarita, D9
-17.445805,-66.212757, Calle Esperanza #10324, Pukara Grande, D9
-17.455749,-66.171506, Calle Tamborada #10325, 1ro de Mayo, D9
-17.455384,-66.172328, Calle San Benito #10326, Tamborada Pukarita, D9
-17.484404,-66.199854, Calle Abaroa #10327, Pukara Grande, D9
-17.451217,-66.200078, Calle 1ro de Mayo #10328, 1ro de Mayo, D9
-17.434830,-66.174824, Calle Esperanza #10329, Tamborada Pukarita, D9
-17.444919,-66.214432, Calle Tamborada #10330, Pukara Grande, D9
-17.429809,-66.195755, Calle San Benito #10331, 1ro de Mayo, D9
-17.428547,-66.223049, Calle Abaroa #10332, Tamborada Pukarita, D9
-17.477137,-66.247674, Calle 1ro de Mayo #10333, Pukara Grande, D9
-17.472146,-66.212961, Calle Esperanza #10334, 1ro de Mayo, D9
-17.453248,-66.216353, Calle Tamborada #10335, Tamborada Pukarita, D9
-17.480308,-66.181975, Calle San Benito #10336, Pukara Grande, D9
-17.454440,-66.237494, Calle Abaroa #10337, 1ro de Mayo, D9
-17.441637,-66.190458, Calle 1ro de Mayo #10338, Tamborada Pukarita, D9
-17.470085,-66.250022, Calle Esperanza #10339, Pukara Grande, D9
-17.444348,-66.159634, Calle Tamborada #10340, 1ro de Mayo, D9
-17.449533,-66.185602, Calle San Benito #10341, Tamborada Pukarita, D9
-17.439245,-66.220307, Calle Abaroa #10342, Pukara Grande, D9
-17.413759,-66.192999, Calle 1ro de Mayo #10343, 1ro de Mayo, D9
-17.449358,-66.226987, Calle Esperanza #10344, Tamborada Pukarita, D9
-17.475691,-66.249535, Calle Tamborada #10345, Pukara Grande, D9
-17.431364,-66.223254, Calle San Benito #10346, 1ro de Mayo, D9
-17.410876,-66.202965, Calle Abaroa #10347, Tamborada Pukarita, D9
-17.488636,-66.199951, Calle 1ro de Mayo #10348, Pukara Grande, D9
-17.417357,-66.196910, Calle Esperanza #10349, 1ro de Mayo, D9
-17.470384,-66.218079, Calle Tamborada #10350, Tamborada Pukarita, D9
-17.479355,-66.173149, Calle San Benito #10351, Pukara Grande, D9
-17.484214,-66.261418, Calle Abaroa #10352, 1ro de Mayo, D9
-17.448541,-66.165610, Calle 1ro de Mayo #10353, Tamborada Pukarita, D9
-17.418406,-66.220345, Calle Esperanza #10354, Pukara Grande, D9
-17.501980,-66.166792, Calle Tamborada #10355, 1ro de Mayo, D9
-17.472022,-66.187097, Calle San Benito #10356, Tamborada Pukarita, D9
-17.416513,-66.204860, Calle Abaroa #10357, Pukara Grande, D9
-17.424331,-66.210101, Calle 1ro de Mayo #10358, 1ro de Mayo, D9
-17.480507,-66.239212, Calle Esperanza #10359, Tamborada Pukarita, D9
-17.407842,-66.207937, Calle Tamborada #10360, Pukara Grande, D9
-17.455505,-66.180201, Calle San Benito #10361, 1ro de Mayo, D9
-17.484689,-66.185749, Calle Abaroa #10362, Tamborada Pukarita, D9
-17.479694,-66.248233, Calle 1ro de Mayo #10363, Pukara Grande, D9
-17.443316,-66.187553, Calle Esperanza #10364, 1ro de Mayo, D9
-17.471453,-66.241829, Calle Tamborada #10365, Tamborada Pukarita, D9
-17.491796,-66.167286, Calle San Benito #10366, Pukara Grande, D9
-17.483455,-66.242991, Calle Abaroa #10367, 1ro de Mayo, D9
-17.441734,-66.221913, Calle 1ro de Mayo #10368, Tamborada Pukarita, D9
-17.507923,-66.164889, Calle Esperanza #10369, Pukara Grande, D9
-17.471380,-66.236255, Calle Tamborada #10370, 1ro de Mayo, D9
-17.490485,-66.173331, Calle San Benito #10371, Tamborada Pukarita, D9
-17.425906,-66.216940, Calle Abaroa #10372, Pukara Grande, D9
-17.461759,-66.231806, Calle 1ro de Mayo #10373, 1ro de Mayo, D9
-17.485434,-66.192884, Calle Esperanza #10374, Tamborada Pukarita, D9
-17.467697,-66.184427, Calle Tamborada #10375, Pukara Grande, D9
-17.466607,-66.237667, Calle San Benito #10376, 1ro de Mayo, D9
-17.461194,-66.175526, Calle Abaroa #10377, Tamborada Pukarita, D9
-17.486614,-66.197433, Calle 1ro de Mayo #10378, Pukara Grande, D9
-17.484977,-66.228149, Calle Esperanza #10379, 1ro de Mayo, D9
-17.491920,-66.195653, Calle Tamborada #10380, Tamborada Pukarita, D9
-17.414759,-66.222651, Calle San Benito #10381, Pukara Grande, D9
-17.463167,-66.215770, Calle Abaroa #10382, 1ro de Mayo, D9
-17.450394,-66.189002, Calle 1ro de Mayo #10383, Tamborada Pukarita, D9
-17.480965,-66.188335, Calle Esperanza #10384, Pukara Grande, D9
-17.417971,-66.200410, Calle Tamborada #10385, 1ro de Mayo, D9
-17.491281,-66.167154, Calle San Benito #10386, Tamborada Pukarita, D9
-17.482472,-66.230148, Calle Abaroa #10387, Pukara Grande, D9
-17.421552,-66.191644, Calle 1ro de Mayo #10388, 1ro de Mayo, D9
-17.466338,-66.172270, Calle Esperanza #10389, Tamborada Pukarita, D9
-17.456640,-66.181525, Calle Tamborada #10390, Pukara Grande, D9
-17.503327,-66.177083, Calle San Benito #10391, 1ro de Mayo, D9
-17.443075,-66.202019, Calle Abaroa #10392, Tamborada Pukarita, D9
-17.469535,-66.201233, Calle 1ro de Mayo #10393, Pukara Grande, D9
-17.457935,-66.230006, Calle Esperanza #10394, 1ro de Mayo, D9
-17.448330,-66.212612, Calle Tamborada #10395, Tamborada Pukarita, D9
-17.410869,-66.212624, Calle San Benito #10396, Pukara Grande, D9
-17.484708,-66.250337, Calle Abaroa #10397, 1ro de Mayo, D9
-17.464360,-66.246092, Calle 1ro de Mayo #10398, Tamborada Pukarita, D9
-17.445041,-66.223080, Calle Esperanza #10399, Pukara Grande, D9
-17.428862,-66.215137, Calle Tamborada #10400, 1ro de Mayo, D9
-17.446793,-66.191196, Calle San Benito #10401, Tamborada Pukarita, D9
-17.418332,-66.209013, Calle Abaroa #10402, Pukara Grande, D9
-17.473894,-66.210365, Calle 1ro de Mayo #10403, 1ro de Mayo, D9
-17.442830,-66.181857, Calle Esperanza #10404, Tamborada Pukarita, D9
-17.505622,-66.161701, Calle Tamborada #10405, Pukara Grande, D9
-17.437055,-66.176655, Calle San Benito #10406, 1ro de Mayo, D9
-17.419683,-66.187744, Calle Abaroa #10407, Tamborada Pukarita, D9
-17.486710,-66.161110, Calle 1ro de Mayo #10408, Pukara Grande, D9
-17.443207,-66.219005, Calle Esperanza #10409, 1ro de Mayo, D9
-17.476933,-66.255470, Calle Tamborada #10410, Tamborada Pukarita, D9
-17.407968,-66.219021, Calle San Benito #10411, Pukara Grande, D9
-17.483584,-66.255194, Calle Abaroa #10412, 1ro de Mayo, D9
-17.442099,-66.207317, Calle 1ro de Mayo #10413, Tamborada Pukarita, D9
-17.410198,-66.220402, Calle Esperanza #10414, Pukara Grande, D9
-17.469842,-66.240215, Calle Tamborada #10415, 1ro de Mayo, D9
-17.478824,-66.200393, Calle San Benito #10416, Tamborada Pukarita, D9
-17.440448,-66.211534, Calle Abaroa #10417, Pukara Grande, D9
-17.466468,-66.169309, Calle 1ro de Mayo #10418, 1ro de Mayo, D9
-17.444096,-66.214438, Calle Esperanza #10419, Tamborada Pukarita, D9
-17.477702,-66.185308, Calle Tamborada #10420, Pukara Grande, D9
-17.498250,-66.185219, Calle San Benito #10421, 1ro de Mayo, D9
-17.443723,-66.158197, Calle Abaroa #10422, Tamborada Pukarita, D9
-17.450316,-66.180458, Calle 1ro de Mayo #10423, Pukara Grande, D9
-17.465849,-66.172880, Calle Esperanza #10424, 1ro de Mayo, D9
-17.460662,-66.183363, Calle Tamborada #10425, Tamborada Pukarita, D9
-17.475609,-66.234595, Calle San Benito #10426, Pukara Grande, D9
-17.473410,-66.190670, Calle Abaroa #10427, 1ro de Mayo, D9
-17.438715,-66.214336, Calle 1ro de Mayo #10428, Tamborada Pukarita, D9
-17.470239,-66.171036, Calle Esperanza #10429, Pukara Grande, D9
-17.490746,-66.179124, Calle Tamborada #10430, 1ro de Mayo, D9
-17.458366,-66.211404, Calle San Benito #10431, Tamborada Pukarita, D9
-17.481238,-66.156512, Calle Abaroa #10432, Pukara Grande, D9
-17.471838,-66.249934, Calle 1ro de Mayo #10433, 1ro de Mayo, D9
-17.458711,-66.229433, Calle Esperanza #10434, Tamborada Pukarita, D9
-17.469941,-66.206287, Calle Tamborada #10435, Pukara Grande, D9
-17.481554,-66.186079, Calle San Benito #10436, 1ro de Mayo, D9
-17.472918,-66.240864, Calle Abaroa #10437, Tamborada Pukarita, D9
-17.472087,-66.243184, Calle 1ro de Mayo #10438, Pukara Grande, D9
-17.416104,-66.217927, Calle Esperanza #10439, 1ro de Mayo, D9
-17.449450,-66.186157, Calle Tamborada #10440, Tamborada Pukarita, D9
-17.479645,-66.239222, Calle San Benito #10441, Pukara Grande, D9
-17.476346,-66.188430, Calle Abaroa #10442, 1ro de Mayo, D9
-17.470322,-66.199786, Calle 1ro de Mayo #10443, Tamborada Pukarita, D9
-17.476706,-66.249345, Calle Esperanza #10444, Pukara Grande, D9
-17.423034,-66.199255, Calle Tamborada #10445, 1ro de Mayo, D9
-17.470137,-66.183504, Calle San Benito #10446, Tamborada Pukarita, D9
-17.467515,-66.165318, Calle Abaroa #10447, Pukara Grande, D9
-17.402480,-66.207708, Calle 1ro de Mayo #10448, 1ro de Mayo, D9
-17.497417,-66.177026, Calle Esperanza #10449, Tamborada Pukarita, D9
-17.408606,-66.205323, Calle Tamborada #10450, Pukara Grande, D9
-17.438793,-66.183336, Calle San Benito #10451, 1ro de Mayo, D9
-17.449959,-66.166394, Calle Abaroa #10452, Tamborada Pukarita, D9
-17.477823,-66.172147, Calle 1ro de Mayo #10453, Pukara Grande, D9
-17.499680,-66.185691, Calle Esperanza #10454, 1ro de Mayo, D9
-17.453270,-66.221060, Calle Tamborada #10455, Tamborada Pukarita, D9
-17.477520,-66.158720, Calle San Benito #10456, Pukara Grande, D9
-17.484382,-66.202479, Calle Abaroa #10457, 1ro de Mayo, D9
-17.465409,-66.218334, Calle 1ro de Mayo #10458, Tamborada Pukarita, D9
-17.454863,-66.192105, Calle Esperanza #10459, Pukara Grande, D9
-17.447604,-66.215369, Calle Tamborada #10460, 1ro de Mayo, D9
-17.484858,-66.193780, Calle San Benito #10461, Tamborada Pukarita, D9
-17.445640,-66.210029, Calle Abaroa #10462, Pukara Grande, D9
-17.476854,-66.156614, Calle 1ro de Mayo #10463, 1ro de Mayo, D9
-17.480807,-66.205211, Calle Esperanza #10464, Tamborada Pukarita, D9
-17.477432,-66.176346, Calle Tamborada #10465, Pukara Grande, D9
-17.477774,-66.188869, Calle San Benito #10466, 1ro de Mayo, D9
-17.448589,-66.166888, Calle Abaroa #10467, Tamborada Pukarita, D9
-17.481466,-66.199409, Calle 1ro de Mayo #10468, Pukara Grande, D9
-17.437378,-66.185252, Calle Esperanza #10469, 1ro de Mayo, D9
-17.451779,-66.167753, Calle Tamborada #10470, Tamborada Pukarita, D9
-17.434694,-66.201315, Calle San Benito #10471, Pukara Grande, D9
-17.436881,-66.179306, Calle Abaroa #10472, 1ro de Mayo, D9
-17.454207,-66.203987, Calle 1ro de Mayo #10473, Tamborada Pukarita, D9
-17.431533,-66.221112, Calle Esperanza #10474, Pukara Grande, D9
-17.475301,-66.171580, Calle Tamborada #10475, 1ro de Mayo, D9
-17.423429,-66.188296, Calle San Benito #10476, Tamborada Pukarita, D9
-17.485426,-66.237984, Calle Abaroa #10477, Pukara Grande, D9
-17.497376,-66.162360, Calle 1ro de Mayo #10478, 1ro de Mayo, D9
-17.432400,-66.187505, Calle Esperanza #10479, Tamborada Pukarita, D9
-17.484443,-66.176968, Calle Tamborada #10480, Pukara Grande, D9
-17.412106,-66.210497, Calle San Benito #10481, 1ro de Mayo, D9
-17.481431,-66.225171, Calle Abaroa #10482, Tamborada Pukarita, D9
-17.479858,-66.185081, Calle 1ro de Mayo #10483, Pukara Grande, D9
-17.482088,-66.192216, Calle Esperanza #10484, 1ro de Mayo, D9
-17.468530,-66.168806, Calle Tamborada #10485, Tamborada Pukarita, D9
-17.472804,-66.183570, Calle San Benito #10486, Pukara Grande, D9
-17.436163,-66.190581, Calle Abaroa #10487, 1ro de Mayo, D9
-17.429099,-66.215619, Calle 1ro de Mayo #10488, Tamborada Pukarita, D9
-17.489083,-66.162825, Calle Esperanza #10489, Pukara Grande, D9
-17.428585,-66.210025, Calle Tamborada #10490, 1ro de Mayo, D9
-17.457787,-66.177858, Calle San Benito #10491, Tamborada Pukarita, D9
-17.475057,-66.235758, Calle Abaroa #10492, Pukara Grande, D9
-17.484933,-66.197539, Calle 1ro de Mayo #10493, 1ro de Mayo, D9
-17.473572,-66.172999, Calle Esperanza #10494, Tamborada Pukarita, D9
-17.434633,-66.196475, Calle Tamborada #10495, Pukara Grande, D9
-17.434278,-66.217351, Calle San Benito #10496, 1ro de Mayo, D9
-17.459925,-66.219110, Calle Abaroa #10497, Tamborada Pukarita, D9
-17.461476,-66.227566, Calle 1ro de Mayo #10498, Pukara Grande, D9
-17.473003,-66.193521, Calle Esperanza #10499, 1ro de Mayo, D9
-17.476162,-66.210951, Calle Tamborada #10500, Tamborada Pukarita, D9
-17.449118,-66.181032, Calle San Benito #10501, Pukara Grande, D9
-17.466882,-66.201924, Calle Abaroa #10502, 1ro de Mayo, D9
-17.440641,-66.203464, Calle 1ro de Mayo #10503, Tamborada Pukarita, D9
-17.418729,-66.207710, Calle Esperanza #10504, Pukara Grande, D9
-17.453509,-66.184388, Calle Tamborada #10505, 1ro de Mayo, D9
-17.456382,-66.189101, Calle San Benito #10506, Tamborada Pukarita, D9
-17.464797,-66.212619, Calle Abaroa #10507, Pukara Grande, D9
-17.411376,-66.195206, Calle 1ro de Mayo #10508, 1ro de Mayo, D9
-17.443096,-66.193662, Calle Esperanza #10509, Tamborada Pukarita, D9
-17.473294,-66.206071, Calle Tamborada #10510, Pukara Grande, D9
-17.420844,-66.222305, Calle San Benito #10511, 1ro de Mayo, D9
-17.417084,-66.218729, Calle Abaroa #10512, Tamborada Pukarita, D9
-17.477093,-66.205460, Calle 1ro de Mayo #10513, Pukara Grande, D9
-17.469400,-66.219831, Calle Esperanza #10514, 1ro de Mayo, D9
-17.461146,-66.166862, Calle Tamborada #10515, Tamborada Pukarita, D9
-17.496436,-66.175793, Calle San Benito #10516, Pukara Grande, D9
-17.479257,-66.237478, Calle Abaroa #10517, 1ro de Mayo, D9
-17.449018,-66.218598, Calle 1ro de Mayo #10518, Tamborada Pukarita, D9
-17.465085,-66.187196, Calle Esperanza #10519, Pukara Grande, D9
-17.446286,-66.180847, Calle Tamborada #10520, 1ro de Mayo, D9
-17.486957,-66.184197, Calle San Benito #10521, Tamborada Pukarita, D9
-17.457588,-66.219235, Calle Abaroa #10522, Pukara Grande, D9
-17.459933,-66.193718, Calle 1ro de Mayo #10523, 1ro de Mayo, D9
-17.413949,-66.204715, Calle Esperanza #10524, Tamborada Pukarita, D9
-17.474854,-66.170937, Calle Tamborada #10525, Pukara Grande, D9
-17.474693,-66.174053, Calle San Benito #10526, 1ro de Mayo, D9
-17.457781,-66.212354, Calle Abaroa #10527, Tamborada Pukarita, D9
-17.457209,-66.192604, Calle 1ro de Mayo #10528, Pukara Grande, D9
-17.484814,-66.188652, Calle Esperanza #10529, 1ro de Mayo, D9
-17.457521,-66.192701, Calle Tamborada #10530, Tamborada Pukarita, D9
-17.411828,-66.219444, Calle San Benito #10531, Pukara Grande, D9
-17.486421,-66.176495, Calle Abaroa #10532, 1ro de Mayo, D9
-17.435138,-66.216314, Calle 1ro de Mayo #10533, Tamborada Pukarita, D9
-17.472220,-66.179538, Calle Esperanza #10534, Pukara Grande, D9
-17.443080,-66.156579, Calle Tamborada #10535, 1ro de Mayo, D9
-17.468197,-66.184757, Calle San Benito #10536, Tamborada Pukarita, D9
-17.471446,-66.167307, Calle Abaroa #10537, Pukara Grande, D9
-17.474205,-66.190320, Calle 1ro de Mayo #10538, 1ro de Mayo, D9
-17.477333,-66.208682, Calle Esperanza #10539, Tamborada Pukarita, D9
-17.463923,-66.184528, Calle Tamborada #10540, Pukara Grande, D9
-17.481907,-66.177500, Calle San Benito #10541, 1ro de Mayo, D9
-17.465065,-66.213843, Calle Abaroa #10542, Tamborada Pukarita, D9
-17.506308,-66.163495, Calle 1ro de Mayo #10543, Pukara Grande, D9
-17.476628,-66.217572, Calle Esperanza #10544, 1ro de Mayo, D9
-17.436533,-66.210625, Calle Tamborada #10545, Tamborada Pukarita, D9
-17.450429,-66.181108, Calle San Benito #10546, Pukara Grande, D9
-17.478377,-66.231381, Calle Abaroa #10547, 1ro de Mayo, D9
-17.423534,-66.213182, Calle 1ro de Mayo #10548, Tamborada Pukarita, D9
-17.402052,-66.208234, Calle Esperanza #10549, Pukara Grande, D9
-17.481283,-66.185886, Calle Tamborada #10550, 1ro de Mayo, D9
-17.418179,-66.201580, Calle San Benito #10551, Tamborada Pukarita, D9
-17.473089,-66.219172, Calle Abaroa #10552, Pukara Grande, D9
-17.492512,-66.189879, Calle 1ro de Mayo #10553, 1ro de Mayo, D9
-17.470627,-66.233222, Calle Esperanza #10554, Tamborada Pukarita, D9
