-17.428250,-66.160547, Calle Libertad #100, Jaihuayco, D5
-17.425558,-66.177565, Calle Antezana #9127, Jaihuayco, D5
-17.436516,-66.162779, Calle Ballivián #9128, Alalay Norte, D5
-17.428683,-66.170058, Av. Petrolera #9129, Lacma, D5
-17.438130,-66.156138, Calle Libertad #9130, Jaihuayco, D5
-17.431593,-66.157779, Calle Villarroel #9131, Alalay Norte, D5
-17.418524,-66.159059, Calle Antezana #9132, Lacma, D5
-17.426485,-66.164715, Calle Ballivián #9133, Jaihuayco, D5
-17.418311,-66.160902, Av. Petrolera #9134, Alalay Norte, D5
-17.413605,-66.170002, Calle Libertad #9135, Lacma, D5
-17.425128,-66.154967, Calle Villarroel #9136, Jaihuayco, D5
-17.425753,-66.173901, Calle Antezana #9137, Alalay Norte, D5
-17.420621,-66.166400, Calle Ballivián #9138, Lacma, D5
-17.421641,-66.172440, Av. Petrolera #9139, Jaihuayco, D5
-17.419699,-66.160889, Calle Libertad #9140, Alalay Norte, D5
-17.424230,-66.168771, Calle Villarroel #9141, Lacma, D5
-17.437558,-66.153524, Calle Antezana #9142, Jaihuayco, D5
-17.425987,-66.174929, Calle Ballivián #9143, Alalay Norte, D5
-17.429608,-66.164031, Av. Petrolera #9144, Lacma, D5
-17.413736,-66.185669, Calle Libertad #9145, Jaihuayco, D5
-17.425116,-66.159311, Calle Villarroel #9146, Alalay Norte, D5
-17.428308,-66.157783, Calle Antezana #9147, Lacma, D5
-17.418042,-66.169936, Calle Ballivián #9148, Jaihuayco, D5
-17.418846,-66.157307, Av. Petrolera #9149, Alalay Norte, D5
-17.410423,-66.174093, Calle Libertad #9150, Lacma, D5
-17.415256,-66.168801, Calle Villarroel #9151, Jaihuayco, D5
-17.415972,-66.185596, Calle Antezana #9152, Alalay Norte, D5
-17.434158,-66.152898, Calle Ballivián #9153, Lacma, D5
-17.426388,-66.162472, Av. Petrolera #9154, Jaihuayco, D5
-17.421227,-66.162431, Calle Libertad #9155, Alalay Norte, D5
-17.423129,-66.157774, Calle Villarroel #9156, Lacma, D5
-17.432915,-66.153013, Calle Antezana #9157, Jaihuayco, D5
-17.424703,-66.168928, Calle Ballivián #9158, Alalay Norte, D5
-17.420511,-66.179813, Av. Petrolera #9159, Lacma, D5
-17.421683,-66.172750, Calle Libertad #9160, Jaihuayco, D5
-17.418052,-66.179564, Calle Villarroel #9161, Alalay Norte, D5
-17.416670,-66.177911, Calle Antezana #9162, Lacma, D5
-17.441350,-66.149222, Calle Ballivián #9163, Jaihuayco, D5
-17.435338,-66.163398, Av. Petrolera #9164, Alalay Norte, D5
-17.428660,-66.158199, Calle Libertad #9165, Lacma, D5
-17.413422,-66.163872, Calle Villarroel #9166, Jaihuayco, D5
-17.440320,-66.148328, Calle Antezana #9167, Alalay Norte, D5
-17.416540,-66.176933, Calle Ballivián #9168, Lacma, D5
-17.437472,-66.164322, Av. Petrolera #9169, Jaihuayco, D5
-17.432735,-66.152271, Calle Libertad #9170, Alalay Norte, D5
-17.413532,-66.186537, Calle Villarroel #9171, Lacma, D5
-17.439297,-66.159603, Calle Antezana #9172, Jaihuayco, D5
-17.413064,-66.178550, Calle Ballivián #9173, Alalay Norte, D5
-17.423061,-66.159507, Av. Petrolera #9174, Lacma, D5
-17.432812,-66.167725, Calle Libertad #9175, Jaihuayco, D5
-17.426114,-66.177189, Calle Villarroel #9176, Alalay Norte, D5
-17.417935,-66.179315, Calle Antezana #9177, Lacma, D5
-17.427724,-66.168740, Calle Ballivián #9178, Jaihuayco, D5
-17.412663,-66.174775, Av. Petrolera #9179, Alalay Norte, D5
-17.411243,-66.191206, Calle Libertad #9180, Lacma, D5
-17.430710,-66.168144, Calle Villarroel #9181, Jaihuayco, D5
-17.435581,-66.158039, Calle Antezana #9182, Alalay Norte, D5
-17.415002,-66.172836, Calle Ballivián #9183, Lacma, D5
-17.438121,-66.155259, Av. Petrolera #9184, Jaihuayco, D5
-17.416069,-66.167979, Calle Libertad #9185, Alalay Norte, D5
-17.425815,-66.158976, Calle Villarroel #9186, Lacma, D5
-17.438450,-66.146917, Calle Antezana #9187, Jaihuayco, D5
-17.433517,-66.165479, Calle Ballivián #9188, Alalay Norte, D5
-17.437863,-66.154734, Av. Petrolera #9189, Lacma, D5
-17.429298,-66.169375, Calle Libertad #9190, Jaihuayco, D5
-17.414668,-66.162143, Calle Villarroel #9191, Alalay Norte, D5
-17.408456,-66.172105, Calle Antezana #9192, Lacma, D5
-17.440368,-66.159122, Calle Ballivián #9193, Jaihuayco, D5
-17.425804,-66.166865, Av. Petrolera #9194, Alalay Norte, D5
-17.424865,-66.158275, Calle Libertad #9195, Lacma, D5
-17.425282,-66.163940, Calle Villarroel #9196, Jaihuayco, D5
-17.410816,-66.168018, Calle Antezana #9197, Alalay Norte, D5
-17.412006,-66.184965, Calle Ballivián #9198, Lacma, D5
-17.425462,-66.180638, Av. Petrolera #9199, Jaihuayco, D5
-17.416326,-66.178955, Calle Libertad #9200, Alalay Norte, D5
-17.415622,-66.176120, Calle Villarroel #9201, Lacma, D5
-17.412677,-66.170187, Calle Antezana #9202, Jaihuayco, D5
-17.419281,-66.165658, Calle Ballivián #9203, Alalay Norte, D5
-17.412673,-66.174022, Av. Petrolera #9204, Lacma, D5
-17.419691,-66.165891, Calle Libertad #9205, Jaihuayco, D5
-17.415568,-66.164424, Calle Villarroel #9206, Alalay Norte, D5
-17.430531,-66.159402, Calle Antezana #9207, Lacma, D5
-17.420668,-66.155962, Calle Ballivián #9208, Jaihuayco, D5
-17.424048,-66.178420, Av. Petrolera #9209, Alalay Norte, D5
-17.425828,-66.176497, Calle Libertad #9210, Lacma, D5
-17.413839,-66.167916, Calle Villarroel #9211, Jaihuayco, D5
-17.414449,-66.180115, Calle Antezana #9212, Alalay Norte, D5
-17.429808,-66.152648, Calle Ballivián #9213, Lacma, D5
-17.417053,-66.163080, Av. Petrolera #9214, Jaihuayco, D5
-17.413222,-66.180036, Calle Libertad #9215, Alalay Norte, D5
-17.430491,-66.168575, Calle Villarroel #9216, Lacma, D5
-17.425000,-66.173444, Calle Antezana #9217, Jaihuayco, D5
-17.424997,-66.171528, Calle Ballivián #9218, Alalay Norte, D5
-17.433525,-66.160402, Av. Petrolera #9219, Lacma, D5
-17.426553,-66.174493, Calle Libertad #9220, Jaihuayco, D5
-17.430277,-66.154492, Calle Villarroel #9221, Alalay Norte, D5
-17.440144,-66.147678, Calle Antezana #9222, Lacma, D5
-17.435785,-66.150900, Calle Ballivián #9223, Jaihuayco, D5
-17.417980,-66.173175, Av. Petrolera #9224, Alalay Norte, D5
-17.411126,-66.175217, Calle Libertad #9225, Lacma, D5
-17.430487,-66.162702, Calle Villarroel #9226, Jaihuayco, D5
-17.441285,-66.150018, Calle Antezana #9227, Alalay Norte, D5
-17.415736,-66.160317, Calle Ballivián #9228, Lacma, D5
-17.423053,-66.177184, Av. Petrolera #9229, Jaihuayco, D5
-17.440719,-66.156373, Calle Libertad #9230, Alalay Norte, D5
-17.420509,-66.162319, Calle Villarroel #9231, Lacma, D5
-17.411127,-66.174658, Calle Antezana #9232, Jaihuayco, D5
-17.417601,-66.157139, Calle Ballivián #9233, Alalay Norte, D5
-17.414225,-66.157376, Av. Petrolera #9234, Lacma, D5
-17.417309,-66.158870, Calle Libertad #9235, Jaihuayco, D5
-17.433007,-66.158698, Calle Villarroel #9236, Alalay Norte, D5
-17.418560,-66.162590, Calle Antezana #9237, Lacma, D5
-17.428607,-66.162018, Calle Ballivián #9238, Jaihuayco, D5
-17.426390,-66.177023, Av. Petrolera #9239, Alalay Norte, D5
-17.413026,-66.163412, Calle Libertad #9240, Lacma, D5
-17.417779,-66.159626, Calle Villarroel #9241, Jaihuayco, D5
-17.427602,-66.174266, Calle Antezana #9242, Alalay Norte, D5
-17.420577,-66.157226, Calle Ballivián #9243, Lacma, D5
-17.415806,-66.172259, Av. Petrolera #9244, Jaihuayco, D5
-17.439219,-66.158335, Calle Libertad #9245, Alalay Norte, D5
-17.414342,-66.167927, Calle Villarroel #9246, Lacma, D5
-17.416832,-66.181189, Calle Antezana #9247, Jaihuayco, D5
-17.414349,-66.182424, Calle Ballivián #9248, Alalay Norte, D5
-17.440191,-66.154775, Av. Petrolera #9249, Lacma, D5
-17.420152,-66.156939, Calle Libertad #9250, Jaihuayco, D5
-17.429248,-66.153360, Calle Villarroel #9251, Alalay Norte, D5
-17.423858,-66.169181, Calle Antezana #9252, Lacma, D5
-17.436600,-66.148713, Calle Ballivián #9253, Jaihuayco, D5
-17.417590,-66.155930, Av. Petrolera #9254, Alalay Norte, D5
-17.431718,-66.155149, Calle Libertad #9255, Lacma, D5
-17.430638,-66.158903, Calle Villarroel #9256, Jaihuayco, D5
-17.421833,-66.174052, Calle Antezana #9257, Alalay Norte, D5
-17.417034,-66.172855, Calle Ballivián #9258, Lacma, D5
-17.434008,-66.156126, Av. Petrolera #9259, Jaihuayco, D5
-17.430120,-66.165348, Calle Libertad #9260, Alalay Norte, D5
-17.411798,-66.187322, Calle Villarroel #9261, Lacma, D5
-17.441645,-66.149478, Calle Antezana #9262, Jaihuayco, D5
-17.425039,-66.174814, Calle Ballivián #9263, Alalay Norte, D5
-17.424515,-66.164077, Av. Petrolera #9264, Lacma, D5
-17.422409,-66.176351, Calle Libertad #9265, Jaihuayco, D5
-17.414921,-66.180982, Calle Villarroel #9266, Alalay Norte, D5
-17.423363,-66.174083, Calle Antezana #9267, Lacma, D5
-17.426506,-66.170458, Calle Ballivián #9268, Jaihuayco, D5
-17.425286,-66.173812, Av. Petrolera #9269, Alalay Norte, D5
-17.433624,-66.168606, Calle Libertad #9270, Lacma, D5
-17.426123,-66.166137, Calle Villarroel #9271, Jaihuayco, D5
-17.422494,-66.163006, Calle Antezana #9272, Alalay Norte, D5
-17.433767,-66.162681, Calle Ballivián #9273, Lacma, D5
-17.430853,-66.160820, Av. Petrolera #9274, Jaihuayco, D5
-17.437708,-66.161921, Calle Libertad #9275, Alalay Norte, D5
-17.431191,-66.163613, Calle Villarroel #9276, Lacma, D5
-17.417526,-66.183899, Calle Antezana #9277, Jaihuayco, D5
-17.435047,-66.156066, Calle Ballivián #9278, Alalay Norte, D5
-17.433559,-66.158600, Av. Petrolera #9279, Lacma, D5
-17.423436,-66.175966, Calle Libertad #9280, Jaihuayco, D5
-17.428263,-66.172170, Calle Villarroel #9281, Alalay Norte, D5
-17.420545,-66.165256, Calle Antezana #9282, Lacma, D5
-17.431510,-66.154501, Calle Ballivián #9283, Jaihuayco, D5
-17.431870,-66.160315, Av. Petrolera #9284, Alalay Norte, D5
-17.415817,-66.184181, Calle Libertad #9285, Lacma, D5
-17.430701,-66.172089, Calle Villarroel #9286, Jaihuayco, D5
-17.409055,-66.192118, Calle Antezana #9287, Alalay Norte, D5
-17.426117,-66.162273, Calle Ballivián #9288, Lacma, D5
-17.426794,-66.161780, Av. Petrolera #9289, Jaihuayco, D5
-17.422592,-66.156483, Calle Libertad #9290, Alalay Norte, D5
-17.425867,-66.175469, Calle Villarroel #9291, Lacma, D5
-17.422202,-66.168719, Calle Antezana #9292, Jaihuayco, D5
-17.426147,-66.165645, Calle Ballivián #9293, Alalay Norte, D5
-17.428212,-66.180221, Av. Petrolera #9294, Lacma, D5
-17.414155,-66.186423, Calle Libertad #9295, Jaihuayco, D5
-17.415735,-66.157892, Calle Villarroel #9296, Alalay Norte, D5
-17.415010,-66.176306, Calle Antezana #9297, Lacma, D5
-17.416223,-66.175702, Calle Ballivián #9298, Jaihuayco, D5
-17.419991,-66.158429, Av. Petrolera #9299, Alalay Norte, D5
-17.427669,-66.160906, Calle Libertad #9300, Lacma, D5
-17.438323,-66.147018, Calle Villarroel #9301, Jaihuayco, D5
-17.419062,-66.177684, Calle Antezana #9302, Alalay Norte, D5
-17.419231,-66.164554, Calle Ballivián #9303, Lacma, D5
-17.408179,-66.189645, Av. Petrolera #9304, Jaihuayco, D5
-17.412802,-66.187836, Calle Libertad #9305, Alalay Norte, D5
-17.415341,-66.173083, Calle Villarroel #9306, Lacma, D5
-17.415487,-66.160456, Calle Antezana #9307, Jaihuayco, D5
-17.416213,-66.174323, Calle Ballivián #9308, Alalay Norte, D5
-17.424305,-66.174193, Av. Petrolera #9309, Lacma, D5
-17.425342,-66.175615, Calle Libertad #9310, Jaihuayco, D5
-17.415273,-66.172121, Calle Villarroel #9311, Alalay Norte, D5
-17.413834,-66.171966, Calle Antezana #9312, Lacma, D5
-17.419647,-66.160013, Calle Ballivián #9313, Jaihuayco, D5
-17.416222,-66.166547, Av. Petrolera #9314, Alalay Norte, D5
-17.423379,-66.160261, Calle Libertad #9315, Lacma, D5
-17.417244,-66.157157, Calle Villarroel #9316, Jaihuayco, D5
-17.438747,-66.163445, Calle Antezana #9317, Alalay Norte, D5
-17.413436,-66.164352, Calle Ballivián #9318, Lacma, D5
-17.429497,-66.162387, Av. Petrolera #9319, Jaihuayco, D5
-17.411016,-66.191332, Calle Libertad #9320, Alalay Norte, D5
-17.433287,-66.164482, Calle Villarroel #9321, Lacma, D5
-17.429903,-66.169941, Calle Antezana #9322, Jaihuayco, D5
-17.409381,-66.173166, Calle Ballivián #9323, Alalay Norte, D5
-17.424083,-66.179610, Av. Petrolera #9324, Lacma, D5
-17.431394,-66.168559, Calle Libertad #9325, Jaihuayco, D5
-17.425692,-66.168100, Calle Villarroel #9326, Alalay Norte, D5
-17.429711,-66.153154, Calle Antezana #9327, Lacma, D5
-17.431798,-66.164294, Calle Ballivián #9328, Jaihuayco, D5
-17.420988,-66.173543, Av. Petrolera #9329, Alalay Norte, D5
-17.427969,-66.182165, Calle Libertad #9330, Lacma, D5
-17.410931,-66.168379, Calle Villarroel #9331, Jaihuayco, D5
-17.429533,-66.170231, Calle Antezana #9332, Alalay Norte, D5
-17.421046,-66.169574, Calle Ballivián #9333, Lacma, D5
-17.429181,-66.171560, Av. Petrolera #9334, Jaihuayco, D5
-17.420653,-66.180114, Calle Libertad #9335, Alalay Norte, D5
-17.426925,-66.174282, Calle Villarroel #9336, Lacma, D5
-17.430255,-66.159429, Calle Antezana #9337, Jaihuayco, D5
-17.429600,-66.165134, Calle Ballivián #9338, Alalay Norte, D5
-17.421131,-66.155658, Av. Petrolera #9339, Lacma, D5
-17.417779,-66.180895, Calle Libertad #9340, Jaihuayco, D5
-17.426248,-66.175151, Calle Villarroel #9341, Alalay Norte, D5
-17.422489,-66.167989, Calle Antezana #9342, Lacma, D5
-17.423012,-66.158537, Calle Ballivián #9343, Jaihuayco, D5
-17.431971,-66.165774, Av. Petrolera #9344, Alalay Norte, D5
-17.409292,-66.169973, Calle Libertad #9345, Lacma, D5
-17.417596,-66.176230, Calle Villarroel #9346, Jaihuayco, D5
-17.438758,-66.151597, Calle Antezana #9347, Alalay Norte, D5
-17.416154,-66.183066, Calle Ballivián #9348, Lacma, D5
-17.410738,-66.191322, Av. Petrolera #9349, Jaihuayco, D5
-17.435607,-66.158874, Calle Libertad #9350, Alalay Norte, D5
-17.416135,-66.164778, Calle Villarroel #9351, Lacma, D5
-17.428865,-66.169583, Calle Antezana #9352, Jaihuayco, D5
-17.439923,-66.153882, Calle Ballivián #9353, Alalay Norte, D5
-17.425545,-66.164836, Av. Petrolera #9354, Lacma, D5
-17.436997,-66.151483, Calle Libertad #9355, Jaihuayco, D5
-17.434411,-66.166560, Calle Villarroel #9356, Alalay Norte, D5
-17.418411,-66.180924, Calle Antezana #9357, Lacma, D5
-17.414012,-66.174695, Calle Ballivián #9358, Jaihuayco, D5
-17.421668,-66.173846, Av. Petrolera #9359, Alalay Norte, D5
-17.431219,-66.170795, Calle Libertad #9360, Lacma, D5
-17.415262,-66.163412, Calle Villarroel #9361, Jaihuayco, D5
-17.425100,-66.181479, Calle Antezana #9362, Alalay Norte, D5
-17.416183,-66.165662, Calle Ballivián #9363, Lacma, D5
-17.434704,-66.150901, Av. Petrolera #9364, Jaihuayco, D5
-17.441082,-66.149211, Calle Libertad #9365, Alalay Norte, D5
-17.412917,-66.157880, Calle Villarroel #9366, Lacma, D5
-17.410769,-66.166859, Calle Antezana #9367, Jaihuayco, D5
-17.439756,-66.152720, Calle Ballivián #9368, Alalay Norte, D5
-17.413292,-66.169266, Av. Petrolera #9369, Lacma, D5
-17.417057,-66.166536, Calle Libertad #9370, Jaihuayco, D5
-17.440836,-66.155078, Calle Villarroel #9371, Alalay Norte, D5
-17.416950,-66.160064, Calle Antezana #9372, Lacma, D5
-17.428629,-66.162258, Calle Ballivián #9373, Jaihuayco, D5
-17.413004,-66.181718, Av. Petrolera #9374, Alalay Norte, D5
-17.430360,-66.165774, Calle Libertad #9375, Lacma, D5
-17.419350,-66.156025, Calle Villarroel #9376, Jaihuayco, D5
-17.420752,-66.178389, Calle Antezana #9377, Alalay Norte, D5
-17.436476,-66.160873, Calle Ballivián #9378, Lacma, D5
-17.440450,-66.146369, Av. Petrolera #9379, Jaihuayco, D5
-17.428095,-66.167087, Calle Libertad #9380, Alalay Norte, D5
-17.430036,-66.182111, Calle Villarroel #9381, Lacma, D5
-17.416250,-66.163259, Calle Antezana #9382, Jaihuayco, D5
-17.432486,-66.155083, Calle Ballivián #9383, Alalay Norte, D5
-17.429341,-66.167264, Av. Petrolera #9384, Lacma, D5
-17.422060,-66.170515, Calle Libertad #9385, Jaihuayco, D5
-17.408189,-66.189867, Calle Villarroel #9386, Alalay Norte, D5
-17.412967,-66.158183, Calle Antezana #9387, Lacma, D5
-17.408864,-66.190065, Calle Ballivián #9388, Jaihuayco, D5
-17.422542,-66.176938, Av. Petrolera #9389, Alalay Norte, D5
-17.428954,-66.171219, Calle Libertad #9390, Lacma, D5
-17.438460,-66.155814, Calle Villarroel #9391, Jaihuayco, D5
-17.421283,-66.159615, Calle Antezana #9392, Alalay Norte, D5
-17.423428,-66.174475, Calle Ballivián #9393, Lacma, D5
-17.429985,-66.154679, Av. Petrolera #9394, Jaihuayco, D5
-17.418380,-66.182227, Calle Libertad #9395, Alalay Norte, D5
-17.415099,-66.180614, Calle Villarroel #9396, Lacma, D5
-17.439025,-66.156293, Calle Antezana #9397, Jaihuayco, D5
-17.418226,-66.156282, Calle Ballivián #9398, Alalay Norte, D5
-17.427811,-66.168763, Av. Petrolera #9399, Lacma, D5
-17.412745,-66.171190, Calle Libertad #9400, Jaihuayco, D5
-17.427753,-66.171536, Calle Villarroel #9401, Alalay Norte, D5
-17.437595,-66.152719, Calle Antezana #9402, Lacma, D5
-17.414302,-66.170023, Calle Ballivián #9403, Jaihuayco, D5
-17.415938,-66.185717, Av. Petrolera #9404, Alalay Norte, D5
-17.424576,-66.163594, Calle Libertad #9405, Lacma, D5
-17.427797,-66.157418, Calle Villarroel #9406, Jaihuayco, D5
-17.432720,-66.161166, Calle Antezana #9407, Alalay Norte, D5
-17.433464,-66.167786, Calle Ballivián #9408, Lacma, D5
-17.433123,-66.158716, Av. Petrolera #9409, Jaihuayco, D5
-17.428823,-66.167849, Calle Libertad #9410, Alalay Norte, D5
-17.430468,-66.152821, Calle Villarroel #9411, Lacma, D5
-17.413152,-66.176870, Calle Antezana #9412, Jaihuayco, D5
-17.410973,-66.172287, Calle Ballivián #9413, Alalay Norte, D5
-17.414643,-66.162562, Av. Petrolera #9414, Lacma, D5
-17.419414,-66.159213, Calle Libertad #9415, Jaihuayco, D5
-17.413686,-66.177383, Calle Villarroel #9416, Alalay Norte, D5
-17.414147,-66.183126, Calle Antezana #9417, Lacma, D5
-17.426500,-66.170302, Calle Ballivián #9418, Jaihuayco, D5
-17.439817,-66.149137, Av. Petrolera #9419, Alalay Norte, D5
-17.440265,-66.159345, Calle Libertad #9420, Lacma, D5
-17.434566,-66.164305, Calle Villarroel #9421, Jaihuayco, D5
-17.418409,-66.169223, Calle Antezana #9422, Alalay Norte, D5
-17.429169,-66.156263, Calle Ballivián #9423, Lacma, D5
-17.423427,-66.173403, Av. Petrolera #9424, Jaihuayco, D5
-17.415581,-66.158192, Calle Libertad #9425, Alalay Norte, D5
-17.418359,-66.161622, Calle Villarroel #9426, Lacma, D5
-17.432685,-66.156019, Calle Antezana #9427, Jaihuayco, D5
-17.427393,-66.167942, Calle Ballivián #9428, Alalay Norte, D5
-17.422905,-66.166313, Av. Petrolera #9429, Lacma, D5
-17.431680,-66.162237, Calle Libertad #9430, Jaihuayco, D5
-17.425201,-66.173173, Calle Villarroel #9431, Alalay Norte, D5
-17.427848,-66.159164, Calle Antezana #9432, Lacma, D5
-17.410331,-66.169970, Calle Ballivián #9433, Jaihuayco, D5
-17.436706,-66.159957, Av. Petrolera #9434, Alalay Norte, D5
-17.412348,-66.173190, Calle Libertad #9435, Lacma, D5
-17.423739,-66.171578, Calle Villarroel #9436, Jaihuayco, D5
-17.416540,-66.172591, Calle Antezana #9437, Alalay Norte, D5
-17.434960,-66.169812, Calle Ballivián #9438, Lacma, D5
-17.418771,-66.176093, Av. Petrolera #9439, Jaihuayco, D5
-17.435651,-66.162693, Calle Libertad #9440, Alalay Norte, D5
-17.424544,-66.162833, Calle Villarroel #9441, Lacma, D5
-17.412336,-66.188028, Calle Antezana #9442, Jaihuayco, D5
-17.420503,-66.160196, Calle Ballivián #9443, Alalay Norte, D5
-17.434120,-66.162225, Av. Petrolera #9444, Lacma, D5
-17.433205,-66.163753, Calle Libertad #9445, Jaihuayco, D5
-17.427975,-66.181078, Calle Villarroel #9446, Alalay Norte, D5
-17.420107,-66.173666, Calle Antezana #9447, Lacma, D5
-17.426436,-66.158140, Calle Ballivián #9448, Jaihuayco, D5
-17.435230,-66.166406, Av. Petrolera #9449, Alalay Norte, D5
-17.415140,-66.179703, Calle Libertad #9450, Lacma, D5
-17.430655,-66.155424, Calle Villarroel #9451, Jaihuayco, D5
-17.420632,-66.177995, Calle Antezana #9452, Alalay Norte, D5
-17.420525,-66.175966, Calle Ballivián #9453, Lacma, D5
-17.415582,-66.175773, Av. Petrolera #9454, Jaihuayco, D5
-17.421169,-66.174769, Calle Libertad #9455, Alalay Norte, D5
-17.419461,-66.164590, Calle Villarroel #9456, Lacma, D5
-17.440210,-66.157744, Calle Antezana #9457, Jaihuayco, D5
-17.410817,-66.167736, Calle Ballivián #9458, Alalay Norte, D5
-17.412409,-66.185844, Av. Petrolera #9459, Lacma, D5
-17.422412,-66.170539, Calle Libertad #9460, Jaihuayco, D5
-17.426231,-66.178205, Calle Villarroel #9461, Alalay Norte, D5
-17.416649,-66.171548, Calle Antezana #9462, Lacma, D5
-17.417142,-66.180479, Calle Ballivián #9463, Jaihuayco, D5
-17.415479,-66.159221, Av. Petrolera #9464, Alalay Norte, D5
-17.426481,-66.179113, Calle Libertad #9465, Lacma, D5
-17.415812,-66.161725, Calle Villarroel #9466, Jaihuayco, D5
-17.433695,-66.166234, Calle Antezana #9467, Alalay Norte, D5
-17.422089,-66.163925, Calle Ballivián #9468, Lacma, D5
-17.417880,-66.180095, Av. Petrolera #9469, Jaihuayco, D5
-17.410813,-66.184163, Calle Libertad #9470, Alalay Norte, D5
-17.417201,-66.162029, Calle Villarroel #9471, Lacma, D5
-17.424463,-66.178103, Calle Antezana #9472, Jaihuayco, D5
-17.434400,-66.163163, Calle Ballivián #9473, Alalay Norte, D5
-17.430746,-66.161232, Av. Petrolera #9474, Lacma, D5
-17.438808,-66.157014, Calle Libertad #9475, Jaihuayco, D5
-17.423240,-66.163486, Calle Villarroel #9476, Alalay Norte, D5
-17.415424,-66.182275, Calle Antezana #9477, Lacma, D5
-17.424182,-66.170007, Calle Ballivián #9478, Jaihuayco, D5
-17.424480,-66.156798, Av. Petrolera #9479, Alalay Norte, D5
-17.412073,-66.165571, Calle Libertad #9480, Lacma, D5
-17.420486,-66.173966, Calle Villarroel #9481, Jaihuayco, D5
-17.423764,-66.161449, Calle Antezana #9482, Alalay Norte, D5
-17.431685,-66.155508, Calle Ballivián #9483, Lacma, D5
-17.425437,-66.179575, Av. Petrolera #9484, Jaihuayco, D5
-17.432753,-66.160771, Calle Libertad #9485, Alalay Norte, D5
-17.416254,-66.173705, Calle Villarroel #9486, Lacma, D5
-17.415797,-66.181906, Calle Antezana #9487, Jaihuayco, D5
-17.417571,-66.169293, Calle Ballivián #9488, Alalay Norte, D5
-17.422810,-66.175563, Av. Petrolera #9489, Lacma, D5
-17.416822,-66.180311, Calle Libertad #9490, Jaihuayco, D5
-17.420024,-66.168282, Calle Villarroel #9491, Alalay Norte, D5
-17.435715,-66.163716, Calle Antezana #9492, Lacma, D5
-17.417831,-66.163505, Calle Ballivián #9493, Jaihuayco, D5
-17.417242,-66.172293, Av. Petrolera #9494, Alalay Norte, D5
-17.437468,-66.153486, Calle Libertad #9495, Lacma, D5
-17.431024,-66.153080, Calle Villarroel #9496, Jaihuayco, D5
-17.412560,-66.160748, Calle Antezana #9497, Alalay Norte, D5
-17.423435,-66.176296, Calle Ballivián #9498, Lacma, D5
-17.432055,-66.163030, Av. Petrolera #9499, Jaihuayco, D5
-17.425302,-66.177080, Calle Libertad #9500, Alalay Norte, D5
-17.426510,-66.160344, Calle Villarroel #9501, Lacma, D5
-17.436510,-66.159214, Calle Antezana #9502, Jaihuayco, D5
-17.429633,-66.154935, Calle Ballivián #9503, Alalay Norte, D5
-17.427888,-66.171418, Av. Petrolera #9504, Lacma, D5
-17.427439,-66.158259, Calle Libertad #9505, Jaihuayco, D5
-17.422364,-66.164864, Calle Villarroel #9506, Alalay Norte, D5
-17.412848,-66.182573, Calle Antezana #9507, Lacma, D5
-17.416951,-66.180948, Calle Ballivián #9508, Jaihuayco, D5
-17.422770,-66.168352, Av. Petrolera #9509, Alalay Norte, D5
-17.428465,-66.169626, Calle Libertad #9510, Lacma, D5
-17.422586,-66.177738, Calle Villarroel #9511, Jaihuayco, D5
-17.420937,-66.160806, Calle Antezana #9512, Alalay Norte, D5
-17.414908,-66.161706, Calle Ballivián #9513, Lacma, D5
-17.422933,-66.177849, Av. Petrolera #9514, Jaihuayco, D5
-17.436569,-66.162174, Calle Libertad #9515, Alalay Norte, D5
-17.419008,-66.168622, Calle Villarroel #9516, Lacma, D5
-17.430464,-66.167458, Calle Antezana #9517, Jaihuayco, D5
-17.418986,-66.175263, Calle Ballivián #9518, Alalay Norte, D5
-17.433360,-66.154105, Av. Petrolera #9519, Lacma, D5
-17.436813,-66.153914, Calle Libertad #9520, Jaihuayco, D5
-17.423599,-66.163292, Calle Villarroel #9521, Alalay Norte, D5
-17.428648,-66.155674, Calle Antezana #9522, Lacma, D5
-17.416490,-66.182301, Calle Ballivián #9523, Jaihuayco, D5
-17.431192,-66.154259, Av. Petrolera #9524, Alalay Norte, D5
-17.422318,-66.172760, Calle Libertad #9525, Lacma, D5
-17.419216,-66.180436, Calle Villarroel #9526, Jaihuayco, D5
-17.416997,-66.171931, Calle Antezana #9527, Alalay Norte, D5
-17.432338,-66.156798, Calle Ballivián #9528, Lacma, D5
-17.438891,-66.151222, Av. Petrolera #9529, Jaihuayco, D5
-17.436997,-66.153866, Calle Libertad #9530, Alalay Norte, D5
-17.427902,-66.173737, Calle Villarroel #9531, Lacma, D5
-17.434952,-66.162636, Calle Antezana #9532, Jaihuayco, D5
-17.427516,-66.161653, Calle Ballivián #9533, Alalay Norte, D5
-17.436878,-66.157072, Av. Petrolera #9534, Lacma, D5
-17.429572,-66.169856, Calle Libertad #9535, Jaihuayco, D5
-17.418585,-66.178723, Calle Villarroel #9536, Alalay Norte, D5
-17.420426,-66.171444, Calle Antezana #9537, Lacma, D5
-17.434956,-66.161931, Calle Ballivián #9538, Jaihuayco, D5
-17.410077,-66.188729, Av. Petrolera #9539, Alalay Norte, D5
-17.425417,-66.176645, Calle Libertad #9540, Lacma, D5
-17.418565,-66.175883, Calle Villarroel #9541, Jaihuayco, D5
