-17.424504,-66.148321, Calle Kantuta #100, Alalay Sud, D6
-17.409061,-66.133784, Calle Dalence #2834, Kantuta, D6
-17.423505,-66.152407, Calle Kantuta #2835, Villa Hermosa, D6
-17.407614,-66.144760, Calle Siringuero #2836, Alalay Sud, D6
-17.408904,-66.147824, Calle Tupac Katari #2837, Kantuta, D6
-17.405823,-66.150562, Av. Melchor Urquidi #2838, Villa Hermosa, D6
-17.412667,-66.141353, Calle Dalence #2839, Alalay Sud, D6
-17.412002,-66.153135, Calle Kantuta #2840, Kantuta, D6
-17.405932,-66.144564, Calle Siringuero #2841, Villa Hermosa, D6
-17.400540,-66.124853, Calle Tupac Katari #2842, Alalay Sud, D6
-17.409867,-66.127406, Av. Melchor Urquidi #2843, Kantuta, D6
-17.413464,-66.134694, Calle Dalence #2844, Villa Hermosa, D6
-17.413332,-66.142732, Calle Kantuta #2845, Alalay Sud, D6
-17.423828,-66.143422, Calle Siringuero #2846, Kantuta, D6
-17.417914,-66.128357, Calle Tupac Katari #2847, Villa Hermosa, D6
-17.420323,-66.141224, Av. Melchor Urquidi #2848, Alalay Sud, D6
-17.407599,-66.137125, Calle Dalence #2849, Kantuta, D6
-17.418190,-66.133439, Calle Kantuta #2850, Villa Hermosa, D6
-17.403361,-66.140512, Calle Siringuero #2851, Alalay Sud, D6
-17.418267,-66.143743, Calle Tupac Katari #2852, Kantuta, D6
-17.406917,-66.147339, Av. Melchor Urquidi #2853, Villa Hermosa, D6
-17.421675,-66.141501, Calle Dalence #2854, Alalay Sud, D6
-17.403076,-66.136137, Calle Kantuta #2855, Kantuta, D6
-17.407157,-66.143356, Calle Siringuero #2856, Villa Hermosa, D6
-17.400338,-66.131225, Calle Tupac Katari #2857, Alalay Sud, D6
-17.410291,-66.137042, Av. Melchor Urquidi #2858, Kantuta, D6
-17.422038,-66.146438, Calle Dalence #2859, Villa Hermosa, D6
-17.426004,-66.147640, Calle Kantuta #2860, Alalay Sud, D6
-17.408098,-66.131810, Calle Siringuero #2861, Kantuta, D6
-17.404340,-66.134081, Calle Tupac Katari #2862, Villa Hermosa, D6
-17.417928,-66.138494, Av. Melchor Urquidi #2863, Alalay Sud, D6
-17.418782,-66.137771, Calle Dalence #2864, Kantuta, D6
-17.406380,-66.142520, Calle Kantuta #2865, Villa Hermosa, D6
-17.419274,-66.140333, Calle Siringuero #2866, Alalay Sud, D6
-17.408769,-66.132568, Calle Tupac Katari #2867, Kantuta, D6
-17.399874,-66.148313, Av. Melchor Urquidi #2868, Villa Hermosa, D6
-17.422109,-66.142573, Calle Dalence #2869, Alalay Sud, D6
-17.405244,-66.140643, Calle Kantuta #2870, Kantuta, D6
-17.416453,-66.129226, Calle Siringuero #2871, Villa Hermosa, D6
-17.415267,-66.142718, Calle Tupac Katari #2872, Alalay Sud, D6
-17.412569,-66.151330, Av. Melchor Urquidi #2873, Kantuta, D6
-17.405561,-66.127248, Calle Dalence #2874, Villa Hermosa, D6
-17.423213,-66.152019, Calle Kantuta #2875, Alalay Sud, D6
-17.413612,-66.137313, Calle Siringuero #2876, Kantuta, D6
-17.405303,-66.140733, Calle Tupac Katari #2877, Villa Hermosa, D6
-17.404490,-66.141825, Av. Melchor Urquidi #2878, Alalay Sud, D6
-17.412419,-66.133475, Calle Dalence #2879, Kantuta, D6
-17.423948,-66.143782, Calle Kantuta #2880, Villa Hermosa, D6
-17.422254,-66.133499, Calle Siringuero #2881, Alalay Sud, D6
-17.403018,-66.143746, Calle Tupac Katari #2882, Kantuta, D6
-17.416301,-66.153836, Av. Melchor Urquidi #2883, Villa Hermosa, D6
-17.412655,-66.148372, Calle Dalence #2884, Alalay Sud, D6
-17.408708,-66.143175, Calle Kantuta #2885, Kantuta, D6
-17.399521,-66.135471, Calle Siringuero #2886, Villa Hermosa, D6
-17.416549,-66.128294, Calle Tupac Katari #2887, Alalay Sud, D6
-17.420896,-66.148431, Av. Melchor Urquidi #2888, Kantuta, D6
-17.400151,-66.137923, Calle Dalence #2889, Villa Hermosa, D6
-17.407097,-66.128370, Calle Kantuta #2890, Alalay Sud, D6
-17.406696,-66.135668, Calle Siringuero #2891, Kantuta, D6
-17.399293,-66.130256, Calle Tupac Katari #2892, Villa Hermosa, D6
-17.417642,-66.145626, Av. Melchor Urquidi #2893, Alalay Sud, D6
-17.401579,-66.126894, Calle Dalence #2894, Kantuta, D6
-17.423365,-66.145034, Calle Kantuta #2895, Villa Hermosa, D6
-17.408655,-66.135005, Calle Siringuero #2896, Alalay Sud, D6
-17.425164,-66.151742, Calle Tupac Katari #2897, Kantuta, D6
-17.416476,-66.131564, Av. Melchor Urquidi #2898, Villa Hermosa, D6
-17.419815,-66.142396, Calle Dalence #2899, Alalay Sud, D6
-17.410853,-66.132209, Calle Kantuta #2900, Kantuta, D6
-17.419608,-66.138014, Calle Siringuero #2901, Villa Hermosa, D6
-17.416924,-66.144100, Calle Tupac Katari #2902, Alalay Sud, D6
-17.407216,-66.144608, Av. Melchor Urquidi #2903, Kantuta, D6
-17.400226,-66.141742, Calle Dalence #2904, Villa Hermosa, D6
-17.400639,-66.134034, Calle Kantuta #2905, Alalay Sud, D6
-17.422606,-66.133548, Calle Siringuero #2906, Kantuta, D6
-17.409772,-66.137079, Calle Tupac Katari #2907, Villa Hermosa, D6
-17.402558,-66.133116, Av. Melchor Urquidi #2908, Alalay Sud, D6
-17.409094,-66.130971, Calle Dalence #2909, Kantuta, D6
-17.416042,-66.149543, Calle Kantuta #2910, Villa Hermosa, D6
-17.418204,-66.133615, Calle Siringuero #2911, Alalay Sud, D6
-17.414523,-66.139632, Calle Tupac Katari #2912, Kantuta, D6
-17.416909,-66.129569, Av. Melchor Urquidi #2913, Villa Hermosa, D6
-17.408847,-66.131484, Calle Dalence #2914, Alalay Sud, D6
-17.413000,-66.131395, Calle Kantuta #2915, Kantuta, D6
-17.422742,-66.148708, Calle Siringuero #2916, Villa Hermosa, D6
-17.421913,-66.147170, Calle Tupac Katari #2917, Alalay Sud, D6
-17.422548,-66.152932, Av. Melchor Urquidi #2918, Kantuta, D6
-17.403352,-66.144160, Calle Dalence #2919, Villa Hermosa, D6
-17.425275,-66.148114, Calle Kantuta #2920, Alalay Sud, D6
-17.411712,-66.143681, Calle Siringuero #2921, Kantuta, D6
-17.420728,-66.139079, Calle Tupac Katari #2922, Villa Hermosa, D6
-17.399708,-66.140411, Av. Melchor Urquidi #2923, Alalay Sud, D6
-17.405211,-66.135867, Calle Dalence #2924, Kantuta, D6
-17.420469,-66.136859, Calle Kantuta #2925, Villa Hermosa, D6
-17.410242,-66.139323, Calle Siringuero #2926, Alalay Sud, D6
-17.401626,-66.130995, Calle Tupac Katari #2927, Kantuta, D6
-17.428450,-66.149434, Av. Melchor Urquidi #2928, Villa Hermosa, D6
-17.403668,-66.140499, Calle Dalence #2929, Alalay Sud, D6
-17.401917,-66.145742, Calle Kantuta #2930, Kantuta, D6
-17.414804,-66.150706, Calle Siringuero #2931, Villa Hermosa, D6
-17.413859,-66.148835, Calle Tupac Katari #2932, Alalay Sud, D6
-17.415392,-66.137017, Av. Melchor Urquidi #2933, Kantuta, D6
-17.423703,-66.153781, Calle Dalence #2934, Villa Hermosa, D6
-17.410881,-66.151881, Calle Kantuta #2935, Alalay Sud, D6
-17.411831,-66.148285, Calle Siringuero #2936, Kantuta, D6
-17.419899,-66.145157, Calle Tupac Katari #2937, Villa Hermosa, D6
-17.419648,-66.138627, Av. Melchor Urquidi #2938, Alalay Sud, D6
-17.399386,-66.141875, Calle Dalence #2939, Kantuta, D6
-17.404779,-66.128055, Calle Kantuta #2940, Villa Hermosa, D6
-17.402304,-66.137213, Calle Siringuero #2941, Alalay Sud, D6
-17.404461,-66.128810, Calle Tupac Katari #2942, Kantuta, D6
-17.416890,-66.136597, Av. Melchor Urquidi #2943, Villa Hermosa, D6
-17.414449,-66.152575, Calle Dalence #2944, Alalay Sud, D6
-17.417684,-66.152539, Calle Kantuta #2945, Kantuta, D6
-17.404327,-66.131827, Calle Siringuero #2946, Villa Hermosa, D6
-17.426122,-66.148818, Calle Tupac Katari #2947, Alalay Sud, D6
-17.415118,-66.133966, Av. Melchor Urquidi #2948, Kantuta, D6
-17.423421,-66.135486, Calle Dalence #2949, Villa Hermosa, D6
-17.419291,-66.146815, Calle Kantuta #2950, Alalay Sud, D6
-17.399230,-66.128326, Calle Siringuero #2951, Kantuta, D6
-17.405842,-66.149330, Calle Tupac Katari #2952, Villa Hermosa, D6
-17.405898,-66.152617, Av. Melchor Urquidi #2953, Alalay Sud, D6
-17.401882,-66.128766, Calle Dalence #2954, Kantuta, D6
-17.404206,-66.132588, Calle Kantuta #2955, Villa Hermosa, D6
-17.419320,-66.142651, Calle Siringuero #2956, Alalay Sud, D6
-17.407465,-66.134239, Calle Tupac Katari #2957, Kantuta, D6
-17.415547,-66.131100, Av. Melchor Urquidi #2958, Villa Hermosa, D6
-17.420187,-66.148693, Calle Dalence #2959, Alalay Sud, D6
-17.406849,-66.142038, Calle Kantuta #2960, Kantuta, D6
-17.402773,-66.126373, Calle Siringuero #2961, Villa Hermosa, D6
-17.422985,-66.148008, Calle Tupac Katari #2962, Alalay Sud, D6
-17.422490,-66.152612, Av. Melchor Urquidi #2963, Kantuta, D6
-17.411556,-66.131703, Calle Dalence #2964, Villa Hermosa, D6
-17.414681,-66.154797, Calle Kantuta #2965, Alalay Sud, D6
-17.418478,-66.151678, Calle Siringuero #2966, Kantuta, D6
-17.404164,-66.127549, Calle Tupac Katari #2967, Villa Hermosa, D6
-17.413509,-66.151476, Av. Melchor Urquidi #2968, Alalay Sud, D6
-17.414847,-66.138174, Calle Dalence #2969, Kantuta, D6
-17.403425,-66.141238, Calle Kantuta #2970, Villa Hermosa, D6
-17.402314,-66.138580, Calle Siringuero #2971, Alalay Sud, D6
-17.421905,-66.140536, Calle Tupac Katari #2972, Kantuta, D6
-17.422764,-66.154053, Av. Melchor Urquidi #2973, Villa Hermosa, D6
-17.400243,-66.136642, Calle Dalence #2974, Alalay Sud, D6
-17.416466,-66.137194, Calle Kantuta #2975, Kantuta, D6
-17.401270,-66.135348, Calle Siringuero #2976, Villa Hermosa, D6
-17.410287,-66.144189, Calle Tupac Katari #2977, Alalay Sud, D6
-17.405573,-66.139517, Av. Melchor Urquidi #2978, Kantuta, D6
-17.423087,-66.146922, Calle Dalence #2979, Villa Hermosa, D6
-17.415084,-66.131388, Calle Kantuta #2980, Alalay Sud, D6
-17.422346,-66.148771, Calle Siringuero #2981, Kantuta, D6
-17.399403,-66.126513, Calle Tupac Katari #2982, Villa Hermosa, D6
-17.423723,-66.143167, Av. Melchor Urquidi #2983, Alalay Sud, D6
-17.417103,-66.135587, Calle Dalence #2984, Kantuta, D6
-17.416269,-66.150016, Calle Kantuta #2985, Villa Hermosa, D6
-17.410132,-66.141132, Calle Siringuero #2986, Alalay Sud, D6
-17.412952,-66.149160, Calle Tupac Katari #2987, Kantuta, D6
-17.410291,-66.133070, Av. Melchor Urquidi #2988, Villa Hermosa, D6
-17.420053,-66.132381, Calle Dalence #2989, Alalay Sud, D6
-17.407350,-66.129154, Calle Kantuta #2990, Kantuta, D6
-17.400602,-66.136666, Calle Siringuero #2991, Villa Hermosa, D6
-17.412134,-66.148869, Calle Tupac Katari #2992, Alalay Sud, D6
-17.412324,-66.140752, Av. Melchor Urquidi #2993, Kantuta, D6
-17.416795,-66.139682, Calle Dalence #2994, Villa Hermosa, D6
-17.408287,-66.142871, Calle Kantuta #2995, Alalay Sud, D6
-17.415575,-66.132085, Calle Siringuero #2996, Kantuta, D6
-17.403396,-66.135625, Calle Tupac Katari #2997, Villa Hermosa, D6
-17.412708,-66.140767, Av. Melchor Urquidi #2998, Alalay Sud, D6
-17.420662,-66.140937, Calle Dalence #2999, Kantuta, D6
-17.415578,-66.152578, Calle Kantuta #3000, Villa Hermosa, D6
-17.408049,-66.140957, Calle Siringuero #3001, Alalay Sud, D6
-17.400088,-66.134580, Calle Tupac Katari #3002, Kantuta, D6
-17.406180,-66.144258, Av. Melchor Urquidi #3003, Villa Hermosa, D6
-17.408786,-66.129971, Calle Dalence #3004, Alalay Sud, D6
-17.405748,-66.145371, Calle Kantuta #3005, Kantuta, D6
-17.416978,-66.138893, Calle Siringuero #3006, Villa Hermosa, D6
-17.403818,-66.128695, Calle Tupac Katari #3007, Alalay Sud, D6
-17.418838,-66.148589, Av. Melchor Urquidi #3008, Kantuta, D6
-17.413932,-66.143721, Calle Dalence #3009, Villa Hermosa, D6
-17.399527,-66.139681, Calle Kantuta #3010, Alalay Sud, D6
-17.398975,-66.134884, Calle Siringuero #3011, Kantuta, D6
-17.411835,-66.145973, Calle Tupac Katari #3012, Villa Hermosa, D6
-17.405970,-66.123295, Av. Melchor Urquidi #3013, Alalay Sud, D6
-17.412347,-66.132356, Calle Dalence #3014, Kantuta, D6
-17.422392,-66.138125, Calle Kantuta #3015, Villa Hermosa, D6
-17.421385,-66.154321, Calle Siringuero #3016, Alalay Sud, D6
-17.415310,-66.142724, Calle Tupac Katari #3017, Kantuta, D6
-17.410930,-66.136362, Av. Melchor Urquidi #3018, Villa Hermosa, D6
-17.406571,-66.136138, Calle Dalence #3019, Alalay Sud, D6
-17.411033,-66.129785, Calle Kantuta #3020, Kantuta, D6
-17.422272,-66.143362, Calle Siringuero #3021, Villa Hermosa, D6
-17.418534,-66.149701, Calle Tupac Katari #3022, Alalay Sud, D6
-17.413120,-66.131609, Av. Melchor Urquidi #3023, Kantuta, D6
-17.424399,-66.148418, Calle Dalence #3024, Villa Hermosa, D6
-17.414484,-66.138683, Calle Kantuta #3025, Alalay Sud, D6
-17.405201,-66.148968, Calle Siringuero #3026, Kantuta, D6
-17.423555,-66.154280, Calle Tupac Katari #3027, Villa Hermosa, D6
-17.419420,-66.138633, Av. Melchor Urquidi #3028, Alalay Sud, D6
-17.400301,-66.142380, Calle Dalence #3029, Kantuta, D6
-17.412297,-66.141519, Calle Kantuta #3030, Villa Hermosa, D6
-17.399301,-66.130560, Calle Siringuero #3031, Alalay Sud, D6
-17.398757,-66.136142, Calle Tupac Katari #3032, Kantuta, D6
-17.402084,-66.141948, Av. Melchor Urquidi #3033, Villa Hermosa, D6
-17.411952,-66.148018, Calle Dalence #3034, Alalay Sud, D6
-17.406769,-66.126250, Calle Kantuta #3035, Kantuta, D6
-17.419428,-66.147253, Calle Siringuero #3036, Villa Hermosa, D6
-17.414126,-66.144166, Calle Tupac Katari #3037, Alalay Sud, D6
-17.409195,-66.137731, Av. Melchor Urquidi #3038, Kantuta, D6
-17.417733,-66.145289, Calle Dalence #3039, Villa Hermosa, D6
-17.405630,-66.149035, Calle Kantuta #3040, Alalay Sud, D6
-17.416121,-66.154881, Calle Siringuero #3041, Kantuta, D6
-17.406090,-66.141038, Calle Tupac Katari #3042, Villa Hermosa, D6
-17.414995,-66.154402, Av. Melchor Urquidi #3043, Alalay Sud, D6
-17.418228,-66.129781, Calle Dalence #3044, Kantuta, D6
-17.419114,-66.149325, Calle Kantuta #3045, Villa Hermosa, D6
-17.412255,-66.153193, Calle Siringuero #3046, Alalay Sud, D6
-17.416960,-66.152064, Calle Tupac Katari #3047, Kantuta, D6
-17.409568,-66.148298, Av. Melchor Urquidi #3048, Villa Hermosa, D6
-17.413235,-66.145159, Calle Dalence #3049, Alalay Sud, D6
-17.401076,-66.131778, Calle Kantuta #3050, Kantuta, D6
-17.401459,-66.133575, Calle Siringuero #3051, Villa Hermosa, D6
-17.406929,-66.132272, Calle Tupac Katari #3052, Alalay Sud, D6
-17.405362,-66.130393, Av. Melchor Urquidi #3053, Kantuta, D6
-17.399770,-66.127017, Calle Dalence #3054, Villa Hermosa, D6
-17.401296,-66.145876, Calle Kantuta #3055, Alalay Sud, D6
-17.420609,-66.136203, Calle Siringuero #3056, Kantuta, D6
-17.413438,-66.140007, Calle Tupac Katari #3057, Villa Hermosa, D6
-17.422243,-66.148924, Av. Melchor Urquidi #3058, Alalay Sud, D6
-17.403529,-66.130415, Calle Dalence #3059, Kantuta, D6
-17.407482,-66.125757, Calle Kantuta #3060, Villa Hermosa, D6
-17.420588,-66.149819, Calle Siringuero #3061, Alalay Sud, D6
-17.419303,-66.147552, Calle Tupac Katari #3062, Kantuta, D6
-17.411208,-66.142122, Av. Melchor Urquidi #3063, Villa Hermosa, D6
-17.410179,-66.137233, Calle Dalence #3064, Alalay Sud, D6
-17.411185,-66.151364, Calle Kantuta #3065, Kantuta, D6
-17.402286,-66.126621, Calle Siringuero #3066, Villa Hermosa, D6
-17.424760,-66.143622, Calle Tupac Katari #3067, Alalay Sud, D6
-17.401827,-66.145700, Av. Melchor Urquidi #3068, Kantuta, D6
-17.398926,-66.128744, Calle Dalence #3069, Villa Hermosa, D6
-17.422009,-66.144968, Calle Kantuta #3070, Alalay Sud, D6
-17.417602,-66.136570, Calle Siringuero #3071, Kantuta, D6
-17.417489,-66.152811, Calle Tupac Katari #3072, Villa Hermosa, D6
-17.423041,-66.142110, Av. Melchor Urquidi #3073, Alalay Sud, D6
-17.412950,-66.137756, Calle Dalence #3074, Kantuta, D6
-17.408477,-66.127488, Calle Kantuta #3075, Villa Hermosa, D6
-17.418135,-66.136333, Calle Siringuero #3076, Alalay Sud, D6
-17.418147,-66.131706, Calle Tupac Katari #3077, Kantuta, D6
-17.405217,-66.145937, Av. Melchor Urquidi #3078, Villa Hermosa, D6
-17.417025,-66.137295, Calle Dalence #3079, Alalay Sud, D6
-17.415480,-66.153163, Calle Kantuta #3080, Kantuta, D6
-17.410608,-66.134274, Calle Siringuero #3081, Villa Hermosa, D6
-17.400664,-66.144935, Calle Tupac Katari #3082, Alalay Sud, D6
-17.412564,-66.145961, Av. Melchor Urquidi #3083, Kantuta, D6
-17.400956,-66.145220, Calle Dalence #3084, Villa Hermosa, D6
-17.401182,-66.149121, Calle Kantuta #3085, Alalay Sud, D6
-17.417007,-66.148667, Calle Siringuero #3086, Kantuta, D6
-17.402308,-66.141803, Calle Tupac Katari #3087, Villa Hermosa, D6
-17.401593,-66.128645, Av. Melchor Urquidi #3088, Alalay Sud, D6
-17.408193,-66.127805, Calle Dalence #3089, Kantuta, D6
-17.410372,-66.134098, Calle Kantuta #3090, Villa Hermosa, D6
-17.417657,-66.142154, Calle Siringuero #3091, Alalay Sud, D6
-17.405749,-66.150070, Calle Tupac Katari #3092, Kantuta, D6
-17.402285,-66.144737, Av. Melchor Urquidi #3093, Villa Hermosa, D6
-17.405066,-66.143633, Calle Dalence #3094, Alalay Sud, D6
-17.400554,-66.148556, Calle Kantuta #3095, Kantuta, D6
-17.404822,-66.125515, Calle Siringuero #3096, Villa Hermosa, D6
-17.418241,-66.133458, Calle Tupac Katari #3097, Alalay Sud, D6
-17.415088,-66.132868, Av. Melchor Urquidi #3098, Kantuta, D6
-17.412630,-66.141293, Calle Dalence #3099, Villa Hermosa, D6
-17.405364,-66.134161, Calle Kantuta #3100, Alalay Sud, D6
-17.410519,-66.131644, Calle Siringuero #3101, Kantuta, D6
-17.420868,-66.132259, Calle Tupac Katari #3102, Villa Hermosa, D6
-17.422533,-66.153735, Av. Melchor Urquidi #3103, Alalay Sud, D6
-17.419278,-66.144539, Calle Dalence #3104, Kantuta, D6
-17.414206,-66.132261, Calle Kantuta #3105, Villa Hermosa, D6
-17.414984,-66.147432, Calle Siringuero #3106, Alalay Sud, D6
-17.402289,-66.127656, Calle Tupac Katari #3107, Kantuta, D6
-17.419779,-66.132808, Av. Melchor Urquidi #3108, Villa Hermosa, D6
-17.413615,-66.139916, Calle Dalence #3109, Alalay Sud, D6
-17.414494,-66.151289, Calle Kantuta #3110, Kantuta, D6
-17.412194,-66.138008, Calle Siringuero #3111, Villa Hermosa, D6
-17.404363,-66.148978, Calle Tupac Katari #3112, Alalay Sud, D6
-17.421670,-66.145729, Av. Melchor Urquidi #3113, Kantuta, D6
-17.399608,-66.136266, Calle Dalence #3114, Villa Hermosa, D6
-17.417829,-66.137490, Calle Kantuta #3115, Alalay Sud, D6
-17.422372,-66.131687, Calle Siringuero #3116, Kantuta, D6
-17.424123,-66.146601, Calle Tupac Katari #3117, Villa Hermosa, D6
-17.416542,-66.139427, Av. Melchor Urquidi #3118, Alalay Sud, D6
-17.412128,-66.151541, Calle Dalence #3119, Kantuta, D6
-17.423531,-66.144324, Calle Kantuta #3120, Villa Hermosa, D6
-17.415950,-66.126882, Calle Siringuero #3121, Alalay Sud, D6
-17.409261,-66.144360, Calle Tupac Katari #3122, Kantuta, D6
-17.414558,-66.149334, Av. Melchor Urquidi #3123, Villa Hermosa, D6
-17.413271,-66.132049, Calle Dalence #3124, Alalay Sud, D6
-17.399867,-66.127203, Calle Kantuta #3125, Kantuta, D6
-17.407473,-66.127003, Calle Siringuero #3126, Villa Hermosa, D6
-17.421939,-66.145181, Calle Tupac Katari #3127, Alalay Sud, D6
-17.408688,-66.148593, Av. Melchor Urquidi #3128, Kantuta, D6
-17.399937,-66.125426, Calle Dalence #3129, Villa Hermosa, D6
-17.398354,-66.127775, Calle Kantuta #3130, Alalay Sud, D6
-17.408572,-66.131013, Calle Siringuero #3131, Kantuta, D6
-17.400998,-66.135266, Calle Tupac Katari #3132, Villa Hermosa, D6
-17.405582,-66.138574, Av. Melchor Urquidi #3133, Alalay Sud, D6
-17.416159,-66.143710, Calle Dalence #3134, Kantuta, D6
-17.410193,-66.145940, Calle Kantuta #3135, Villa Hermosa, D6
-17.412429,-66.141257, Calle Siringuero #3136, Alalay Sud, D6
-17.414854,-66.136834, Calle Tupac Katari #3137, Kantuta, D6
-17.408520,-66.144615, Av. Melchor Urquidi #3138, Villa Hermosa, D6
-17.406348,-66.130652, Calle Dalence #3139, Alalay Sud, D6
-17.405427,-66.136829, Calle Kantuta #3140, Kantuta, D6
-17.411400,-66.127731, Calle Siringuero #3141, Villa Hermosa, D6
-17.401232,-66.141515, Calle Tupac Katari #3142, Alalay Sud, D6
-17.409405,-66.137189, Av. Melchor Urquidi #3143, Kantuta, D6
-17.406820,-66.138555, Calle Dalence #3144, Villa Hermosa, D6
-17.401030,-66.136850, Calle Kantuta #3145, Alalay Sud, D6
-17.409441,-66.130222, Calle Siringuero #3146, Kantuta, D6
-17.404946,-66.124037, Calle Tupac Katari #3147, Villa Hermosa, D6
-17.402685,-66.124694, Av. Melchor Urquidi #3148, Alalay Sud, D6
-17.400936,-66.147279, Calle Dalence #3149, Kantuta, D6
-17.410169,-66.128599, Calle Kantuta #3150, Villa Hermosa, D6
-17.415609,-66.133314, Calle Siringuero #3151, Alalay Sud, D6
-17.420779,-66.150777, Calle Tupac Katari #3152, Kantuta, D6
-17.409839,-66.146499, Av. Melchor Urquidi #3153, Villa Hermosa, D6
-17.417673,-66.137294, Calle Dalence #3154, Alalay Sud, D6
-17.422552,-66.136279, Calle Kantuta #3155, Kantuta, D6
-17.414076,-66.135620, Calle Siringuero #3156, Villa Hermosa, D6
-17.410066,-66.142095, Calle Tupac Katari #3157, Alalay Sud, D6
-17.421916,-66.151883, Av. Melchor Urquidi #3158, Kantuta, D6
-17.421636,-66.141048, Calle Dalence #3159, Villa Hermosa, D6
-17.406477,-66.148531, Calle Kantuta #3160, Alalay Sud, D6
-17.407599,-66.139312, Calle Siringuero #3161, Kantuta, D6
-17.425307,-66.151686, Calle Tupac Katari #3162, Villa Hermosa, D6
-17.416576,-66.147202, Av. Melchor Urquidi #3163, Alalay Sud, D6
-17.420660,-66.143990, Calle Dalence #3164, Kantuta, D6
-17.422081,-66.137680, Calle Kantuta #3165, Villa Hermosa, D6
-17.425120,-66.145980, Calle Siringuero #3166, Alalay Sud, D6
-17.413603,-66.154515, Calle Tupac Katari #3167, Kantuta, D6
-17.401907,-66.143751, Av. Melchor Urquidi #3168, Villa Hermosa, D6
-17.410527,-66.149876, Calle Dalence #3169, Alalay Sud, D6
-17.413357,-66.151973, Calle Kantuta #3170, Kantuta, D6
-17.419515,-66.132034, Calle Siringuero #3171, Villa Hermosa, D6
-17.417160,-66.146590, Calle Tupac Katari #3172, Alalay Sud, D6
-17.402593,-66.133461, Av. Melchor Urquidi #3173, Kantuta, D6
-17.410289,-66.132253, Calle Dalence #3174, Villa Hermosa, D6
-17.407936,-66.149688, Calle Kantuta #3175, Alalay Sud, D6
-17.408208,-66.130928, Calle Siringuero #3176, Kantuta, D6
-17.401269,-66.144956, Calle Tupac Katari #3177, Villa Hermosa, D6
-17.414787,-66.152722, Av. Melchor Urquidi #3178, Alalay Sud, D6
-17.408315,-66.144428, Calle Dalence #3179, Kantuta, D6
-17.403264,-66.141847, Calle Kantuta #3180, Villa Hermosa, D6
-17.408258,-66.130113, Calle Siringuero #3181, Alalay Sud, D6
-17.413133,-66.128279, Calle Tupac Katari #3182, Kantuta, D6
-17.406830,-66.125870, Av. Melchor Urquidi #3183, Villa Hermosa, D6
-17.406053,-66.135669, Calle Dalence #3184, Alalay Sud, D6
-17.406376,-66.135904, Calle Kantuta #3185, Kantuta, D6
-17.401316,-66.127107, Calle Siringuero #3186, Villa Hermosa, D6
-17.401845,-66.144590, Calle Tupac Katari #3187, Alalay Sud, D6
-17.418303,-66.139529, Av. Melchor Urquidi #3188, Kantuta, D6
-17.422668,-66.153841, Calle Dalence #3189, Villa Hermosa, D6
-17.422025,-66.150269, Calle Kantuta #3190, Alalay Sud, D6
-17.399369,-66.140190, Calle Siringuero #3191, Kantuta, D6
-17.407785,-66.135861, Calle Tupac Katari #3192, Villa Hermosa, D6
-17.407317,-66.152913, Av. Melchor Urquidi #3193, Alalay Sud, D6
-17.410482,-66.144408, Calle Dalence #3194, Kantuta, D6
-17.425914,-66.145071, Calle Kantuta #3195, Villa Hermosa, D6
-17.400535,-66.126504, Calle Siringuero #3196, Alalay Sud, D6
-17.405646,-66.144544, Calle Tupac Katari #3197, Kantuta, D6
-17.426536,-66.149670, Av. Melchor Urquidi #3198, Villa Hermosa, D6
-17.398942,-66.128361, Calle Dalence #3199, Alalay Sud, D6
-17.415750,-66.147605, Calle Kantuta #3200, Kantuta, D6
-17.418963,-66.131313, Calle Siringuero #3201, Villa Hermosa, D6
-17.407355,-66.131198, Calle Tupac Katari #3202, Alalay Sud, D6
-17.410384,-66.143878, Av. Melchor Urquidi #3203, Kantuta, D6
-17.410262,-66.129747, Calle Dalence #3204, Villa Hermosa, D6
-17.400581,-66.138274, Calle Kantuta #3205, Alalay Sud, D6
-17.400097,-66.138395, Calle Siringuero #3206, Kantuta, D6
-17.418055,-66.131799, Calle Tupac Katari #3207, Villa Hermosa, D6
-17.420609,-66.137343, Av. Melchor Urquidi #3208, Alalay Sud, D6
-17.407794,-66.146735, Calle Dalence #3209, Kantuta, D6
-17.405662,-66.146010, Calle Kantuta #3210, Villa Hermosa, D6
-17.428686,-66.149884, Calle Siringuero #3211, Alalay Sud, D6
-17.415862,-66.135831, Calle Tupac Katari #3212, Kantuta, D6
-17.415463,-66.148113, Av. Melchor Urquidi #3213, Villa Hermosa, D6
-17.399253,-66.139527, Calle Dalence #3214, Alalay Sud, D6
-17.401278,-66.128917, Calle Kantuta #3215, Kantuta, D6
-17.410451,-66.133762, Calle Siringuero #3216, Villa Hermosa, D6
-17.410449,-66.146267, Calle Tupac Katari #3217, Alalay Sud, D6
-17.400976,-66.140142, Av. Melchor Urquidi #3218, Kantuta, D6
-17.416198,-66.144866, Calle Dalence #3219, Villa Hermosa, D6
-17.423642,-66.152017, Calle Kantuta #3220, Alalay Sud, D6
-17.419067,-66.139925, Calle Siringuero #3221, Kantuta, D6
-17.414842,-66.133920, Calle Tupac Katari #3222, Villa Hermosa, D6
-17.413619,-66.131850, Av. Melchor Urquidi #3223, Alalay Sud, D6
-17.416331,-66.139007, Calle Dalence #3224, Kantuta, D6
