-17.339004,-66.151933, Calle Terminal #100, Cara Cara, D13
-17.306000,-66.155038, Calle Cementerio #1346, La Temible, D13
-17.324852,-66.157546, Calle Industrial #1347, K’ara K’ara II, D13
-17.316382,-66.156245, Calle Ferrocarril #1348, Cara Cara, D13
-17.318112,-66.162003, Calle Tupiza #1349, La Temible, D13
-17.338707,-66.153451, Calle Terminal #1350, K’ara K’ara II, D13
-17.302728,-66.140108, Calle Cementerio #1351, Cara Cara, D13
-17.360427,-66.110749, Calle Industrial #1352, La Temible, D13
-17.340183,-66.135748, Calle Ferrocarril #1353, K’ara K’ara II, D13
-17.331503,-66.182259, Calle Tupiza #1354, Cara Cara, D13
-17.363401,-66.112111, Calle Terminal #1355, La Temible, D13
-17.316958,-66.155884, Calle Cementerio #1356, K’ara K’ara II, D13
-17.346794,-66.140714, Calle Industrial #1357, Cara Cara, D13
-17.351364,-66.118817, Calle Ferrocarril #1358, La Temible, D13
-17.303687,-66.140896, Calle Tupiza #1359, K’ara K’ara II, D13
-17.311553,-66.129662, Calle Terminal #1360, Cara Cara, D13
-17.323891,-66.143829, Calle Cementerio #1361, La Temible, D13
-17.333866,-66.168431, Calle Industrial #1362, K’ara K’ara II, D13
-17.302395,-66.150250, Calle Ferrocarril #1363, Cara Cara, D13
-17.334663,-66.169228, Calle Tupiza #1364, La Temible, D13
-17.323765,-66.157037, Calle Terminal #1365, K’ara K’ara II, D13
-17.352309,-66.145953, Calle Cementerio #1366, Cara Cara, D13
-17.350227,-66.135348, Calle Industrial #1367, La Temible, D13
-17.317789,-66.156104, Calle Ferrocarril #1368, K’ara K’ara II, D13
-17.326898,-66.165227, Calle Tupiza #1369, Cara Cara, D13
-17.342177,-66.121304, Calle Terminal #1370, La Temible, D13
-17.302118,-66.149646, Calle Cementerio #1371, K’ara K’ara II, D13
-17.291226,-66.139808, Calle Industrial #1372, Cara Cara, D13
-17.293932,-66.137443, Calle Ferrocarril #1373, La Temible, D13
-17.310453,-66.154504, Calle Tupiza #1374, K’ara K’ara II, D13
-17.329084,-66.141557, Calle Terminal #1375, Cara Cara, D13
-17.349995,-66.131326, Calle Cementerio #1376, La Temible, D13
-17.339014,-66.139842, Calle Industrial #1377, K’ara K’ara II, D13
-17.323130,-66.143389, Calle Ferrocarril #1378, Cara Cara, D13
-17.288131,-66.135772, Calle Tupiza #1379, La Temible, D13
-17.314255,-66.129783, Calle Terminal #1380, K’ara K’ara II, D13
-17.352070,-66.148554, Calle Cementerio #1381, Cara Cara, D13
-17.354837,-66.141687, Calle Industrial #1382, La Temible, D13
-17.335354,-66.179944, Calle Ferrocarril #1383, K’ara K’ara II, D13
-17.356615,-66.122620, Calle Tupiza #1384, Cara Cara, D13
-17.322412,-66.163265, Calle Terminal #1385, La Temible, D13
-17.298256,-66.134093, Calle Cementerio #1386, K’ara K’ara II, D13
-17.320989,-66.162244, Calle Industrial #1387, Cara Cara, D13
-17.297998,-66.139488, Calle Ferrocarril #1388, La Temible, D13
-17.325737,-66.124860, Calle Tupiza #1389, K’ara K’ara II, D13
-17.357921,-66.139366, Calle Terminal #1390, Cara Cara, D13
-17.325717,-66.147907, Calle Cementerio #1391, La Temible, D13
-17.352891,-66.141626, Calle Industrial #1392, K’ara K’ara II, D13
-17.321770,-66.167694, Calle Ferrocarril #1393, Cara Cara, D13
-17.299443,-66.127231, Calle Tupiza #1394, La Temible, D13
-17.332334,-66.167022, Calle Terminal #1395, K’ara K’ara II, D13
-17.346234,-66.163695, Calle Cementerio #1396, Cara Cara, D13
-17.358813,-66.118429, Calle Industrial #1397, La Temible, D13
-17.352156,-66.147684, Calle Ferrocarril #1398, K’ara K’ara II, D13
-17.323204,-66.121509, Calle Tupiza #1399, Cara Cara, D13
-17.330986,-66.172150, Calle Terminal #1400, La Temible, D13
-17.343812,-66.134587, Calle Cementerio #1401, K’ara K’ara II, D13
-17.312338,-66.150929, Calle Industrial #1402, Cara Cara, D13
-17.338812,-66.128372, Calle Ferrocarril #1403, La Temible, D13
-17.308996,-66.128070, Calle Tupiza #1404, K’ara K’ara II, D13
-17.355003,-66.145932, Calle Terminal #1405, Cara Cara, D13
-17.356425,-66.141953, Calle Cementerio #1406, La Temible, D13
-17.324087,-66.137819, Calle Industrial #1407, K’ara K’ara II, D13
-17.334243,-66.182382, Calle Ferrocarril #1408, Cara Cara, D13
-17.343400,-66.155510, Calle Tupiza #1409, La Temible, D13
-17.314128,-66.140423, Calle Terminal #1410, K’ara K’ara II, D13
-17.304980,-66.142984, Calle Cementerio #1411, Cara Cara, D13
-17.318840,-66.163282, Calle Industrial #1412, La Temible, D13
-17.301721,-66.143003, Calle Ferrocarril #1413, K’ara K’ara II, D13
-17.317287,-66.152483, Calle Tupiza #1414, Cara Cara, D13
-17.302600,-66.149400, Calle Terminal #1415, La Temible, D13
-17.295518,-66.152109, Calle Cementerio #1416, K’ara K’ara II, D13
-17.306922,-66.156107, Calle Industrial #1417, Cara Cara, D13
-17.354866,-66.142534, Calle Ferrocarril #1418, La Temible, D13
-17.330767,-66.141820, Calle Tupiza #1419, K’ara K’ara II, D13
-17.338566,-66.127324, Calle Terminal #1420, Cara Cara, D13
-17.328977,-66.122191, Calle Cementerio #1421, La Temible, D13
-17.294111,-66.135277, Calle Industrial #1422, K’ara K’ara II, D13
-17.294702,-66.140767, Calle Ferrocarril #1423, Cara Cara, D13
-17.302593,-66.132143, Calle Tupiza #1424, La Temible, D13
-17.304873,-66.143157, Calle Terminal #1425, K’ara K’ara II, D13
-17.345126,-66.154594, Calle Cementerio #1426, Cara Cara, D13
-17.319054,-66.134637, Calle Industrial #1427, La Temible, D13
-17.334925,-66.136953, Calle Ferrocarril #1428, K’ara K’ara II, D13
-17.289270,-66.140810, Calle Tupiza #1429, Cara Cara, D13
-17.326567,-66.158467, Calle Terminal #1430, La Temible, D13
-17.337549,-66.129055, Calle Cementerio #1431, K’ara K’ara II, D13
-17.325923,-66.160670, Calle Industrial #1432, Cara Cara, D13
-17.301069,-66.145120, Calle Ferrocarril #1433, La Temible, D13
-17.320651,-66.151983, Calle Tupiza #1434, K’ara K’ara II, D13
-17.325927,-66.154224, Calle Terminal #1435, Cara Cara, D13
-17.301762,-66.145864, Calle Cementerio #1436, La Temible, D13
-17.356298,-66.119914, Calle Industrial #1437, K’ara K’ara II, D13
-17.323430,-66.121555, Calle Ferrocarril #1438, Cara Cara, D13
-17.335976,-66.156787, Calle Tupiza #1439, La Temible, D13
-17.353119,-66.140500, Calle Terminal #1440, K’ara K’ara II, D13
-17.312476,-66.154443, Calle Cementerio #1441, Cara Cara, D13
-17.311474,-66.157349, Calle Industrial #1442, La Temible, D13
-17.326554,-66.150710, Calle Ferrocarril #1443, K’ara K’ara II, D13
-17.292355,-66.129710, Calle Tupiza #1444, Cara Cara, D13
-17.335067,-66.130974, Calle Terminal #1445, La Temible, D13
-17.337316,-66.170325, Calle Cementerio #1446, K’ara K’ara II, D13
-17.321552,-66.157980, Calle Industrial #1447, Cara Cara, D13
-17.323867,-66.132312, Calle Ferrocarril #1448, La Temible, D13
-17.322925,-66.155683, Calle Tupiza #1449, K’ara K’ara II, D13
-17.329280,-66.134313, Calle Terminal #1450, Cara Cara, D13
-17.341825,-66.158477, Calle Cementerio #1451, La Temible, D13
-17.337157,-66.142402, Calle Industrial #1452, K’ara K’ara II, D13
-17.297079,-66.136417, Calle Ferrocarril #1453, Cara Cara, D13
-17.323767,-66.172409, Calle Tupiza #1454, La Temible, D13
-17.334270,-66.142766, Calle Terminal #1455, K’ara K’ara II, D13
-17.331201,-66.141874, Calle Cementerio #1456, Cara Cara, D13
-17.321450,-66.162378, Calle Industrial #1457, La Temible, D13
-17.343096,-66.167478, Calle Ferrocarril #1458, K’ara K’ara II, D13
-17.303470,-66.128154, Calle Tupiza #1459, Cara Cara, D13
-17.326104,-66.164732, Calle Terminal #1460, La Temible, D13
-17.341341,-66.131026, Calle Cementerio #1461, K’ara K’ara II, D13
-17.353259,-66.120580, Calle Industrial #1462, Cara Cara, D13
-17.297826,-66.144747, Calle Ferrocarril #1463, La Temible, D13
-17.297252,-66.135421, Calle Tupiza #1464, K’ara K’ara II, D13
-17.360447,-66.124752, Calle Terminal #1465, Cara Cara, D13
-17.327052,-66.135005, Calle Cementerio #1466, La Temible, D13
-17.355287,-66.118666, Calle Industrial #1467, K’ara K’ara II, D13
-17.323880,-66.147508, Calle Ferrocarril #1468, Cara Cara, D13
-17.320287,-66.137568, Calle Tupiza #1469, La Temible, D13
-17.344096,-66.167536, Calle Terminal #1470, K’ara K’ara II, D13
-17.298669,-66.126733, Calle Cementerio #1471, Cara Cara, D13
-17.303375,-66.154287, Calle Industrial #1472, La Temible, D13
-17.333604,-66.142315, Calle Ferrocarril #1473, K’ara K’ara II, D13
-17.355635,-66.132133, Calle Tupiza #1474, Cara Cara, D13
-17.295230,-66.143648, Calle Terminal #1475, La Temible, D13
-17.306171,-66.157180, Calle Cementerio #1476, K’ara K’ara II, D13
-17.324286,-66.147287, Calle Industrial #1477, Cara Cara, D13
-17.326044,-66.125785, Calle Ferrocarril #1478, La Temible, D13
-17.301313,-66.135239, Calle Tupiza #1479, K’ara K’ara II, D13
-17.329128,-66.151451, Calle Terminal #1480, Cara Cara, D13
-17.294177,-66.128049, Calle Cementerio #1481, La Temible, D13
-17.315516,-66.154511, Calle Industrial #1482, K’ara K’ara II, D13
-17.346443,-66.145738, Calle Ferrocarril #1483, Cara Cara, D13
-17.332850,-66.135698, Calle Tupiza #1484, La Temible, D13
-17.335777,-66.186555, Calle Terminal #1485, K’ara K’ara II, D13
-17.303675,-66.132428, Calle Cementerio #1486, Cara Cara, D13
-17.340184,-66.139366, Calle Industrial #1487, La Temible, D13
-17.333954,-66.159769, Calle Ferrocarril #1488, K’ara K’ara II, D13
-17.316103,-66.161392, Calle Tupiza #1489, Cara Cara, D13
-17.344270,-66.161306, Calle Terminal #1490, La Temible, D13
-17.317188,-66.133876, Calle Cementerio #1491, K’ara K’ara II, D13
-17.306696,-66.132069, Calle Industrial #1492, Cara Cara, D13
-17.356670,-66.119836, Calle Ferrocarril #1493, La Temible, D13
-17.327964,-66.122135, Calle Tupiza #1494, K’ara K’ara II, D13
-17.330538,-66.162846, Calle Terminal #1495, Cara Cara, D13
-17.323780,-66.130389, Calle Cementerio #1496, La Temible, D13
-17.344484,-66.149287, Calle Industrial #1497, K’ara K’ara II, D13
-17.327444,-66.155432, Calle Ferrocarril #1498, Cara Cara, D13
-17.309813,-66.125384, Calle Tupiza #1499, La Temible, D13
-17.329301,-66.155218, Calle Terminal #1500, K’ara K’ara II, D13
-17.342199,-66.129627, Calle Cementerio #1501, Cara Cara, D13
-17.309661,-66.146098, Calle Industrial #1502, La Temible, D13
-17.303017,-66.145443, Calle Ferrocarril #1503, K’ara K’ara II, D13
-17.332305,-66.173961, Calle Tupiza #1504, Cara Cara, D13
-17.339598,-66.175360, Calle Terminal #1505, La Temible, D13
-17.323006,-66.155003, Calle Cementerio #1506, K’ara K’ara II, D13
-17.319355,-66.169576, Calle Industrial #1507, Cara Cara, D13
-17.332259,-66.135457, Calle Ferrocarril #1508, La Temible, D13
-17.327958,-66.167516, Calle Tupiza #1509, K’ara K’ara II, D13
-17.341849,-66.133724, Calle Terminal #1510, Cara Cara, D13
-17.337795,-66.160466, Calle Cementerio #1511, La Temible, D13
-17.317239,-66.138283, Calle Industrial #1512, K’ara K’ara II, D13
-17.351208,-66.130872, Calle Ferrocarril #1513, Cara Cara, D13
-17.323572,-66.142584, Calle Tupiza #1514, La Temible, D13
-17.331566,-66.140921, Calle Terminal #1515, K’ara K’ara II, D13
-17.340258,-66.173102, Calle Cementerio #1516, Cara Cara, D13
-17.328113,-66.157941, Calle Industrial #1517, La Temible, D13
-17.325220,-66.140265, Calle Ferrocarril #1518, K’ara K’ara II, D13
-17.320072,-66.142481, Calle Tupiza #1519, Cara Cara, D13
-17.312487,-66.129202, Calle Terminal #1520, La Temible, D13
-17.301485,-66.160010, Calle Cementerio #1521, K’ara K’ara II, D13
-17.355960,-66.134390, Calle Industrial #1522, Cara Cara, D13
-17.332263,-66.164541, Calle Ferrocarril #1523, La Temible, D13
-17.296118,-66.139115, Calle Tupiza #1524, K’ara K’ara II, D13
-17.351708,-66.122943, Calle Terminal #1525, Cara Cara, D13
-17.293594,-66.141347, Calle Cementerio #1526, La Temible, D13
-17.357724,-66.140976, Calle Industrial #1527, K’ara K’ara II, D13
-17.294921,-66.147098, Calle Ferrocarril #1528, Cara Cara, D13
-17.351930,-66.129082, Calle Tupiza #1529, La Temible, D13
-17.332037,-66.142140, Calle Terminal #1530, K’ara K’ara II, D13
-17.322899,-66.149861, Calle Cementerio #1531, Cara Cara, D13
-17.291815,-66.128522, Calle Industrial #1532, La Temible, D13
-17.349447,-66.129356, Calle Ferrocarril #1533, K’ara K’ara II, D13
-17.329311,-66.172500, Calle Tupiza #1534, Cara Cara, D13
-17.310042,-66.136664, Calle Terminal #1535, La Temible, D13
-17.356033,-66.115474, Calle Cementerio #1536, K’ara K’ara II, D13
-17.334249,-66.142120, Calle Industrial #1537, Cara Cara, D13
-17.335196,-66.151856, Calle Ferrocarril #1538, La Temible, D13
-17.326591,-66.143247, Calle Tupiza #1539, K’ara K’ara II, D13
-17.336508,-66.138378, Calle Terminal #1540, Cara Cara, D13
-17.296909,-66.156044, Calle Cementerio #1541, La Temible, D13
-17.344128,-66.135060, Calle Industrial #1542, K’ara K’ara II, D13
-17.303012,-66.160194, Calle Ferrocarril #1543, Cara Cara, D13
-17.321353,-66.130458, Calle Tupiza #1544, La Temible, D13
-17.332144,-66.179540, Calle Terminal #1545, K’ara K’ara II, D13
-17.320917,-66.134950, Calle Cementerio #1546, Cara Cara, D13
-17.317333,-66.132062, Calle Industrial #1547, La Temible, D13
-17.328871,-66.153436, Calle Ferrocarril #1548, K’ara K’ara II, D13
-17.336112,-66.171968, Calle Tupiza #1549, Cara Cara, D13
-17.313077,-66.134385, Calle Terminal #1550, La Temible, D13
-17.316431,-66.157565, Calle Cementerio #1551, K’ara K’ara II, D13
-17.313853,-66.131281, Calle Industrial #1552, Cara Cara, D13
-17.322203,-66.146173, Calle Ferrocarril #1553, La Temible, D13
-17.326623,-66.166469, Calle Tupiza #1554, K’ara K’ara II, D13
-17.329497,-66.145403, Calle Terminal #1555, Cara Cara, D13
-17.338258,-66.150248, Calle Cementerio #1556, La Temible, D13
-17.335493,-66.123206, Calle Industrial #1557, K’ara K’ara II, D13
-17.325109,-66.158461, Calle Ferrocarril #1558, Cara Cara, D13
-17.293589,-66.128334, Calle Tupiza #1559, La Temible, D13
-17.334370,-66.123397, Calle Terminal #1560, K’ara K’ara II, D13
-17.329014,-66.146400, Calle Cementerio #1561, Cara Cara, D13
-17.322447,-66.134137, Calle Industrial #1562, La Temible, D13
-17.321955,-66.172545, Calle Ferrocarril #1563, K’ara K’ara II, D13
-17.302703,-66.153135, Calle Tupiza #1564, Cara Cara, D13
-17.338300,-66.146818, Calle Terminal #1565, La Temible, D13
-17.336900,-66.170531, Calle Cementerio #1566, K’ara K’ara II, D13
-17.308281,-66.161905, Calle Industrial #1567, Cara Cara, D13
-17.342236,-66.160872, Calle Ferrocarril #1568, La Temible, D13
-17.344317,-66.159870, Calle Tupiza #1569, K’ara K’ara II, D13
-17.308730,-66.141269, Calle Terminal #1570, Cara Cara, D13
-17.331641,-66.160398, Calle Cementerio #1571, La Temible, D13
-17.332740,-66.125252, Calle Industrial #1572, K’ara K’ara II, D13
-17.332221,-66.138466, Calle Ferrocarril #1573, Cara Cara, D13
-17.330153,-66.146838, Calle Tupiza #1574, La Temible, D13
-17.336310,-66.176844, Calle Terminal #1575, K’ara K’ara II, D13
-17.360237,-66.119527, Calle Cementerio #1576, Cara Cara, D13
-17.331009,-66.120977, Calle Industrial #1577, La Temible, D13
-17.335808,-66.187896, Calle Ferrocarril #1578, K’ara K’ara II, D13
-17.335488,-66.145465, Calle Tupiza #1579, Cara Cara, D13
-17.320184,-66.163423, Calle Terminal #1580, La Temible, D13
-17.327995,-66.159382, Calle Cementerio #1581, K’ara K’ara II, D13
-17.324248,-66.170258, Calle Industrial #1582, Cara Cara, D13
-17.311499,-66.145960, Calle Ferrocarril #1583, La Temible, D13
-17.322379,-66.151290, Calle Tupiza #1584, K’ara K’ara II, D13
-17.318311,-66.144043, Calle Terminal #1585, Cara Cara, D13
-17.353674,-66.128867, Calle Cementerio #1586, La Temible, D13
-17.349790,-66.123428, Calle Industrial #1587, K’ara K’ara II, D13
-17.303793,-66.157914, Calle Ferrocarril #1588, Cara Cara, D13
-17.319261,-66.168973, Calle Tupiza #1589, La Temible, D13
-17.301057,-66.158236, Calle Terminal #1590, K’ara K’ara II, D13
-17.295182,-66.149552, Calle Cementerio #1591, Cara Cara, D13
-17.324677,-66.143755, Calle Industrial #1592, La Temible, D13
-17.310584,-66.125117, Calle Ferrocarril #1593, K’ara K’ara II, D13
-17.333039,-66.136201, Calle Tupiza #1594, Cara Cara, D13
-17.350545,-66.128821, Calle Terminal #1595, La Temible, D13
-17.325920,-66.149512, Calle Cementerio #1596, K’ara K’ara II, D13
-17.331549,-66.134728, Calle Industrial #1597, Cara Cara, D13
-17.294164,-66.145507, Calle Ferrocarril #1598, La Temible, D13
-17.329953,-66.154613, Calle Tupiza #1599, K’ara K’ara II, D13
-17.313242,-66.157224, Calle Terminal #1600, Cara Cara, D13
-17.334427,-66.172236, Calle Cementerio #1601, La Temible, D13
-17.309149,-66.126213, Calle Industrial #1602, K’ara K’ara II, D13
-17.331717,-66.163272, Calle Ferrocarril #1603, Cara Cara, D13
-17.316969,-66.143739, Calle Tupiza #1604, La Temible, D13
-17.337130,-66.126782, Calle Terminal #1605, K’ara K’ara II, D13
-17.362701,-66.107995, Calle Cementerio #1606, Cara Cara, D13
-17.311720,-66.133572, Calle Industrial #1607, La Temible, D13
-17.325257,-66.173803, Calle Ferrocarril #1608, K’ara K’ara II, D13
-17.351723,-66.137324, Calle Tupiza #1609, Cara Cara, D13
-17.326628,-66.132277, Calle Terminal #1610, La Temible, D13
-17.304473,-66.144378, Calle Cementerio #1611, K’ara K’ara II, D13
-17.320086,-66.131079, Calle Industrial #1612, Cara Cara, D13
-17.331923,-66.140393, Calle Ferrocarril #1613, La Temible, D13
-17.343056,-66.157153, Calle Tupiza #1614, K’ara K’ara II, D13
-17.311189,-66.135196, Calle Terminal #1615, Cara Cara, D13
-17.347309,-66.159648, Calle Cementerio #1616, La Temible, D13
-17.361815,-66.112103, Calle Industrial #1617, K’ara K’ara II, D13
-17.319238,-66.156917, Calle Ferrocarril #1618, Cara Cara, D13
-17.313113,-66.144264, Calle Tupiza #1619, La Temible, D13
-17.328142,-66.149948, Calle Terminal #1620, K’ara K’ara II, D13
