-17.487577,-66.112642, Calle Urcupiña #100, Pukara Oeste, D15
-17.497673,-66.147698, Calle Achumani #5161, Pukara Oeste, D15
-17.469916,-66.151185, Calle Castrillo #5162, Khara Khara, D15
-17.463333,-66.154067, Calle Landaeta #5163, Valle Hermoso Oeste, D15
-17.470647,-66.129345, Calle Villazón #5164, Pukara Oeste, D15
-17.482341,-66.139260, Calle Urcupiña #5165, Khara Khara, D15
-17.482308,-66.147033, Calle Achumani #5166, Valle Hermoso Oeste, D15
-17.488656,-66.144418, Calle Castrillo #5167, Pukara Oeste, D15
-17.457774,-66.149039, Calle Landaeta #5168, Khara Khara, D15
-17.482239,-66.131308, Calle Villazón #5169, Valle Hermoso Oeste, D15
-17.490945,-66.117791, Calle Urcupiña #5170, Pukara Oeste, D15
-17.490790,-66.143594, Calle Achumani #5171, Khara Khara, D15
-17.464363,-66.124489, Calle Castrillo #5172, Valle Hermoso Oeste, D15
-17.496318,-66.139994, Calle Landaeta #5173, Pukara Oeste, D15
-17.489024,-66.141279, Calle Villazón #5174, Khara Khara, D15
-17.459602,-66.148916, Calle Urcupiña #5175, Valle Hermoso Oeste, D15
-17.464422,-66.129670, Calle Achumani #5176, Pukara Oeste, D15
-17.495322,-66.130166, Calle Castrillo #5177, Khara Khara, D15
-17.461188,-66.144858, Calle Landaeta #5178, Valle Hermoso Oeste, D15
-17.480452,-66.138217, Calle Villazón #5179, Pukara Oeste, D15
-17.461873,-66.140543, Calle Urcupiña #5180, Khara Khara, D15
-17.456618,-66.136411, Calle Achumani #5181, Valle Hermoso Oeste, D15
-17.468170,-66.126975, Calle Castrillo #5182, Pukara Oeste, D15
-17.472623,-66.135400, Calle Landaeta #5183, Khara Khara, D15
-17.452821,-66.139869, Calle Villazón #5184, Valle Hermoso Oeste, D15
-17.454442,-66.139838, Calle Urcupiña #5185, Pukara Oeste, D15
-17.468546,-66.132960, Calle Achumani #5186, Khara Khara, D15
-17.462973,-66.129733, Calle Castrillo #5187, Valle Hermoso Oeste, D15
-17.456128,-66.146075, Calle Landaeta #5188, Pukara Oeste, D15
-17.484911,-66.146190, Calle Villazón #5189, Khara Khara, D15
-17.458410,-66.130968, Calle Urcupiña #5190, Valle Hermoso Oeste, D15
-17.498597,-66.136843, Calle Achumani #5191, Pukara Oeste, D15
-17.463009,-66.150376, Calle Castrillo #5192, Khara Khara, D15
-17.460051,-66.133713, Calle Landaeta #5193, Valle Hermoso Oeste, D15
-17.468625,-66.131529, Calle Villazón #5194, Pukara Oeste, D15
-17.476675,-66.119371, Calle Urcupiña #5195, Khara Khara, D15
-17.470360,-66.118765, Calle Achumani #5196, Valle Hermoso Oeste, D15
-17.490270,-66.133667, Calle Castrillo #5197, Pukara Oeste, D15
-17.472115,-66.125586, Calle Landaeta #5198, Khara Khara, D15
-17.466923,-66.136040, Calle Villazón #5199, Valle Hermoso Oeste, D15
-17.469499,-66.116910, Calle Urcupiña #5200, Pukara Oeste, D15
-17.489856,-66.142651, Calle Achumani #5201, Khara Khara, D15
-17.477043,-66.132812, Calle Castrillo #5202, Valle Hermoso Oeste, D15
-17.453875,-66.145473, Calle Landaeta #5203, Pukara Oeste, D15
-17.464471,-66.132845, Calle Villazón #5204, Khara Khara, D15
-17.474907,-66.119451, Calle Urcupiña #5205, Valle Hermoso Oeste, D15
-17.461954,-66.131091, Calle Achumani #5206, Pukara Oeste, D15
-17.471509,-66.136925, Calle Castrillo #5207, Khara Khara, D15
-17.481045,-66.114869, Calle Landaeta #5208, Valle Hermoso Oeste, D15
-17.489275,-66.127846, Calle Villazón #5209, Pukara Oeste, D15
-17.478240,-66.137624, Calle Urcupiña #5210, Khara Khara, D15
-17.482821,-66.112732, Calle Achumani #5211, Valle Hermoso Oeste, D15
-17.463332,-66.147762, Calle Castrillo #5212, Pukara Oeste, D15
-17.498741,-66.136929, Calle Landaeta #5213, Khara Khara, D15
-17.465563,-66.149802, Calle Villazón #5214, Valle Hermoso Oeste, D15
-17.457393,-66.146491, Calle Urcupiña #5215, Pukara Oeste, D15
-17.467878,-66.153612, Calle Achumani #5216, Khara Khara, D15
-17.487799,-66.130515, Calle Castrillo #5217, Valle Hermoso Oeste, D15
-17.497311,-66.130482, Calle Landaeta #5218, Pukara Oeste, D15
-17.485947,-66.131928, Calle Villazón #5219, Khara Khara, D15
-17.457623,-66.145202, Calle Urcupiña #5220, Valle Hermoso Oeste, D15
-17.503958,-66.148359, Calle Achumani #5221, Pukara Oeste, D15
-17.482981,-66.123309, Calle Castrillo #5222, Khara Khara, D15
-17.452875,-66.141381, Calle Landaeta #5223, Valle Hermoso Oeste, D15
-17.498893,-66.132907, Calle Villazón #5224, Pukara Oeste, D15
-17.471736,-66.126736, Calle Urcupiña #5225, Khara Khara, D15
-17.462506,-66.127188, Calle Achumani #5226, Valle Hermoso Oeste, D15
-17.477492,-66.119340, Calle Castrillo #5227, Pukara Oeste, D15
-17.463312,-66.150859, Calle Landaeta #5228, Khara Khara, D15
-17.461339,-66.135783, Calle Villazón #5229, Valle Hermoso Oeste, D15
-17.489471,-66.149038, Calle Urcupiña #5230, Pukara Oeste, D15
-17.479669,-66.130135, Calle Achumani #5231, Khara Khara, D15
-17.470974,-66.143631, Calle Castrillo #5232, Valle Hermoso Oeste, D15
-17.494569,-66.128314, Calle Landaeta #5233, Pukara Oeste, D15
-17.462114,-66.153393, Calle Villazón #5234, Khara Khara, D15
-17.479294,-66.115699, Calle Urcupiña #5235, Valle Hermoso Oeste, D15
-17.484127,-66.114091, Calle Achumani #5236, Pukara Oeste, D15
-17.495364,-66.145187, Calle Castrillo #5237, Khara Khara, D15
-17.455991,-66.131388, Calle Landaeta #5238, Valle Hermoso Oeste, D15
-17.452809,-66.139262, Calle Villazón #5239, Pukara Oeste, D15
-17.477680,-66.116804, Calle Urcupiña #5240, Khara Khara, D15
-17.483670,-66.134713, Calle Achumani #5241, Valle Hermoso Oeste, D15
-17.479046,-66.130611, Calle Castrillo #5242, Pukara Oeste, D15
-17.478119,-66.150387, Calle Landaeta #5243, Khara Khara, D15
-17.488050,-66.135639, Calle Villazón #5244, Valle Hermoso Oeste, D15
-17.467842,-66.120505, Calle Urcupiña #5245, Pukara Oeste, D15
-17.458750,-66.144059, Calle Achumani #5246, Khara Khara, D15
-17.484831,-66.134932, Calle Castrillo #5247, Valle Hermoso Oeste, D15
-17.488340,-66.118977, Calle Landaeta #5248, Pukara Oeste, D15
-17.460197,-66.148959, Calle Villazón #5249, Khara Khara, D15
-17.490514,-66.149615, Calle Urcupiña #5250, Valle Hermoso Oeste, D15
-17.487967,-66.112888, Calle Achumani #5251, Pukara Oeste, D15
-17.460280,-66.149310, Calle Castrillo #5252, Khara Khara, D15
-17.468666,-66.152525, Calle Landaeta #5253, Valle Hermoso Oeste, D15
-17.490344,-66.150812, Calle Villazón #5254, Pukara Oeste, D15
-17.473793,-66.121782, Calle Urcupiña #5255, Khara Khara, D15
-17.478832,-66.121072, Calle Achumani #5256, Valle Hermoso Oeste, D15
-17.493846,-66.150308, Calle Castrillo #5257, Pukara Oeste, D15
-17.472244,-66.119946, Calle Landaeta #5258, Khara Khara, D15
-17.464948,-66.143312, Calle Villazón #5259, Valle Hermoso Oeste, D15
-17.456314,-66.142355, Calle Urcupiña #5260, Pukara Oeste, D15
-17.462249,-66.154191, Calle Achumani #5261, Khara Khara, D15
-17.475898,-66.150234, Calle Castrillo #5262, Valle Hermoso Oeste, D15
-17.471722,-66.151326, Calle Landaeta #5263, Pukara Oeste, D15
-17.489795,-66.149185, Calle Villazón #5264, Khara Khara, D15
-17.494626,-66.131328, Calle Urcupiña #5265, Valle Hermoso Oeste, D15
-17.504370,-66.150516, Calle Achumani #5266, Pukara Oeste, D15
-17.486350,-66.124726, Calle Castrillo #5267, Khara Khara, D15
-17.465341,-66.139309, Calle Landaeta #5268, Valle Hermoso Oeste, D15
-17.500567,-66.141732, Calle Villazón #5269, Pukara Oeste, D15
-17.470839,-66.131384, Calle Urcupiña #5270, Khara Khara, D15
-17.492255,-66.138542, Calle Achumani #5271, Valle Hermoso Oeste, D15
-17.468649,-66.124304, Calle Castrillo #5272, Pukara Oeste, D15
-17.452849,-66.145025, Calle Landaeta #5273, Khara Khara, D15
-17.478918,-66.143884, Calle Villazón #5274, Valle Hermoso Oeste, D15
-17.488705,-66.138045, Calle Urcupiña #5275, Pukara Oeste, D15
-17.480373,-66.140334, Calle Achumani #5276, Khara Khara, D15
-17.470678,-66.116256, Calle Castrillo #5277, Valle Hermoso Oeste, D15
-17.479951,-66.125138, Calle Landaeta #5278, Pukara Oeste, D15
-17.457677,-66.131580, Calle Villazón #5279, Khara Khara, D15
-17.478260,-66.115887, Calle Urcupiña #5280, Valle Hermoso Oeste, D15
-17.490873,-66.137851, Calle Achumani #5281, Pukara Oeste, D15
-17.487315,-66.132508, Calle Castrillo #5282, Khara Khara, D15
-17.459899,-66.137733, Calle Landaeta #5283, Valle Hermoso Oeste, D15
-17.499116,-66.143532, Calle Villazón #5284, Pukara Oeste, D15
-17.470409,-66.136195, Calle Urcupiña #5285, Khara Khara, D15
-17.459152,-66.151971, Calle Achumani #5286, Valle Hermoso Oeste, D15
-17.470689,-66.127363, Calle Castrillo #5287, Pukara Oeste, D15
-17.457764,-66.144584, Calle Landaeta #5288, Khara Khara, D15
-17.478631,-66.143215, Calle Villazón #5289, Valle Hermoso Oeste, D15
-17.487136,-66.127239, Calle Urcupiña #5290, Pukara Oeste, D15
-17.478304,-66.149172, Calle Achumani #5291, Khara Khara, D15
-17.481263,-66.110780, Calle Castrillo #5292, Valle Hermoso Oeste, D15
-17.467102,-66.147929, Calle Landaeta #5293, Pukara Oeste, D15
-17.464863,-66.148291, Calle Villazón #5294, Khara Khara, D15
-17.464952,-66.125806, Calle Urcupiña #5295, Valle Hermoso Oeste, D15
-17.480060,-66.139904, Calle Achumani #5296, Pukara Oeste, D15
-17.498549,-66.137318, Calle Castrillo #5297, Khara Khara, D15
-17.470202,-66.125128, Calle Landaeta #5298, Valle Hermoso Oeste, D15
-17.470077,-66.147634, Calle Villazón #5299, Pukara Oeste, D15
-17.472460,-66.140504, Calle Urcupiña #5300, Khara Khara, D15
-17.481280,-66.126223, Calle Achumani #5301, Valle Hermoso Oeste, D15
-17.452827,-66.135617, Calle Castrillo #5302, Pukara Oeste, D15
-17.470743,-66.120277, Calle Landaeta #5303, Khara Khara, D15
-17.469050,-66.125319, Calle Villazón #5304, Valle Hermoso Oeste, D15
-17.481211,-66.128031, Calle Urcupiña #5305, Pukara Oeste, D15
-17.476086,-66.125959, Calle Achumani #5306, Khara Khara, D15
-17.498007,-66.136539, Calle Castrillo #5307, Valle Hermoso Oeste, D15
-17.473434,-66.121769, Calle Landaeta #5308, Pukara Oeste, D15
-17.482616,-66.113319, Calle Villazón #5309, Khara Khara, D15
-17.489194,-66.125544, Calle Urcupiña #5310, Valle Hermoso Oeste, D15
-17.496131,-66.127961, Calle Achumani #5311, Pukara Oeste, D15
-17.494467,-66.138189, Calle Castrillo #5312, Khara Khara, D15
-17.499854,-66.151092, Calle Landaeta #5313, Valle Hermoso Oeste, D15
-17.458492,-66.128632, Calle Villazón #5314, Pukara Oeste, D15
-17.466337,-66.127238, Calle Urcupiña #5315, Khara Khara, D15
-17.498870,-66.148418, Calle Achumani #5316, Valle Hermoso Oeste, D15
-17.493742,-66.129703, Calle Castrillo #5317, Pukara Oeste, D15
-17.496337,-66.129283, Calle Landaeta #5318, Khara Khara, D15
-17.467190,-66.129890, Calle Villazón #5319, Valle Hermoso Oeste, D15
-17.450416,-66.141875, Calle Urcupiña #5320, Pukara Oeste, D15
-17.468514,-66.143577, Calle Achumani #5321, Khara Khara, D15
-17.468435,-66.128148, Calle Castrillo #5322, Valle Hermoso Oeste, D15
-17.482077,-66.118658, Calle Landaeta #5323, Pukara Oeste, D15
-17.464596,-66.144970, Calle Villazón #5324, Khara Khara, D15
-17.474319,-66.143586, Calle Urcupiña #5325, Valle Hermoso Oeste, D15
-17.483530,-66.121248, Calle Achumani #5326, Pukara Oeste, D15
-17.483294,-66.115815, Calle Castrillo #5327, Khara Khara, D15
-17.496806,-66.139349, Calle Landaeta #5328, Valle Hermoso Oeste, D15
-17.490405,-66.134134, Calle Villazón #5329, Pukara Oeste, D15
-17.493618,-66.143769, Calle Urcupiña #5330, Khara Khara, D15
-17.466199,-66.137507, Calle Achumani #5331, Valle Hermoso Oeste, D15
-17.457908,-66.131010, Calle Castrillo #5332, Pukara Oeste, D15
-17.462790,-66.129277, Calle Landaeta #5333, Khara Khara, D15
-17.499975,-66.151072, Calle Villazón #5334, Valle Hermoso Oeste, D15
-17.489330,-66.133176, Calle Urcupiña #5335, Pukara Oeste, D15
-17.458885,-66.140337, Calle Achumani #5336, Khara Khara, D15
-17.467771,-66.133771, Calle Castrillo #5337, Valle Hermoso Oeste, D15
-17.449647,-66.137828, Calle Landaeta #5338, Pukara Oeste, D15
-17.474523,-66.118995, Calle Villazón #5339, Khara Khara, D15
-17.463877,-66.142608, Calle Urcupiña #5340, Valle Hermoso Oeste, D15
-17.489394,-66.122695, Calle Achumani #5341, Pukara Oeste, D15
-17.465813,-66.124347, Calle Castrillo #5342, Khara Khara, D15
-17.501538,-66.142886, Calle Landaeta #5343, Valle Hermoso Oeste, D15
-17.497621,-66.141012, Calle Villazón #5344, Pukara Oeste, D15
-17.481964,-66.151623, Calle Urcupiña #5345, Khara Khara, D15
-17.482424,-66.116869, Calle Achumani #5346, Valle Hermoso Oeste, D15
-17.473558,-66.129468, Calle Castrillo #5347, Pukara Oeste, D15
-17.480638,-66.115984, Calle Landaeta #5348, Khara Khara, D15
-17.483193,-66.138117, Calle Villazón #5349, Valle Hermoso Oeste, D15
-17.462110,-66.128316, Calle Urcupiña #5350, Pukara Oeste, D15
-17.478820,-66.142599, Calle Achumani #5351, Khara Khara, D15
-17.473199,-66.129263, Calle Castrillo #5352, Valle Hermoso Oeste, D15
-17.486672,-66.122247, Calle Landaeta #5353, Pukara Oeste, D15
-17.476311,-66.121695, Calle Villazón #5354, Khara Khara, D15
-17.471262,-66.133655, Calle Urcupiña #5355, Valle Hermoso Oeste, D15
-17.474420,-66.127308, Calle Achumani #5356, Pukara Oeste, D15
-17.455123,-66.140311, Calle Castrillo #5357, Khara Khara, D15
-17.456276,-66.130438, Calle Landaeta #5358, Valle Hermoso Oeste, D15
-17.484107,-66.111486, Calle Villazón #5359, Pukara Oeste, D15
-17.492590,-66.131642, Calle Urcupiña #5360, Khara Khara, D15
-17.468280,-66.145246, Calle Achumani #5361, Valle Hermoso Oeste, D15
-17.480196,-66.140964, Calle Castrillo #5362, Pukara Oeste, D15
-17.469103,-66.145193, Calle Landaeta #5363, Khara Khara, D15
-17.490617,-66.121713, Calle Villazón #5364, Valle Hermoso Oeste, D15
-17.489699,-66.150911, Calle Urcupiña #5365, Pukara Oeste, D15
-17.478128,-66.119299, Calle Achumani #5366, Khara Khara, D15
-17.475080,-66.136805, Calle Castrillo #5367, Valle Hermoso Oeste, D15
-17.481679,-66.120976, Calle Landaeta #5368, Pukara Oeste, D15
-17.473992,-66.126838, Calle Villazón #5369, Khara Khara, D15
-17.485568,-66.120636, Calle Urcupiña #5370, Valle Hermoso Oeste, D15
-17.460919,-66.148655, Calle Achumani #5371, Pukara Oeste, D15
-17.455691,-66.150813, Calle Castrillo #5372, Khara Khara, D15
-17.467283,-66.135031, Calle Landaeta #5373, Valle Hermoso Oeste, D15
-17.467767,-66.144065, Calle Villazón #5374, Pukara Oeste, D15
-17.449768,-66.139724, Calle Urcupiña #5375, Khara Khara, D15
-17.470162,-66.141360, Calle Achumani #5376, Valle Hermoso Oeste, D15
-17.469954,-66.149549, Calle Castrillo #5377, Pukara Oeste, D15
-17.477721,-66.151992, Calle Landaeta #5378, Khara Khara, D15
-17.460607,-66.128683, Calle Villazón #5379, Valle Hermoso Oeste, D15
-17.467540,-66.123904, Calle Urcupiña #5380, Pukara Oeste, D15
-17.471112,-66.147216, Calle Achumani #5381, Khara Khara, D15
-17.461351,-66.128483, Calle Castrillo #5382, Valle Hermoso Oeste, D15
-17.482776,-66.113015, Calle Landaeta #5383, Pukara Oeste, D15
-17.469386,-66.136005, Calle Villazón #5384, Khara Khara, D15
-17.467222,-66.136581, Calle Urcupiña #5385, Valle Hermoso Oeste, D15
-17.482372,-66.150494, Calle Achumani #5386, Pukara Oeste, D15
-17.480520,-66.130125, Calle Castrillo #5387, Khara Khara, D15
-17.483716,-66.146955, Calle Landaeta #5388, Valle Hermoso Oeste, D15
-17.485101,-66.148761, Calle Villazón #5389, Pukara Oeste, D15
-17.485866,-66.115580, Calle Urcupiña #5390, Khara Khara, D15
-17.450778,-66.146507, Calle Achumani #5391, Valle Hermoso Oeste, D15
-17.469778,-66.134453, Calle Castrillo #5392, Pukara Oeste, D15
-17.462307,-66.127149, Calle Landaeta #5393, Khara Khara, D15
-17.493063,-66.141630, Calle Villazón #5394, Valle Hermoso Oeste, D15
-17.471848,-66.151915, Calle Urcupiña #5395, Pukara Oeste, D15
-17.473492,-66.118642, Calle Achumani #5396, Khara Khara, D15
-17.478475,-66.152253, Calle Castrillo #5397, Valle Hermoso Oeste, D15
-17.495296,-66.138057, Calle Landaeta #5398, Pukara Oeste, D15
-17.447057,-66.141807, Calle Villazón #5399, Khara Khara, D15
-17.479847,-66.147687, Calle Urcupiña #5400, Valle Hermoso Oeste, D15
-17.483768,-66.130203, Calle Achumani #5401, Pukara Oeste, D15
-17.471726,-66.124466, Calle Castrillo #5402, Khara Khara, D15
-17.475905,-66.115851, Calle Landaeta #5403, Valle Hermoso Oeste, D15
-17.468838,-66.138411, Calle Villazón #5404, Pukara Oeste, D15
-17.491692,-66.125432, Calle Urcupiña #5405, Khara Khara, D15
-17.469500,-66.147793, Calle Achumani #5406, Valle Hermoso Oeste, D15
-17.468424,-66.133201, Calle Castrillo #5407, Pukara Oeste, D15
-17.481781,-66.148772, Calle Landaeta #5408, Khara Khara, D15
-17.459188,-66.138748, Calle Villazón #5409, Valle Hermoso Oeste, D15
-17.473204,-66.120903, Calle Urcupiña #5410, Pukara Oeste, D15
-17.492001,-66.129150, Calle Achumani #5411, Khara Khara, D15
-17.493417,-66.149201, Calle Castrillo #5412, Valle Hermoso Oeste, D15
-17.488547,-66.120213, Calle Landaeta #5413, Pukara Oeste, D15
-17.472577,-66.139702, Calle Villazón #5414, Khara Khara, D15
-17.481413,-66.128338, Calle Urcupiña #5415, Valle Hermoso Oeste, D15
-17.464735,-66.144422, Calle Achumani #5416, Pukara Oeste, D15
-17.504267,-66.146015, Calle Castrillo #5417, Khara Khara, D15
-17.487310,-66.123643, Calle Landaeta #5418, Valle Hermoso Oeste, D15
-17.475789,-66.144816, Calle Villazón #5419, Pukara Oeste, D15
-17.501772,-66.138133, Calle Urcupiña #5420, Khara Khara, D15
-17.468316,-66.147483, Calle Achumani #5421, Valle Hermoso Oeste, D15
-17.465770,-66.151310, Calle Castrillo #5422, Pukara Oeste, D15
-17.477313,-66.140895, Calle Landaeta #5423, Khara Khara, D15
-17.463085,-66.125339, Calle Villazón #5424, Valle Hermoso Oeste, D15
-17.481705,-66.127971, Calle Urcupiña #5425, Pukara Oeste, D15
-17.471389,-66.119414, Calle Achumani #5426, Khara Khara, D15
-17.497663,-66.140807, Calle Castrillo #5427, Valle Hermoso Oeste, D15
-17.490275,-66.124565, Calle Landaeta #5428, Pukara Oeste, D15
-17.497404,-66.142664, Calle Villazón #5429, Khara Khara, D15
-17.469968,-66.134756, Calle Urcupiña #5430, Valle Hermoso Oeste, D15
-17.460743,-66.149271, Calle Achumani #5431, Pukara Oeste, D15
-17.494252,-66.149656, Calle Castrillo #5432, Khara Khara, D15
-17.454616,-66.150013, Calle Landaeta #5433, Valle Hermoso Oeste, D15
-17.481513,-66.113377, Calle Villazón #5434, Pukara Oeste, D15
-17.474631,-66.130748, Calle Urcupiña #5435, Khara Khara, D15
-17.480513,-66.120155, Calle Achumani #5436, Valle Hermoso Oeste, D15
-17.503887,-66.150560, Calle Castrillo #5437, Pukara Oeste, D15
-17.466458,-66.122452, Calle Landaeta #5438, Khara Khara, D15
-17.472521,-66.126277, Calle Villazón #5439, Valle Hermoso Oeste, D15
-17.460751,-66.127634, Calle Urcupiña #5440, Pukara Oeste, D15
-17.489731,-66.150539, Calle Achumani #5441, Khara Khara, D15
-17.500655,-66.149079, Calle Castrillo #5442, Valle Hermoso Oeste, D15
-17.465790,-66.135875, Calle Landaeta #5443, Pukara Oeste, D15
-17.481061,-66.142849, Calle Villazón #5444, Khara Khara, D15
-17.478191,-66.121859, Calle Urcupiña #5445, Valle Hermoso Oeste, D15
-17.494963,-66.127086, Calle Achumani #5446, Pukara Oeste, D15
-17.478859,-66.133725, Calle Castrillo #5447, Khara Khara, D15
-17.491952,-66.127454, Calle Landaeta #5448, Valle Hermoso Oeste, D15
-17.481241,-66.149291, Calle Villazón #5449, Pukara Oeste, D15
-17.461788,-66.127184, Calle Urcupiña #5450, Khara Khara, D15
-17.504322,-66.145148, Calle Achumani #5451, Valle Hermoso Oeste, D15
-17.459819,-66.146203, Calle Castrillo #5452, Pukara Oeste, D15
-17.477954,-66.120468, Calle Landaeta #5453, Khara Khara, D15
-17.495396,-66.138347, Calle Villazón #5454, Valle Hermoso Oeste, D15
-17.458648,-66.143558, Calle Urcupiña #5455, Pukara Oeste, D15
-17.487688,-66.140985, Calle Achumani #5456, Khara Khara, D15
-17.491336,-66.145049, Calle Castrillo #5457, Valle Hermoso Oeste, D15
-17.467853,-66.140579, Calle Landaeta #5458, Pukara Oeste, D15
-17.486451,-66.143188, Calle Villazón #5459, Khara Khara, D15
-17.481325,-66.118279, Calle Urcupiña #5460, Valle Hermoso Oeste, D15
-17.488333,-66.128290, Calle Achumani #5461, Pukara Oeste, D15
-17.481414,-66.136555, Calle Castrillo #5462, Khara Khara, D15
-17.473056,-66.139525, Calle Landaeta #5463, Valle Hermoso Oeste, D15
-17.493665,-66.141416, Calle Villazón #5464, Pukara Oeste, D15
-17.499016,-66.137274, Calle Urcupiña #5465, Khara Khara, D15
-17.455858,-66.148327, Calle Achumani #5466, Valle Hermoso Oeste, D15
-17.484161,-66.128954, Calle Castrillo #5467, Pukara Oeste, D15
-17.483532,-66.119166, Calle Landaeta #5468, Khara Khara, D15
-17.481115,-66.137364, Calle Villazón #5469, Valle Hermoso Oeste, D15
-17.492946,-66.136380, Calle Urcupiña #5470, Pukara Oeste, D15
-17.490329,-66.127554, Calle Achumani #5471, Khara Khara, D15
-17.491110,-66.129416, Calle Castrillo #5472, Valle Hermoso Oeste, D15
-17.501280,-66.137594, Calle Landaeta #5473, Pukara Oeste, D15
-17.469491,-66.152615, Calle Villazón #5474, Khara Khara, D15
-17.498052,-66.138440, Calle Urcupiña #5475, Valle Hermoso Oeste, D15
-17.488075,-66.150466, Calle Achumani #5476, Pukara Oeste, D15
-17.485119,-66.147035, Calle Castrillo #5477, Khara Khara, D15
-17.457176,-66.132363, Calle Landaeta #5478, Valle Hermoso Oeste, D15
-17.473482,-66.145318, Calle Villazón #5479, Pukara Oeste, D15
-17.493128,-66.132188, Calle Urcupiña #5480, Khara Khara, D15
-17.500514,-66.146947, Calle Achumani #5481, Valle Hermoso Oeste, D15
-17.464163,-66.150792, Calle Castrillo #5482, Pukara Oeste, D15
-17.490104,-66.140963, Calle Landaeta #5483, Khara Khara, D15
-17.475952,-66.134214, Calle Villazón #5484, Valle Hermoso Oeste, D15
-17.471755,-66.124760, Calle Urcupiña #5485, Pukara Oeste, D15
-17.474522,-66.151685, Calle Achumani #5486, Khara Khara, D15
-17.455558,-66.145957, Calle Castrillo #5487, Valle Hermoso Oeste, D15
-17.462293,-66.149003, Calle Landaeta #5488, Pukara Oeste, D15
-17.501497,-66.141921, Calle Villazón #5489, Khara Khara, D15
-17.470168,-66.125885, Calle Urcupiña #5490, Valle Hermoso Oeste, D15
-17.493844,-66.132586, Calle Achumani #5491, Pukara Oeste, D15
-17.481477,-66.116450, Calle Castrillo #5492, Khara Khara, D15
-17.468990,-66.134956, Calle Landaeta #5493, Valle Hermoso Oeste, D15
-17.489083,-66.136031, Calle Villazón #5494, Pukara Oeste, D15
-17.489549,-66.120916, Calle Urcupiña #5495, Khara Khara, D15
-17.455104,-66.148182, Calle Achumani #5496, Valle Hermoso Oeste, D15
-17.463488,-66.143677, Calle Castrillo #5497, Pukara Oeste, D15
-17.476722,-66.148304, Calle Landaeta #5498, Khara Khara, D15
-17.498453,-66.143184, Calle Villazón #5499, Valle Hermoso Oeste, D15
-17.482170,-66.118038, Calle Urcupiña #5500, Pukara Oeste, D15
-17.486496,-66.114586, Calle Achumani #5501, Khara Khara, D15
-17.481650,-66.139518, Calle Castrillo #5502, Valle Hermoso Oeste, D15
-17.484833,-66.136269, Calle Landaeta #5503, Pukara Oeste, D15
-17.463754,-66.125583, Calle Villazón #5504, Khara Khara, D15
-17.476310,-66.116017, Calle Urcupiña #5505, Valle Hermoso Oeste, D15
-17.471497,-66.125111, Calle Achumani #5506, Pukara Oeste, D15
-17.467396,-66.119180, Calle Castrillo #5507, Khara Khara, D15
-17.471448,-66.131288, Calle Landaeta #5508, Valle Hermoso Oeste, D15
-17.456629,-66.135920, Calle Villazón #5509, Pukara Oeste, D15
-17.469283,-66.134013, Calle Urcupiña #5510, Khara Khara, D15
-17.484122,-66.115603, Calle Achumani #5511, Valle Hermoso Oeste, D15
-17.486334,-66.121995, Calle Castrillo #5512, Pukara Oeste, D15
-17.477526,-66.137470, Calle Landaeta #5513, Khara Khara, D15
-17.490521,-66.147016, Calle Villazón #5514, Valle Hermoso Oeste, D15
-17.494555,-66.143170, Calle Urcupiña #5515, Pukara Oeste, D15
-17.451348,-66.141344, Calle Achumani #5516, Khara Khara, D15
-17.477102,-66.139709, Calle Castrillo #5517, Valle Hermoso Oeste, D15
-17.462648,-66.152582, Calle Landaeta #5518, Pukara Oeste, D15
-17.458167,-66.143866, Calle Villazón #5519, Khara Khara, D15
-17.495134,-66.138251, Calle Urcupiña #5520, Valle Hermoso Oeste, D15
-17.453383,-66.143562, Calle Achumani #5521, Pukara Oeste, D15
-17.462999,-66.126369, Calle Castrillo #5522, Khara Khara, D15
-17.474524,-66.139874, Calle Landaeta #5523, Valle Hermoso Oeste, D15
-17.501137,-66.138031, Calle Villazón #5524, Pukara Oeste, D15
-17.460420,-66.141941, Calle Urcupiña #5525, Khara Khara, D15
-17.470961,-66.140881, Calle Achumani #5526, Valle Hermoso Oeste, D15
-17.480182,-66.126725, Calle Castrillo #5527, Pukara Oeste, D15
-17.480219,-66.132785, Calle Landaeta #5528, Khara Khara, D15
-17.493033,-66.148046, Calle Villazón #5529, Valle Hermoso Oeste, D15
-17.486492,-66.128186, Calle Urcupiña #5530, Pukara Oeste, D15
-17.480767,-66.148293, Calle Achumani #5531, Khara Khara, D15
-17.496038,-66.141337, Calle Castrillo #5532, Valle Hermoso Oeste, D15
-17.476367,-66.113484, Calle Landaeta #5533, Pukara Oeste, D15
-17.479770,-66.137756, Calle Villazón #5534, Khara Khara, D15
-17.468832,-66.142600, Calle Urcupiña #5535, Valle Hermoso Oeste, D15
-17.480426,-66.121750, Calle Achumani #5536, Pukara Oeste, D15
-17.473518,-66.137402, Calle Castrillo #5537, Khara Khara, D15
-17.448860,-66.143593, Calle Landaeta #5538, Valle Hermoso Oeste, D15
-17.497984,-66.142665, Calle Villazón #5539, Pukara Oeste, D15
-17.486938,-66.117026, Calle Urcupiña #5540, Khara Khara, D15
-17.458287,-66.146363, Calle Achumani #5541, Valle Hermoso Oeste, D15
-17.478437,-66.135108, Calle Castrillo #5542, Pukara Oeste, D15
-17.462629,-66.135623, Calle Landaeta #5543, Khara Khara, D15
