-17.394985,-66.159656, Calle 14 de Septiembre #100, Sudeste, D10
-17.385642,-66.159482, Calle Altamirano #4351, Sudeste, D10
-17.406589,-66.169497, Calle Gualberto Villarroel #4352, Noreste, D10
-17.381790,-66.153166, Calle Avaroa #4353, Noroeste, D10
-17.405321,-66.168291, Calle Galindo #4354, Sudeste, D10
-17.403862,-66.160048, Calle 14 de Septiembre #4355, Noreste, D10
-17.394568,-66.152886, Calle Altamirano #4356, Noroeste, D10
-17.400642,-66.161270, Calle Gualberto Villarroel #4357, Sudeste, D10
-17.387129,-66.152064, Calle Avaroa #4358, Noreste, D10
-17.401694,-66.157151, Calle Galindo #4359, Noroeste, D10
-17.399131,-66.158393, Calle 14 de Septiembre #4360, Sudeste, D10
-17.395183,-66.157422, Calle Altamirano #4361, Noreste, D10
-17.394275,-66.154280, Calle Gualberto Villarroel #4362, Noroeste, D10
-17.383563,-66.157529, Calle Avaroa #4363, Sudeste, D10
-17.383645,-66.152755, Calle Galindo #4364, Noreste, D10
-17.397733,-66.157283, Calle 14 de Septiembre #4365, Noroeste, D10
-17.407516,-66.155732, Calle Altamirano #4366, Sudeste, D10
-17.409903,-66.154983, Calle Gualberto Villarroel #4367, Noreste, D10
-17.397824,-66.162860, Calle Avaroa #4368, Noroeste, D10
-17.392609,-66.163802, Calle Galindo #4369, Sudeste, D10
-17.387560,-66.154973, Calle 14 de Septiembre #4370, Noreste, D10
-17.387195,-66.154955, Calle Altamirano #4371, Noroeste, D10
-17.395168,-66.151351, Calle Gualberto Villarroel #4372, Sudeste, D10
-17.408086,-66.161147, Calle Avaroa #4373, Noreste, D10
-17.402788,-66.164398, Calle Galindo #4374, Noroeste, D10
-17.395452,-66.155551, Calle 14 de Septiembre #4375, Sudeste, D10
-17.409452,-66.166038, Calle Altamirano #4376, Noreste, D10
-17.389336,-66.154360, Calle Gualberto Villarroel #4377, Noroeste, D10
-17.387938,-66.159035, Calle Avaroa #4378, Sudeste, D10
-17.410498,-66.162606, Calle Galindo #4379, Noreste, D10
-17.408764,-66.155228, Calle 14 de Septiembre #4380, Noroeste, D10
-17.393480,-66.158724, Calle Altamirano #4381, Sudeste, D10
-17.402391,-66.166133, Calle Gualberto Villarroel #4382, Noreste, D10
-17.397481,-66.155349, Calle Avaroa #4383, Noroeste, D10
-17.395280,-66.155611, Calle Galindo #4384, Sudeste, D10
-17.407540,-66.162448, Calle 14 de Septiembre #4385, Noreste, D10
-17.396289,-66.157182, Calle Altamirano #4386, Noroeste, D10
-17.399218,-66.152016, Calle Gualberto Villarroel #4387, Sudeste, D10
-17.409644,-66.157391, Calle Avaroa #4388, Noreste, D10
-17.383806,-66.158887, Calle Galindo #4389, Noroeste, D10
-17.397559,-66.158809, Calle 14 de Septiembre #4390, Sudeste, D10
-17.404047,-66.165306, Calle Altamirano #4391, Noreste, D10
-17.395697,-66.159180, Calle Gualberto Villarroel #4392, Noroeste, D10
-17.409362,-66.165165, Calle Avaroa #4393, Sudeste, D10
-17.409292,-66.155025, Calle Galindo #4394, Noreste, D10
-17.399418,-66.153029, Calle 14 de Septiembre #4395, Noroeste, D10
-17.408133,-66.161173, Calle Altamirano #4396, Sudeste, D10
-17.402347,-66.161294, Calle Gualberto Villarroel #4397, Noreste, D10
-17.386149,-66.158303, Calle Avaroa #4398, Noroeste, D10
-17.393778,-66.160693, Calle Galindo #4399, Sudeste, D10
-17.402693,-66.164787, Calle 14 de Septiembre #4400, Noreste, D10
-17.392882,-66.164281, Calle Altamirano #4401, Noroeste, D10
-17.393793,-66.154647, Calle Gualberto Villarroel #4402, Sudeste, D10
-17.382811,-66.157606, Calle Avaroa #4403, Noreste, D10
-17.400257,-66.156223, Calle Galindo #4404, Noroeste, D10
-17.389993,-66.157551, Calle 14 de Septiembre #4405, Sudeste, D10
-17.397815,-66.150107, Calle Altamirano #4406, Noreste, D10
-17.397070,-66.155066, Calle Gualberto Villarroel #4407, Noroeste, D10
-17.389437,-66.156045, Calle Avaroa #4408, Sudeste, D10
-17.384977,-66.161498, Calle Galindo #4409, Noreste, D10
-17.386978,-66.153245, Calle 14 de Septiembre #4410, Noroeste, D10
-17.390867,-66.159715, Calle Altamirano #4411, Sudeste, D10
-17.392144,-66.158833, Calle Gualberto Villarroel #4412, Noreste, D10
-17.386723,-66.158751, Calle Avaroa #4413, Noroeste, D10
-17.404151,-66.167347, Calle Galindo #4414, Sudeste, D10
-17.406767,-66.160430, Calle 14 de Septiembre #4415, Noreste, D10
-17.408767,-66.164537, Calle Altamirano #4416, Noroeste, D10
-17.407312,-66.166839, Calle Gualberto Villarroel #4417, Sudeste, D10
-17.402599,-66.154797, Calle Avaroa #4418, Noreste, D10
-17.394575,-66.162554, Calle Galindo #4419, Noroeste, D10
-17.397471,-66.157324, Calle 14 de Septiembre #4420, Sudeste, D10
-17.403219,-66.153076, Calle Altamirano #4421, Noreste, D10
-17.392735,-66.163702, Calle Gualberto Villarroel #4422, Noroeste, D10
-17.406512,-66.156046, Calle Avaroa #4423, Sudeste, D10
-17.391289,-66.150729, Calle Galindo #4424, Noreste, D10
-17.398566,-66.152326, Calle 14 de Septiembre #4425, Noroeste, D10
-17.386302,-66.152123, Calle Altamirano #4426, Sudeste, D10
-17.402448,-66.159476, Calle Gualberto Villarroel #4427, Noreste, D10
-17.396498,-66.165848, Calle Avaroa #4428, Noroeste, D10
-17.396256,-66.160284, Calle Galindo #4429, Sudeste, D10
-17.401659,-66.152658, Calle 14 de Septiembre #4430, Noreste, D10
-17.408258,-66.163435, Calle Altamirano #4431, Noroeste, D10
-17.385455,-66.151519, Calle Gualberto Villarroel #4432, Sudeste, D10
-17.391500,-66.151918, Calle Avaroa #4433, Noreste, D10
-17.404367,-66.168132, Calle Galindo #4434, Noroeste, D10
-17.393052,-66.161377, Calle 14 de Septiembre #4435, Sudeste, D10
-17.400874,-66.158841, Calle Altamirano #4436, Noreste, D10
-17.395255,-66.156964, Calle Gualberto Villarroel #4437, Noroeste, D10
-17.400497,-66.156055, Calle Avaroa #4438, Sudeste, D10
-17.406071,-66.158304, Calle Galindo #4439, Noreste, D10
-17.394972,-66.164463, Calle 14 de Septiembre #4440, Noroeste, D10
-17.402659,-66.160065, Calle Altamirano #4441, Sudeste, D10
-17.396578,-66.163636, Calle Gualberto Villarroel #4442, Noreste, D10
-17.388690,-66.156597, Calle Avaroa #4443, Noroeste, D10
-17.409847,-66.158240, Calle Galindo #4444, Sudeste, D10
-17.407907,-66.157713, Calle 14 de Septiembre #4445, Noreste, D10
-17.403948,-66.165810, Calle Altamirano #4446, Noroeste, D10
-17.400076,-66.164709, Calle Gualberto Villarroel #4447, Sudeste, D10
-17.395381,-66.165377, Calle Avaroa #4448, Noreste, D10
-17.385573,-66.152015, Calle Galindo #4449, Noroeste, D10
-17.406972,-66.161589, Calle 14 de Septiembre #4450, Sudeste, D10
-17.401949,-66.162555, Calle Altamirano #4451, Noreste, D10
-17.392724,-66.153817, Calle Gualberto Villarroel #4452, Noroeste, D10
-17.405323,-66.163389, Calle Avaroa #4453, Sudeste, D10
-17.386122,-66.161222, Calle Galindo #4454, Noreste, D10
-17.406943,-66.156200, Calle 14 de Septiembre #4455, Noroeste, D10
-17.407303,-66.167597, Calle Altamirano #4456, Sudeste, D10
-17.387589,-66.155057, Calle Gualberto Villarroel #4457, Noreste, D10
-17.409890,-66.160268, Calle Avaroa #4458, Noroeste, D10
-17.404456,-66.159362, Calle Galindo #4459, Sudeste, D10
-17.407738,-66.154708, Calle 14 de Septiembre #4460, Noreste, D10
-17.388049,-66.154228, Calle Altamirano #4461, Noroeste, D10
-17.390101,-66.155183, Calle Gualberto Villarroel #4462, Sudeste, D10
-17.380846,-66.153297, Calle Avaroa #4463, Noreste, D10
-17.390163,-66.160821, Calle Galindo #4464, Noroeste, D10
-17.385490,-66.154714, Calle 14 de Septiembre #4465, Sudeste, D10
-17.388960,-66.155708, Calle Altamirano #4466, Noreste, D10
-17.380763,-66.152988, Calle Gualberto Villarroel #4467, Noroeste, D10
-17.384352,-66.158091, Calle Avaroa #4468, Sudeste, D10
-17.381112,-66.155323, Calle Galindo #4469, Noreste, D10
-17.382763,-66.152439, Calle 14 de Septiembre #4470, Noroeste, D10
-17.398073,-66.152578, Calle Altamirano #4471, Sudeste, D10
-17.405157,-66.164528, Calle Gualberto Villarroel #4472, Noreste, D10
-17.394306,-66.152179, Calle Avaroa #4473, Noroeste, D10
-17.395410,-66.152315, Calle Galindo #4474, Sudeste, D10
-17.399435,-66.149749, Calle 14 de Septiembre #4475, Noreste, D10
-17.407799,-66.159723, Calle Altamirano #4476, Noroeste, D10
-17.410481,-66.162301, Calle Gualberto Villarroel #4477, Sudeste, D10
-17.393869,-66.156793, Calle Avaroa #4478, Noreste, D10
-17.393597,-66.159919, Calle Galindo #4479, Noroeste, D10
-17.403406,-66.158683, Calle 14 de Septiembre #4480, Sudeste, D10
-17.393961,-66.157663, Calle Altamirano #4481, Noreste, D10
-17.393443,-66.162319, Calle Gualberto Villarroel #4482, Noroeste, D10
-17.402643,-66.162121, Calle Avaroa #4483, Sudeste, D10
-17.393862,-66.150900, Calle Galindo #4484, Noreste, D10
-17.384135,-66.155689, Calle 14 de Septiembre #4485, Noroeste, D10
-17.391677,-66.159261, Calle Altamirano #4486, Sudeste, D10
-17.386267,-66.151296, Calle Gualberto Villarroel #4487, Noreste, D10
-17.401406,-66.162173, Calle Avaroa #4488, Noroeste, D10
-17.380976,-66.154115, Calle Galindo #4489, Sudeste, D10
-17.406852,-66.157624, Calle 14 de Septiembre #4490, Noreste, D10
-17.397067,-66.157025, Calle Altamirano #4491, Noroeste, D10
-17.384807,-66.155187, Calle Gualberto Villarroel #4492, Sudeste, D10
-17.404031,-66.156205, Calle Avaroa #4493, Noreste, D10
-17.397310,-66.164328, Calle Galindo #4494, Noroeste, D10
-17.405174,-66.165466, Calle 14 de Septiembre #4495, Sudeste, D10
-17.399684,-66.155742, Calle Altamirano #4496, Noreste, D10
-17.407457,-66.156058, Calle Gualberto Villarroel #4497, Noroeste, D10
-17.402311,-66.159596, Calle Avaroa #4498, Sudeste, D10
-17.405776,-66.159787, Calle Galindo #4499, Noreste, D10
-17.382695,-66.160897, Calle 14 de Septiembre #4500, Noroeste, D10
-17.401514,-66.153919, Calle Altamirano #4501, Sudeste, D10
-17.385591,-66.153024, Calle Gualberto Villarroel #4502, Noreste, D10
-17.393934,-66.159508, Calle Avaroa #4503, Noroeste, D10
-17.402109,-66.154843, Calle Galindo #4504, Sudeste, D10
-17.407193,-66.158110, Calle 14 de Septiembre #4505, Noreste, D10
-17.395016,-66.158519, Calle Altamirano #4506, Noroeste, D10
-17.393043,-66.156791, Calle Gualberto Villarroel #4507, Sudeste, D10
-17.387277,-66.160807, Calle Avaroa #4508, Noreste, D10
-17.402758,-66.160627, Calle Galindo #4509, Noroeste, D10
-17.397656,-66.163846, Calle 14 de Septiembre #4510, Sudeste, D10
-17.405683,-66.161296, Calle Altamirano #4511, Noreste, D10
-17.387455,-66.157446, Calle Gualberto Villarroel #4512, Noroeste, D10
-17.398417,-66.162133, Calle Avaroa #4513, Sudeste, D10
-17.398768,-66.161719, Calle Galindo #4514, Noreste, D10
-17.408501,-66.164565, Calle 14 de Septiembre #4515, Noroeste, D10
-17.390518,-66.152109, Calle Altamirano #4516, Sudeste, D10
-17.389010,-66.151951, Calle Gualberto Villarroel #4517, Noreste, D10
-17.393012,-66.150745, Calle Avaroa #4518, Noroeste, D10
-17.389773,-66.156467, Calle Galindo #4519, Sudeste, D10
-17.401952,-66.154290, Calle 14 de Septiembre #4520, Noreste, D10
-17.401809,-66.162274, Calle Altamirano #4521, Noroeste, D10
-17.383417,-66.160987, Calle Gualberto Villarroel #4522, Sudeste, D10
-17.404178,-66.154505, Calle Avaroa #4523, Noreste, D10
-17.393305,-66.163783, Calle Galindo #4524, Noroeste, D10
-17.388885,-66.150669, Calle 14 de Septiembre #4525, Sudeste, D10
-17.403541,-66.165849, Calle Altamirano #4526, Noreste, D10
-17.398992,-66.151441, Calle Gualberto Villarroel #4527, Noroeste, D10
-17.399752,-66.162230, Calle Avaroa #4528, Sudeste, D10
-17.388698,-66.157285, Calle Galindo #4529, Noreste, D10
-17.404538,-66.161496, Calle 14 de Septiembre #4530, Noroeste, D10
-17.389282,-66.159136, Calle Altamirano #4531, Sudeste, D10
-17.397797,-66.152964, Calle Gualberto Villarroel #4532, Noreste, D10
-17.396942,-66.155789, Calle Avaroa #4533, Noroeste, D10
-17.400607,-66.161614, Calle Galindo #4534, Sudeste, D10
-17.392152,-66.161086, Calle 14 de Septiembre #4535, Noreste, D10
-17.386768,-66.155404, Calle Altamirano #4536, Noroeste, D10
-17.402128,-66.153476, Calle Gualberto Villarroel #4537, Sudeste, D10
-17.410851,-66.157061, Calle Avaroa #4538, Noreste, D10
-17.392397,-66.160753, Calle Galindo #4539, Noroeste, D10
-17.386537,-66.158020, Calle 14 de Septiembre #4540, Sudeste, D10
-17.393830,-66.160947, Calle Altamirano #4541, Noreste, D10
-17.396602,-66.164069, Calle Gualberto Villarroel #4542, Noroeste, D10
-17.389482,-66.155977, Calle Avaroa #4543, Sudeste, D10
-17.388535,-66.155097, Calle Galindo #4544, Noreste, D10
-17.396289,-66.165522, Calle 14 de Septiembre #4545, Noroeste, D10
-17.400515,-66.157443, Calle Altamirano #4546, Sudeste, D10
-17.406684,-66.164848, Calle Gualberto Villarroel #4547, Noreste, D10
-17.408564,-66.158859, Calle Avaroa #4548, Noroeste, D10
-17.383728,-66.161415, Calle Galindo #4549, Sudeste, D10
-17.391549,-66.159485, Calle 14 de Septiembre #4550, Noreste, D10
-17.396587,-66.164887, Calle Altamirano #4551, Noroeste, D10
-17.403794,-66.157536, Calle Gualberto Villarroel #4552, Sudeste, D10
-17.409741,-66.164804, Calle Avaroa #4553, Noreste, D10
-17.394793,-66.150348, Calle Galindo #4554, Noroeste, D10
-17.385436,-66.161952, Calle 14 de Septiembre #4555, Sudeste, D10
-17.384032,-66.159788, Calle Altamirano #4556, Noreste, D10
-17.392935,-66.156963, Calle Gualberto Villarroel #4557, Noroeste, D10
-17.382550,-66.158987, Calle Avaroa #4558, Sudeste, D10
-17.396681,-66.154711, Calle Galindo #4559, Noreste, D10
-17.380099,-66.152694, Calle 14 de Septiembre #4560, Noroeste, D10
-17.390923,-66.154522, Calle Altamirano #4561, Sudeste, D10
-17.383151,-66.158820, Calle Gualberto Villarroel #4562, Noreste, D10
-17.406874,-66.168694, Calle Avaroa #4563, Noroeste, D10
-17.390885,-66.155948, Calle Galindo #4564, Sudeste, D10
-17.391143,-66.156784, Calle 14 de Septiembre #4565, Noreste, D10
-17.392153,-66.158424, Calle Altamirano #4566, Noroeste, D10
-17.390943,-66.154557, Calle Gualberto Villarroel #4567, Sudeste, D10
-17.391439,-66.157282, Calle Avaroa #4568, Noreste, D10
-17.407576,-66.159978, Calle Galindo #4569, Noroeste, D10
-17.393047,-66.163823, Calle 14 de Septiembre #4570, Sudeste, D10
-17.396991,-66.155517, Calle Altamirano #4571, Noreste, D10
-17.404479,-66.159754, Calle Gualberto Villarroel #4572, Noroeste, D10
-17.385057,-66.155075, Calle Avaroa #4573, Sudeste, D10
-17.403690,-66.158220, Calle Galindo #4574, Noreste, D10
-17.396909,-66.159759, Calle 14 de Septiembre #4575, Noroeste, D10
-17.385841,-66.151846, Calle Altamirano #4576, Sudeste, D10
-17.391617,-66.156549, Calle Gualberto Villarroel #4577, Noreste, D10
-17.396909,-66.164934, Calle Avaroa #4578, Noroeste, D10
-17.394158,-66.152780, Calle Galindo #4579, Sudeste, D10
-17.387106,-66.150993, Calle 14 de Septiembre #4580, Noreste, D10
-17.403100,-66.155831, Calle Altamirano #4581, Noroeste, D10
-17.386971,-66.153595, Calle Gualberto Villarroel #4582, Sudeste, D10
-17.404771,-66.162409, Calle Avaroa #4583, Noreste, D10
-17.392167,-66.154659, Calle Galindo #4584, Noroeste, D10
-17.404374,-66.157669, Calle 14 de Septiembre #4585, Sudeste, D10
-17.387713,-66.162185, Calle Altamirano #4586, Noreste, D10
-17.383764,-66.158144, Calle Gualberto Villarroel #4587, Noroeste, D10
-17.387759,-66.162821, Calle Avaroa #4588, Sudeste, D10
-17.403694,-66.158284, Calle Galindo #4589, Noreste, D10
-17.405017,-66.162620, Calle 14 de Septiembre #4590, Noroeste, D10
-17.384618,-66.158497, Calle Altamirano #4591, Sudeste, D10
-17.408543,-66.164096, Calle Gualberto Villarroel #4592, Noreste, D10
-17.401291,-66.162858, Calle Avaroa #4593, Noroeste, D10
-17.387922,-66.158303, Calle Galindo #4594, Sudeste, D10
-17.410719,-66.156007, Calle 14 de Septiembre #4595, Noreste, D10
-17.404284,-66.163996, Calle Altamirano #4596, Noroeste, D10
-17.384451,-66.153259, Calle Gualberto Villarroel #4597, Sudeste, D10
-17.390506,-66.162790, Calle Avaroa #4598, Noreste, D10
-17.400113,-66.155067, Calle Galindo #4599, Noroeste, D10
-17.404120,-66.153580, Calle 14 de Septiembre #4600, Sudeste, D10
-17.404389,-66.154989, Calle Altamirano #4601, Noreste, D10
-17.404970,-66.165092, Calle Gualberto Villarroel #4602, Noroeste, D10
-17.386088,-66.157222, Calle Avaroa #4603, Sudeste, D10
-17.404883,-66.161649, Calle Galindo #4604, Noreste, D10
-17.402154,-66.165949, Calle 14 de Septiembre #4605, Noroeste, D10
-17.393188,-66.157015, Calle Altamirano #4606, Sudeste, D10
-17.388655,-66.151665, Calle Gualberto Villarroel #4607, Noreste, D10
-17.383653,-66.161934, Calle Avaroa #4608, Noroeste, D10
-17.399300,-66.151758, Calle Galindo #4609, Sudeste, D10
-17.386301,-66.160356, Calle 14 de Septiembre #4610, Noreste, D10
-17.397494,-66.164785, Calle Altamirano #4611, Noroeste, D10
-17.396139,-66.151270, Calle Gualberto Villarroel #4612, Sudeste, D10
-17.398895,-66.153345, Calle Avaroa #4613, Noreste, D10
-17.411238,-66.156230, Calle Galindo #4614, Noroeste, D10
-17.396542,-66.165925, Calle 14 de Septiembre #4615, Sudeste, D10
-17.396965,-66.152702, Calle Altamirano #4616, Noreste, D10
-17.401490,-66.157150, Calle Gualberto Villarroel #4617, Noroeste, D10
-17.399833,-66.165270, Calle Avaroa #4618, Sudeste, D10
-17.388584,-66.154733, Calle Galindo #4619, Noreste, D10
-17.392644,-66.153511, Calle 14 de Septiembre #4620, Noroeste, D10
-17.411134,-66.156146, Calle Altamirano #4621, Sudeste, D10
-17.399729,-66.163056, Calle Gualberto Villarroel #4622, Noreste, D10
-17.407512,-66.161341, Calle Avaroa #4623, Noroeste, D10
-17.405405,-66.154723, Calle Galindo #4624, Sudeste, D10
-17.396146,-66.158250, Calle 14 de Septiembre #4625, Noreste, D10
-17.392133,-66.156651, Calle Altamirano #4626, Noroeste, D10
-17.391599,-66.153980, Calle Gualberto Villarroel #4627, Sudeste, D10
-17.410336,-66.154768, Calle Avaroa #4628, Noreste, D10
-17.401675,-66.157428, Calle Galindo #4629, Noroeste, D10
-17.410360,-66.157567, Calle 14 de Septiembre #4630, Sudeste, D10
-17.408396,-66.162811, Calle Altamirano #4631, Noreste, D10
-17.403638,-66.167980, Calle Gualberto Villarroel #4632, Noroeste, D10
-17.403526,-66.167777, Calle Avaroa #4633, Sudeste, D10
-17.387734,-66.162127, Calle Galindo #4634, Noreste, D10
-17.405157,-66.163397, Calle 14 de Septiembre #4635, Noroeste, D10
-17.404472,-66.164152, Calle Altamirano #4636, Sudeste, D10
-17.392922,-66.156902, Calle Gualberto Villarroel #4637, Noreste, D10
-17.385590,-66.161561, Calle Avaroa #4638, Noroeste, D10
-17.397965,-66.159936, Calle Galindo #4639, Sudeste, D10
-17.401158,-66.159409, Calle 14 de Septiembre #4640, Noreste, D10
-17.396446,-66.164746, Calle Altamirano #4641, Noroeste, D10
-17.398698,-66.154679, Calle Gualberto Villarroel #4642, Sudeste, D10
-17.387810,-66.152461, Calle Avaroa #4643, Noreste, D10
-17.407157,-66.166968, Calle Galindo #4644, Noroeste, D10
-17.382610,-66.154362, Calle 14 de Septiembre #4645, Sudeste, D10
-17.405312,-66.165544, Calle Altamirano #4646, Noreste, D10
-17.397329,-66.151195, Calle Gualberto Villarroel #4647, Noroeste, D10
-17.408929,-66.157923, Calle Avaroa #4648, Sudeste, D10
-17.409987,-66.162273, Calle Galindo #4649, Noreste, D10
-17.385183,-66.158830, Calle 14 de Septiembre #4650, Noroeste, D10
-17.394313,-66.156804, Calle Altamirano #4651, Sudeste, D10
-17.388973,-66.152127, Calle Gualberto Villarroel #4652, Noreste, D10
-17.398004,-66.162442, Calle Avaroa #4653, Noroeste, D10
-17.382068,-66.157898, Calle Galindo #4654, Sudeste, D10
-17.398459,-66.151479, Calle 14 de Septiembre #4655, Noreste, D10
-17.387340,-66.156053, Calle Altamirano #4656, Noroeste, D10
-17.399416,-66.161514, Calle Gualberto Villarroel #4657, Sudeste, D10
-17.403804,-66.166912, Calle Avaroa #4658, Noreste, D10
-17.390289,-66.163689, Calle Galindo #4659, Noroeste, D10
-17.399032,-66.166969, Calle 14 de Septiembre #4660, Sudeste, D10
-17.392339,-66.157337, Calle Altamirano #4661, Noreste, D10
-17.404932,-66.163151, Calle Gualberto Villarroel #4662, Noroeste, D10
-17.400289,-66.161584, Calle Avaroa #4663, Sudeste, D10
-17.385303,-66.159769, Calle Galindo #4664, Noreste, D10
-17.394423,-66.157826, Calle 14 de Septiembre #4665, Noroeste, D10
-17.400646,-66.153421, Calle Altamirano #4666, Sudeste, D10
-17.400448,-66.156723, Calle Gualberto Villarroel #4667, Noreste, D10
-17.400545,-66.153589, Calle Avaroa #4668, Noroeste, D10
-17.395491,-66.154375, Calle Galindo #4669, Sudeste, D10
-17.395159,-66.162458, Calle 14 de Septiembre #4670, Noreste, D10
-17.407206,-66.158259, Calle Altamirano #4671, Noroeste, D10
-17.407052,-66.155203, Calle Gualberto Villarroel #4672, Sudeste, D10
-17.409914,-66.158351, Calle Avaroa #4673, Noreste, D10
-17.400800,-66.152191, Calle Galindo #4674, Noroeste, D10
-17.383720,-66.158189, Calle 14 de Septiembre #4675, Sudeste, D10
-17.392053,-66.164280, Calle Altamirano #4676, Noreste, D10
-17.381807,-66.153287, Calle Gualberto Villarroel #4677, Noroeste, D10
-17.383176,-66.159451, Calle Avaroa #4678, Sudeste, D10
-17.404403,-66.167014, Calle Galindo #4679, Noreste, D10
-17.396378,-66.155990, Calle 14 de Septiembre #4680, Noroeste, D10
-17.400752,-66.156945, Calle Altamirano #4681, Sudeste, D10
-17.393516,-66.162189, Calle Gualberto Villarroel #4682, Noreste, D10
-17.391730,-66.156203, Calle Avaroa #4683, Noroeste, D10
-17.397528,-66.166676, Calle Galindo #4684, Sudeste, D10
-17.406189,-66.161469, Calle 14 de Septiembre #4685, Noreste, D10
-17.397001,-66.161834, Calle Altamirano #4686, Noroeste, D10
-17.405660,-66.157789, Calle Gualberto Villarroel #4687, Sudeste, D10
-17.387671,-66.155490, Calle Avaroa #4688, Noreste, D10
-17.408973,-66.159289, Calle Galindo #4689, Noroeste, D10
-17.391384,-66.159146, Calle 14 de Septiembre #4690, Sudeste, D10
-17.385625,-66.152143, Calle Altamirano #4691, Noreste, D10
-17.405373,-66.154244, Calle Gualberto Villarroel #4692, Noroeste, D10
-17.392641,-66.158615, Calle Avaroa #4693, Sudeste, D10
-17.390223,-66.161052, Calle Galindo #4694, Noreste, D10
-17.387502,-66.154565, Calle 14 de Septiembre #4695, Noroeste, D10
-17.404021,-66.168136, Calle Altamirano #4696, Sudeste, D10
-17.391188,-66.156934, Calle Gualberto Villarroel #4697, Noreste, D10
-17.388927,-66.155699, Calle Avaroa #4698, Noroeste, D10
-17.398191,-66.163375, Calle Galindo #4699, Sudeste, D10
-17.397752,-66.157090, Calle 14 de Septiembre #4700, Noreste, D10
-17.409368,-66.159544, Calle Altamirano #4701, Noroeste, D10
-17.403671,-66.167672, Calle Gualberto Villarroel #4702, Sudeste, D10
-17.411229,-66.154775, Calle Avaroa #4703, Noreste, D10
-17.408406,-66.157902, Calle Galindo #4704, Noroeste, D10
-17.404691,-66.159569, Calle 14 de Septiembre #4705, Sudeste, D10
-17.392326,-66.152603, Calle Altamirano #4706, Noreste, D10
-17.407805,-66.162923, Calle Gualberto Villarroel #4707, Noroeste, D10
-17.383850,-66.158699, Calle Avaroa #4708, Sudeste, D10
-17.402011,-66.163944, Calle Galindo #4709, Noreste, D10
-17.405423,-66.159162, Calle 14 de Septiembre #4710, Noroeste, D10
-17.393980,-66.161117, Calle Altamirano #4711, Sudeste, D10
-17.408332,-66.165161, Calle Gualberto Villarroel #4712, Noreste, D10
-17.394098,-66.154085, Calle Avaroa #4713, Noroeste, D10
-17.381192,-66.157489, Calle Galindo #4714, Sudeste, D10
-17.397419,-66.160042, Calle 14 de Septiembre #4715, Noreste, D10
-17.405430,-66.163825, Calle Altamirano #4716, Noroeste, D10
-17.401583,-66.153801, Calle Gualberto Villarroel #4717, Sudeste, D10
-17.408622,-66.155419, Calle Avaroa #4718, Noreste, D10
-17.390160,-66.158804, Calle Galindo #4719, Noroeste, D10
-17.388679,-66.162396, Calle 14 de Septiembre #4720, Sudeste, D10
-17.393055,-66.152760, Calle Altamirano #4721, Noreste, D10
-17.390617,-66.158924, Calle Gualberto Villarroel #4722, Noroeste, D10
-17.405558,-66.163419, Calle Avaroa #4723, Sudeste, D10
-17.399755,-66.157884, Calle Galindo #4724, Noreste, D10
-17.406289,-66.169601, Calle 14 de Septiembre #4725, Noroeste, D10
-17.402790,-66.157799, Calle Altamirano #4726, Sudeste, D10
-17.391030,-66.161561, Calle Gualberto Villarroel #4727, Noreste, D10
-17.407933,-66.158514, Calle Avaroa #4728, Noroeste, D10
-17.399055,-66.161974, Calle Galindo #4729, Sudeste, D10
-17.390964,-66.163763, Calle 14 de Septiembre #4730, Noreste, D10
-17.398964,-66.161102, Calle Altamirano #4731, Noroeste, D10
-17.394891,-66.150102, Calle Gualberto Villarroel #4732, Sudeste, D10
-17.386642,-66.153220, Calle Avaroa #4733, Noreste, D10
-17.404982,-66.158231, Calle Galindo #4734, Noroeste, D10
-17.402099,-66.162891, Calle 14 de Septiembre #4735, Sudeste, D10
-17.405616,-66.164828, Calle Altamirano #4736, Noreste, D10
-17.396010,-66.154082, Calle Gualberto Villarroel #4737, Noroeste, D10
-17.387871,-66.155239, Calle Avaroa #4738, Sudeste, D10
-17.391515,-66.159465, Calle Galindo #4739, Noreste, D10
-17.392156,-66.157798, Calle 14 de Septiembre #4740, Noroeste, D10
-17.407523,-66.168371, Calle Altamirano #4741, Sudeste, D10
-17.388373,-66.159358, Calle Gualberto Villarroel #4742, Noreste, D10
-17.396972,-66.162030, Calle Avaroa #4743, Noroeste, D10
-17.393407,-66.163663, Calle Galindo #4744, Sudeste, D10
-17.403520,-66.164131, Calle 14 de Septiembre #4745, Noreste, D10
-17.394595,-66.159828, Calle Altamirano #4746, Noroeste, D10
-17.390054,-66.158966, Calle Gualberto Villarroel #4747, Sudeste, D10
-17.396838,-66.164994, Calle Avaroa #4748, Noreste, D10
-17.392666,-66.155013, Calle Galindo #4749, Noroeste, D10
-17.407942,-66.163454, Calle 14 de Septiembre #4750, Sudeste, D10
-17.393760,-66.154635, Calle Altamirano #4751, Noreste, D10
-17.399268,-66.151696, Calle Gualberto Villarroel #4752, Noroeste, D10
-17.388311,-66.162481, Calle Avaroa #4753, Sudeste, D10
-17.393561,-66.158000, Calle Galindo #4754, Noreste, D10
-17.400036,-66.154790, Calle 14 de Septiembre #4755, Noroeste, D10
-17.396590,-66.161332, Calle Altamirano #4756, Sudeste, D10
-17.394552,-66.152875, Calle Gualberto Villarroel #4757, Noreste, D10
