-17.378292,-66.142300, Calle Saturnino #100, Muyurina, D11
-17.376645,-66.139302, Calle Arce #2811, Alalay, D11
-17.394552,-66.147181, Calle Roma #2812, Muyurina, D11
-17.382132,-66.141161, Calle Ork’o #2813, Las Cuadras, D11
-17.380329,-66.134158, Calle Cochabamba #2814, Alalay, D11
-17.383485,-66.142530, Calle Saturnino #2815, Muyurina, D11
-17.389634,-66.149291, Calle Arce #2816, Las Cuadras, D11
-17.381251,-66.143644, Calle Roma #2817, Alalay, D11
-17.390009,-66.143967, Calle Ork’o #2818, Muyurina, D11
-17.377884,-66.133752, Calle Cochabamba #2819, Las Cuadras, D11
-17.389434,-66.135458, Calle Saturnino #2820, Alalay, D11
-17.381824,-66.140386, Calle Arce #2821, Muyurina, D11
-17.376730,-66.136910, Calle Roma #2822, Las Cuadras, D11
-17.392772,-66.138746, Calle Ork’o #2823, Alalay, D11
-17.391868,-66.146395, Calle Cochabamba #2824, Muyurina, D11
-17.378546,-66.132093, Calle Saturnino #2825, Las Cuadras, D11
-17.392306,-66.139752, Calle Arce #2826, Alalay, D11
-17.380807,-66.141194, Calle Roma #2827, Muyurina, D11
-17.382863,-66.145379, Calle Ork’o #2828, Las Cuadras, D11
-17.387594,-66.149090, Calle Cochabamba #2829, Alalay, D11
-17.378800,-66.134767, Calle Saturnino #2830, Muyurina, D11
-17.387967,-66.146906, Calle Arce #2831, Las Cuadras, D11
-17.394693,-66.131730, Calle Roma #2832, Alalay, D11
-17.390991,-66.148414, Calle Ork’o #2833, Muyurina, D11
-17.393537,-66.143017, Calle Cochabamba #2834, Las Cuadras, D11
-17.395502,-66.128983, Calle Saturnino #2835, Alalay, D11
-17.390012,-66.148602, Calle Arce #2836, Muyurina, D11
-17.378287,-66.140434, Calle Roma #2837, Las Cuadras, D11
-17.396937,-66.139368, Calle Ork’o #2838, Alalay, D11
-17.390990,-66.132948, Calle Cochabamba #2839, Muyurina, D11
-17.377690,-66.143221, Calle Saturnino #2840, Las Cuadras, D11
-17.375252,-66.134121, Calle Arce #2841, Alalay, D11
-17.380903,-66.151066, Calle Roma #2842, Muyurina, D11
-17.394627,-66.145234, Calle Ork’o #2843, Las Cuadras, D11
-17.384586,-66.148308, Calle Cochabamba #2844, Alalay, D11
-17.393508,-66.133297, Calle Saturnino #2845, Muyurina, D11
-17.391214,-66.149135, Calle Arce #2846, Las Cuadras, D11
-17.392270,-66.143757, Calle Roma #2847, Alalay, D11
-17.383010,-66.140268, Calle Ork’o #2848, Muyurina, D11
-17.384373,-66.147407, Calle Cochabamba #2849, Las Cuadras, D11
-17.391591,-66.143254, Calle Saturnino #2850, Alalay, D11
-17.396646,-66.145608, Calle Arce #2851, Muyurina, D11
-17.393088,-66.139813, Calle Roma #2852, Las Cuadras, D11
-17.394845,-66.135085, Calle Ork’o #2853, Alalay, D11
-17.395096,-66.128219, Calle Cochabamba #2854, Muyurina, D11
-17.381611,-66.139299, Calle Saturnino #2855, Las Cuadras, D11
-17.393886,-66.139979, Calle Arce #2856, Alalay, D11
-17.383790,-66.140358, Calle Roma #2857, Muyurina, D11
-17.382944,-66.140134, Calle Ork’o #2858, Las Cuadras, D11
-17.380211,-66.137994, Calle Cochabamba #2859, Alalay, D11
-17.381303,-66.136451, Calle Saturnino #2860, Muyurina, D11
-17.383949,-66.145496, Calle Arce #2861, Las Cuadras, D11
-17.396443,-66.140729, Calle Roma #2862, Alalay, D11
-17.392148,-66.146586, Calle Ork’o #2863, Muyurina, D11
-17.380595,-66.143205, Calle Cochabamba #2864, Las Cuadras, D11
-17.395337,-66.131179, Calle Saturnino #2865, Alalay, D11
-17.378294,-66.137001, Calle Arce #2866, Muyurina, D11
-17.388550,-66.135593, Calle Roma #2867, Las Cuadras, D11
-17.379959,-66.146366, Calle Ork’o #2868, Alalay, D11
-17.389507,-66.142629, Calle Cochabamba #2869, Muyurina, D11
-17.383393,-66.145943, Calle Saturnino #2870, Las Cuadras, D11
-17.382948,-66.145986, Calle Arce #2871, Alalay, D11
-17.379386,-66.140355, Calle Roma #2872, Muyurina, D11
-17.386316,-66.146683, Calle Ork’o #2873, Las Cuadras, D11
-17.392736,-66.136876, Calle Cochabamba #2874, Alalay, D11
-17.384953,-66.140722, Calle Saturnino #2875, Muyurina, D11
-17.380904,-66.142017, Calle Arce #2876, Las Cuadras, D11
-17.392743,-66.131168, Calle Roma #2877, Alalay, D11
-17.395328,-66.148180, Calle Ork’o #2878, Muyurina, D11
-17.382669,-66.145503, Calle Cochabamba #2879, Las Cuadras, D11
-17.378548,-66.138946, Calle Saturnino #2880, Alalay, D11
-17.382264,-66.151035, Calle Arce #2881, Muyurina, D11
-17.393325,-66.140996, Calle Roma #2882, Las Cuadras, D11
-17.387095,-66.144131, Calle Ork’o #2883, Alalay, D11
-17.394478,-66.136227, Calle Cochabamba #2884, Muyurina, D11
-17.383605,-66.142181, Calle Saturnino #2885, Las Cuadras, D11
-17.387383,-66.140035, Calle Arce #2886, Alalay, D11
-17.386009,-66.147927, Calle Roma #2887, Muyurina, D11
-17.379478,-66.149478, Calle Ork’o #2888, Las Cuadras, D11
-17.377755,-66.132888, Calle Cochabamba #2889, Alalay, D11
-17.381137,-66.140041, Calle Saturnino #2890, Muyurina, D11
-17.377855,-66.135553, Calle Arce #2891, Las Cuadras, D11
-17.396592,-66.139587, Calle Roma #2892, Alalay, D11
-17.390327,-66.138796, Calle Ork’o #2893, Muyurina, D11
-17.386739,-66.145907, Calle Cochabamba #2894, Las Cuadras, D11
-17.392140,-66.138144, Calle Saturnino #2895, Alalay, D11
-17.378261,-66.133675, Calle Arce #2896, Muyurina, D11
-17.384670,-66.140151, Calle Roma #2897, Las Cuadras, D11
-17.396899,-66.147786, Calle Ork’o #2898, Alalay, D11
-17.380983,-66.136436, Calle Cochabamba #2899, Muyurina, D11
-17.380125,-66.140691, Calle Saturnino #2900, Las Cuadras, D11
-17.396732,-66.140764, Calle Arce #2901, Alalay, D11
-17.396290,-66.145436, Calle Roma #2902, Muyurina, D11
-17.385765,-66.141339, Calle Ork’o #2903, Las Cuadras, D11
-17.396560,-66.144965, Calle Cochabamba #2904, Alalay, D11
-17.389563,-66.145789, Calle Saturnino #2905, Muyurina, D11
-17.378625,-66.133174, Calle Arce #2906, Las Cuadras, D11
-17.385519,-66.149074, Calle Roma #2907, Alalay, D11
-17.395286,-66.131131, Calle Ork’o #2908, Muyurina, D11
-17.388812,-66.135257, Calle Cochabamba #2909, Las Cuadras, D11
-17.379295,-66.133450, Calle Saturnino #2910, Alalay, D11
-17.382498,-66.146008, Calle Arce #2911, Muyurina, D11
-17.383128,-66.145984, Calle Roma #2912, Las Cuadras, D11
-17.379672,-66.137222, Calle Ork’o #2913, Alalay, D11
-17.379928,-66.142484, Calle Cochabamba #2914, Muyurina, D11
-17.396026,-66.147048, Calle Saturnino #2915, Las Cuadras, D11
-17.393276,-66.141264, Calle Arce #2916, Alalay, D11
-17.391985,-66.140417, Calle Roma #2917, Muyurina, D11
-17.387148,-66.148818, Calle Ork’o #2918, Las Cuadras, D11
-17.388329,-66.146981, Calle Cochabamba #2919, Alalay, D11
-17.388048,-66.137131, Calle Saturnino #2920, Muyurina, D11
-17.386503,-66.148822, Calle Arce #2921, Las Cuadras, D11
-17.376509,-66.135460, Calle Roma #2922, Alalay, D11
-17.393007,-66.145026, Calle Ork’o #2923, Muyurina, D11
-17.392923,-66.132082, Calle Cochabamba #2924, Las Cuadras, D11
-17.388696,-66.148622, Calle Saturnino #2925, Alalay, D11
-17.378357,-66.140402, Calle Arce #2926, Muyurina, D11
-17.395667,-66.132885, Calle Roma #2927, Las Cuadras, D11
-17.380975,-66.138543, Calle Ork’o #2928, Alalay, D11
-17.396986,-66.138404, Calle Cochabamba #2929, Muyurina, D11
-17.389133,-66.136267, Calle Saturnino #2930, Las Cuadras, D11
-17.381219,-66.148400, Calle Arce #2931, Alalay, D11
-17.391555,-66.145337, Calle Roma #2932, Muyurina, D11
-17.394302,-66.134216, Calle Ork’o #2933, Las Cuadras, D11
-17.392009,-66.131810, Calle Cochabamba #2934, Alalay, D11
-17.395313,-66.147445, Calle Saturnino #2935, Muyurina, D11
-17.397561,-66.144205, Calle Arce #2936, Las Cuadras, D11
-17.384402,-66.149699, Calle Roma #2937, Alalay, D11
-17.381108,-66.131866, Calle Ork’o #2938, Muyurina, D11
-17.380792,-66.134526, Calle Cochabamba #2939, Las Cuadras, D11
-17.395751,-66.140837, Calle Saturnino #2940, Alalay, D11
-17.395698,-66.145648, Calle Arce #2941, Muyurina, D11
-17.385249,-66.146295, Calle Roma #2942, Las Cuadras, D11
-17.395400,-66.142462, Calle Ork’o #2943, Alalay, D11
-17.387059,-66.148993, Calle Cochabamba #2944, Muyurina, D11
-17.381373,-66.146990, Calle Saturnino #2945, Las Cuadras, D11
-17.385843,-66.147156, Calle Arce #2946, Alalay, D11
-17.378616,-66.133227, Calle Roma #2947, Muyurina, D11
-17.379970,-66.149217, Calle Ork’o #2948, Las Cuadras, D11
-17.382568,-66.148270, Calle Cochabamba #2949, Alalay, D11
-17.380477,-66.139474, Calle Saturnino #2950, Muyurina, D11
-17.388871,-66.137765, Calle Arce #2951, Las Cuadras, D11
-17.383088,-66.143312, Calle Roma #2952, Alalay, D11
-17.379378,-66.147507, Calle Ork’o #2953, Muyurina, D11
-17.396278,-66.130239, Calle Cochabamba #2954, Las Cuadras, D11
-17.390617,-66.139348, Calle Saturnino #2955, Alalay, D11
-17.380543,-66.140205, Calle Arce #2956, Muyurina, D11
-17.391837,-66.137906, Calle Roma #2957, Las Cuadras, D11
-17.390648,-66.147462, Calle Ork’o #2958, Alalay, D11
-17.382303,-66.137008, Calle Cochabamba #2959, Muyurina, D11
-17.381859,-66.140379, Calle Saturnino #2960, Las Cuadras, D11
-17.380519,-66.131661, Calle Arce #2961, Alalay, D11
-17.394548,-66.140872, Calle Roma #2962, Muyurina, D11
-17.385764,-66.140189, Calle Ork’o #2963, Las Cuadras, D11
-17.390311,-66.138008, Calle Cochabamba #2964, Alalay, D11
-17.390268,-66.134978, Calle Saturnino #2965, Muyurina, D11
-17.390186,-66.143727, Calle Arce #2966, Las Cuadras, D11
-17.387176,-66.148695, Calle Roma #2967, Alalay, D11
-17.396251,-66.138681, Calle Ork’o #2968, Muyurina, D11
-17.381222,-66.142388, Calle Cochabamba #2969, Las Cuadras, D11
-17.380776,-66.138445, Calle Saturnino #2970, Alalay, D11
-17.379327,-66.131068, Calle Arce #2971, Muyurina, D11
-17.393465,-66.129958, Calle Roma #2972, Las Cuadras, D11
-17.393378,-66.131551, Calle Ork’o #2973, Alalay, D11
-17.394759,-66.135406, Calle Cochabamba #2974, Muyurina, D11
-17.390041,-66.146951, Calle Saturnino #2975, Las Cuadras, D11
-17.393170,-66.146002, Calle Arce #2976, Alalay, D11
-17.380033,-66.135757, Calle Roma #2977, Muyurina, D11
-17.385099,-66.148290, Calle Ork’o #2978, Las Cuadras, D11
-17.386518,-66.144320, Calle Cochabamba #2979, Alalay, D11
-17.396688,-66.146905, Calle Saturnino #2980, Muyurina, D11
-17.390750,-66.146384, Calle Arce #2981, Las Cuadras, D11
-17.391045,-66.137740, Calle Roma #2982, Alalay, D11
-17.378101,-66.140147, Calle Ork’o #2983, Muyurina, D11
-17.395548,-66.144976, Calle Cochabamba #2984, Las Cuadras, D11
-17.379042,-66.146653, Calle Saturnino #2985, Alalay, D11
-17.380162,-66.151614, Calle Arce #2986, Muyurina, D11
-17.396673,-66.137083, Calle Roma #2987, Las Cuadras, D11
-17.381681,-66.137277, Calle Ork’o #2988, Alalay, D11
-17.390425,-66.135603, Calle Cochabamba #2989, Muyurina, D11
-17.390123,-66.134648, Calle Saturnino #2990, Las Cuadras, D11
-17.381745,-66.142176, Calle Arce #2991, Alalay, D11
-17.393857,-66.130072, Calle Roma #2992, Muyurina, D11
-17.391211,-66.136186, Calle Ork’o #2993, Las Cuadras, D11
-17.389472,-66.147891, Calle Cochabamba #2994, Alalay, D11
-17.389466,-66.137255, Calle Saturnino #2995, Muyurina, D11
-17.387236,-66.149186, Calle Arce #2996, Las Cuadras, D11
-17.389001,-66.140027, Calle Roma #2997, Alalay, D11
-17.392151,-66.132589, Calle Ork’o #2998, Muyurina, D11
-17.394588,-66.136267, Calle Cochabamba #2999, Las Cuadras, D11
-17.390351,-66.135128, Calle Saturnino #3000, Alalay, D11
-17.395190,-66.133068, Calle Arce #3001, Muyurina, D11
-17.393416,-66.139194, Calle Roma #3002, Las Cuadras, D11
-17.395981,-66.132567, Calle Ork’o #3003, Alalay, D11
-17.378563,-66.144762, Calle Cochabamba #3004, Muyurina, D11
-17.397772,-66.143775, Calle Saturnino #3005, Las Cuadras, D11
-17.385781,-66.139334, Calle Arce #3006, Alalay, D11
-17.394230,-66.131805, Calle Roma #3007, Muyurina, D11
-17.377414,-66.138309, Calle Ork’o #3008, Las Cuadras, D11
-17.390877,-66.147237, Calle Cochabamba #3009, Alalay, D11
-17.390417,-66.139220, Calle Saturnino #3010, Muyurina, D11
-17.378487,-66.133895, Calle Arce #3011, Las Cuadras, D11
-17.394247,-66.135605, Calle Roma #3012, Alalay, D11
-17.391357,-66.140149, Calle Ork’o #3013, Muyurina, D11
-17.392568,-66.144776, Calle Cochabamba #3014, Las Cuadras, D11
-17.389453,-66.137158, Calle Saturnino #3015, Alalay, D11
-17.394447,-66.144742, Calle Arce #3016, Muyurina, D11
-17.394531,-66.144186, Calle Roma #3017, Las Cuadras, D11
-17.392294,-66.132110, Calle Ork’o #3018, Alalay, D11
-17.382432,-66.144070, Calle Cochabamba #3019, Muyurina, D11
-17.378746,-66.135649, Calle Saturnino #3020, Las Cuadras, D11
-17.390334,-66.143152, Calle Arce #3021, Alalay, D11
-17.381015,-66.142550, Calle Roma #3022, Muyurina, D11
-17.397568,-66.142563, Calle Ork’o #3023, Las Cuadras, D11
-17.376238,-66.134822, Calle Cochabamba #3024, Alalay, D11
-17.393460,-66.131641, Calle Saturnino #3025, Muyurina, D11
-17.392505,-66.143355, Calle Arce #3026, Las Cuadras, D11
-17.382434,-66.148283, Calle Roma #3027, Alalay, D11
-17.394818,-66.140220, Calle Ork’o #3028, Muyurina, D11
-17.389184,-66.139202, Calle Cochabamba #3029, Las Cuadras, D11
-17.391039,-66.148898, Calle Saturnino #3030, Alalay, D11
-17.388075,-66.146460, Calle Arce #3031, Muyurina, D11
-17.380437,-66.139272, Calle Roma #3032, Las Cuadras, D11
-17.385406,-66.145553, Calle Ork’o #3033, Alalay, D11
-17.380758,-66.149608, Calle Cochabamba #3034, Muyurina, D11
-17.390649,-66.145524, Calle Saturnino #3035, Las Cuadras, D11
-17.379974,-66.133062, Calle Arce #3036, Alalay, D11
-17.395196,-66.134756, Calle Roma #3037, Muyurina, D11
-17.384222,-66.140284, Calle Ork’o #3038, Las Cuadras, D11
-17.388923,-66.147692, Calle Cochabamba #3039, Alalay, D11
-17.377700,-66.141495, Calle Saturnino #3040, Muyurina, D11
-17.389918,-66.136074, Calle Arce #3041, Las Cuadras, D11
-17.381835,-66.149517, Calle Roma #3042, Alalay, D11
-17.390944,-66.136438, Calle Ork’o #3043, Muyurina, D11
-17.394264,-66.130293, Calle Cochabamba #3044, Las Cuadras, D11
-17.394273,-66.130394, Calle Saturnino #3045, Alalay, D11
-17.383281,-66.144524, Calle Arce #3046, Muyurina, D11
-17.381507,-66.150742, Calle Roma #3047, Las Cuadras, D11
-17.394541,-66.130168, Calle Ork’o #3048, Alalay, D11
-17.385270,-66.143468, Calle Cochabamba #3049, Muyurina, D11
-17.383713,-66.145599, Calle Saturnino #3050, Las Cuadras, D11
-17.397118,-66.144273, Calle Arce #3051, Alalay, D11
-17.379337,-66.131948, Calle Roma #3052, Muyurina, D11
-17.378657,-66.136093, Calle Ork’o #3053, Las Cuadras, D11
-17.389791,-66.140285, Calle Cochabamba #3054, Alalay, D11
-17.379187,-66.133658, Calle Saturnino #3055, Muyurina, D11
-17.388682,-66.145084, Calle Arce #3056, Las Cuadras, D11
-17.381447,-66.148620, Calle Roma #3057, Alalay, D11
-17.378902,-66.146143, Calle Ork’o #3058, Muyurina, D11
-17.376164,-66.131944, Calle Cochabamba #3059, Las Cuadras, D11
-17.382997,-66.148869, Calle Saturnino #3060, Alalay, D11
-17.375583,-66.131866, Calle Arce #3061, Muyurina, D11
-17.381300,-66.137704, Calle Roma #3062, Las Cuadras, D11
-17.378474,-66.144763, Calle Ork’o #3063, Alalay, D11
-17.393713,-66.136785, Calle Cochabamba #3064, Muyurina, D11
-17.393025,-66.137348, Calle Saturnino #3065, Las Cuadras, D11
-17.389128,-66.143999, Calle Arce #3066, Alalay, D11
-17.395282,-66.134653, Calle Roma #3067, Muyurina, D11
-17.395314,-66.137997, Calle Ork’o #3068, Las Cuadras, D11
-17.377764,-66.144158, Calle Cochabamba #3069, Alalay, D11
-17.388645,-66.148706, Calle Saturnino #3070, Muyurina, D11
-17.396233,-66.137476, Calle Arce #3071, Las Cuadras, D11
-17.394950,-66.133763, Calle Roma #3072, Alalay, D11
-17.387939,-66.141827, Calle Ork’o #3073, Muyurina, D11
-17.393159,-66.137349, Calle Cochabamba #3074, Las Cuadras, D11
-17.393242,-66.141120, Calle Saturnino #3075, Alalay, D11
-17.389984,-66.139494, Calle Arce #3076, Muyurina, D11
-17.382804,-66.150349, Calle Roma #3077, Las Cuadras, D11
-17.398094,-66.146898, Calle Ork’o #3078, Alalay, D11
-17.383987,-66.143917, Calle Cochabamba #3079, Muyurina, D11
-17.380914,-66.138461, Calle Saturnino #3080, Las Cuadras, D11
-17.390858,-66.148544, Calle Arce #3081, Alalay, D11
-17.395109,-66.137823, Calle Roma #3082, Muyurina, D11
-17.377275,-66.135587, Calle Ork’o #3083, Las Cuadras, D11
-17.396336,-66.143290, Calle Cochabamba #3084, Alalay, D11
-17.379745,-66.143317, Calle Saturnino #3085, Muyurina, D11
-17.379457,-66.132734, Calle Arce #3086, Las Cuadras, D11
-17.382039,-66.142950, Calle Roma #3087, Alalay, D11
-17.396445,-66.137060, Calle Ork’o #3088, Muyurina, D11
-17.379050,-66.136652, Calle Cochabamba #3089, Las Cuadras, D11
-17.389384,-66.137635, Calle Saturnino #3090, Alalay, D11
-17.388307,-66.143803, Calle Arce #3091, Muyurina, D11
-17.397123,-66.141490, Calle Roma #3092, Las Cuadras, D11
-17.395538,-66.137474, Calle Ork’o #3093, Alalay, D11
-17.397719,-66.147671, Calle Cochabamba #3094, Muyurina, D11
-17.375856,-66.136298, Calle Saturnino #3095, Las Cuadras, D11
-17.382534,-66.151123, Calle Arce #3096, Alalay, D11
-17.389835,-66.147168, Calle Roma #3097, Muyurina, D11
-17.392657,-66.138970, Calle Ork’o #3098, Las Cuadras, D11
-17.379420,-66.148849, Calle Cochabamba #3099, Alalay, D11
-17.388885,-66.148847, Calle Saturnino #3100, Muyurina, D11
-17.395120,-66.128952, Calle Arce #3101, Las Cuadras, D11
-17.393632,-66.132041, Calle Roma #3102, Alalay, D11
-17.379159,-66.146141, Calle Ork’o #3103, Muyurina, D11
-17.384754,-66.148512, Calle Cochabamba #3104, Las Cuadras, D11
-17.391101,-66.145892, Calle Saturnino #3105, Alalay, D11
-17.395963,-66.130858, Calle Arce #3106, Muyurina, D11
-17.385881,-66.146792, Calle Roma #3107, Las Cuadras, D11
-17.393161,-66.145757, Calle Ork’o #3108, Alalay, D11
-17.383314,-66.150914, Calle Cochabamba #3109, Muyurina, D11
-17.382812,-66.149747, Calle Saturnino #3110, Las Cuadras, D11
-17.381279,-66.149083, Calle Arce #3111, Alalay, D11
-17.390016,-66.137625, Calle Roma #3112, Muyurina, D11
-17.380098,-66.132518, Calle Ork’o #3113, Las Cuadras, D11
-17.392538,-66.147804, Calle Cochabamba #3114, Alalay, D11
-17.378534,-66.143827, Calle Saturnino #3115, Muyurina, D11
-17.395410,-66.144628, Calle Arce #3116, Las Cuadras, D11
-17.387319,-66.147854, Calle Roma #3117, Alalay, D11
-17.394622,-66.135319, Calle Ork’o #3118, Muyurina, D11
-17.391243,-66.137148, Calle Cochabamba #3119, Las Cuadras, D11
-17.395987,-66.146007, Calle Saturnino #3120, Alalay, D11
-17.387482,-66.137344, Calle Arce #3121, Muyurina, D11
-17.389734,-66.137433, Calle Roma #3122, Las Cuadras, D11
-17.394063,-66.137227, Calle Ork’o #3123, Alalay, D11
-17.397068,-66.142523, Calle Cochabamba #3124, Muyurina, D11
-17.390826,-66.143986, Calle Saturnino #3125, Las Cuadras, D11
-17.383669,-66.150330, Calle Arce #3126, Alalay, D11
-17.387103,-66.141782, Calle Roma #3127, Muyurina, D11
-17.378889,-66.143899, Calle Ork’o #3128, Las Cuadras, D11
-17.378504,-66.131373, Calle Cochabamba #3129, Alalay, D11
-17.390879,-66.148439, Calle Saturnino #3130, Muyurina, D11
-17.382412,-66.145888, Calle Arce #3131, Las Cuadras, D11
-17.394161,-66.131223, Calle Roma #3132, Alalay, D11
-17.381696,-66.147982, Calle Ork’o #3133, Muyurina, D11
-17.380217,-66.138015, Calle Cochabamba #3134, Las Cuadras, D11
-17.398100,-66.147224, Calle Saturnino #3135, Alalay, D11
-17.393060,-66.138358, Calle Arce #3136, Muyurina, D11
-17.395561,-66.145028, Calle Roma #3137, Las Cuadras, D11
-17.394244,-66.148417, Calle Ork’o #3138, Alalay, D11
-17.392400,-66.139167, Calle Cochabamba #3139, Muyurina, D11
-17.395759,-66.128958, Calle Saturnino #3140, Las Cuadras, D11
-17.382059,-66.146753, Calle Arce #3141, Alalay, D11
-17.380253,-66.133506, Calle Roma #3142, Muyurina, D11
-17.397160,-66.145819, Calle Ork’o #3143, Las Cuadras, D11
-17.392498,-66.133556, Calle Cochabamba #3144, Alalay, D11
-17.394042,-66.145436, Calle Saturnino #3145, Muyurina, D11
-17.391022,-66.131883, Calle Arce #3146, Las Cuadras, D11
-17.386894,-66.141788, Calle Roma #3147, Alalay, D11
-17.381232,-66.144876, Calle Ork’o #3148, Muyurina, D11
-17.381855,-66.147767, Calle Cochabamba #3149, Las Cuadras, D11
-17.391896,-66.140767, Calle Saturnino #3150, Alalay, D11
-17.387225,-66.139598, Calle Arce #3151, Muyurina, D11
-17.379177,-66.144719, Calle Roma #3152, Las Cuadras, D11
-17.393897,-66.131692, Calle Ork’o #3153, Alalay, D11
-17.380047,-66.138825, Calle Cochabamba #3154, Muyurina, D11
-17.392499,-66.132153, Calle Saturnino #3155, Las Cuadras, D11
-17.385667,-66.147499, Calle Arce #3156, Alalay, D11
-17.386630,-66.143991, Calle Roma #3157, Muyurina, D11
-17.389534,-66.139630, Calle Ork’o #3158, Las Cuadras, D11
-17.383198,-66.148996, Calle Cochabamba #3159, Alalay, D11
-17.395842,-66.147998, Calle Saturnino #3160, Muyurina, D11
-17.387857,-66.149873, Calle Arce #3161, Las Cuadras, D11
-17.393121,-66.145845, Calle Roma #3162, Alalay, D11
-17.378970,-66.143476, Calle Ork’o #3163, Muyurina, D11
-17.375673,-66.133748, Calle Cochabamba #3164, Las Cuadras, D11
-17.379302,-66.134199, Calle Saturnino #3165, Alalay, D11
-17.394472,-66.138038, Calle Arce #3166, Muyurina, D11
-17.386793,-66.143985, Calle Roma #3167, Las Cuadras, D11
-17.394042,-66.142317, Calle Ork’o #3168, Alalay, D11
-17.380623,-66.144636, Calle Cochabamba #3169, Muyurina, D11
-17.379380,-66.136100, Calle Saturnino #3170, Las Cuadras, D11
-17.394587,-66.135876, Calle Arce #3171, Alalay, D11
-17.389490,-66.141542, Calle Roma #3172, Muyurina, D11
-17.392344,-66.146011, Calle Ork’o #3173, Las Cuadras, D11
-17.385755,-66.142034, Calle Cochabamba #3174, Alalay, D11
-17.395227,-66.136107, Calle Saturnino #3175, Muyurina, D11
-17.395074,-66.134113, Calle Arce #3176, Las Cuadras, D11
-17.390989,-66.132404, Calle Roma #3177, Alalay, D11
-17.393624,-66.135585, Calle Ork’o #3178, Muyurina, D11
-17.376252,-66.136786, Calle Cochabamba #3179, Las Cuadras, D11
-17.390726,-66.135524, Calle Saturnino #3180, Alalay, D11
-17.380385,-66.144338, Calle Arce #3181, Muyurina, D11
-17.396968,-66.140637, Calle Roma #3182, Las Cuadras, D11
-17.387532,-66.147209, Calle Ork’o #3183, Alalay, D11
-17.392452,-66.131700, Calle Cochabamba #3184, Muyurina, D11
-17.385002,-66.139802, Calle Saturnino #3185, Las Cuadras, D11
-17.396291,-66.143231, Calle Arce #3186, Alalay, D11
-17.388395,-66.140552, Calle Roma #3187, Muyurina, D11
-17.383988,-66.144576, Calle Ork’o #3188, Las Cuadras, D11
-17.384546,-66.141419, Calle Cochabamba #3189, Alalay, D11
-17.382013,-66.137217, Calle Saturnino #3190, Muyurina, D11
-17.393997,-66.140681, Calle Arce #3191, Las Cuadras, D11
-17.394212,-66.131858, Calle Roma #3192, Alalay, D11
-17.383275,-66.143426, Calle Ork’o #3193, Muyurina, D11
-17.380676,-66.144947, Calle Cochabamba #3194, Las Cuadras, D11
-17.382732,-66.147143, Calle Saturnino #3195, Alalay, D11
-17.394126,-66.132487, Calle Arce #3196, Muyurina, D11
-17.390552,-66.143956, Calle Roma #3197, Las Cuadras, D11
-17.393729,-66.147048, Calle Ork’o #3198, Alalay, D11
-17.388482,-66.137349, Calle Cochabamba #3199, Muyurina, D11
-17.393878,-66.139416, Calle Saturnino #3200, Las Cuadras, D11
-17.383079,-66.149208, Calle Arce #3201, Alalay, D11
-17.393687,-66.142602, Calle Roma #3202, Muyurina, D11
-17.379479,-66.140669, Calle Ork’o #3203, Las Cuadras, D11
-17.396146,-66.142963, Calle Cochabamba #3204, Alalay, D11
-17.382519,-66.138704, Calle Saturnino #3205, Muyurina, D11
-17.392921,-66.138605, Calle Arce #3206, Las Cuadras, D11
-17.376752,-66.136816, Calle Roma #3207, Alalay, D11
-17.398705,-66.147598, Calle Ork’o #3208, Muyurina, D11
-17.394586,-66.138294, Calle Cochabamba #3209, Las Cuadras, D11
-17.388791,-66.145836, Calle Saturnino #3210, Alalay, D11
-17.384364,-66.145981, Calle Arce #3211, Muyurina, D11
-17.388075,-66.144431, Calle Roma #3212, Las Cuadras, D11
-17.378843,-66.144218, Calle Ork’o #3213, Alalay, D11
-17.396800,-66.138362, Calle Cochabamba #3214, Muyurina, D11
-17.391873,-66.144349, Calle Saturnino #3215, Las Cuadras, D11
-17.378628,-66.133997, Calle Arce #3216, Alalay, D11
-17.397663,-66.140209, Calle Roma #3217, Muyurina, D11
-17.378988,-66.133750, Calle Ork’o #3218, Las Cuadras, D11
-17.388463,-66.137361, Calle Cochabamba #3219, Alalay, D11
-17.388673,-66.145759, Calle Saturnino #3220, Muyurina, D11
-17.379500,-66.144030, Calle Arce #3221, Las Cuadras, D11
-17.388024,-66.142234, Calle Roma #3222, Alalay, D11
-17.376390,-66.136892, Calle Ork’o #3223, Muyurina, D11
-17.386978,-66.144660, Calle Cochabamba #3224, Las Cuadras, D11
-17.391770,-66.145208, Calle Saturnino #3225, Alalay, D11
-17.384688,-66.148763, Calle Arce #3226, Muyurina, D11
-17.389637,-66.149586, Calle Roma #3227, Las Cuadras, D11
-17.375755,-66.131953, Calle Ork’o #3228, Alalay, D11
-17.383146,-66.147360, Calle Cochabamba #3229, Muyurina, D11
-17.378253,-66.138446, Calle Saturnino #3230, Las Cuadras, D11
-17.390079,-66.148011, Calle Arce #3231, Alalay, D11
-17.379083,-66.133899, Calle Roma #3232, Muyurina, D11
-17.387167,-66.148393, Calle Ork’o #3233, Las Cuadras, D11
-17.392898,-66.144168, Calle Cochabamba #3234, Alalay, D11
-17.380131,-66.143079, Calle Saturnino #3235, Muyurina, D11
-17.394943,-66.138930, Calle Arce #3236, Las Cuadras, D11
