-17.452167,-66.107179, Calle El Alto #100, Valle Hermoso Sur, D14
-17.445302,-66.116312, Calle El Inca #4558, Valle Hermoso Sur, D14
-17.437397,-66.111400, Calle Andes #4559, Pukara Sur, D14
-17.434642,-66.112149, Calle El Alto #4560, Ch’aqui Mayu, D14
-17.443320,-66.110740, Calle Villa San Miguel #4561, Valle Hermoso Sur, D14
-17.424578,-66.109183, Calle Ferroviaria #4562, Pukara Sur, D14
-17.443332,-66.117315, Calle El Inca #4563, Ch’aqui Mayu, D14
-17.432789,-66.107234, Calle Andes #4564, Valle Hermoso Sur, D14
-17.446464,-66.113564, Calle El Alto #4565, Pukara Sur, D14
-17.444167,-66.115446, Calle Villa San Miguel #4566, Ch’aqui Mayu, D14
-17.426395,-66.110633, Calle Ferroviaria #4567, Valle Hermoso Sur, D14
-17.435979,-66.117071, Calle El Inca #4568, Pukara Sur, D14
-17.450739,-66.108990, Calle Andes #4569, Ch’aqui Mayu, D14
-17.437193,-66.109174, Calle El Alto #4570, Valle Hermoso Sur, D14
-17.431597,-66.103525, Calle Villa San Miguel #4571, Pukara Sur, D14
-17.445596,-66.110013, Calle Ferroviaria #4572, Ch’aqui Mayu, D14
-17.436847,-66.118221, Calle El Inca #4573, Valle Hermoso Sur, D14
-17.440621,-66.118735, Calle Andes #4574, Pukara Sur, D14
-17.431486,-66.114316, Calle El Alto #4575, Ch’aqui Mayu, D14
-17.425615,-66.107934, Calle Villa San Miguel #4576, Valle Hermoso Sur, D14
-17.441611,-66.108505, Calle Ferroviaria #4577, Pukara Sur, D14
-17.432449,-66.111812, Calle El Inca #4578, Ch’aqui Mayu, D14
-17.435822,-66.118287, Calle Andes #4579, Valle Hermoso Sur, D14
-17.435734,-66.109678, Calle El Alto #4580, Pukara Sur, D14
-17.426005,-66.111961, Calle Villa San Miguel #4581, Ch’aqui Mayu, D14
-17.453235,-66.110589, Calle Ferroviaria #4582, Valle Hermoso Sur, D14
-17.424337,-66.110347, Calle El Inca #4583, Pukara Sur, D14
-17.440961,-66.117520, Calle Andes #4584, Ch’aqui Mayu, D14
-17.428070,-66.111073, Calle El Alto #4585, Valle Hermoso Sur, D14
-17.434319,-66.115293, Calle Villa San Miguel #4586, Pukara Sur, D14
-17.443005,-66.112967, Calle Ferroviaria #4587, Ch’aqui Mayu, D14
-17.427489,-66.107750, Calle El Inca #4588, Valle Hermoso Sur, D14
-17.451576,-66.113350, Calle Andes #4589, Pukara Sur, D14
-17.435829,-66.104170, Calle El Alto #4590, Ch’aqui Mayu, D14
-17.436600,-66.116285, Calle Villa San Miguel #4591, Valle Hermoso Sur, D14
-17.427231,-66.115064, Calle Ferroviaria #4592, Pukara Sur, D14
-17.455555,-66.116639, Calle El Inca #4593, Ch’aqui Mayu, D14
-17.450257,-66.109448, Calle Andes #4594, Valle Hermoso Sur, D14
-17.452706,-66.112043, Calle El Alto #4595, Pukara Sur, D14
-17.448955,-66.112890, Calle Villa San Miguel #4596, Ch’aqui Mayu, D14
-17.429796,-66.114638, Calle Ferroviaria #4597, Valle Hermoso Sur, D14
-17.440582,-66.105274, Calle El Inca #4598, Pukara Sur, D14
-17.433851,-66.112353, Calle Andes #4599, Ch’aqui Mayu, D14
-17.444505,-66.110909, Calle El Alto #4600, Valle Hermoso Sur, D14
-17.436673,-66.113066, Calle Villa San Miguel #4601, Pukara Sur, D14
-17.443079,-66.118423, Calle Ferroviaria #4602, Ch’aqui Mayu, D14
-17.445936,-66.114495, Calle El Inca #4603, Valle Hermoso Sur, D14
-17.427663,-66.106950, Calle Andes #4604, Pukara Sur, D14
-17.443157,-66.111356, Calle El Alto #4605, Ch’aqui Mayu, D14
-17.435682,-66.116518, Calle Villa San Miguel #4606, Valle Hermoso Sur, D14
-17.440560,-66.111339, Calle Ferroviaria #4607, Pukara Sur, D14
-17.446506,-66.109954, Calle El Inca #4608, Ch’aqui Mayu, D14
-17.459482,-66.115065, Calle Andes #4609, Valle Hermoso Sur, D14
-17.432944,-66.114109, Calle El Alto #4610, Pukara Sur, D14
-17.446232,-66.110598, Calle Villa San Miguel #4611, Ch’aqui Mayu, D14
-17.433210,-66.103418, Calle Ferroviaria #4612, Valle Hermoso Sur, D14
-17.450053,-66.110914, Calle El Inca #4613, Pukara Sur, D14
-17.434795,-66.116481, Calle Andes #4614, Ch’aqui Mayu, D14
-17.438370,-66.116112, Calle El Alto #4615, Valle Hermoso Sur, D14
-17.432000,-66.111365, Calle Villa San Miguel #4616, Pukara Sur, D14
-17.437782,-66.108362, Calle Ferroviaria #4617, Ch’aqui Mayu, D14
-17.439858,-66.109221, Calle El Inca #4618, Valle Hermoso Sur, D14
-17.448843,-66.106919, Calle Andes #4619, Pukara Sur, D14
-17.426466,-66.107642, Calle El Alto #4620, Ch’aqui Mayu, D14
-17.435882,-66.112061, Calle Villa San Miguel #4621, Valle Hermoso Sur, D14
-17.440496,-66.115867, Calle Ferroviaria #4622, Pukara Sur, D14
-17.432596,-66.106678, Calle El Inca #4623, Ch’aqui Mayu, D14
-17.449729,-66.108212, Calle Andes #4624, Valle Hermoso Sur, D14
-17.435042,-66.111450, Calle El Alto #4625, Pukara Sur, D14
-17.453276,-66.108916, Calle Villa San Miguel #4626, Ch’aqui Mayu, D14
-17.433930,-66.112756, Calle Ferroviaria #4627, Valle Hermoso Sur, D14
-17.439714,-66.105961, Calle El Inca #4628, Pukara Sur, D14
-17.424455,-66.111927, Calle Andes #4629, Ch’aqui Mayu, D14
-17.431109,-66.110185, Calle El Alto #4630, Valle Hermoso Sur, D14
-17.435533,-66.112428, Calle Villa San Miguel #4631, Pukara Sur, D14
-17.435725,-66.107340, Calle Ferroviaria #4632, Ch’aqui Mayu, D14
-17.437581,-66.107525, Calle El Inca #4633, Valle Hermoso Sur, D14
-17.433531,-66.109786, Calle Andes #4634, Pukara Sur, D14
-17.437187,-66.114374, Calle El Alto #4635, Ch’aqui Mayu, D14
-17.430217,-66.108860, Calle Villa San Miguel #4636, Valle Hermoso Sur, D14
-17.449320,-66.112216, Calle Ferroviaria #4637, Pukara Sur, D14
-17.436030,-66.107983, Calle El Inca #4638, Ch’aqui Mayu, D14
-17.443876,-66.114119, Calle Andes #4639, Valle Hermoso Sur, D14
-17.449203,-66.112210, Calle El Alto #4640, Pukara Sur, D14
-17.427037,-66.114922, Calle Villa San Miguel #4641, Ch’aqui Mayu, D14
-17.447144,-66.107857, Calle Ferroviaria #4642, Valle Hermoso Sur, D14
-17.448316,-66.106476, Calle El Inca #4643, Pukara Sur, D14
-17.440728,-66.109936, Calle Andes #4644, Ch’aqui Mayu, D14
-17.446762,-66.111618, Calle El Alto #4645, Valle Hermoso Sur, D14
-17.430612,-66.111347, Calle Villa San Miguel #4646, Pukara Sur, D14
-17.453505,-66.109425, Calle Ferroviaria #4647, Ch’aqui Mayu, D14
-17.448265,-66.113621, Calle El Inca #4648, Valle Hermoso Sur, D14
-17.452879,-66.111323, Calle Andes #4649, Pukara Sur, D14
-17.419667,-66.110644, Calle El Alto #4650, Ch’aqui Mayu, D14
-17.448887,-66.112837, Calle Villa San Miguel #4651, Valle Hermoso Sur, D14
-17.451047,-66.110082, Calle Ferroviaria #4652, Pukara Sur, D14
-17.447479,-66.111573, Calle El Inca #4653, Ch’aqui Mayu, D14
-17.452925,-66.110542, Calle Andes #4654, Valle Hermoso Sur, D14
-17.427903,-66.111370, Calle El Alto #4655, Pukara Sur, D14
-17.440423,-66.117085, Calle Villa San Miguel #4656, Ch’aqui Mayu, D14
-17.444040,-66.108735, Calle Ferroviaria #4657, Valle Hermoso Sur, D14
-17.427449,-66.112397, Calle El Inca #4658, Pukara Sur, D14
-17.454923,-66.111166, Calle Andes #4659, Ch’aqui Mayu, D14
-17.451165,-66.110558, Calle El Alto #4660, Valle Hermoso Sur, D14
-17.431499,-66.106085, Calle Villa San Miguel #4661, Pukara Sur, D14
-17.454207,-66.110761, Calle Ferroviaria #4662, Ch’aqui Mayu, D14
-17.422390,-66.110940, Calle El Inca #4663, Valle Hermoso Sur, D14
-17.432137,-66.115166, Calle Andes #4664, Pukara Sur, D14
-17.445004,-66.108132, Calle El Alto #4665, Ch’aqui Mayu, D14
-17.447874,-66.116071, Calle Villa San Miguel #4666, Valle Hermoso Sur, D14
-17.437643,-66.117257, Calle Ferroviaria #4667, Pukara Sur, D14
-17.426286,-66.108218, Calle El Inca #4668, Ch’aqui Mayu, D14
-17.434595,-66.114521, Calle Andes #4669, Valle Hermoso Sur, D14
-17.433411,-66.107437, Calle El Alto #4670, Pukara Sur, D14
-17.454108,-66.109955, Calle Villa San Miguel #4671, Ch’aqui Mayu, D14
-17.426861,-66.114051, Calle Ferroviaria #4672, Valle Hermoso Sur, D14
-17.440319,-66.109819, Calle El Inca #4673, Pukara Sur, D14
-17.435955,-66.107026, Calle Andes #4674, Ch’aqui Mayu, D14
-17.431862,-66.110593, Calle El Alto #4675, Valle Hermoso Sur, D14
-17.435424,-66.106554, Calle Villa San Miguel #4676, Pukara Sur, D14
-17.447155,-66.112659, Calle Ferroviaria #4677, Ch’aqui Mayu, D14
-17.443057,-66.106459, Calle El Inca #4678, Valle Hermoso Sur, D14
-17.439554,-66.111774, Calle Andes #4679, Pukara Sur, D14
-17.430787,-66.108477, Calle El Alto #4680, Ch’aqui Mayu, D14
-17.429937,-66.114180, Calle Villa San Miguel #4681, Valle Hermoso Sur, D14
-17.444899,-66.117447, Calle Ferroviaria #4682, Pukara Sur, D14
-17.436813,-66.111801, Calle El Inca #4683, Ch’aqui Mayu, D14
-17.441942,-66.115254, Calle Andes #4684, Valle Hermoso Sur, D14
-17.455994,-66.113993, Calle El Alto #4685, Pukara Sur, D14
-17.437445,-66.103846, Calle Villa San Miguel #4686, Ch’aqui Mayu, D14
-17.431404,-66.106270, Calle Ferroviaria #4687, Valle Hermoso Sur, D14
-17.450999,-66.113964, Calle El Inca #4688, Pukara Sur, D14
-17.434390,-66.112640, Calle Andes #4689, Ch’aqui Mayu, D14
-17.436790,-66.107896, Calle El Alto #4690, Valle Hermoso Sur, D14
-17.444673,-66.107167, Calle Villa San Miguel #4691, Pukara Sur, D14
-17.426272,-66.114991, Calle Ferroviaria #4692, Ch’aqui Mayu, D14
-17.436738,-66.115158, Calle El Inca #4693, Valle Hermoso Sur, D14
-17.431643,-66.106378, Calle Andes #4694, Pukara Sur, D14
-17.449517,-66.109489, Calle El Alto #4695, Ch’aqui Mayu, D14
-17.449885,-66.111314, Calle Villa San Miguel #4696, Valle Hermoso Sur, D14
-17.456526,-66.116415, Calle Ferroviaria #4697, Pukara Sur, D14
-17.437078,-66.108895, Calle El Inca #4698, Ch’aqui Mayu, D14
-17.453441,-66.113178, Calle Andes #4699, Valle Hermoso Sur, D14
-17.441847,-66.106248, Calle El Alto #4700, Pukara Sur, D14
-17.425678,-66.112477, Calle Villa San Miguel #4701, Ch’aqui Mayu, D14
-17.445498,-66.114238, Calle Ferroviaria #4702, Valle Hermoso Sur, D14
-17.444973,-66.109265, Calle El Inca #4703, Pukara Sur, D14
-17.427363,-66.110675, Calle Andes #4704, Ch’aqui Mayu, D14
-17.441196,-66.116438, Calle El Alto #4705, Valle Hermoso Sur, D14
-17.446386,-66.113119, Calle Villa San Miguel #4706, Pukara Sur, D14
-17.435172,-66.111377, Calle Ferroviaria #4707, Ch’aqui Mayu, D14
-17.419941,-66.110598, Calle El Inca #4708, Valle Hermoso Sur, D14
-17.435845,-66.104389, Calle Andes #4709, Pukara Sur, D14
-17.433776,-66.114014, Calle El Alto #4710, Ch’aqui Mayu, D14
-17.448642,-66.110898, Calle Villa San Miguel #4711, Valle Hermoso Sur, D14
-17.445540,-66.105120, Calle Ferroviaria #4712, Pukara Sur, D14
-17.438587,-66.115303, Calle El Inca #4713, Ch’aqui Mayu, D14
-17.426217,-66.109359, Calle Andes #4714, Valle Hermoso Sur, D14
-17.455329,-66.116379, Calle El Alto #4715, Pukara Sur, D14
-17.456941,-66.114223, Calle Villa San Miguel #4716, Ch’aqui Mayu, D14
-17.453125,-66.117746, Calle Ferroviaria #4717, Valle Hermoso Sur, D14
-17.440669,-66.108567, Calle El Inca #4718, Pukara Sur, D14
-17.426818,-66.109050, Calle Andes #4719, Ch’aqui Mayu, D14
-17.453372,-66.110277, Calle El Alto #4720, Valle Hermoso Sur, D14
-17.449178,-66.110807, Calle Villa San Miguel #4721, Pukara Sur, D14
-17.437560,-66.118369, Calle Ferroviaria #4722, Ch’aqui Mayu, D14
-17.436959,-66.111358, Calle El Inca #4723, Valle Hermoso Sur, D14
-17.426934,-66.107280, Calle Andes #4724, Pukara Sur, D14
-17.438730,-66.113558, Calle El Alto #4725, Ch’aqui Mayu, D14
-17.443590,-66.112983, Calle Villa San Miguel #4726, Valle Hermoso Sur, D14
-17.437193,-66.106102, Calle Ferroviaria #4727, Pukara Sur, D14
-17.455779,-66.113731, Calle El Inca #4728, Ch’aqui Mayu, D14
-17.444315,-66.107552, Calle Andes #4729, Valle Hermoso Sur, D14
-17.427337,-66.111912, Calle El Alto #4730, Pukara Sur, D14
-17.435718,-66.105139, Calle Villa San Miguel #4731, Ch’aqui Mayu, D14
-17.437674,-66.110708, Calle Ferroviaria #4732, Valle Hermoso Sur, D14
-17.425961,-66.114696, Calle El Inca #4733, Pukara Sur, D14
-17.445335,-66.116337, Calle Andes #4734, Ch’aqui Mayu, D14
-17.424236,-66.109680, Calle El Alto #4735, Valle Hermoso Sur, D14
-17.433633,-66.112984, Calle Villa San Miguel #4736, Pukara Sur, D14
-17.438669,-66.109311, Calle Ferroviaria #4737, Ch’aqui Mayu, D14
-17.433336,-66.112788, Calle El Inca #4738, Valle Hermoso Sur, D14
-17.434694,-66.109680, Calle Andes #4739, Pukara Sur, D14
-17.434578,-66.103280, Calle El Alto #4740, Ch’aqui Mayu, D14
-17.441142,-66.109143, Calle Villa San Miguel #4741, Valle Hermoso Sur, D14
-17.443761,-66.116175, Calle Ferroviaria #4742, Pukara Sur, D14
-17.451038,-66.117441, Calle El Inca #4743, Ch’aqui Mayu, D14
-17.454118,-66.110968, Calle Andes #4744, Valle Hermoso Sur, D14
-17.443624,-66.113090, Calle El Alto #4745, Pukara Sur, D14
-17.439793,-66.108879, Calle Villa San Miguel #4746, Ch’aqui Mayu, D14
-17.431730,-66.104501, Calle Ferroviaria #4747, Valle Hermoso Sur, D14
-17.441438,-66.111649, Calle El Inca #4748, Pukara Sur, D14
-17.428493,-66.112728, Calle Andes #4749, Ch’aqui Mayu, D14
-17.437041,-66.118457, Calle El Alto #4750, Valle Hermoso Sur, D14
-17.436243,-66.108002, Calle Villa San Miguel #4751, Pukara Sur, D14
-17.459681,-66.115038, Calle Ferroviaria #4752, Ch’aqui Mayu, D14
-17.441686,-66.109889, Calle El Inca #4753, Valle Hermoso Sur, D14
-17.450407,-66.115253, Calle Andes #4754, Pukara Sur, D14
-17.446513,-66.105532, Calle El Alto #4755, Ch’aqui Mayu, D14
-17.433289,-66.114968, Calle Villa San Miguel #4756, Valle Hermoso Sur, D14
-17.422808,-66.110380, Calle Ferroviaria #4757, Pukara Sur, D14
-17.428919,-66.110185, Calle El Inca #4758, Ch’aqui Mayu, D14
-17.437859,-66.110003, Calle Andes #4759, Valle Hermoso Sur, D14
-17.437998,-66.111227, Calle El Alto #4760, Pukara Sur, D14
-17.427514,-66.107698, Calle Villa San Miguel #4761, Ch’aqui Mayu, D14
-17.429093,-66.107589, Calle Ferroviaria #4762, Valle Hermoso Sur, D14
-17.438799,-66.117027, Calle El Inca #4763, Pukara Sur, D14
-17.433070,-66.106774, Calle Andes #4764, Ch’aqui Mayu, D14
-17.452043,-66.111516, Calle El Alto #4765, Valle Hermoso Sur, D14
-17.451689,-66.110899, Calle Villa San Miguel #4766, Pukara Sur, D14
-17.446143,-66.116432, Calle Ferroviaria #4767, Ch’aqui Mayu, D14
-17.435743,-66.103970, Calle El Inca #4768, Valle Hermoso Sur, D14
-17.430624,-66.106493, Calle Andes #4769, Pukara Sur, D14
-17.444178,-66.117113, Calle El Alto #4770, Ch’aqui Mayu, D14
-17.442382,-66.119148, Calle Villa San Miguel #4771, Valle Hermoso Sur, D14
-17.423417,-66.109864, Calle Ferroviaria #4772, Pukara Sur, D14
-17.450971,-66.108016, Calle El Inca #4773, Ch’aqui Mayu, D14
-17.435628,-66.110476, Calle Andes #4774, Valle Hermoso Sur, D14
-17.439810,-66.106955, Calle El Alto #4775, Pukara Sur, D14
-17.437366,-66.105351, Calle Villa San Miguel #4776, Ch’aqui Mayu, D14
-17.437476,-66.114797, Calle Ferroviaria #4777, Valle Hermoso Sur, D14
-17.433549,-66.108410, Calle El Inca #4778, Pukara Sur, D14
-17.422651,-66.110620, Calle Andes #4779, Ch’aqui Mayu, D14
-17.442361,-66.109120, Calle El Alto #4780, Valle Hermoso Sur, D14
-17.435098,-66.108426, Calle Villa San Miguel #4781, Pukara Sur, D14
-17.427453,-66.107057, Calle Ferroviaria #4782, Ch’aqui Mayu, D14
-17.451825,-66.114608, Calle El Inca #4783, Valle Hermoso Sur, D14
-17.438174,-66.106541, Calle Andes #4784, Pukara Sur, D14
-17.449024,-66.115300, Calle El Alto #4785, Ch’aqui Mayu, D14
-17.433338,-66.112493, Calle Villa San Miguel #4786, Valle Hermoso Sur, D14
-17.455333,-66.112674, Calle Ferroviaria #4787, Pukara Sur, D14
-17.426188,-66.108195, Calle El Inca #4788, Ch’aqui Mayu, D14
-17.439461,-66.104455, Calle Andes #4789, Valle Hermoso Sur, D14
-17.440703,-66.119246, Calle El Alto #4790, Pukara Sur, D14
-17.431047,-66.114106, Calle Villa San Miguel #4791, Ch’aqui Mayu, D14
-17.446391,-66.111546, Calle Ferroviaria #4792, Valle Hermoso Sur, D14
-17.435414,-66.111638, Calle El Inca #4793, Pukara Sur, D14
-17.439950,-66.115396, Calle Andes #4794, Ch’aqui Mayu, D14
-17.434065,-66.106215, Calle El Alto #4795, Valle Hermoso Sur, D14
-17.441618,-66.106038, Calle Villa San Miguel #4796, Pukara Sur, D14
-17.444084,-66.114874, Calle Ferroviaria #4797, Ch’aqui Mayu, D14
-17.439941,-66.104774, Calle El Inca #4798, Valle Hermoso Sur, D14
-17.434428,-66.115909, Calle Andes #4799, Pukara Sur, D14
-17.451446,-66.111426, Calle El Alto #4800, Ch’aqui Mayu, D14
-17.431867,-66.109805, Calle Villa San Miguel #4801, Valle Hermoso Sur, D14
-17.437730,-66.108358, Calle Ferroviaria #4802, Pukara Sur, D14
-17.448985,-66.113766, Calle El Inca #4803, Ch’aqui Mayu, D14
-17.455176,-66.114978, Calle Andes #4804, Valle Hermoso Sur, D14
-17.444248,-66.117763, Calle El Alto #4805, Pukara Sur, D14
-17.429670,-66.113673, Calle Villa San Miguel #4806, Ch’aqui Mayu, D14
-17.431142,-66.111367, Calle Ferroviaria #4807, Valle Hermoso Sur, D14
-17.439396,-66.111676, Calle El Inca #4808, Pukara Sur, D14
-17.443435,-66.113109, Calle Andes #4809, Ch’aqui Mayu, D14
-17.448321,-66.110926, Calle El Alto #4810, Valle Hermoso Sur, D14
-17.450589,-66.115035, Calle Villa San Miguel #4811, Pukara Sur, D14
-17.433187,-66.115308, Calle Ferroviaria #4812, Ch’aqui Mayu, D14
-17.432252,-66.105694, Calle El Inca #4813, Valle Hermoso Sur, D14
-17.434040,-66.111471, Calle Andes #4814, Pukara Sur, D14
-17.427230,-66.108090, Calle El Alto #4815, Ch’aqui Mayu, D14
-17.452408,-66.108992, Calle Villa San Miguel #4816, Valle Hermoso Sur, D14
-17.426068,-66.109400, Calle Ferroviaria #4817, Pukara Sur, D14
-17.445877,-66.112923, Calle El Inca #4818, Ch’aqui Mayu, D14
-17.431677,-66.103104, Calle Andes #4819, Valle Hermoso Sur, D14
-17.436020,-66.110406, Calle El Alto #4820, Pukara Sur, D14
-17.429465,-66.105620, Calle Villa San Miguel #4821, Ch’aqui Mayu, D14
-17.437090,-66.109345, Calle Ferroviaria #4822, Valle Hermoso Sur, D14
-17.435569,-66.104901, Calle El Inca #4823, Pukara Sur, D14
-17.420278,-66.110884, Calle Andes #4824, Ch’aqui Mayu, D14
-17.446692,-66.113857, Calle El Alto #4825, Valle Hermoso Sur, D14
-17.426244,-66.113895, Calle Villa San Miguel #4826, Pukara Sur, D14
-17.431420,-66.105786, Calle Ferroviaria #4827, Ch’aqui Mayu, D14
-17.441328,-66.105787, Calle El Inca #4828, Valle Hermoso Sur, D14
-17.431122,-66.113513, Calle Andes #4829, Pukara Sur, D14
-17.447436,-66.110020, Calle El Alto #4830, Ch’aqui Mayu, D14
-17.446087,-66.113249, Calle Villa San Miguel #4831, Valle Hermoso Sur, D14
-17.436801,-66.107110, Calle Ferroviaria #4832, Pukara Sur, D14
-17.445208,-66.107210, Calle El Inca #4833, Ch’aqui Mayu, D14
-17.439409,-66.110752, Calle Andes #4834, Valle Hermoso Sur, D14
-17.429969,-66.115066, Calle El Alto #4835, Pukara Sur, D14
-17.438986,-66.104303, Calle Villa San Miguel #4836, Ch’aqui Mayu, D14
-17.454308,-66.115113, Calle Ferroviaria #4837, Valle Hermoso Sur, D14
-17.455456,-66.114230, Calle El Inca #4838, Pukara Sur, D14
-17.435908,-66.107460, Calle Andes #4839, Ch’aqui Mayu, D14
-17.452464,-66.108296, Calle El Alto #4840, Valle Hermoso Sur, D14
-17.422718,-66.111557, Calle Villa San Miguel #4841, Pukara Sur, D14
-17.455090,-66.114790, Calle Ferroviaria #4842, Ch’aqui Mayu, D14
-17.439885,-66.105351, Calle El Inca #4843, Valle Hermoso Sur, D14
-17.441523,-66.110042, Calle Andes #4844, Pukara Sur, D14
-17.451985,-66.114711, Calle El Alto #4845, Ch’aqui Mayu, D14
-17.433555,-66.111282, Calle Villa San Miguel #4846, Valle Hermoso Sur, D14
-17.439830,-66.112667, Calle Ferroviaria #4847, Pukara Sur, D14
-17.455331,-66.114623, Calle El Inca #4848, Ch’aqui Mayu, D14
-17.438611,-66.113619, Calle Andes #4849, Valle Hermoso Sur, D14
-17.438828,-66.107338, Calle El Alto #4850, Pukara Sur, D14
-17.435651,-66.109664, Calle Villa San Miguel #4851, Ch’aqui Mayu, D14
-17.448196,-66.114514, Calle Ferroviaria #4852, Valle Hermoso Sur, D14
-17.435738,-66.111290, Calle El Inca #4853, Pukara Sur, D14
-17.458525,-66.112266, Calle Andes #4854, Ch’aqui Mayu, D14
-17.455375,-66.110517, Calle El Alto #4855, Valle Hermoso Sur, D14
-17.436860,-66.107446, Calle Villa San Miguel #4856, Pukara Sur, D14
-17.437599,-66.109671, Calle Ferroviaria #4857, Ch’aqui Mayu, D14
-17.449028,-66.114371, Calle El Inca #4858, Valle Hermoso Sur, D14
-17.447439,-66.112116, Calle Andes #4859, Pukara Sur, D14
-17.450304,-66.107168, Calle El Alto #4860, Ch’aqui Mayu, D14
-17.433445,-66.109478, Calle Villa San Miguel #4861, Valle Hermoso Sur, D14
-17.429357,-66.107091, Calle Ferroviaria #4862, Pukara Sur, D14
-17.426880,-66.113835, Calle El Inca #4863, Ch’aqui Mayu, D14
-17.445739,-66.114751, Calle Andes #4864, Valle Hermoso Sur, D14
-17.434403,-66.111287, Calle El Alto #4865, Pukara Sur, D14
-17.426130,-66.110976, Calle Villa San Miguel #4866, Ch’aqui Mayu, D14
-17.450564,-66.116762, Calle Ferroviaria #4867, Valle Hermoso Sur, D14
-17.442822,-66.116568, Calle El Inca #4868, Pukara Sur, D14
-17.442933,-66.106799, Calle Andes #4869, Ch’aqui Mayu, D14
-17.439146,-66.110649, Calle El Alto #4870, Valle Hermoso Sur, D14
-17.442113,-66.109148, Calle Villa San Miguel #4871, Pukara Sur, D14
-17.443622,-66.109305, Calle Ferroviaria #4872, Ch’aqui Mayu, D14
-17.444097,-66.108492, Calle El Inca #4873, Valle Hermoso Sur, D14
-17.423052,-66.110375, Calle Andes #4874, Pukara Sur, D14
-17.450614,-66.106021, Calle El Alto #4875, Ch’aqui Mayu, D14
-17.441754,-66.118074, Calle Villa San Miguel #4876, Valle Hermoso Sur, D14
-17.435459,-66.106129, Calle Ferroviaria #4877, Pukara Sur, D14
-17.431749,-66.114348, Calle El Inca #4878, Ch’aqui Mayu, D14
-17.453379,-66.115629, Calle Andes #4879, Valle Hermoso Sur, D14
-17.427824,-66.111580, Calle El Alto #4880, Pukara Sur, D14
-17.451862,-66.115482, Calle Villa San Miguel #4881, Ch’aqui Mayu, D14
-17.436736,-66.116496, Calle Ferroviaria #4882, Valle Hermoso Sur, D14
-17.449896,-66.113618, Calle El Inca #4883, Pukara Sur, D14
-17.435077,-66.111347, Calle Andes #4884, Ch’aqui Mayu, D14
-17.427211,-66.113848, Calle El Alto #4885, Valle Hermoso Sur, D14
-17.427302,-66.110859, Calle Villa San Miguel #4886, Pukara Sur, D14
-17.452331,-66.116156, Calle Ferroviaria #4887, Ch’aqui Mayu, D14
-17.453445,-66.115028, Calle El Inca #4888, Valle Hermoso Sur, D14
-17.436394,-66.109462, Calle Andes #4889, Pukara Sur, D14
-17.426817,-66.114549, Calle El Alto #4890, Ch’aqui Mayu, D14
-17.427664,-66.115053, Calle Villa San Miguel #4891, Valle Hermoso Sur, D14
-17.442439,-66.116016, Calle Ferroviaria #4892, Pukara Sur, D14
-17.446296,-66.106585, Calle El Inca #4893, Ch’aqui Mayu, D14
-17.457600,-66.111898, Calle Andes #4894, Valle Hermoso Sur, D14
-17.452863,-66.115894, Calle El Alto #4895, Pukara Sur, D14
-17.432831,-66.104968, Calle Villa San Miguel #4896, Ch’aqui Mayu, D14
-17.432134,-66.111324, Calle Ferroviaria #4897, Valle Hermoso Sur, D14
-17.436050,-66.113265, Calle El Inca #4898, Pukara Sur, D14
-17.442421,-66.115965, Calle Andes #4899, Ch’aqui Mayu, D14
-17.449733,-66.112621, Calle El Alto #4900, Valle Hermoso Sur, D14
-17.458524,-66.112281, Calle Villa San Miguel #4901, Pukara Sur, D14
-17.422535,-66.110787, Calle Ferroviaria #4902, Ch’aqui Mayu, D14
-17.456327,-66.112286, Calle El Inca #4903, Valle Hermoso Sur, D14
-17.436865,-66.105554, Calle Andes #4904, Pukara Sur, D14
-17.450123,-66.113176, Calle El Alto #4905, Ch’aqui Mayu, D14
-17.440855,-66.107407, Calle Villa San Miguel #4906, Valle Hermoso Sur, D14
-17.436741,-66.118955, Calle Ferroviaria #4907, Pukara Sur, D14
-17.450547,-66.106000, Calle El Inca #4908, Ch’aqui Mayu, D14
-17.439071,-66.109105, Calle Andes #4909, Valle Hermoso Sur, D14
-17.427146,-66.112278, Calle El Alto #4910, Pukara Sur, D14
-17.440482,-66.107615, Calle Villa San Miguel #4911, Ch’aqui Mayu, D14
-17.445517,-66.106937, Calle Ferroviaria #4912, Valle Hermoso Sur, D14
-17.427560,-66.107162, Calle El Inca #4913, Pukara Sur, D14
-17.450243,-66.111486, Calle Andes #4914, Ch’aqui Mayu, D14
-17.444484,-66.110343, Calle El Alto #4915, Valle Hermoso Sur, D14
-17.444396,-66.112005, Calle Villa San Miguel #4916, Pukara Sur, D14
-17.420864,-66.110821, Calle Ferroviaria #4917, Ch’aqui Mayu, D14
-17.425379,-66.112318, Calle El Inca #4918, Valle Hermoso Sur, D14
-17.430847,-66.112053, Calle Andes #4919, Pukara Sur, D14
-17.433282,-66.111299, Calle El Alto #4920, Ch’aqui Mayu, D14
-17.437248,-66.114633, Calle Villa San Miguel #4921, Valle Hermoso Sur, D14
-17.424552,-66.110321, Calle Ferroviaria #4922, Pukara Sur, D14
-17.447093,-66.110588, Calle El Inca #4923, Ch’aqui Mayu, D14
-17.424056,-66.108970, Calle Andes #4924, Valle Hermoso Sur, D14
-17.431156,-66.105524, Calle El Alto #4925, Pukara Sur, D14
